SY,District,"Org Code","In-District FTE Average Membership","Out-of-District FTE Average Membership","Total FTE Average Membership"
2007,WALPOLE,03070000,3900,91.2,3991.2
2007,WALTHAM,03080000,4822.1,135.9,4958
2007,WARE,03090000,1199.8,193.6,1393.4
2007,WAREHAM,03100000,3320.4,66,3386.4
2007,WATERTOWN,03140000,2527.2,134.7,2661.9
2007,WAYLAND,03150000,2872,33.1,2905.1
2007,WEBSTER,03160000,1932.4,118.6,2051
2007,WELLESLEY,03170000,4610,72.3,4682.3
2007,WELLFLEET,03180000,130.9,5.7,136.6
2007,"WEST BOYLSTON",03220000,1133.8,60.7,1194.5
2007,"WEST BRIDGEWATER",03230000,1213,21,1234
2007,"WEST SPRINGFIELD",03320000,3965.8,107.3,4073.1
2007,WESTBOROUGH,03210000,3475.5,45.5,3521
2007,WESTFIELD,03250000,6339.2,143.5,6482.7
2007,WESTFORD,03260000,5228.4,42.7,5271.1
2007,WESTHAMPTON,03270000,149.3,18,167.3
2007,WESTON,03300000,2380.8,20,2400.8
2007,WESTPORT,03310000,1882.8,45.9,1928.7
2007,WESTWOOD,03350000,3010.4,44,3054.4
2007,WEYMOUTH,03360000,6760,203.9,6963.9
2007,WHATELY,03370000,125.8,11.9,137.7
2007,"WHITMAN HANSON",07800000,4374.5,53.8,4428.3
2007,WHITTIER,08850000,1061.8,10,1071.8
2007,WILLIAMSBURG,03400000,178.6,38.1,216.7
2007,WILLIAMSTOWN,03410000,457.7,4.6,462.3
2007,WILMINGTON,03420000,3839.8,57.7,3897.5
2007,WINCHENDON,03430000,1642.1,178.8,1820.9
2007,WINCHESTER,03440000,3954.6,61.5,4016.1
2007,WINTHROP,03460000,2027,37.6,2064.6
2007,WOBURN,03470000,4779.9,60.8,4840.7
2007,WORCESTER,03480000,23418,2402.8,25820.8
2007,WRENTHAM,03500000,1206.5,28,1234.5
2006,ABINGTON,00010000,2363.1,57.3,2420.4
2006,ACTON,00020000,2570.9,28.7,2599.6
2006,"ACTON BOXBOROUGH",06000000,2797,111.6,2908.6
2006,ACUSHNET,00030000,1089,385.2,1474.2
2006,"ADAMS CHESHIRE",06030000,1693.5,91.9,1785.4
2006,AGAWAM,00050000,4436.4,138.3,4574.7
2006,AMESBURY,00070000,2430.5,259.2,2689.7
2006,AMHERST,00080000,1483.5,20,1503.5
2006,"AMHERST PELHAM",06050000,1884.5,134.6,2019.1
2006,ANDOVER,00090000,6109.1,98.5,6207.6
2006,ARLINGTON,00100000,4578.1,132.7,4710.8
2006,"ASHBURNHAM WESTMINSTER",06100000,2455.4,89.4,2544.8
2006,ASHLAND,00140000,2680.1,73.9,2754
2006,"ASSABET VALLEY",08010000,937.3,1.8,939.1
2006,"ATHOL ROYALSTON",06150000,2057.9,213.1,2271
2006,ATTLEBORO,00160000,6058.7,275.5,6334.2
2006,AUBURN,00170000,2278.5,84.2,2362.7
2006,AVON,00180000,763,21.2,784.2
2006,AYER,00190000,1319.2,112.1,1431.3
2006,BARNSTABLE,00200000,4710.9,1580,6290.9
2006,BEDFORD,00230000,2282.2,108.3,2390.5
2006,BELCHERTOWN,00240000,2653.1,105.1,2758.2
2006,BELLINGHAM,00250000,2605.1,113.8,2718.9
2006,BELMONT,00260000,3694.1,87.6,3781.7
2006,BERKLEY,00270000,1006.8,253.9,1260.7
2006,"BERKSHIRE HILLS",06180000,1439.8,106.9,1546.7
2006,BERLIN,00280000,250.1,5,255.1
2006,"BERLIN BOYLSTON",06200000,474.3,37,511.3
2006,BEVERLY,00300000,4524.1,243.4,4767.5
2006,BILLERICA,00310000,6417.7,144,6561.7
2006,"BLACKSTONE MILLVILLE",06220000,2151.7,58.1,2209.8
2006,"BLACKSTONE VALLEY",08050000,902.6,2,904.6
2006,"BLUE HILLS",08060000,810.5,0,810.5
2006,BOSTON,00350000,57504.7,7853.3,65358
2006,BOURNE,00360000,2558.8,42.5,2601.3
2006,BOXBOROUGH,00370000,561,20.3,581.3
2006,BOXFORD,00380000,991.5,8.5,1000
2006,BOYLSTON,00390000,382.6,24.2,406.8
2006,BRAINTREE,00400000,5261.2,94.3,5355.5
2006,BREWSTER,00410000,477,35,512
2006,"BRIDGEWATER RAYNHAM",06250000,5702.9,172.8,5875.7
2006,BRIMFIELD,00430000,366.9,13.9,380.8
2006,"BRISTOL COUNTY",09100000,425.1,0,425.1
2006,"BRISTOL PLYMOUTH",08100000,1085.4,1,1086.4
2006,BROCKTON,00440000,15889.3,498.8,16388.1
2006,BROOKFIELD,00450000,299,24.8,323.8
2006,BROOKLINE,00460000,6012.3,78.3,6090.6
2006,BURLINGTON,00480000,3517.3,151.1,3668.4
2006,CAMBRIDGE,00490000,5796.3,507.1,6303.4
2006,CANTON,00500000,3067.7,50.5,3118.2
2006,"CAPE COD",08150000,710.5,0,710.5
2006,CARLISLE,00510000,807.2,6.8,814
2006,CARVER,00520000,2023.4,60.3,2083.7
2006,"CENTRAL BERKSHIRE",06350000,2170.4,156,2326.4
2006,CHATHAM,00550000,697.4,32.9,730.3
2006,CHELMSFORD,00560000,5737.4,199.1,5936.5
2006,CHELSEA,00570000,5363.1,205.1,5568.2
2006,"CHESTERFIELD GOSHEN",06320000,171.6,34.8,206.4
2006,CHICOPEE,00610000,7487.3,189.6,7676.9
2006,CLARKSBURG,00630000,194.1,58.9,253
2006,CLINTON,00640000,2036.8,202,2238.8
2006,COHASSET,00650000,1510.2,27.5,1537.7
2006,CONCORD,00670000,1918.5,60,1978.5
2006,"CONCORD CARLISLE",06400000,1225,47,1272
2006,CONWAY,00680000,160.1,17.5,177.6
2006,DANVERS,00710000,3608.7,97.8,3706.5
2006,DARTMOUTH,00720000,4303.3,59,4362.3
2006,DEDHAM,00730000,2934.6,69.7,3004.3
2006,DEERFIELD,00740000,460.1,19.5,479.6
2006,"DENNIS YARMOUTH",06450000,3892.7,285,4177.7
2006,"DIGHTON REHOBOTH",06500000,3403.6,61.2,3464.8
2006,DOUGLAS,00770000,1733.1,76.6,1809.7
2006,DOVER,00780000,622,16,638
2006,"DOVER SHERBORN",06550000,1049.7,6,1055.7
2006,DRACUT,00790000,4204.7,91.1,4295.8
2006,"DUDLEY CHARLTON",06580000,4364.3,90.6,4454.9
2006,DUXBURY,00820000,3347.5,28.4,3375.9
2006,"EAST BRIDGEWATER",00830000,2511.5,53.8,2565.3
2006,"EAST LONGMEADOW",00870000,2809.3,89.7,2899
2006,EASTHAM,00850000,208,15.6,223.6
2006,EASTHAMPTON,00860000,1630.8,349.4,1980.2
2006,EASTON,00880000,3875.9,71.3,3947.2
2006,EDGARTOWN,00890000,351.1,56.2,407.3
2006,ERVING,00910000,180.7,95.8,276.5
2006,"ESSEX COUNTY",09130000,415.2,0,415.2
2006,EVERETT,00930000,5290.1,431.8,5721.9
2006,FAIRHAVEN,00940000,2230.6,39.4,2270
2006,"FALL RIVER",00950000,10749.3,790.9,11540.2
2006,FALMOUTH,00960000,4122.9,105.9,4228.8
2006,"FARMINGTON RIVER",06620000,168.5,155.2,323.7
2006,FITCHBURG,00970000,5579.7,575.3,6155
2006,FLORIDA,00980000,111.4,16.6,128
2006,FOXBOROUGH,00990000,2931.1,177.2,3108.3
2006,FRAMINGHAM,01000000,8033.9,415.7,8449.6
2006,FRANKLIN,01010000,6108.5,431.8,6540.3
2006,"FRANKLIN COUNTY",08180000,521.4,4.8,526.2
2006,FREETOWN,01020000,558.2,92.2,650.4
2006,"FREETOWN LAKEVILLE",06650000,1864.1,28.6,1892.7
2006,FRONTIER,06700000,712.4,79.1,791.5
2006,GARDNER,01030000,3055.4,167.6,3223
2006,GATEWAY,06720000,1371.4,180.8,1552.2
2006,GEORGETOWN,01050000,1723.3,50.5,1773.8
2006,"GILL MONTAGUE",06740000,1211.4,187.2,1398.6
2006,GLOUCESTER,01070000,3796.4,244.1,4040.5
2006,GRAFTON,01100000,2692.5,42,2734.5
2006,GRANBY,01110000,1153.8,51.5,1205.3
2006,GRANVILLE,01120000,240.7,89,329.7
2006,"GREATER FALL RIVER",08210000,1330.7,0,1330.7
2006,"GREATER LAWRENCE",08230000,1456.2,213.4,1669.6
2006,"GREATER LOWELL",08280000,1937.6,94.6,2032.2
2006,"GREATER NEW BEDFORD",08250000,1966,0,1966
2006,GREENFIELD,01140000,1842.1,322,2164.1
2006,"GROTON DUNSTABLE",06730000,2957.1,87.8,3044.9
2006,HADLEY,01170000,635.9,53.6,689.5
2006,HALIFAX,01180000,723.2,48.4,771.6
2006,"HAMILTON WENHAM",06750000,2181.3,38.7,2220
2006,"HAMPDEN WILBRAHAM",06800000,3777.6,113.7,3891.3
2006,HAMPSHIRE,06830000,904.8,139.5,1044.3
2006,HANCOCK,01210000,43.6,91,134.6
2006,HANOVER,01220000,2822.8,53.7,2876.5
2006,HARVARD,01250000,1295.8,66.3,1362.1
2006,HARWICH,01260000,1433.1,186.6,1619.7
2006,HATFIELD,01270000,452.3,67.2,519.5
2006,HAVERHILL,01280000,7649.2,489.4,8138.6
2006,HAWLEMONT,06850000,126.4,26.6,153
2006,HINGHAM,01310000,3754.9,84,3838.9
2006,HOLBROOK,01330000,1402.3,43.1,1445.4
2006,HOLLAND,01350000,273.4,11.1,284.5
2006,HOLLISTON,01360000,2975.1,70.8,3045.9
2006,HOLYOKE,01370000,6247.6,934.4,7182
2006,HOPEDALE,01380000,1306.6,90.7,1397.3
2006,HOPKINTON,01390000,3399.9,42.6,3442.5
2006,HUDSON,01410000,2779.6,58.3,2837.9
2006,HULL,01420000,1253.1,158.2,1411.3
2006,IPSWICH,01440000,2069.7,43.2,2112.9
2006,"KING PHILIP",06900000,1939.9,114.7,2054.6
2006,KINGSTON,01450000,1175.2,61.8,1237
2006,LAKEVILLE,01460000,802.1,22.3,824.4
2006,LANESBOROUGH,01480000,308.3,27.8,336.1
2006,LAWRENCE,01490000,12235,1192.7,13427.7
2006,LEE,01500000,904.2,81.8,986
2006,LEICESTER,01510000,1954,113.1,2067.1
2006,LENOX,01520000,853.8,43.3,897.1
2006,LEOMINSTER,01530000,6020.4,364.6,6385
2006,LEVERETT,01540000,168.5,0.8,169.3
2006,LEXINGTON,01550000,6270.5,103.9,6374.4
2006,LINCOLN,01570000,1243.5,10.2,1253.7
2006,"LINCOLN SUDBURY",06950000,1566.2,33.7,1599.9
2006,LITTLETON,01580000,1580.8,129.6,1710.4
2006,LONGMEADOW,01590000,3307.7,52,3359.7
2006,LOWELL,01600000,14027.7,958.6,14986.3
2006,LUDLOW,01610000,3069.8,113.6,3183.4
2006,LUNENBURG,01620000,1867.9,100.6,1968.5
2006,LYNN,01630000,13842.1,484,14326.1
2006,LYNNFIELD,01640000,2181,31.6,2212.6
2006,MALDEN,01650000,6274.4,591.8,6866.2
2006,"MANCHESTER ESSEX",06980000,1315.6,53.1,1368.7
2006,MANSFIELD,01670000,4867.3,181.8,5049.1
2006,MARBLEHEAD,01680000,3113.6,200.9,3314.5
2006,MARION,01690000,469.2,3.6,472.8
2006,MARLBOROUGH,01700000,4750.9,274.9,5025.8
2006,MARSHFIELD,01710000,4692.8,113,4805.8
2006,"MARTHAS VINEYARD",07000000,807,40.3,847.3
2006,MASCONOMET,07050000,2153.1,35.5,2188.6
2006,MASHPEE,01720000,1981.6,50.3,2031.9
2006,MATTAPOISETT,01730000,522.9,4.6,527.5
2006,MAYNARD,01740000,1368.8,67.5,1436.3
2006,MEDFIELD,01750000,3050.9,31.8,3082.7
2006,MEDFORD,01760000,4833.5,374.6,5208.1
2006,MEDWAY,01770000,2828.5,80,2908.5
2006,MELROSE,01780000,3570.1,204.4,3774.5
2006,"MENDON UPTON",07100000,2795.5,90.5,2886
2006,METHUEN,01810000,7340.9,160.1,7501
2006,MIDDLEBOROUGH,01820000,3636.6,70.5,3707.1
2006,MIDDLETON,01840000,859.7,10.1,869.8
2006,MILFORD,01850000,4140.9,212.8,4353.7
2006,MILLBURY,01860000,1947,43.8,1990.8
2006,MILLIS,01870000,1324.6,66.6,1391.2
2006,MILTON,01890000,3658.8,80,3738.8
2006,MINUTEMAN,08300000,713,1.4,714.4
2006,"MOHAWK TRAIL",07170000,1317.7,101.2,1418.9
2006,MONSON,01910000,1595.1,23.1,1618.2
2006,MONTACHUSETT,08320000,1232.4,31.4,1263.8
2006,"MOUNT GREYLOCK",07150000,653.1,33.6,686.7
2006,NAHANT,01960000,204.3,194.1,398.4
2006,NANTUCKET,01970000,1265.2,7,1272.2
2006,NARRAGANSETT,07200000,1755.5,110.8,1866.3
2006,NASHOBA,07250000,3255.8,102.9,3358.7
2006,"NASHOBA VALLEY",08520000,540.8,2,542.8
2006,NATICK,01980000,4559.1,165.2,4724.3
2006,NAUSET,06600000,1756,194.2,1950.2
2006,NEEDHAM,01990000,4939.1,60.6,4999.7
2006,"NEW BEDFORD",02010000,13271,561.6,13832.6
2006,"NEW SALEM WENDELL",07280000,145.7,13.8,159.5
2006,NEWBURYPORT,02040000,2381.9,216.1,2598
2006,NEWTON,02070000,11553.1,148.8,11701.9
2006,NORFOLK,02080000,1118.5,30.1,1148.6
2006,"NORFOLK COUNTY",09150000,452.4,0,452.4
2006,"NORTH ADAMS",02090000,1782.8,164.4,1947.2
2006,"NORTH ANDOVER",02110000,4654.4,70.9,4725.3
2006,"NORTH ATTLEBOROUGH",02120000,4743.8,166.4,4910.2
2006,"NORTH BROOKFIELD",02150000,761.4,102.5,863.9
2006,"NORTH MIDDLESEX",07350000,4554.6,188.2,4742.8
2006,"NORTH READING",02170000,2776.8,49.3,2826.1
2006,"NORTH SHORE",08540000,452.7,7.2,459.9
2006,NORTHAMPTON,02100000,2929.7,229,3158.7
2006,"NORTHAMPTON SMITH",04060000,451.6,0,451.6
2006,"NORTHBORO SOUTHBORO",07300000,1336,15.7,1351.7
2006,NORTHBOROUGH,02130000,1931.7,34.9,1966.6
2006,NORTHBRIDGE,02140000,2585.3,122,2707.3
2006,"NORTHEAST METROPOLITAN",08530000,1194.2,0.7,1194.9
2006,"NORTHERN BERKSHIRE",08510000,488.1,1,489.1
2006,NORTON,02180000,3136.6,166,3302.6
2006,NORWELL,02190000,2207.4,28.9,2236.3
2006,NORWOOD,02200000,3620.2,88.5,3708.7
2006,"OAK BLUFFS",02210000,402.6,57.2,459.8
2006,"OLD COLONY",08550000,585.5,0,585.5
2006,"OLD ROCHESTER",07400000,1197.9,13.9,1211.8
2006,ORANGE,02230000,790.3,20.2,810.5
2006,ORLEANS,02240000,212.4,6.2,218.6
2006,OXFORD,02260000,2143.6,112.6,2256.2
2006,PALMER,02270000,1953.3,90.1,2043.4
2006,PATHFINDER,08600000,639.8,1,640.8
2006,PEABODY,02290000,6562.8,178,6740.8
2006,PELHAM,02300000,120.3,6.1,126.4
2006,PEMBROKE,02310000,3295.3,126.1,3421.4
2006,PENTUCKET,07450000,3468.6,101.2,3569.8
2006,PETERSHAM,02340000,129.4,6.5,135.9
2006,PIONEER,07500000,1027.4,63.3,1090.7
2006,PITTSFIELD,02360000,6482.6,286.8,6769.4
2006,PLAINVILLE,02380000,835.5,24.6,860.1
2006,PLYMOUTH,02390000,8415.5,375.8,8791.3
2006,PLYMPTON,02400000,233.6,9.1,242.7
2006,PROVINCETOWN,02420000,238.3,29.4,267.7
2006,QUABBIN,07530000,3233.3,137.9,3371.2
2006,QUABOAG,07780000,1474.2,215.2,1689.4
2006,QUINCY,02430000,8717.8,136.3,8854.1
2006,"RALPH C MAHAR",07550000,708.6,150.9,859.5
2006,RANDOLPH,02440000,3639.5,189,3828.5
2006,READING,02460000,4289.7,83.4,4373.1
2006,REVERE,02480000,5776.2,180.9,5957.1
2006,RICHMOND,02490000,174.2,87.4,261.6
2006,ROCHESTER,02500000,583.7,7,590.7
2006,ROCKLAND,02510000,2609.4,73.2,2682.6
2006,ROCKPORT,02520000,1042.2,66.9,1109.1
2006,ROWE,02530000,60.7,19.5,80.2
2006,SALEM,02580000,4634.9,393.2,5028.1
2006,SANDWICH,02610000,3952.3,97.5,4049.8
2006,SAUGUS,02620000,3161.4,99.2,3260.6
2006,SAVOY,02630000,73.9,56.2,130.1
2006,SCITUATE,02640000,3246.4,50.3,3296.7
2006,SEEKONK,02650000,2267.9,44.1,2312
2006,SHARON,02660000,3496.7,86.6,3583.3
2006,"SHAWSHEEN VALLEY",08710000,1216.3,13,1229.3
2006,SHERBORN,02690000,480.8,12,492.8
2006,SHIRLEY,02700000,666.6,373.6,1040.2
2006,SHREWSBURY,02710000,5802,199.3,6001.3
2006,SHUTESBURY,02720000,164.3,7.9,172.2
2006,"SILVER LAKE",07600000,1835.6,23.1,1858.7
2006,SOMERSET,02730000,2843.2,39.1,2882.3
2006,SOMERVILLE,02740000,5110.2,448,5558.2
2006,"SOUTH HADLEY",02780000,2279.4,113.3,2392.7
2006,"SOUTH MIDDLESEX",08290000,672,0,672
2006,"SOUTH SHORE",08730000,580.8,0,580.8
2006,SOUTHAMPTON,02750000,521.3,49.2,570.5
2006,SOUTHBOROUGH,02760000,1600.3,32.7,1633
2006,SOUTHBRIDGE,02770000,2240.9,172.1,2413
2006,SOUTHEASTERN,08720000,1288,0,1288
2006,"SOUTHERN BERKSHIRE",07650000,914.4,149.8,1064.2
2006,"SOUTHERN WORCESTER",08760000,1067.9,9.2,1077.1
2006,"SOUTHWICK TOLLAND",07660000,1950.3,108.4,2058.7
2006,"SPENCER EAST BROOKFIELD",07670000,2203.1,113.8,2316.9
2006,SPRINGFIELD,02810000,25431.1,3005.3,28436.4
2006,STONEHAM,02840000,2971.8,96,3067.8
2006,STOUGHTON,02850000,3963,85,4048
2006,STURBRIDGE,02870000,839.6,22.7,862.3
2006,SUDBURY,02880000,3267.7,40.6,3308.3
2006,SUNDERLAND,02890000,223.8,15.8,239.6
2006,SUTTON,02900000,1665.2,43.8,1709
2006,SWAMPSCOTT,02910000,2428.9,56.8,2485.7
2006,SWANSEA,02920000,2116.2,33.8,2150
2006,TANTASQUA,07700000,1850.5,64,1914.5
2006,TAUNTON,02930000,8241.4,191.7,8433.1
2006,TEWKSBURY,02950000,4843.9,76,4919.9
2006,TISBURY,02960000,309.7,65.5,375.2
2006,TOPSFIELD,02980000,717.5,10.5,728
2006,"TRI COUNTY",08780000,853.8,0,853.8
2006,TRITON,07730000,3389.2,314.3,3703.5
2006,TRURO,03000000,118.2,138.7,256.9
2006,TYNGSBOROUGH,03010000,2153.8,47.8,2201.6
2006,UPISLAND,07740000,353.3,60.6,413.9
2006,"UPPER CAPE COD",08790000,621.8,0.3,622.1
2006,UXBRIDGE,03040000,2084.7,290.3,2375
2006,WACHUSETT,07750000,7090.5,234.4,7324.9
2006,WAKEFIELD,03050000,3492.2,81.3,3573.5
2006,WALES,03060000,182.6,9.1,191.7
2006,WALPOLE,03070000,3863.9,84,3947.9
2006,WALTHAM,03080000,4744.4,156.9,4901.3
2006,WARE,03090000,1219.9,180.6,1400.5
2006,WAREHAM,03100000,3364.6,61.6,3426.2
2006,WATERTOWN,03140000,2445,141.4,2586.4
2006,WAYLAND,03150000,2941.4,37.6,2979
2006,WEBSTER,03160000,1873,117.1,1990.1
2006,WELLESLEY,03170000,4546.8,72.1,4618.9
2006,WELLFLEET,03180000,134.6,6,140.6
2006,"WEST BOYLSTON",03220000,1147.6,49.1,1196.7
2006,"WEST BRIDGEWATER",03230000,1171.3,23,1194.3
2006,"WEST SPRINGFIELD",03320000,3961,102.8,4063.8
2006,WESTBOROUGH,03210000,3493.1,55.5,3548.6
2006,WESTFIELD,03250000,6458.1,140.1,6598.2
2006,WESTFORD,03260000,5152.3,36.7,5189
2006,WESTHAMPTON,03270000,147.2,19,166.2
2006,WESTON,03300000,2355.8,23.9,2379.7
2006,WESTPORT,03310000,1863,38.8,1901.8
2006,WESTWOOD,03350000,2916.3,44,2960.3
2006,WEYMOUTH,03360000,6716.6,220.2,6936.8
2006,WHATELY,03370000,123.5,16,139.5
2006,"WHITMAN HANSON",07800000,4480.2,60.8,4541
2006,WHITTIER,08850000,1092,10.6,1102.6
2006,WILLIAMSBURG,03400000,211,36.8,247.8
2006,WILLIAMSTOWN,03410000,484.7,3.7,488.4
2006,WILMINGTON,03420000,3855,57.2,3912.2
2006,WINCHENDON,03430000,1725.7,161.6,1887.3
2006,WINCHESTER,03440000,3858.9,52.7,3911.6
2006,WINTHROP,03460000,2064.1,32,2096.1
2006,WOBURN,03470000,4647,61.9,4708.9
2006,WORCESTER,03480000,23901.2,2296,26197.2
2006,WRENTHAM,03500000,1233.8,29.2,1263
2006,"MASSACHUSETTS TOTAL",00000000,947810.7,51144.2,998954.9
2005,ABINGTON,00010000,2373,50.7,2423.7
2005,ACTON,00020000,2575.9,35.3,2611.2
2005,"ACTON BOXBOROUGH",06000000,2631.6,111.1,2742.7
2005,ACUSHNET,00030000,1119,432.7,1551.7
2005,"ADAMS CHESHIRE",06030000,1757.4,58.2,1815.6
2005,AGAWAM,00050000,4382.2,176.2,4558.4
2005,AMESBURY,00070000,2532,234,2766
2005,AMHERST,00080000,1503.2,22.2,1525.4
2005,"AMHERST PELHAM",06050000,1933.2,142.4,2075.6
2005,ANDOVER,00090000,6059.6,103.6,6163.2
2005,ARLINGTON,00100000,4483.3,131.8,4615.1
2005,"ASHBURNHAM WESTMINSTER",06100000,2411.6,94.5,2506.1
2005,ASHLAND,00140000,2639,53.7,2692.7
2005,"ASSABET VALLEY",08010000,920.5,2.2,922.7
2005,"ATHOL ROYALSTON",06150000,2122,181.2,2303.2
2005,ATTLEBORO,00160000,6148.1,265.5,6413.6
2005,AUBURN,00170000,2302,87.4,2389.4
2005,AVON,00180000,716.2,20.7,736.9
2005,AYER,00190000,1369.2,109.8,1479
2005,BARNSTABLE,00200000,5028.8,234,5262.8
2005,BEDFORD,00230000,2266.6,97.9,2364.5
2005,BELCHERTOWN,00240000,2543,117,2660
2005,BELLINGHAM,00250000,2665.9,106.7,2772.6
2005,BELMONT,00260000,3718,72.5,3790.5
2005,BERKLEY,00270000,1033.8,217.4,1251.2
2005,"BERKSHIRE HILLS",06180000,1375.1,133.2,1508.3
2005,BERLIN,00280000,258.5,2,260.5
2005,"BERLIN BOYLSTON",06200000,458.8,35.9,494.7
2005,BEVERLY,00300000,4563.7,234.6,4798.3
2005,BILLERICA,00310000,6447,163.5,6610.5
2005,"BLACKSTONE MILLVILLE",06220000,2223.3,65.4,2288.7
2005,"BLACKSTONE VALLEY",08050000,824.2,0,824.2
2005,"BLUE HILLS",08060000,749.7,0,749.7
2005,BOSTON,00350000,57356.5,8069.2,65425.7
2005,BOURNE,00360000,2522,50.5,2572.5
2005,BOXBOROUGH,00370000,592.8,14.6,607.4
2005,BOXFORD,00380000,1020.7,9.5,1030.2
2005,BOYLSTON,00390000,377.4,17.6,395
2005,BRAINTREE,00400000,5169.5,93.1,5262.6
2005,BREWSTER,00410000,518.7,25,543.7
2005,"BRIDGEWATER RAYNHAM",06250000,5959,138.6,6097.6
2005,BRIMFIELD,00430000,350.8,14,364.8
2005,"BRISTOL COUNTY",09100000,418.5,0,418.5
2005,"BRISTOL PLYMOUTH",08100000,993.4,0,993.4
2005,BROCKTON,00440000,15826.3,489.5,16315.8
2005,BROOKFIELD,00450000,316.8,25,341.8
2005,BROOKLINE,00460000,5990.3,68.8,6059.1
2005,BURLINGTON,00480000,3496,130.2,3626.2
2005,CAMBRIDGE,00490000,6136.3,497.5,6633.8
2005,CANTON,00500000,2985.3,50.2,3035.5
2005,"CAPE COD",08150000,706.6,0,706.6
2005,CARLISLE,00510000,823.9,5,828.9
2005,CARVER,00520000,2041,54.2,2095.2
2005,"CENTRAL BERKSHIRE",06350000,2225,130.2,2355.2
2005,CHATHAM,00550000,704.2,18.2,722.4
2005,CHELMSFORD,00560000,5779,173,5952
2005,CHELSEA,00570000,5424.7,209.5,5634.2
2005,"CHESTERFIELD GOSHEN",06320000,169.4,28.4,197.8
2005,CHICOPEE,00610000,7481.8,177.7,7659.5
2005,CLARKSBURG,00630000,200.1,76.1,276.2
2005,CLINTON,00640000,2005.5,189.1,2194.6
2005,COHASSET,00650000,1478.7,34.3,1513
2005,CONCORD,00670000,1971.3,67.3,2038.6
2005,"CONCORD CARLISLE",06400000,1256.8,42.8,1299.6
2005,CONWAY,00680000,153.8,17.4,171.2
2005,DANVERS,00710000,3609.9,82.3,3692.2
2005,DARTMOUTH,00720000,4300,59.4,4359.4
2005,DEDHAM,00730000,2953.5,61.5,3015
2005,DEERFIELD,00740000,441.6,22.7,464.3
2005,"DENNIS YARMOUTH",06450000,4033.7,260.9,4294.6
2005,"DIGHTON REHOBOTH",06500000,3393.8,41.5,3435.3
2005,DOUGLAS,00770000,1700.2,76.1,1776.3
2005,DOVER,00780000,629.7,16.1,645.8
2005,"DOVER SHERBORN",06550000,1058,8.3,1066.3
2005,DRACUT,00790000,4193.9,98.4,4292.3
2005,"DUDLEY CHARLTON",06580000,4311.8,80.3,4392.1
2005,DUXBURY,00820000,3225,19.2,3244.2
2005,"EAST BRIDGEWATER",00830000,2462.9,54.1,2517
2005,"EAST LONGMEADOW",00870000,2796.7,78.1,2874.8
2005,EASTHAM,00850000,205.2,13.2,218.4
2005,EASTHAMPTON,00860000,1628.5,364.5,1993
2005,EASTON,00880000,3850.6,73.8,3924.4
2005,EDGARTOWN,00890000,352.7,62.6,415.3
2005,ERVING,00910000,160.2,94.7,254.9
2005,"ESSEX COUNTY",09130000,419.3,7,426.3
2005,EVERETT,00930000,5321.6,397.7,5719.3
2005,FAIRHAVEN,00940000,2280.2,24,2304.2
2005,"FALL RIVER",00950000,11193.7,799,11992.7
2005,FALMOUTH,00960000,4250.9,112.6,4363.5
2005,"FARMINGTON RIVER",06620000,189.3,163.6,352.9
2005,FITCHBURG,00970000,5569.1,547.9,6117
2005,FLORIDA,00980000,111.2,15.9,127.1
2005,FOXBOROUGH,00990000,2965.9,177.2,3143.1
2005,FRAMINGHAM,01000000,7549.3,415.6,7964.9
2005,FRANKLIN,01010000,5969.4,433.8,6403.2
2005,"FRANKLIN COUNTY",08180000,510,4.7,514.7
2005,FREETOWN,01020000,522.4,97.2,619.6
2005,"FREETOWN LAKEVILLE",06650000,1850.2,29.4,1879.6
2005,FRONTIER,06700000,726.3,86.5,812.8
2005,GARDNER,01030000,3137.3,170.3,3307.6
2005,GATEWAY,06720000,1369.4,197.3,1566.7
2005,GEORGETOWN,01050000,1645.5,47.6,1693.1
2005,"GILL MONTAGUE",06740000,1200.2,170.2,1370.4
2005,GLOUCESTER,01070000,3937,215.8,4152.8
2005,GRAFTON,01100000,2549.2,45,2594.2
2005,GRANBY,01110000,1144.1,42.1,1186.2
2005,GRANVILLE,01120000,225.7,93.9,319.6
2005,"GREATER FALL RIVER",08210000,1229.8,0,1229.8
2005,"GREATER LAWRENCE",08230000,1474.7,251.7,1726.4
2005,"GREATER LOWELL",08280000,1910.1,70.3,1980.4
2005,"GREATER NEW BEDFORD",08250000,1851.5,0,1851.5
2005,GREENFIELD,01140000,1944.2,284.4,2228.6
2005,"GROTON DUNSTABLE",06730000,2928.4,86.3,3014.7
2005,HADLEY,01170000,647.2,53.9,701.1
2005,HALIFAX,01180000,716.7,42.9,759.6
2005,"HAMILTON WENHAM",06750000,2214.8,32.1,2246.9
2005,"HAMPDEN WILBRAHAM",06800000,3846.1,94.3,3940.4
2005,HAMPSHIRE,06830000,854.6,116.5,971.1
2005,HANCOCK,01210000,45.9,89.8,135.7
2005,HANOVER,01220000,2828.9,44.1,2873
2005,HARVARD,01250000,1256.1,60.6,1316.7
2005,HARWICH,01260000,1468.5,165.1,1633.6
2005,HATFIELD,01270000,466.2,63.7,529.9
2005,HAVERHILL,01280000,7790.6,453.1,8243.7
2005,HAWLEMONT,06850000,135,25.4,160.4
2005,HINGHAM,01310000,3663.5,81,3744.5
2005,HOLBROOK,01330000,1385.7,45.4,1431.1
