adminyear,grade,org_code,DistrictName,SchoolName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2008,05,00010010,Abington,North,"LEP/Formerly LE",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00010010,Abington,North,"Special Ed",11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2008,06,00010010,Abington,North,"All Students",43,42,,,,,1,43,42,,,,,1,,,,,,,,100,100,
2008,06,00010010,Abington,North,"Low Income",5,,,,,,,5,,,,,,,,,,,,,,,,
2008,06,00010010,Abington,North,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00010010,Abington,North,White,40,40,,,,,,40,40,,,,,,,,,,,,,100,100,
2008,06,00010010,Abington,North,"Special Ed",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2008,03,00010015,Abington,Woodsdale,"All Students",93,92,,,,,1,93,92,,,,,1,,,,,,,,100,100,
2008,03,00010015,Abington,Woodsdale,"Low Income",4,,,,,,,4,,,,,,,,,,,,,,,,
2008,03,00010015,Abington,Woodsdale,Asian,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,03,00010015,Abington,Woodsdale,Hispanic/Latino,3,,,,,,,3,,,,,,,,,,,,,,,,
2008,03,00010015,Abington,Woodsdale,White,89,88,,,,,1,89,88,,,,,1,,,,,,,,100,100,
2008,03,00010015,Abington,Woodsdale,"Special Ed",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2008,04,00010015,Abington,Woodsdale,"All Students",90,90,,,,,,90,90,,,,,,,,,,,,,100,100,
2008,04,00010015,Abington,Woodsdale,"Low Income",8,,,,,,,8,,,,,,,,,,,,,,,,
2008,04,00010015,Abington,Woodsdale,Black,3,,,,,,,3,,,,,,,,,,,,,,,,
2008,04,00010015,Abington,Woodsdale,Hispanic/Latino,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00010015,Abington,Woodsdale,White,82,82,,,,,,82,82,,,,,,,,,,,,,100,100,
2008,04,00010015,Abington,Woodsdale,Multi-race,4,,,,,,,4,,,,,,,,,,,,,,,,
2008,04,00010015,Abington,Woodsdale,"Special Ed",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2008,05,00010015,Abington,Woodsdale,"All Students",112,110,,1,,,1,112,111,,,,,1,112,111,,,,,1,99,100,100
2008,05,00010015,Abington,Woodsdale,"Low Income",9,,,,,,,9,,,,,,,9,,,,,,,,,
2008,05,00010015,Abington,Woodsdale,Black,1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00010015,Abington,Woodsdale,Hispanic/Latino,3,,,,,,,3,,,,,,,3,,,,,,,,,
2008,05,00010015,Abington,Woodsdale,White,107,106,,1,,,,107,107,,,,,,107,107,,,,,,99,100,100
2008,05,00010015,Abington,Woodsdale,Multi-race,1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00010015,Abington,Woodsdale,"LEP/Formerly LE",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00010015,Abington,Woodsdale,"Special Ed",18,18,,,,,,18,18,,,,,,18,18,,,,,,100,100,100
2008,06,00010015,Abington,Woodsdale,"All Students",92,84,8,,,,,92,84,7,,1,,,,,,,,,,100,99,
2008,06,00010015,Abington,Woodsdale,"Low Income",8,,,,,,,8,,,,,,,,,,,,,,,,
2008,06,00010015,Abington,Woodsdale,Black,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00010015,Abington,Woodsdale,Asian,3,,,,,,,3,,,,,,,,,,,,,,,,
2008,06,00010015,Abington,Woodsdale,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00010015,Abington,Woodsdale,White,85,78,7,,,,,85,78,6,,1,,,,,,,,,,100,99,
2008,06,00010015,Abington,Woodsdale,"LEP/Formerly LE",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00010015,Abington,Woodsdale,"Special Ed",19,11,8,,,,,19,12,7,,,,,,,,,,,,100,100,
2008,07,00010405,Abington,"Frolio Middle School","All Students",208,202,1,,,,5,208,202,1,,,,5,,,,,,,,100,100,
2008,07,00010405,Abington,"Frolio Middle School","Low Income",18,16,1,,,,1,18,16,1,,,,1,,,,,,,,100,100,
2008,07,00010405,Abington,"Frolio Middle School",Black,5,,,,,,,5,,,,,,,,,,,,,,,,
2008,07,00010405,Abington,"Frolio Middle School",Asian,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,07,00010405,Abington,"Frolio Middle School",Hispanic/Latino,4,,,,,,,4,,,,,,,,,,,,,,,,
2008,07,00010405,Abington,"Frolio Middle School",White,194,190,1,,,,3,194,190,1,,,,3,,,,,,,,100,100,
2008,07,00010405,Abington,"Frolio Middle School",Multi-race,3,,,,,,,3,,,,,,,,,,,,,,,,
2008,07,00010405,Abington,"Frolio Middle School","Special Ed",26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2008,08,00010405,Abington,"Frolio Middle School","All Students",202,198,,,,,4,202,197,,,1,,4,202,197,,,1,,4,100,100,100
2008,08,00010405,Abington,"Frolio Middle School","Low Income",23,22,,,,,1,23,22,,,,,1,23,22,,,,,1,100,100,100
2008,08,00010405,Abington,"Frolio Middle School","Native American",2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,08,00010405,Abington,"Frolio Middle School",Black,3,,,,,,,3,,,,,,,3,,,,,,,,,
2008,08,00010405,Abington,"Frolio Middle School",Asian,3,,,,,,,3,,,,,,,3,,,,,,,,,
2008,08,00010405,Abington,"Frolio Middle School",Hispanic/Latino,5,,,,,,,5,,,,,,,5,,,,,,,,,
2008,08,00010405,Abington,"Frolio Middle School",White,189,185,,,,,4,189,184,,,1,,4,189,184,,,1,,4,100,99,99
2008,08,00010405,Abington,"Frolio Middle School","LEP/Formerly LE",2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,08,00010405,Abington,"Frolio Middle School","Special Ed",35,34,,,,,1,35,34,,,,,1,35,34,,,,,1,100,100,100
2008,10,00010505,Abington,"Abington High","All Students",143,132,4,1,,,6,143,131,4,2,,,6,144,126,4,4,,,10,99,99,97
2008,10,00010505,Abington,"Abington High","Low Income",12,11,,,,,1,12,11,,,,,1,12,11,,,,,1,100,100,100
2008,10,00010505,Abington,"Abington High","Native American",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,10,00010505,Abington,"Abington High",Black,2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,10,00010505,Abington,"Abington High",Asian,1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,10,00010505,Abington,"Abington High",Hispanic/Latino,5,,,,,,,5,,,,,,,5,,,,,,,,,
2008,10,00010505,Abington,"Abington High",White,129,123,3,1,,,2,129,122,3,2,,,2,130,118,3,4,,,5,99,98,97
2008,10,00010505,Abington,"Abington High",Multi-race,5,,,,,,,5,,,,,,,5,,,,,,,,,
2008,10,00010505,Abington,"Abington High","LEP/Formerly LE",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,10,00010505,Abington,"Abington High","Special Ed",14,8,4,,,,2,14,8,4,,,,2,15,8,4,1,,,2,100,100,93
2008,03,00020010,Acton,Merriam,"All Students",79,74,,1,1,1,2,79,74,,1,1,1,2,,,,,,,,97,97,
2008,03,00020010,Acton,Merriam,"Low Income",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,03,00020010,Acton,Merriam,Asian,17,15,,1,,,1,17,15,,1,,,1,,,,,,,,94,94,
2008,03,00020010,Acton,Merriam,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020010,Acton,Merriam,White,60,57,,,1,1,1,60,57,,,1,1,1,,,,,,,,98,98,
2008,03,00020010,Acton,Merriam,"LEP/Formerly LE",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020010,Acton,Merriam,"Special Ed",11,10,,1,,,,11,10,,1,,,,,,,,,,,91,91,
2008,04,00020010,Acton,Merriam,"All Students",82,80,,,,,2,82,80,,,,,2,,,,,,,,100,100,
2008,04,00020010,Acton,Merriam,"Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,04,00020010,Acton,Merriam,"Native American",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020010,Acton,Merriam,Black,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020010,Acton,Merriam,Asian,15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2008,04,00020010,Acton,Merriam,White,62,61,,,,,1,62,61,,,,,1,,,,,,,,100,100,
2008,04,00020010,Acton,Merriam,Multi-race,3,,,,,,,3,,,,,,,,,,,,,,,,
2008,04,00020010,Acton,Merriam,"LEP/Formerly LE",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020010,Acton,Merriam,"Special Ed",12,11,,,,,1,12,11,,,,,1,,,,,,,,100,100,
2008,05,00020010,Acton,Merriam,"All Students",94,89,1,,1,,3,94,89,1,,1,,3,94,89,1,1,,,3,99,99,99
2008,05,00020010,Acton,Merriam,"Low Income",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020010,Acton,Merriam,"Native American",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020010,Acton,Merriam,Asian,23,21,,,1,,1,23,21,,,1,,1,23,21,,1,,,1,96,96,96
2008,05,00020010,Acton,Merriam,Hispanic/Latino,2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,05,00020010,Acton,Merriam,White,67,64,1,,,,2,67,64,1,,,,2,67,64,1,,,,2,100,100,100
2008,05,00020010,Acton,Merriam,Multi-race,1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020010,Acton,Merriam,"Special Ed",13,11,1,,,,1,13,11,1,,,,1,13,11,1,,,,1,100,100,100
2008,06,00020010,Acton,Merriam,"All Students",100,95,,,,1,4,100,95,,,,1,4,,,,,,,,100,100,
2008,06,00020010,Acton,Merriam,"Low Income",3,,,,,,,3,,,,,,,,,,,,,,,,
2008,06,00020010,Acton,Merriam,Asian,29,25,,,,,4,29,25,,,,,4,,,,,,,,100,100,
2008,06,00020010,Acton,Merriam,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00020010,Acton,Merriam,White,68,67,,,,1,,68,67,,,,1,,,,,,,,,100,100,
2008,06,00020010,Acton,Merriam,Multi-race,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020010,Acton,Merriam,"LEP/Formerly LE",5,,,,,,,5,,,,,,,,,,,,,,,,
2008,06,00020010,Acton,Merriam,"Special Ed",19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2008,03,00020015,Acton,McCarthy-Towne,"All Students",74,72,1,,,1,,74,72,1,,,1,,,,,,,,,100,100,
2008,03,00020015,Acton,McCarthy-Towne,"Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020015,Acton,McCarthy-Towne,Asian,6,,,,,,,6,,,,,,,,,,,,,,,,
2008,03,00020015,Acton,McCarthy-Towne,Hispanic/Latino,4,,,,,,,4,,,,,,,,,,,,,,,,
2008,03,00020015,Acton,McCarthy-Towne,White,63,62,1,,,,,63,62,1,,,,,,,,,,,,100,100,
2008,03,00020015,Acton,McCarthy-Towne,Multi-race,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,03,00020015,Acton,McCarthy-Towne,"LEP/Formerly LE",3,,,,,,,3,,,,,,,,,,,,,,,,
2008,03,00020015,Acton,McCarthy-Towne,"Special Ed",11,10,1,,,,,11,10,1,,,,,,,,,,,,100,100,
2008,04,00020015,Acton,McCarthy-Towne,"All Students",80,79,,,,1,,80,79,,,,1,,,,,,,,,100,100,
2008,04,00020015,Acton,McCarthy-Towne,"Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,04,00020015,Acton,McCarthy-Towne,"Native American",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020015,Acton,McCarthy-Towne,Asian,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2008,04,00020015,Acton,McCarthy-Towne,Hispanic/Latino,5,,,,,,,5,,,,,,,,,,,,,,,,
2008,04,00020015,Acton,McCarthy-Towne,White,63,62,,,,1,,63,62,,,,1,,,,,,,,,100,100,
2008,04,00020015,Acton,McCarthy-Towne,Multi-race,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020015,Acton,McCarthy-Towne,"LEP/Formerly LE",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,04,00020015,Acton,McCarthy-Towne,"Special Ed",18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2008,05,00020015,Acton,McCarthy-Towne,"All Students",70,70,,,,,,71,70,,,,,1,71,70,,,,,1,100,100,100
2008,05,00020015,Acton,McCarthy-Towne,"Low Income",3,,,,,,,4,,,,,,,4,,,,,,,,,
2008,05,00020015,Acton,McCarthy-Towne,Black,2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,05,00020015,Acton,McCarthy-Towne,Asian,5,,,,,,,5,,,,,,,5,,,,,,,,,
2008,05,00020015,Acton,McCarthy-Towne,Hispanic/Latino,4,,,,,,,5,,,,,,,5,,,,,,,,,
2008,05,00020015,Acton,McCarthy-Towne,White,59,59,,,,,,59,59,,,,,,59,59,,,,,,100,100,100
2008,05,00020015,Acton,McCarthy-Towne,"Special Ed",13,13,,,,,,13,13,,,,,,13,13,,,,,,100,100,100
2008,06,00020015,Acton,McCarthy-Towne,"All Students",74,73,,,,,1,74,73,,,,,1,,,,,,,,100,100,
2008,06,00020015,Acton,McCarthy-Towne,"Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00020015,Acton,McCarthy-Towne,"Native American",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020015,Acton,McCarthy-Towne,Black,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020015,Acton,McCarthy-Towne,Asian,12,11,,,,,1,12,11,,,,,1,,,,,,,,100,100,
2008,06,00020015,Acton,McCarthy-Towne,Hispanic/Latino,7,,,,,,,7,,,,,,,,,,,,,,,,
2008,06,00020015,Acton,McCarthy-Towne,White,52,52,,,,,,52,52,,,,,,,,,,,,,100,100,
2008,06,00020015,Acton,McCarthy-Towne,Multi-race,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020015,Acton,McCarthy-Towne,"LEP/Formerly LE",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00020015,Acton,McCarthy-Towne,"Special Ed",13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2008,03,00020020,Acton,Douglas,"All Students",75,75,,,,,,76,75,,,,,1,,,,,,,,100,100,
2008,03,00020020,Acton,Douglas,Asian,13,13,,,,,,14,13,,,,,1,,,,,,,,100,100,
2008,03,00020020,Acton,Douglas,Hispanic/Latino,4,,,,,,,4,,,,,,,,,,,,,,,,
2008,03,00020020,Acton,Douglas,White,53,53,,,,,,53,53,,,,,,,,,,,,,100,100,
2008,03,00020020,Acton,Douglas,Multi-race,5,,,,,,,5,,,,,,,,,,,,,,,,
2008,03,00020020,Acton,Douglas,"LEP/Formerly LE",3,,,,,,,3,,,,,,,,,,,,,,,,
2008,03,00020020,Acton,Douglas,"Special Ed",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2008,04,00020020,Acton,Douglas,"All Students",78,75,,,,,3,78,75,,,,,3,,,,,,,,100,100,
2008,04,00020020,Acton,Douglas,"Low Income",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020020,Acton,Douglas,Asian,17,16,,,,,1,17,16,,,,,1,,,,,,,,100,100,
2008,04,00020020,Acton,Douglas,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,04,00020020,Acton,Douglas,White,57,55,,,,,2,57,55,,,,,2,,,,,,,,100,100,
2008,04,00020020,Acton,Douglas,Multi-race,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,04,00020020,Acton,Douglas,"LEP/Formerly LE",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,04,00020020,Acton,Douglas,"Special Ed",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2008,05,00020020,Acton,Douglas,"All Students",75,74,,,,1,,75,74,,,,1,,75,74,,,,1,,100,100,100
2008,05,00020020,Acton,Douglas,"Low Income",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020020,Acton,Douglas,Asian,15,14,,,,1,,15,14,,,,1,,15,14,,,,1,,100,100,100
2008,05,00020020,Acton,Douglas,Hispanic/Latino,4,,,,,,,4,,,,,,,4,,,,,,,,,
2008,05,00020020,Acton,Douglas,White,53,53,,,,,,53,53,,,,,,53,53,,,,,,100,100,100
2008,05,00020020,Acton,Douglas,Multi-race,3,,,,,,,3,,,,,,,3,,,,,,,,,
2008,05,00020020,Acton,Douglas,"LEP/Formerly LE",2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,05,00020020,Acton,Douglas,"Special Ed",14,14,,,,,,14,14,,,,,,14,14,,,,,,100,100,100
2008,06,00020020,Acton,Douglas,"All Students",76,75,,,,,1,76,73,2,,,,1,,,,,,,,100,100,
2008,06,00020020,Acton,Douglas,Asian,13,13,,,,,,13,12,1,,,,,,,,,,,,100,100,
2008,06,00020020,Acton,Douglas,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00020020,Acton,Douglas,White,61,60,,,,,1,61,59,1,,,,1,,,,,,,,100,100,
2008,06,00020020,Acton,Douglas,"Special Ed",13,13,,,,,,13,11,2,,,,,,,,,,,,100,100,
2008,03,00020025,Acton,Gates,"All Students",77,76,,,,,1,77,76,,,,,1,,,,,,,,100,100,
2008,03,00020025,Acton,Gates,"Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020025,Acton,Gates,Asian,21,21,,,,,,21,21,,,,,,,,,,,,,100,100,
2008,03,00020025,Acton,Gates,Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020025,Acton,Gates,White,54,53,,,,,1,54,53,,,,,1,,,,,,,,100,100,
2008,03,00020025,Acton,Gates,"LEP/Formerly LE",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,03,00020025,Acton,Gates,"Special Ed",7,,,,,,,7,,,,,,,,,,,,,,,,
2008,04,00020025,Acton,Gates,"All Students",78,75,1,,,,2,78,75,1,,,,2,,,,,,,,100,100,
2008,04,00020025,Acton,Gates,"Low Income",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020025,Acton,Gates,Asian,24,23,,,,,1,24,23,,,,,1,,,,,,,,100,100,
2008,04,00020025,Acton,Gates,White,54,52,1,,,,1,54,52,1,,,,1,,,,,,,,100,100,
2008,04,00020025,Acton,Gates,"Special Ed",17,15,1,,,,1,17,15,1,,,,1,,,,,,,,100,100,
2008,05,00020025,Acton,Gates,"All Students",71,70,1,,,,,72,70,1,,,,1,72,70,1,,,,1,100,100,100
2008,05,00020025,Acton,Gates,"Low Income",2,,,,,,,2,,,,,,,2,,,,,,,,,
2008,05,00020025,Acton,Gates,Asian,10,10,,,,,,11,10,,,,,1,11,10,,,,,1,100,100,100
2008,05,00020025,Acton,Gates,White,61,60,1,,,,,61,60,1,,,,,61,60,1,,,,,100,100,100
2008,05,00020025,Acton,Gates,"Special Ed",12,11,1,,,,,12,11,1,,,,,12,11,1,,,,,100,100,100
2008,06,00020025,Acton,Gates,"All Students",77,77,,,,,,77,77,,,,,,,,,,,,,100,100,
2008,06,00020025,Acton,Gates,"Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00020025,Acton,Gates,Asian,23,23,,,,,,23,23,,,,,,,,,,,,,100,100,
2008,06,00020025,Acton,Gates,Hispanic/Latino,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020025,Acton,Gates,White,52,52,,,,,,52,52,,,,,,,,,,,,,100,100,
2008,06,00020025,Acton,Gates,Multi-race,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020025,Acton,Gates,"LEP/Formerly LE",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,06,00020025,Acton,Gates,"Special Ed",3,,,,,,,3,,,,,,,,,,,,,,,,
2008,03,00020030,Acton,"Luther Conant","All Students",76,75,1,,,,,76,75,1,,,,,,,,,,,,100,100,
2008,03,00020030,Acton,"Luther Conant","Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020030,Acton,"Luther Conant",Asian,34,33,1,,,,,34,33,1,,,,,,,,,,,,100,100,
2008,03,00020030,Acton,"Luther Conant",Hispanic/Latino,2,,,,,,,2,,,,,,,,,,,,,,,,
2008,03,00020030,Acton,"Luther Conant",White,39,39,,,,,,39,39,,,,,,,,,,,,,100,100,
2008,03,00020030,Acton,"Luther Conant",Multi-race,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,03,00020030,Acton,"Luther Conant","LEP/Formerly LE",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,03,00020030,Acton,"Luther Conant","Special Ed",12,11,1,,,,,12,11,1,,,,,,,,,,,,100,100,
2008,04,00020030,Acton,"Luther Conant","All Students",78,75,,,,,3,78,75,,,,,3,,,,,,,,100,100,
2008,04,00020030,Acton,"Luther Conant","Low Income",3,,,,,,,3,,,,,,,,,,,,,,,,
2008,04,00020030,Acton,"Luther Conant",Black,1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020030,Acton,"Luther Conant",Asian,27,26,,,,,1,27,26,,,,,1,,,,,,,,100,100,
2008,04,00020030,Acton,"Luther Conant",White,50,48,,,,,2,50,48,,,,,2,,,,,,,,100,100,
2008,04,00020030,Acton,"Luther Conant","LEP/Formerly LE",1,,,,,,,1,,,,,,,,,,,,,,,,
2008,04,00020030,Acton,"Luther Conant","Special Ed",8,,,,,,,8,,,,,,,,,,,,,,,,
2008,05,00020030,Acton,"Luther Conant","All Students",74,73,,,,1,,74,73,,,,1,,74,73,,,,1,,100,100,100
2008,05,00020030,Acton,"Luther Conant","Low Income",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020030,Acton,"Luther Conant",Black,1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020030,Acton,"Luther Conant",Asian,28,27,,,,1,,28,27,,,,1,,28,27,,,,1,,100,100,100
2008,05,00020030,Acton,"Luther Conant",Hispanic/Latino,1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020030,Acton,"Luther Conant",White,44,44,,,,,,44,44,,,,,,44,44,,,,,,100,100,100
2008,05,00020030,Acton,"Luther Conant","LEP/Formerly LE",1,,,,,,,1,,,,,,,1,,,,,,,,,
2008,05,00020030,Acton,"Luther Conant","Special Ed",8,,,,,,,8,,,,,,,8,,,,,,,,,
2008,06,00020030,Acton,"Luther Conant","All Students",76,74,,,,,2,76,74,,,,,2,,,,,,,,100,100,
2008,06,00020030,Acton,"Luther Conant","Low Income",2,,,,,,,2,,,,,,,,,,,,,,,,
2008,06,00020030,Acton,"Luther Conant",Asian,27,27,,,,,,27,27,,,,,,,,,,,,,100,100,
2008,06,00020030,Acton,"Luther Conant",Hispanic/Latino,4,,,,,,,4,,,,,,,,,,,,,,,,
