adminyear,grade,org_code,DistrictName,SchoolName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2009,03,00350257,Boston,"Orchard Gardens","Special Ed",14,13,,,,,1,14,13,,,,,1,,,,,,,,100,100,
2009,04,00350257,Boston,"Orchard Gardens","All Students",80,67,4,,,3,6,79,66,4,,,3,6,,,,,,,,100,100,
2009,04,00350257,Boston,"Orchard Gardens","Low Income",57,46,3,,,2,6,57,46,3,,,2,6,,,,,,,,100,100,
2009,04,00350257,Boston,"Orchard Gardens",Black,34,31,1,,,,2,34,31,1,,,,2,,,,,,,,100,100,
2009,04,00350257,Boston,"Orchard Gardens",Hispanic/Latino,42,34,3,,,3,2,41,33,3,,,3,2,,,,,,,,100,100,
2009,04,00350257,Boston,"Orchard Gardens","LEP/Formerly LEP",33,25,3,,,3,2,32,24,3,,,3,2,,,,,,,,100,100,
2009,04,00350257,Boston,"Orchard Gardens","Special Ed",17,12,4,,,,1,17,12,4,,,,1,,,,,,,,100,100,
2009,05,00350257,Boston,"Orchard Gardens","All Students",69,61,1,,,3,4,69,61,1,,,3,4,69,61,1,,,3,4,100,100,100
2009,05,00350257,Boston,"Orchard Gardens","Low Income",44,37,1,,,2,4,44,37,1,,,2,4,44,37,1,,,2,4,100,100,100
2009,05,00350257,Boston,"Orchard Gardens",Black,31,29,,,,,2,31,29,,,,,2,31,29,,,,,2,100,100,100
2009,05,00350257,Boston,"Orchard Gardens",Hispanic/Latino,37,31,1,,,3,2,37,31,1,,,3,2,37,31,1,,,3,2,100,100,100
2009,05,00350257,Boston,"Orchard Gardens","LEP/Formerly LEP",29,24,1,,,3,1,29,24,1,,,3,1,29,24,1,,,3,1,100,100,100
2009,05,00350257,Boston,"Orchard Gardens","Special Ed",18,16,1,,,,1,18,16,1,,,,1,18,16,1,,,,1,100,100,100
2009,06,00350257,Boston,"Orchard Gardens","All Students",78,69,2,,,2,5,80,69,2,,,4,5,,,,,,,,100,100,
2009,06,00350257,Boston,"Orchard Gardens","Low Income",66,59,2,,,2,3,66,59,2,,,2,3,,,,,,,,100,100,
2009,06,00350257,Boston,"Orchard Gardens",Black,23,20,1,,,,2,23,20,1,,,,2,,,,,,,,100,100,
2009,06,00350257,Boston,"Orchard Gardens",Hispanic/Latino,47,43,,,,2,2,49,43,,,,4,2,,,,,,,,100,100,
2009,06,00350257,Boston,"Orchard Gardens","LEP/Formerly LEP",38,35,1,,,2,,40,35,1,,,4,,,,,,,,,100,100,
2009,06,00350257,Boston,"Orchard Gardens","Special Ed",23,19,2,,,,2,23,19,2,,,,2,,,,,,,,100,100,
2009,07,00350257,Boston,"Orchard Gardens","All Students",79,70,4,,,2,3,79,70,4,,,2,3,,,,,,,,100,100,
2009,07,00350257,Boston,"Orchard Gardens","Low Income",53,45,3,,,2,3,53,45,3,,,2,3,,,,,,,,100,100,
2009,07,00350257,Boston,"Orchard Gardens",Black,24,20,2,,,,2,24,20,2,,,,2,,,,,,,,100,100,
2009,07,00350257,Boston,"Orchard Gardens",Hispanic/Latino,49,45,1,,,2,1,49,45,1,,,2,1,,,,,,,,100,100,
2009,07,00350257,Boston,"Orchard Gardens","LEP/Formerly LEP",42,38,1,,,2,1,42,38,1,,,2,1,,,,,,,,100,100,
2009,07,00350257,Boston,"Orchard Gardens","Special Ed",21,16,4,,,,1,21,16,4,,,,1,,,,,,,,100,100,
2009,08,00350257,Boston,"Orchard Gardens","All Students",84,65,7,,,10,2,87,65,7,,,10,5,87,65,7,,,10,5,100,100,100
2009,08,00350257,Boston,"Orchard Gardens","Low Income",54,44,3,,,5,2,56,44,3,,,5,4,56,44,3,,,5,4,100,100,100
2009,08,00350257,Boston,"Orchard Gardens",Black,31,25,5,,,,1,32,25,5,,,,2,32,25,5,,,,2,100,100,100
2009,08,00350257,Boston,"Orchard Gardens",Hispanic/Latino,50,37,2,,,10,1,52,37,2,,,10,3,52,37,2,,,10,3,100,100,100
2009,08,00350257,Boston,"Orchard Gardens","LEP/Formerly LEP",32,20,2,,,10,,33,20,2,,,10,1,33,20,2,,,10,1,100,100,100
2009,08,00350257,Boston,"Orchard Gardens","Special Ed",24,17,7,,,,,24,17,7,,,,,24,17,7,,,,,100,100,100
2009,03,00350258,Boston,"William H Ohrenberger","All Students",69,65,1,,,,3,69,65,1,,,,3,,,,,,,,100,100,
2009,03,00350258,Boston,"William H Ohrenberger","Low Income",52,48,1,,,,3,52,48,1,,,,3,,,,,,,,100,100,
2009,03,00350258,Boston,"William H Ohrenberger",Black,19,16,1,,,,2,19,16,1,,,,2,,,,,,,,100,100,
2009,03,00350258,Boston,"William H Ohrenberger",Hispanic/Latino,38,37,,,,,1,38,37,,,,,1,,,,,,,,100,100,
2009,03,00350258,Boston,"William H Ohrenberger","LEP/Formerly LEP",26,24,,,,,2,26,24,,,,,2,,,,,,,,100,100,
2009,03,00350258,Boston,"William H Ohrenberger","Special Ed",16,13,1,,,,2,16,13,1,,,,2,,,,,,,,100,100,
2009,04,00350258,Boston,"William H Ohrenberger","All Students",80,71,3,1,,2,3,79,72,3,,,2,2,,,,,,,,99,100,
2009,04,00350258,Boston,"William H Ohrenberger","Low Income",47,40,3,1,,1,2,47,41,3,,,1,2,,,,,,,,98,100,
2009,04,00350258,Boston,"William H Ohrenberger",Black,19,16,2,,,,1,19,16,2,,,,1,,,,,,,,100,100,
2009,04,00350258,Boston,"William H Ohrenberger",Hispanic/Latino,36,32,,1,,2,1,36,33,,,,2,1,,,,,,,,97,100,
2009,04,00350258,Boston,"William H Ohrenberger",White,17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,04,00350258,Boston,"William H Ohrenberger","LEP/Formerly LEP",20,15,1,1,,2,1,20,16,1,,,2,1,,,,,,,,95,100,
2009,04,00350258,Boston,"William H Ohrenberger","Special Ed",11,8,3,,,,,11,8,3,,,,,,,,,,,,100,100,
2009,05,00350258,Boston,"William H Ohrenberger","All Students",78,72,,,,,6,78,72,,,,,6,78,72,,,,,6,100,100,100
2009,05,00350258,Boston,"William H Ohrenberger","Low Income",60,55,,,,,5,61,55,,,,,6,61,55,,,,,6,100,100,100
2009,05,00350258,Boston,"William H Ohrenberger",Black,21,21,,,,,,21,21,,,,,,21,21,,,,,,100,100,100
2009,05,00350258,Boston,"William H Ohrenberger",Hispanic/Latino,40,35,,,,,5,41,35,,,,,6,41,35,,,,,6,100,100,100
2009,05,00350258,Boston,"William H Ohrenberger","LEP/Formerly LEP",28,25,,,,,3,28,25,,,,,3,28,25,,,,,3,100,100,100
2009,05,00350258,Boston,"William H Ohrenberger","Special Ed",16,15,,,,,1,16,15,,,,,1,16,15,,,,,1,100,100,100
2009,03,00350262,Boston,Lyndon,"All Students",55,54,1,,,,,55,54,1,,,,,,,,,,,,100,100,
2009,03,00350262,Boston,Lyndon,"Low Income",20,19,1,,,,,20,19,1,,,,,,,,,,,,100,100,
2009,03,00350262,Boston,Lyndon,Hispanic/Latino,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,03,00350262,Boston,Lyndon,White,35,35,,,,,,35,35,,,,,,,,,,,,,100,100,
2009,04,00350262,Boston,Lyndon,"All Students",58,54,1,1,,1,1,58,55,1,,,1,1,,,,,,,,98,100,
2009,04,00350262,Boston,Lyndon,"Low Income",26,23,1,,,1,1,26,23,1,,,1,1,,,,,,,,100,100,
2009,04,00350262,Boston,Lyndon,Hispanic/Latino,20,18,,,,1,1,20,18,,,,1,1,,,,,,,,100,100,
2009,04,00350262,Boston,Lyndon,White,32,31,,1,,,,32,32,,,,,,,,,,,,,97,100,
2009,04,00350262,Boston,Lyndon,"LEP/Formerly LEP",13,12,,,,1,,13,12,,,,1,,,,,,,,,100,100,
2009,04,00350262,Boston,Lyndon,"Special Ed",13,11,1,1,,,,13,12,1,,,,,,,,,,,,92,100,
2009,05,00350262,Boston,Lyndon,"All Students",57,55,,,,1,1,57,55,,,,1,1,57,55,,,,1,1,100,100,100
2009,05,00350262,Boston,Lyndon,"Low Income",27,26,,,,1,,27,26,,,,1,,27,26,,,,1,,100,100,100
2009,05,00350262,Boston,Lyndon,Hispanic/Latino,20,19,,,,1,,20,19,,,,1,,20,19,,,,1,,100,100,100
2009,05,00350262,Boston,Lyndon,White,33,32,,,,,1,33,32,,,,,1,33,32,,,,,1,100,100,100
2009,05,00350262,Boston,Lyndon,"LEP/Formerly LEP",13,12,,,,1,,13,12,,,,1,,13,12,,,,1,,100,100,100
2009,06,00350262,Boston,Lyndon,"All Students",64,61,,,1,,2,64,62,,,1,,1,,,,,,,,98,98,
2009,06,00350262,Boston,Lyndon,"Low Income",27,25,,,1,,1,27,26,,,,,1,,,,,,,,96,100,
2009,06,00350262,Boston,Lyndon,Black,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,06,00350262,Boston,Lyndon,Hispanic/Latino,18,16,,,1,,1,18,17,,,,,1,,,,,,,,94,100,
2009,06,00350262,Boston,Lyndon,White,33,32,,,,,1,33,32,,,1,,,,,,,,,,100,97,
2009,06,00350262,Boston,Lyndon,"LEP/Formerly LEP",13,11,,,1,,1,13,12,,,,,1,,,,,,,,92,100,
2009,06,00350262,Boston,Lyndon,"Special Ed",15,14,,,1,,,15,15,,,,,,,,,,,,,93,100,
2009,07,00350262,Boston,Lyndon,"All Students",31,30,,,,,1,31,30,,,,,1,,,,,,,,100,100,
2009,07,00350262,Boston,Lyndon,"Low Income",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2009,07,00350262,Boston,Lyndon,Hispanic/Latino,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2009,07,00350262,Boston,Lyndon,White,14,13,,,,,1,14,13,,,,,1,,,,,,,,100,100,
2009,07,00350262,Boston,Lyndon,"LEP/Formerly LEP",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2009,08,00350262,Boston,Lyndon,"All Students",32,27,4,,,,1,32,27,4,,,,1,32,27,4,,,,1,100,100,100
2009,08,00350262,Boston,Lyndon,"Low Income",20,17,3,,,,,20,17,3,,,,,20,17,3,,,,,100,100,100
2009,08,00350262,Boston,Lyndon,Hispanic/Latino,12,11,1,,,,,12,11,1,,,,,12,11,1,,,,,100,100,100
2009,08,00350262,Boston,Lyndon,White,12,11,,,,,1,12,11,,,,,1,12,11,,,,,1,100,100,100
2009,03,00350264,Boston,"Patrick J Kennedy","All Students",38,34,,,,,4,38,34,,,,,4,,,,,,,,100,100,
2009,03,00350264,Boston,"Patrick J Kennedy","Low Income",28,26,,,,,2,28,26,,,,,2,,,,,,,,100,100,
2009,03,00350264,Boston,"Patrick J Kennedy",Hispanic/Latino,30,26,,,,,4,30,26,,,,,4,,,,,,,,100,100,
2009,03,00350264,Boston,"Patrick J Kennedy","LEP/Formerly LEP",16,14,,,,,2,16,14,,,,,2,,,,,,,,100,100,
2009,04,00350264,Boston,"Patrick J Kennedy","All Students",34,31,,,,,3,34,31,,,,,3,,,,,,,,100,100,
2009,04,00350264,Boston,"Patrick J Kennedy","Low Income",27,26,,,,,1,27,26,,,,,1,,,,,,,,100,100,
2009,04,00350264,Boston,"Patrick J Kennedy",Hispanic/Latino,24,22,,,,,2,24,22,,,,,2,,,,,,,,100,100,
2009,04,00350264,Boston,"Patrick J Kennedy","LEP/Formerly LEP",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,05,00350264,Boston,"Patrick J Kennedy","All Students",21,21,,,,,,21,21,,,,,,21,21,,,,,,100,100,100
2009,05,00350264,Boston,"Patrick J Kennedy","Low Income",21,21,,,,,,21,21,,,,,,21,21,,,,,,100,100,100
2009,05,00350264,Boston,"Patrick J Kennedy",Hispanic/Latino,14,14,,,,,,14,14,,,,,,14,14,,,,,,100,100,100
2009,03,00350266,Boston,"Patrick O'Hearn","All Students",43,38,5,,,,,43,38,5,,,,,,,,,,,,100,100,
2009,03,00350266,Boston,"Patrick O'Hearn","Low Income",26,23,3,,,,,26,23,3,,,,,,,,,,,,100,100,
2009,03,00350266,Boston,"Patrick O'Hearn",Black,21,18,3,,,,,21,18,3,,,,,,,,,,,,100,100,
2009,03,00350266,Boston,"Patrick O'Hearn",White,12,10,2,,,,,12,10,2,,,,,,,,,,,,100,100,
2009,03,00350266,Boston,"Patrick O'Hearn","Special Ed",14,9,5,,,,,14,9,5,,,,,,,,,,,,100,100,
2009,04,00350266,Boston,"Patrick O'Hearn","All Students",23,21,2,,,,,23,21,2,,,,,,,,,,,,100,100,
2009,04,00350266,Boston,"Patrick O'Hearn","Low Income",12,11,1,,,,,12,11,1,,,,,,,,,,,,100,100,
2009,04,00350266,Boston,"Patrick O'Hearn",Black,12,11,1,,,,,12,11,1,,,,,,,,,,,,100,100,
2009,05,00350266,Boston,"Patrick O'Hearn","All Students",44,37,7,,,,,44,36,8,,,,,44,37,7,,,,,100,100,100
2009,05,00350266,Boston,"Patrick O'Hearn","Low Income",28,28,,,,,,28,27,1,,,,,28,28,,,,,,100,100,100
2009,05,00350266,Boston,"Patrick O'Hearn",Black,20,17,3,,,,,20,16,4,,,,,20,17,3,,,,,100,100,100
2009,05,00350266,Boston,"Patrick O'Hearn",White,10,6,4,,,,,10,6,4,,,,,10,6,4,,,,,100,100,100
2009,05,00350266,Boston,"Patrick O'Hearn","Special Ed",17,10,7,,,,,17,9,8,,,,,17,10,7,,,,,100,100,100
2009,03,00350268,Boston,"Paul A Dever","All Students",75,71,,,,1,3,75,71,,,,1,3,,,,,,,,100,100,
2009,03,00350268,Boston,"Paul A Dever","Low Income",71,67,,,,1,3,71,67,,,,1,3,,,,,,,,100,100,
2009,03,00350268,Boston,"Paul A Dever",Black,23,21,,,,,2,23,21,,,,,2,,,,,,,,100,100,
2009,03,00350268,Boston,"Paul A Dever",Hispanic/Latino,46,44,,,,1,1,46,44,,,,1,1,,,,,,,,100,100,
2009,03,00350268,Boston,"Paul A Dever","LEP/Formerly LEP",27,26,,,,1,,27,26,,,,1,,,,,,,,,100,100,
2009,03,00350268,Boston,"Paul A Dever","Special Ed",19,17,,,,,2,19,17,,,,,2,,,,,,,,100,100,
2009,04,00350268,Boston,"Paul A Dever","All Students",63,59,,,,3,1,63,59,,,,3,1,,,,,,,,100,100,
2009,04,00350268,Boston,"Paul A Dever","Low Income",59,55,,,,3,1,59,55,,,,3,1,,,,,,,,100,100,
2009,04,00350268,Boston,"Paul A Dever",Black,27,27,,,,,,27,27,,,,,,,,,,,,,100,100,
2009,04,00350268,Boston,"Paul A Dever",Hispanic/Latino,25,21,,,,3,1,25,21,,,,3,1,,,,,,,,100,100,
2009,04,00350268,Boston,"Paul A Dever","LEP/Formerly LEP",19,15,,,,3,1,19,15,,,,3,1,,,,,,,,100,100,
2009,04,00350268,Boston,"Paul A Dever","Special Ed",15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2009,05,00350268,Boston,"Paul A Dever","All Students",68,59,,1,,4,4,68,59,,1,,5,3,68,60,,,,5,3,99,99,100
2009,05,00350268,Boston,"Paul A Dever","Low Income",63,56,,1,,4,2,64,56,,1,,5,2,64,57,,,,5,2,98,98,100
2009,05,00350268,Boston,"Paul A Dever",Black,23,22,,,,,1,23,22,,,,,1,23,22,,,,,1,100,100,100
2009,05,00350268,Boston,"Paul A Dever",Hispanic/Latino,35,28,,1,,4,2,36,29,,,,5,2,36,29,,,,5,2,97,100,100
2009,05,00350268,Boston,"Paul A Dever","LEP/Formerly LEP",26,22,,,,4,,27,22,,,,5,,27,22,,,,5,,100,100,100
2009,05,00350268,Boston,"Paul A Dever","Special Ed",23,21,,1,,,1,23,21,,1,,,1,23,22,,,,,1,96,96,100
2009,03,00350270,Boston,"Pauline Agassiz Shaw","All Students",53,47,,2,,,4,53,47,,2,,,4,,,,,,,,96,96,
2009,03,00350270,Boston,"Pauline Agassiz Shaw","Low Income",46,40,,2,,,4,46,40,,2,,,4,,,,,,,,96,96,
2009,03,00350270,Boston,"Pauline Agassiz Shaw",Black,39,37,,1,,,1,39,37,,1,,,1,,,,,,,,97,97,
2009,03,00350270,Boston,"Pauline Agassiz Shaw",Hispanic/Latino,11,7,,1,,,3,11,7,,1,,,3,,,,,,,,91,91,
2009,03,00350270,Boston,"Pauline Agassiz Shaw","Special Ed",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,04,00350270,Boston,"Pauline Agassiz Shaw","All Students",43,35,,,,,8,43,35,,,,,8,,,,,,,,100,100,
2009,04,00350270,Boston,"Pauline Agassiz Shaw","Low Income",38,32,,,,,6,38,32,,,,,6,,,,,,,,100,100,
2009,04,00350270,Boston,"Pauline Agassiz Shaw",Black,35,30,,,,,5,35,30,,,,,5,,,,,,,,100,100,
2009,04,00350270,Boston,"Pauline Agassiz Shaw","Special Ed",13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2009,05,00350270,Boston,"Pauline Agassiz Shaw","All Students",36,33,,,,,3,35,32,,,,,3,35,32,,,,,3,100,100,100
2009,05,00350270,Boston,"Pauline Agassiz Shaw","Low Income",31,28,,,,,3,30,27,,,,,3,30,27,,,,,3,100,100,100
2009,05,00350270,Boston,"Pauline Agassiz Shaw",Black,34,31,,,,,3,33,30,,,,,3,33,30,,,,,3,100,100,100
2009,03,00350278,Boston,"Phineas Bates","All Students",46,39,2,1,,1,3,45,39,2,,,1,3,,,,,,,,98,100,
2009,03,00350278,Boston,"Phineas Bates","Low Income",36,30,2,1,,1,2,35,30,2,,,1,2,,,,,,,,97,100,
2009,03,00350278,Boston,"Phineas Bates",Black,27,22,2,,,1,2,27,22,2,,,1,2,,,,,,,,100,100,
2009,03,00350278,Boston,"Phineas Bates",Hispanic/Latino,14,12,,1,,,1,13,12,,,,,1,,,,,,,,93,100,
2009,04,00350278,Boston,"Phineas Bates","All Students",55,51,2,,,,2,55,51,2,,,,2,,,,,,,,100,100,
2009,04,00350278,Boston,"Phineas Bates","Low Income",39,36,2,,,,1,39,36,2,,,,1,,,,,,,,100,100,
2009,04,00350278,Boston,"Phineas Bates",Black,33,30,2,,,,1,33,30,2,,,,1,,,,,,,,100,100,
2009,04,00350278,Boston,"Phineas Bates",Hispanic/Latino,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,04,00350278,Boston,"Phineas Bates",White,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,04,00350278,Boston,"Phineas Bates","Special Ed",10,8,2,,,,,10,8,2,,,,,,,,,,,,100,100,
2009,05,00350278,Boston,"Phineas Bates","All Students",45,43,,,,,2,45,42,,1,,,2,45,43,,,,,2,100,98,100
2009,05,00350278,Boston,"Phineas Bates","Low Income",31,29,,,,,2,31,29,,,,,2,31,29,,,,,2,100,100,100
2009,05,00350278,Boston,"Phineas Bates",Black,14,13,,,,,1,14,13,,,,,1,14,13,,,,,1,100,100,100
2009,05,00350278,Boston,"Phineas Bates",Hispanic/Latino,20,19,,,,,1,20,19,,,,,1,20,19,,,,,1,100,100,100
2009,03,00350284,Boston,"Quincy E Dickerman","All Students",26,25,,,,,1,26,25,,,,,1,,,,,,,,100,100,
2009,03,00350284,Boston,"Quincy E Dickerman","Low Income",24,23,,,,,1,24,23,,,,,1,,,,,,,,100,100,
2009,03,00350284,Boston,"Quincy E Dickerman",Black,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2009,03,00350284,Boston,"Quincy E Dickerman",Hispanic/Latino,11,10,,,,,1,11,10,,,,,1,,,,,,,,100,100,
2009,04,00350284,Boston,"Quincy E Dickerman","All Students",26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2009,04,00350284,Boston,"Quincy E Dickerman","Low Income",25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2009,04,00350284,Boston,"Quincy E Dickerman",Black,20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2009,05,00350284,Boston,"Quincy E Dickerman","All Students",26,26,,,,,,26,26,,,,,,26,26,,,,,,100,100,100
2009,05,00350284,Boston,"Quincy E Dickerman","Low Income",24,24,,,,,,24,24,,,,,,24,24,,,,,,100,100,100
2009,05,00350284,Boston,"Quincy E Dickerman",Black,17,17,,,,,,17,17,,,,,,17,17,,,,,,100,100,100
2009,03,00350286,Boston,"Josiah Quincy","All Students",121,115,2,1,,1,2,121,116,2,,,1,2,,,,,,,,99,100,
2009,03,00350286,Boston,"Josiah Quincy","Low Income",97,93,2,,,1,1,98,93,2,,,1,2,,,,,,,,100,100,
2009,03,00350286,Boston,"Josiah Quincy",Black,13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2009,03,00350286,Boston,"Josiah Quincy",Asian,79,76,,1,,1,1,80,77,,,,1,2,,,,,,,,99,100,
2009,03,00350286,Boston,"Josiah Quincy",Hispanic/Latino,20,19,1,,,,,20,19,1,,,,,,,,,,,,100,100,
2009,03,00350286,Boston,"Josiah Quincy","LEP/Formerly LEP",66,62,1,1,,1,1,67,63,1,,,1,2,,,,,,,,98,100,
2009,03,00350286,Boston,"Josiah Quincy","Special Ed",22,20,2,,,,,22,20,2,,,,,,,,,,,,100,100,
2009,04,00350286,Boston,"Josiah Quincy","All Students",142,135,,1,,,6,142,136,,,,1,5,,,,,,,,99,100,
2009,04,00350286,Boston,"Josiah Quincy","Low Income",119,113,,1,,,5,120,114,,,,1,5,,,,,,,,99,100,
2009,04,00350286,Boston,"Josiah Quincy",Black,23,21,,,,,2,23,21,,,,,2,,,,,,,,100,100,
2009,04,00350286,Boston,"Josiah Quincy",Asian,93,91,,,,,2,94,91,,,,1,2,,,,,,,,100,100,
2009,04,00350286,Boston,"Josiah Quincy",Hispanic/Latino,14,12,,1,,,1,14,13,,,,,1,,,,,,,,93,100,
2009,04,00350286,Boston,"Josiah Quincy","LEP/Formerly LEP",82,82,,,,,,83,82,,,,1,,,,,,,,,100,100,
2009,04,00350286,Boston,"Josiah Quincy","Special Ed",18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,05,00350286,Boston,"Josiah Quincy","All Students",153,138,6,1,,,8,152,139,6,,,,7,152,139,6,,,,7,99,100,100
2009,05,00350286,Boston,"Josiah Quincy","Low Income",124,111,5,1,,,7,124,112,5,,,,7,124,112,5,,,,7,99,100,100
2009,05,00350286,Boston,"Josiah Quincy",Black,24,20,3,,,,1,24,20,3,,,,1,24,20,3,,,,1,100,100,100
2009,05,00350286,Boston,"Josiah Quincy",Asian,104,99,1,1,,,3,104,100,1,,,,3,104,100,1,,,,3,99,100,100
2009,05,00350286,Boston,"Josiah Quincy",Hispanic/Latino,13,9,2,,,,2,13,9,2,,,,2,13,9,2,,,,2,100,100,100
2009,05,00350286,Boston,"Josiah Quincy",White,11,10,,,,,1,11,10,,,,,1,11,10,,,,,1,100,100,100
2009,05,00350286,Boston,"Josiah Quincy","LEP/Formerly LEP",98,91,3,1,,,3,98,92,3,,,,3,98,92,3,,,,3,99,100,100
2009,05,00350286,Boston,"Josiah Quincy","Special Ed",30,23,6,,,,1,30,23,6,,,,1,30,23,6,,,,1,100,100,100
2009,03,00350288,Boston,"Ralph Waldo Emerson","All Students",45,34,,,,9,2,46,34,,,,10,2,,,,,,,,100,100,
2009,03,00350288,Boston,"Ralph Waldo Emerson","Low Income",42,31,,,,9,2,43,31,,,,10,2,,,,,,,,100,100,
2009,03,00350288,Boston,"Ralph Waldo Emerson",Black,34,24,,,,9,1,35,24,,,,10,1,,,,,,,,100,100,
2009,03,00350288,Boston,"Ralph Waldo Emerson","LEP/Formerly LEP",32,22,,,,9,1,33,22,,,,10,1,,,,,,,,100,100,
2009,04,00350288,Boston,"Ralph Waldo Emerson","All Students",45,37,,,,7,1,45,37,,,,7,1,,,,,,,,100,100,
2009,04,00350288,Boston,"Ralph Waldo Emerson","Low Income",42,35,,,,7,,42,35,,,,7,,,,,,,,,100,100,
2009,04,00350288,Boston,"Ralph Waldo Emerson",Black,36,28,,,,7,1,36,28,,,,7,1,,,,,,,,100,100,
2009,04,00350288,Boston,"Ralph Waldo Emerson","LEP/Formerly LEP",30,22,,,,7,1,30,22,,,,7,1,,,,,,,,100,100,
2009,05,00350288,Boston,"Ralph Waldo Emerson","All Students",43,38,,,,4,1,43,38,,,,4,1,43,38,,,,4,1,100,100,100
2009,05,00350288,Boston,"Ralph Waldo Emerson","Low Income",39,34,,,,4,1,39,34,,,,4,1,39,34,,,,4,1,100,100,100
2009,05,00350288,Boston,"Ralph Waldo Emerson",Black,37,33,,,,3,1,37,33,,,,3,1,37,33,,,,3,1,100,100,100
2009,05,00350288,Boston,"Ralph Waldo Emerson","LEP/Formerly LEP",25,21,,,,4,,25,21,,,,4,,25,21,,,,4,,100,100,100
2009,03,00350298,Boston,"Roger Clap","All Students",30,22,3,,,,5,30,22,3,,,,5,,,,,,,,100,100,
2009,03,00350298,Boston,"Roger Clap","Low Income",26,18,3,,,,5,26,18,3,,,,5,,,,,,,,100,100,
2009,03,00350298,Boston,"Roger Clap",Black,16,9,2,,,,5,16,9,2,,,,5,,,,,,,,100,100,
2009,03,00350298,Boston,"Roger Clap","Special Ed",12,7,3,,,,2,12,7,3,,,,2,,,,,,,,100,100,
2009,04,00350298,Boston,"Roger Clap","All Students",21,21,,,,,,21,21,,,,,,,,,,,,,100,100,
2009,04,00350298,Boston,"Roger Clap","Low Income",20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2009,04,00350298,Boston,"Roger Clap",Black,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,05,00350298,Boston,"Roger Clap","All Students",26,21,2,,,,3,26,20,2,1,,,3,26,21,,2,,,3,100,96,92
2009,05,00350298,Boston,"Roger Clap","Low Income",26,21,2,,,,3,26,20,2,1,,,3,26,21,,2,,,3,100,96,92
2009,03,00350302,Boston,"Samuel Adams","All Students",39,37,,,,,2,38,36,,,,,2,,,,,,,,100,100,
2009,03,00350302,Boston,"Samuel Adams","Low Income",35,33,,,,,2,34,32,,,,,2,,,,,,,,100,100,
2009,03,00350302,Boston,"Samuel Adams",Hispanic/Latino,25,23,,,,,2,24,22,,,,,2,,,,,,,,100,100,
2009,03,00350302,Boston,"Samuel Adams","LEP/Formerly LEP",13,11,,,,,2,12,10,,,,,2,,,,,,,,100,100,
2009,04,00350302,Boston,"Samuel Adams","All Students",27,25,,,,,2,27,25,,,,,2,,,,,,,,100,100,
2009,04,00350302,Boston,"Samuel Adams","Low Income",25,23,,,,,2,25,23,,,,,2,,,,,,,,100,100,
2009,04,00350302,Boston,"Samuel Adams",Hispanic/Latino,16,15,,,,,1,16,15,,,,,1,,,,,,,,100,100,
2009,04,00350302,Boston,"Samuel Adams","LEP/Formerly LEP",11,10,,,,,1,11,10,,,,,1,,,,,,,,100,100,
2009,05,00350302,Boston,"Samuel Adams","All Students",24,22,,,,,2,24,22,,,,,2,24,22,,,,,2,100,100,100
2009,05,00350302,Boston,"Samuel Adams","Low Income",24,22,,,,,2,24,22,,,,,2,24,22,,,,,2,100,100,100
2009,05,00350302,Boston,"Samuel Adams",Hispanic/Latino,21,19,,,,,2,21,19,,,,,2,21,19,,,,,2,100,100,100
2009,05,00350302,Boston,"Samuel Adams","LEP/Formerly LEP",13,12,,,,,1,13,12,,,,,1,13,12,,,,,1,100,100,100
2009,03,00350304,Boston,"Samuel W Mason","All Students",28,28,,,,,,28,28,,,,,,,,,,,,,100,100,
2009,03,00350304,Boston,"Samuel W Mason","Low Income",21,21,,,,,,21,21,,,,,,,,,,,,,100,100,
2009,03,00350304,Boston,"Samuel W Mason",Black,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,04,00350304,Boston,"Samuel W Mason","All Students",31,31,,,,,,31,31,,,,,,,,,,,,,100,100,
