adminyear,grade,org_code,DistrictName,SchoolName,subject,tested,wptopdev,wpcompconv,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2013,06,01860025,Millbury,"Raymond E. Shaw Elementary",MTH,112,,,0.44,0.75,0.74,0.88,0.48,0.58,0.88,0.71,0.54,0.46,2.94,0.72,0.69,0.53,0.92,0.92,0.26,3.24,0.88,0.57,0.67,0.92,0.73,0.88,0.86,2.76,0.93,0.91,0.79,0.88,0.89,0.83,0.75,0.8,0.76,0.58,0.47,0.66,0.71,0.71,0.68,2.62,,,
2013,07,01860505,Millbury,"Millbury Junior/Senior High",ELA,123,6.93,6.75,0.66,0.75,0.89,0.8,0.81,0.7,0.89,2.54,0.93,0.86,0.8,0.8,0.83,2.02,0.93,0.88,0.76,0.72,0.85,0.71,0.93,0.63,2.13,0.83,0.82,0.76,0.82,0.92,0.79,0.89,0.75,0.83,0.9,2.53,0.89,0.85,0.66,0.78,0.88,0.77,,,,,
2013,07,01860505,Millbury,"Millbury Junior/Senior High",MTH,123,,,0.78,0.82,0.71,0.76,0.51,0.95,3.17,0.76,0.9,0.85,0.87,0.67,0.66,0.85,0.5,0.44,0.46,0.89,0.88,0.83,1.85,0.8,0.9,0.59,0.49,0.46,0.92,0.54,0.76,0.52,2.5,0.88,0.76,0.96,0.89,0.41,0.8,0.85,0.9,2.77,0.93,0.67,,,
2013,08,01860505,Millbury,"Millbury Junior/Senior High",ELA,128,,,0.73,0.84,0.82,0.58,0.88,0.57,0.88,2.13,0.76,0.55,0.73,0.88,0.84,0.93,0.74,0.88,0.55,0.76,2.09,0.78,0.75,0.73,0.84,2.23,0.79,0.95,0.98,0.8,0.93,0.69,0.89,0.86,0.75,0.84,2.35,0.91,0.67,0.56,0.57,0.66,,,,,
2013,08,01860505,Millbury,"Millbury Junior/Senior High",MTH,128,,,0.9,0.71,0.8,0.36,0.76,0.8,0.57,0.53,0.63,0.55,1.6,0.89,0.72,0.82,0.79,0.58,0.8,0.35,0.83,2.48,0.54,0.67,0.65,0.73,0.3,0.84,0.48,2,0.79,0.64,0.55,0.69,0.8,0.63,0.93,0.89,0.63,0.41,0.88,0.41,0.67,3.02,,,
2013,08,01860505,Millbury,"Millbury Junior/Senior High",SCI,128,,,0.9,0.78,0.83,0.68,0.72,0.57,0.54,0.83,2.52,2.08,0.77,0.78,0.85,0.55,0.79,0.81,0.97,0.43,0.5,0.3,0.7,0.85,0.88,0.88,0.33,0.63,0.91,0.56,0.61,0.87,0.76,0.88,0.95,0.3,0.91,0.9,0.7,0.66,0.65,0.39,1.4,2.38,,,
2013,10,01860505,Millbury,"Millbury Junior/Senior High",ELA,132,6.98,6.89,0.93,0.95,0.99,0.84,0.98,0.88,0.88,0.92,2.63,0.8,0.79,0.79,0.88,0.86,0.8,0.7,0.77,2.56,0.84,0.87,0.89,0.82,0.83,0.8,0.83,0.72,2.55,0.86,0.83,0.86,0.86,0.85,0.82,0.86,2.71,0.86,0.79,0.83,0.92,0.79,,,,,
2013,10,01860505,Millbury,"Millbury Junior/Senior High",MTH,129,,,0.72,0.8,0.74,0.63,0.6,0.71,0.88,0.78,0.66,0.78,0.67,0.47,0.71,0.73,0.78,0.4,2.96,0.81,0.59,2.15,2.4,0.85,0.72,0.64,0.59,0.78,0.63,0.79,0.37,0.76,3.28,0.79,0.81,0.91,0.29,0.81,0.4,0.88,0.83,0.57,2.84,1.99,,,
2013,HS,01860505,Millbury,"Millbury Junior/Senior High",BIO,95,,,0.91,0.82,0.97,0.76,0.93,0.68,0.82,0.65,0.55,0.57,0.61,2.23,0.76,0.77,0.77,0.54,0.67,0.81,0.82,0.73,0.67,0.83,1.24,0.57,0.76,0.68,0.52,0.94,0.78,0.54,0.85,1.64,0.64,0.83,0.87,0.75,0.77,0.53,0.8,0.73,0.66,0.59,0.86,2.52,2.64
2013,HS,01860505,Millbury,"Millbury Junior/Senior High",TEC,56,,,0.68,0.8,0.63,0.7,0.36,0.73,0.59,0.96,0.91,0.84,2.61,0.77,0.96,0.59,0.5,0.32,0.84,0.91,0.79,0.71,0.38,0.43,1.55,0.82,0.86,0.73,0.64,0.91,0.73,0.8,0.88,0.77,1.34,0.86,0.63,0.89,0.88,0.79,0.84,0.84,0.89,0.59,0.77,1.7,2
2013,03,01870005,Millis,"Clyde F Brown",ELA,110,,,0.81,0.88,0.83,0.91,0.72,0.75,0.65,0.85,0.86,0.85,1.4,0.77,0.94,0.95,0.85,0.85,0.79,1.05,0.75,0.9,0.81,0.65,0.89,1.42,0.72,0.93,0.94,0.74,0.94,0.95,0.55,0.94,0.82,0.85,1.16,1.22,0.75,0.84,0.61,0.53,0.82,,,,
2013,03,01870005,Millis,"Clyde F Brown",MTH,110,,,0.9,0.83,0.72,0.65,0.65,0.92,0.91,1.56,0.85,0.86,0.69,0.68,0.19,0.86,0.2,0.35,0.91,1.72,0.82,0.76,0.65,0.95,0.89,0.85,0.77,1.44,0.63,0.72,0.93,0.84,0.84,0.87,1.08,0.7,0.74,0.8,,,,,,,,,
2013,04,01870005,Millis,"Clyde F Brown",ELA,120,6.26,5.98,0.78,0.89,0.93,0.72,0.82,0.83,1.86,0.87,0.86,0.74,0.76,0.78,1.65,0.74,0.68,0.93,0.84,0.78,0.82,0.92,0.87,0.78,0.73,0.91,0.82,0.87,0.86,0.76,1.58,0.83,0.84,0.77,0.82,0.77,0.83,0.61,0.58,0.92,0.9,1.52,,,,,
2013,04,01870005,Millis,"Clyde F Brown",MTH,120,,,0.93,0.78,0.98,0.7,0.86,0.86,1.87,0.84,0.86,0.88,0.68,0.82,0.97,0.88,0.79,0.9,0.74,0.68,0.55,0.89,1.48,0.85,0.82,0.92,0.82,0.71,0.78,0.91,0.97,2.33,0.98,0.88,0.77,0.58,0.73,0.82,2.16,0.89,0.93,0.63,0.82,0.78,,,
2013,05,01870020,Millis,"Millis Middle",ELA,120,,,0.64,0.83,0.84,0.63,0.88,0.73,1.78,0.92,0.8,0.53,0.63,0.62,0.83,0.9,0.79,0.9,0.82,2.13,0.96,0.76,0.7,0.72,0.84,2.23,0.92,0.64,0.86,0.83,0.6,0.78,0.88,0.9,0.72,0.77,2.03,0.67,0.62,0.86,0.78,0.82,,,,,
2013,05,01870020,Millis,"Millis Middle",MTH,121,,,0.98,0.79,0.87,0.7,2.77,0.87,0.9,0.7,0.4,0.81,0.93,0.92,0.89,0.85,0.6,0.84,0.83,0.81,2.26,0.74,0.74,0.98,0.88,0.83,0.88,0.95,0.68,0.96,0.87,0.93,0.68,2.62,0.64,0.93,0.83,0.93,0.94,0.88,0.59,0.67,0.82,2.68,,,
2013,05,01870020,Millis,"Millis Middle",SCI,121,,,0.79,0.6,0.76,0.85,0.89,0.77,0.74,0.54,0.9,2.48,0.44,0.73,0.82,0.88,0.47,0.83,0.83,0.6,0.8,0.64,2.17,0.93,0.93,0.6,0.57,0.7,0.79,0.53,0.79,1.84,0.94,0.89,0.71,0.88,0.92,0.68,0.96,0.87,0.79,0.97,0.69,3.1,,,
2013,06,01870020,Millis,"Millis Middle",ELA,100,,,0.95,0.72,0.95,0.85,0.85,2.77,0.9,0.58,0.92,0.62,0.72,0.76,2.33,0.78,0.8,0.82,0.8,0.93,0.8,0.9,0.8,0.79,0.68,2.25,0.87,0.59,0.81,0.67,0.58,0.88,0.77,0.51,0.71,0.81,2.1,0.84,0.66,0.66,0.88,0.69,,,,,
2013,06,01870020,Millis,"Millis Middle",MTH,100,,,0.57,0.78,0.8,0.83,0.52,0.67,0.87,0.67,0.33,0.57,2.75,0.13,0.35,0.55,0.9,0.93,0.04,3.18,0.91,0.54,0.65,0.85,0.86,0.84,0.77,2.84,0.86,0.86,0.66,0.94,0.9,0.87,0.74,0.85,0.6,0.68,0.29,0.56,0.73,0.65,0.75,2.07,,,
2013,07,01870020,Millis,"Millis Middle",ELA,122,7.28,6.93,0.68,0.72,0.92,0.83,0.8,0.55,0.93,2.75,0.96,0.89,0.77,0.71,0.79,2.15,0.94,0.88,0.88,0.7,0.8,0.79,0.88,0.74,2.26,0.89,0.85,0.82,0.85,0.91,0.78,0.87,0.65,0.84,0.88,2.52,0.86,0.85,0.73,0.83,0.88,0.71,,,,,
2013,07,01870020,Millis,"Millis Middle",MTH,122,,,0.81,0.84,0.55,0.34,0.47,0.93,3.23,0.68,0.59,0.73,0.84,0.57,0.66,0.6,0.24,0.28,0.39,0.86,0.81,0.77,2.18,0.78,0.87,0.55,0.35,0.54,0.88,0.52,0.76,0.49,2.32,0.87,0.83,0.95,0.88,0.4,0.62,0.57,0.93,2.69,0.93,0.7,,,
2013,08,01870020,Millis,"Millis Middle",ELA,97,,,0.89,0.84,0.88,0.71,0.92,0.69,0.95,2.76,0.89,0.78,0.87,0.93,0.95,0.97,0.69,0.92,0.64,0.87,2.62,0.8,0.89,0.89,0.85,2.68,0.77,0.95,0.99,0.88,0.97,0.79,0.92,0.89,0.74,0.88,2.8,0.96,0.78,0.67,0.72,0.81,,,,,
2013,08,01870020,Millis,"Millis Middle",MTH,97,,,0.87,0.79,0.87,0.43,0.89,0.81,0.62,0.66,0.78,0.62,2.07,0.93,0.85,0.96,0.9,0.61,0.91,0.72,0.82,2.88,0.78,0.86,0.68,0.89,0.45,0.93,0.88,2.26,0.9,0.76,0.55,0.87,0.94,0.66,0.94,0.97,0.6,0.75,0.95,0.85,0.65,3.07,,,
2013,08,01870020,Millis,"Millis Middle",SCI,97,,,0.96,0.89,0.78,0.74,0.57,0.59,0.58,0.76,2.24,2.49,0.86,0.91,0.62,0.66,0.79,0.93,0.94,0.45,0.38,0.49,0.66,0.88,0.97,0.87,0.4,0.68,0.96,0.66,0.75,0.88,0.67,0.87,0.96,0.31,0.91,0.95,0.77,0.65,0.66,0.42,1.44,2.42,,,
2013,10,01870505,Millis,"Millis High School",ELA,101,7.81,7.57,0.93,0.97,1,0.82,0.94,0.91,0.9,0.91,2.88,0.81,0.83,0.89,0.91,0.89,0.78,0.77,0.75,2.99,0.89,0.94,0.88,0.9,0.84,0.81,0.87,0.88,3.11,0.95,0.92,0.92,0.89,0.82,0.9,0.88,3.29,0.87,0.86,0.88,0.99,0.84,,,,,
2013,10,01870505,Millis,"Millis High School",MTH,99,,,0.71,0.63,0.83,0.71,0.87,0.66,0.91,0.68,0.64,0.77,0.73,0.37,0.75,0.82,0.75,0.6,3.14,0.8,0.68,2.34,2.54,0.92,0.81,0.56,0.61,0.76,0.48,0.74,0.41,0.82,3.31,0.7,0.75,0.88,0.28,0.74,0.62,0.87,0.82,0.52,3.22,2.28,,,
2013,HS,01870505,Millis,"Millis High School",BIO,99,,,0.74,0.76,0.94,0.89,0.93,0.72,0.8,0.62,0.61,0.4,0.61,2.08,0.63,0.73,0.72,0.65,0.7,0.89,0.9,0.62,0.54,0.87,1.4,0.73,0.8,0.76,0.67,0.94,0.82,0.67,0.9,1.97,0.66,0.79,0.91,0.78,0.47,0.59,0.8,0.75,0.73,0.56,0.82,2.71,2.63
2013,03,01890005,Milton,Collicot,ELA,90,,,0.94,0.93,0.84,1,0.82,0.79,0.91,0.91,0.92,0.86,1.72,0.91,0.98,0.99,0.9,0.9,0.56,1.11,0.84,0.97,0.89,0.78,0.93,1.7,0.87,0.97,0.96,0.8,0.97,0.96,0.73,0.81,0.9,0.94,1.26,1.34,0.76,0.93,0.83,0.74,0.91,,,,
2013,03,01890005,Milton,Collicot,MTH,89,,,0.97,0.9,0.82,0.65,0.79,0.91,0.84,1.63,0.96,0.93,0.89,0.76,0.37,0.96,0.35,0.46,0.93,1.79,0.92,0.82,0.82,0.98,0.9,0.97,0.82,1.78,0.82,0.88,0.97,0.9,0.91,0.94,1.47,0.89,0.85,0.76,,,,,,,,,
2013,04,01890005,Milton,Collicot,ELA,96,7.65,7.31,0.79,0.94,0.97,0.86,0.97,0.91,2.48,0.9,0.86,0.77,0.84,0.83,2.14,0.93,0.72,0.97,0.92,0.88,0.88,1,0.86,0.82,0.88,0.97,0.84,0.84,0.91,0.79,2.19,0.86,0.91,0.88,0.82,0.8,0.91,0.89,0.7,0.97,0.94,2.34,,,,,
2013,04,01890005,Milton,Collicot,MTH,96,,,0.95,0.9,1,0.84,0.97,0.94,2.27,0.92,0.9,0.88,0.77,0.74,0.99,0.9,0.84,0.99,0.75,0.91,0.7,0.89,2.05,0.9,0.83,0.94,0.86,0.8,0.75,0.97,1,2.9,0.99,0.86,0.84,0.6,0.73,0.92,2.71,0.9,0.99,0.71,0.93,0.84,,,
2013,05,01890005,Milton,Collicot,ELA,95,,,0.84,0.98,0.97,0.75,0.92,0.89,2.25,0.99,0.91,0.63,0.67,0.76,0.79,0.93,0.87,0.96,0.93,3.11,0.98,0.73,0.59,0.68,0.97,2.67,0.96,0.79,0.97,0.95,0.65,0.86,0.96,0.97,0.86,0.85,2.73,0.81,0.68,0.96,0.91,0.89,,,,,
2013,05,01890005,Milton,Collicot,MTH,95,,,1,0.83,0.91,0.79,3.35,0.95,0.93,0.78,0.77,0.95,0.98,0.93,0.88,0.94,0.74,0.95,0.92,0.94,2.93,0.8,0.68,0.98,0.98,0.94,0.85,1,0.89,0.97,0.87,0.96,0.77,3.05,0.76,0.98,0.92,0.99,0.97,0.83,0.92,0.84,0.95,2.89,,,
2013,05,01890005,Milton,Collicot,SCI,95,,,0.85,0.72,0.77,0.81,0.96,0.79,0.81,0.76,0.94,2.07,0.59,0.64,0.82,0.93,0.58,0.8,0.69,0.51,0.86,0.8,2.43,0.99,0.98,0.71,0.47,0.73,0.81,0.78,0.83,2.04,0.86,0.91,0.72,0.79,0.93,0.77,0.95,0.93,0.96,0.98,0.82,2.96,,,
2013,03,01890007,Milton,"Cunningham School",ELA,86,,,0.87,0.87,0.84,0.93,0.72,0.73,0.83,0.86,0.86,0.94,2.17,0.8,0.95,0.94,0.88,0.8,0.73,1.28,0.73,0.97,0.83,0.78,0.91,1.63,0.9,0.93,0.93,0.83,0.93,0.93,0.74,0.8,0.64,0.87,1.21,1.27,0.83,0.79,0.79,0.63,0.87,,,,
2013,03,01890007,Milton,"Cunningham School",MTH,87,,,0.98,0.9,0.84,0.74,0.9,0.9,0.97,1.69,0.89,0.94,0.87,0.79,0.41,0.95,0.49,0.6,0.87,1.83,0.83,0.89,0.76,0.98,0.93,0.89,0.84,1.66,0.67,0.85,0.97,0.89,0.86,0.98,1.62,0.79,0.8,0.83,,,,,,,,,
2013,04,01890007,Milton,"Cunningham School",ELA,67,7.16,6.88,0.82,0.91,0.93,0.79,0.91,0.82,2.69,0.87,0.75,0.76,0.78,0.7,2.21,0.75,0.78,0.87,0.79,0.84,0.76,0.96,0.96,0.75,0.81,0.9,0.78,0.88,0.9,0.7,2.18,0.84,0.84,0.85,0.79,0.82,0.93,0.72,0.72,0.96,0.9,2.18,,,,,
2013,04,01890007,Milton,"Cunningham School",MTH,68,,,0.94,0.94,0.96,0.75,0.87,0.91,2.12,0.81,0.97,0.84,0.66,0.82,0.97,0.87,0.9,0.96,0.72,0.84,0.47,0.96,1.68,0.82,0.78,0.93,0.79,0.87,0.85,0.96,0.97,2.94,0.96,0.88,0.81,0.6,0.71,0.84,2.5,0.88,0.94,0.65,0.84,0.76,,,
2013,05,01890007,Milton,"Cunningham School",ELA,48,,,0.73,0.96,0.96,0.79,0.96,0.88,2.6,0.96,0.88,0.58,0.75,0.67,0.85,0.92,0.92,0.9,0.77,3.21,0.98,0.79,0.73,0.88,0.94,2.63,0.96,0.71,0.94,0.9,0.67,0.79,0.94,0.9,0.77,0.77,2.54,0.71,0.79,0.96,0.92,0.9,,,,,
2013,05,01890007,Milton,"Cunningham School",MTH,48,,,0.98,0.81,0.88,0.65,3.02,0.98,0.94,0.69,0.73,0.9,0.96,0.98,0.92,0.92,0.73,0.94,0.92,0.92,2.92,0.77,0.71,0.98,0.92,0.9,0.9,0.98,0.88,0.96,0.96,0.92,0.69,2.92,0.88,0.96,0.75,0.94,0.98,0.85,0.85,0.81,0.83,3,,,
2013,05,01890007,Milton,"Cunningham School",SCI,48,,,0.88,0.6,0.79,0.88,0.96,0.79,0.9,0.73,0.94,2.13,0.71,0.73,0.81,0.96,0.48,0.81,0.81,0.79,0.73,0.77,2.27,0.98,0.98,0.77,0.67,0.9,0.79,0.58,0.81,2.38,0.92,0.98,0.77,0.83,0.92,0.77,0.92,0.83,0.77,0.9,0.9,3.17,,,
2013,03,01890010,Milton,Glover,ELA,89,,,0.88,0.89,0.91,0.98,0.72,0.8,0.85,0.85,0.91,0.98,2.28,0.85,0.93,0.99,0.92,0.91,0.93,1.33,0.81,0.98,0.81,0.75,0.93,1.7,0.88,0.92,0.93,0.78,0.97,0.97,0.79,0.93,0.9,0.87,1.3,1.29,0.85,0.79,0.76,0.84,0.84,,,,
2013,03,01890010,Milton,Glover,MTH,89,,,0.99,0.94,0.82,0.9,0.92,0.96,0.9,1.51,0.88,0.99,0.84,0.8,0.58,0.93,0.54,0.69,0.91,1.84,0.88,0.81,0.89,0.97,0.97,0.94,0.91,1.8,0.6,0.79,0.97,0.87,0.87,0.92,1.61,0.81,0.89,0.83,,,,,,,,,
2013,04,01890010,Milton,Glover,ELA,98,7.26,6.94,0.83,0.93,0.97,0.87,0.9,0.9,2.28,0.91,0.83,0.92,0.81,0.88,1.95,0.85,0.79,0.94,0.95,0.89,0.85,1,0.95,0.82,0.86,0.94,0.84,0.86,0.87,0.84,2.09,0.88,0.81,0.85,0.84,0.74,0.92,0.85,0.69,0.94,0.98,1.88,,,,,
2013,04,01890010,Milton,Glover,MTH,98,,,0.85,0.78,1,0.77,0.95,0.88,2.15,0.85,0.78,0.85,0.67,0.83,0.99,0.92,0.84,0.98,0.74,0.74,0.71,0.86,1.78,0.84,0.78,0.94,0.82,0.66,0.74,0.94,0.99,2.2,0.98,0.83,0.76,0.69,0.72,0.9,2.27,0.9,0.92,0.72,0.9,0.81,,,
2013,05,01890010,Milton,Glover,ELA,88,,,0.82,0.92,0.94,0.69,0.93,0.89,2.52,1,0.86,0.55,0.69,0.69,0.8,0.98,0.91,0.93,0.84,3,0.95,0.86,0.73,0.68,0.94,2.9,0.95,0.69,0.99,0.97,0.72,0.82,0.95,0.97,0.83,0.9,2.77,0.83,0.8,0.93,0.93,0.91,,,,,
2013,05,01890010,Milton,Glover,MTH,87,,,0.98,0.87,0.91,0.68,2.93,0.93,0.95,0.75,0.53,0.95,0.94,0.97,0.93,0.94,0.82,0.87,0.91,0.89,2.59,0.71,0.66,0.94,0.89,0.89,0.91,0.99,0.8,0.99,0.89,0.94,0.78,2.92,0.7,0.92,0.89,0.93,0.94,0.87,0.64,0.8,0.83,2.99,,,
2013,05,01890010,Milton,Glover,SCI,85,,,0.92,0.8,0.78,0.86,0.95,0.87,0.82,0.79,0.98,2.11,0.68,0.85,0.92,0.94,0.65,0.91,0.69,0.66,0.8,0.73,2.73,1,0.96,0.69,0.71,0.93,0.78,0.71,0.84,2.12,0.91,0.96,0.76,0.81,0.95,0.86,0.95,0.87,0.92,0.96,0.81,3.32,,,
2013,03,01890020,Milton,Tucker,ELA,73,,,0.95,0.9,0.82,0.92,0.74,0.73,0.78,0.86,0.89,0.93,2.11,0.74,0.9,0.89,0.9,0.78,0.85,1.3,0.79,0.93,0.85,0.79,0.92,1.44,0.81,0.92,0.99,0.77,0.96,0.9,0.62,0.96,0.85,0.88,1.22,1.25,0.81,0.82,0.71,0.62,0.89,,,,
2013,03,01890020,Milton,Tucker,MTH,74,,,0.95,0.92,0.86,0.92,0.86,0.95,0.89,1.62,0.85,0.89,0.78,0.84,0.43,0.97,0.39,0.59,0.88,1.74,0.82,0.74,0.91,0.97,0.95,0.85,0.81,1.68,0.78,0.84,0.95,0.92,0.82,0.92,1.43,0.76,0.92,0.68,,,,,,,,,
2013,04,01890020,Milton,Tucker,ELA,58,6.62,6.31,0.69,0.69,0.9,0.67,0.84,0.79,2.45,0.83,0.72,0.67,0.64,0.69,1.69,0.62,0.74,0.76,0.84,0.71,0.69,0.91,0.78,0.62,0.72,0.81,0.74,0.83,0.79,0.69,1.66,0.66,0.74,0.76,0.67,0.76,0.83,0.78,0.67,0.84,0.79,1.95,,,,,
2013,04,01890020,Milton,Tucker,MTH,58,,,0.9,0.83,0.97,0.69,0.95,0.84,1.69,0.71,0.9,0.78,0.81,0.76,1,0.86,0.72,0.93,0.55,0.81,0.59,0.88,1.33,0.93,0.86,0.97,0.78,0.62,0.74,0.83,0.97,2.21,0.95,0.74,0.66,0.43,0.69,0.76,2.09,0.84,0.93,0.6,0.78,0.76,,,
2013,05,01890020,Milton,Tucker,ELA,56,,,0.61,0.82,0.88,0.68,0.79,0.84,2.48,0.93,0.79,0.5,0.64,0.64,0.7,0.95,0.88,0.88,0.77,3,0.89,0.71,0.64,0.66,0.88,2.82,0.88,0.77,0.86,0.93,0.55,0.8,0.89,0.86,0.79,0.75,2.5,0.8,0.71,0.91,0.91,0.91,,,,,
2013,05,01890020,Milton,Tucker,MTH,56,,,0.95,0.79,0.75,0.54,2.75,0.95,0.91,0.71,0.7,0.93,0.98,0.89,0.8,0.88,0.66,0.93,0.88,0.91,2.11,0.66,0.64,0.96,0.86,0.8,0.96,1,0.79,0.95,0.89,0.91,0.75,2.8,0.75,0.88,0.71,0.95,0.91,0.84,0.82,0.77,0.79,2.7,,,
2013,05,01890020,Milton,Tucker,SCI,56,,,0.77,0.61,0.61,0.61,0.89,0.89,0.79,0.54,0.91,2.16,0.43,0.75,0.77,0.84,0.5,0.88,0.64,0.64,0.7,0.73,2.02,0.89,0.93,0.66,0.54,0.73,0.88,0.66,0.66,2.18,0.91,0.95,0.59,0.8,0.84,0.8,0.88,0.96,1,0.91,0.77,2.79,,,
2013,06,01890410,Milton,"Charles S Pierce Middle",ELA,317,,,0.97,0.73,0.98,0.9,0.87,3.04,0.85,0.78,0.97,0.76,0.87,0.76,2.65,0.84,0.85,0.87,0.84,0.96,0.88,0.89,0.82,0.89,0.82,2.73,0.94,0.59,0.88,0.65,0.7,0.9,0.74,0.63,0.75,0.85,2.13,0.87,0.73,0.65,0.94,0.76,,,,,
2013,06,01890410,Milton,"Charles S Pierce Middle",MTH,315,,,0.66,0.86,0.85,0.92,0.77,0.77,0.9,0.78,0.62,0.7,3.23,0.63,0.49,0.71,0.91,0.96,0.28,3.47,0.98,0.7,0.77,0.95,0.92,0.92,0.86,3.11,0.9,0.97,0.86,0.96,0.94,0.94,0.85,0.92,0.71,0.73,0.39,0.74,0.83,0.79,0.84,2.84,,,
2013,07,01890410,Milton,"Charles S Pierce Middle",ELA,304,7.11,6.8,0.7,0.82,0.9,0.8,0.86,0.64,0.94,2.84,0.93,0.85,0.8,0.72,0.82,2.45,0.94,0.91,0.83,0.68,0.88,0.76,0.89,0.65,2.43,0.81,0.86,0.82,0.86,0.92,0.85,0.87,0.78,0.91,0.87,2.66,0.81,0.83,0.66,0.83,0.9,0.71,,,,,
2013,07,01890410,Milton,"Charles S Pierce Middle",MTH,305,,,0.89,0.88,0.67,0.73,0.73,0.95,3.14,0.83,0.65,0.75,0.84,0.74,0.64,0.83,0.77,0.54,0.62,0.86,0.93,0.83,2.43,0.82,0.91,0.62,0.57,0.6,0.93,0.52,0.76,0.73,2.79,0.9,0.9,0.95,0.94,0.47,0.71,0.77,0.93,3.02,0.94,0.82,,,
2013,08,01890410,Milton,"Charles S Pierce Middle",ELA,259,,,0.81,0.79,0.82,0.65,0.91,0.78,0.85,2.61,0.79,0.76,0.73,0.92,0.94,0.97,0.8,0.91,0.64,0.75,2.68,0.81,0.8,0.81,0.87,2.68,0.8,0.93,0.99,0.9,0.93,0.7,0.88,0.88,0.71,0.85,2.94,0.96,0.74,0.73,0.66,0.79,,,,,
2013,08,01890410,Milton,"Charles S Pierce Middle",MTH,259,,,0.92,0.64,0.75,0.52,0.83,0.92,0.79,0.42,0.71,0.62,2.24,0.91,0.88,0.95,0.95,0.64,0.95,0.5,0.76,2.96,0.71,0.85,0.78,0.87,0.54,0.93,0.92,2.17,0.83,0.76,0.61,0.86,0.84,0.72,0.96,0.95,0.69,0.67,0.94,0.92,0.56,2.9,,,
2013,08,01890410,Milton,"Charles S Pierce Middle",SCI,259,,,0.88,0.72,0.73,0.52,0.63,0.53,0.49,0.7,2.12,2.12,0.85,0.75,0.75,0.62,0.74,0.89,0.87,0.44,0.51,0.45,0.6,0.82,0.9,0.78,0.43,0.52,0.9,0.58,0.6,0.86,0.72,0.83,0.92,0.54,0.95,0.93,0.7,0.24,0.48,0.59,1.65,2.72,,,
2013,10,01890505,Milton,"Milton High",ELA,226,7.57,7.37,0.92,0.98,0.99,0.78,0.93,0.88,0.88,0.93,2.99,0.85,0.78,0.85,0.89,0.89,0.8,0.83,0.81,2.99,0.79,0.9,0.85,0.83,0.82,0.86,0.82,0.84,3.04,0.92,0.86,0.87,0.85,0.85,0.88,0.93,3.25,0.86,0.77,0.88,0.97,0.87,,,,,
2013,10,01890505,Milton,"Milton High",MTH,225,,,0.95,0.69,0.86,0.69,0.72,0.82,0.92,0.8,0.74,0.87,0.7,0.49,0.73,0.78,0.86,0.48,3.35,0.85,0.78,2.29,2.72,0.96,0.86,0.7,0.76,0.77,0.58,0.85,0.35,0.86,3.28,0.76,0.78,0.94,0.34,0.84,0.57,0.95,0.91,0.56,3.3,2.29,,,
2013,HS,01890505,Milton,"Milton High",BIO,216,,,0.87,0.92,0.97,0.95,0.97,0.91,0.83,0.75,0.62,0.65,0.8,2.7,0.89,0.88,0.91,0.8,0.71,0.85,0.88,0.67,0.86,0.94,1.74,0.82,0.88,0.8,0.63,0.94,0.9,0.76,0.91,2.56,0.78,0.88,0.96,0.8,0.74,0.68,0.9,0.82,0.86,0.82,0.96,3.11,3.04
2013,03,01910025,Monson,"Quarry Hill Community School",ELA,104,,,0.88,0.86,0.75,0.91,0.61,0.84,0.81,0.88,0.88,0.88,1.75,0.86,0.88,0.9,0.83,0.79,0.76,1.3,0.67,0.89,0.83,0.82,0.88,1.43,0.8,0.88,0.91,0.85,0.88,0.93,0.65,0.88,0.81,0.88,1.31,1.33,0.74,0.75,0.62,0.71,0.77,,,,
2013,03,01910025,Monson,"Quarry Hill Community School",MTH,104,,,0.88,0.75,0.76,0.71,0.82,0.93,0.86,1.42,0.78,0.91,0.75,0.85,0.14,0.91,0.79,0.5,0.85,1.49,0.85,0.84,0.93,0.94,0.88,0.85,0.75,1.6,0.61,0.81,0.9,0.87,0.68,0.89,1.35,0.78,0.74,0.57,,,,,,,,,
2013,04,01910025,Monson,"Quarry Hill Community School",ELA,96,6.57,6.38,0.68,0.81,0.84,0.73,0.73,0.85,2.02,0.74,0.66,0.66,0.69,0.63,1.5,0.69,0.7,0.84,0.83,0.78,0.81,0.93,0.83,0.69,0.73,0.83,0.71,0.79,0.77,0.73,1.55,0.7,0.75,0.84,0.59,0.79,0.86,0.66,0.44,0.93,0.83,1.46,,,,,
2013,04,01910025,Monson,"Quarry Hill Community School",MTH,96,,,0.78,0.58,0.95,0.66,0.91,0.81,1.54,0.65,0.75,0.78,0.76,0.84,0.96,0.76,0.67,0.71,0.45,0.47,0.4,0.69,1.24,0.89,0.63,0.86,0.69,0.52,0.65,0.88,0.94,1.88,0.96,0.74,0.67,0.42,0.53,0.79,1.49,0.59,0.84,0.47,0.7,0.74,,,
