adminyear,grade,org_code,DistrictName,SchoolName,subject,tested,wptopdev,wpcompconv,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2013,03,00010003,Abington,"Beaver Brook Elementary School",ELA,154,,,0.89,0.9,0.79,0.94,0.65,0.86,0.66,0.85,0.88,0.83,1.48,0.73,0.89,0.9,0.82,0.79,0.55,1.18,0.69,0.89,0.79,0.69,0.88,1.45,0.74,0.95,0.94,0.66,0.92,0.93,0.71,0.86,0.67,0.81,1.13,1.26,0.71,0.76,0.54,0.63,0.81,,,,
2013,03,00010003,Abington,"Beaver Brook Elementary School",MTH,154,,,0.88,0.78,0.71,0.47,0.71,0.88,0.84,1.34,0.82,0.68,0.65,0.77,0.16,0.82,0.38,0.17,0.84,1.64,0.69,0.67,0.66,0.92,0.86,0.84,0.66,1.26,0.63,0.68,0.9,0.8,0.75,0.85,0.97,0.64,0.69,0.67,,,,,,,,,
2013,04,00010003,Abington,"Beaver Brook Elementary School",ELA,172,5.97,5.9,0.72,0.84,0.81,0.72,0.75,0.77,2.03,0.7,0.73,0.73,0.69,0.72,1.87,0.8,0.77,0.87,0.87,0.7,0.83,0.9,0.85,0.67,0.7,0.85,0.69,0.82,0.86,0.72,1.92,0.72,0.72,0.74,0.72,0.76,0.91,0.75,0.42,0.92,0.87,1.69,,,,,
2013,04,00010003,Abington,"Beaver Brook Elementary School",MTH,172,,,0.84,0.65,0.99,0.53,0.84,0.83,1.49,0.71,0.73,0.76,0.58,0.62,0.88,0.81,0.73,0.88,0.63,0.44,0.41,0.78,1.54,0.74,0.58,0.83,0.7,0.61,0.67,0.92,0.96,1.95,0.94,0.69,0.63,0.42,0.61,0.77,1.66,0.84,0.9,0.52,0.71,0.76,,,
2013,05,00010015,Abington,"Woodsdale Elementary School",ELA,153,,,0.65,0.79,0.84,0.65,0.84,0.78,1.83,0.92,0.76,0.53,0.62,0.54,0.74,0.95,0.81,0.86,0.83,2.38,0.96,0.67,0.67,0.67,0.81,2.37,0.9,0.61,0.86,0.89,0.52,0.73,0.89,0.9,0.8,0.75,2.16,0.61,0.68,0.9,0.85,0.84,,,,,
2013,05,00010015,Abington,"Woodsdale Elementary School",MTH,153,,,0.91,0.8,0.69,0.42,2.41,0.8,0.88,0.66,0.5,0.74,0.93,0.82,0.85,0.82,0.58,0.84,0.71,0.62,2.13,0.61,0.63,0.99,0.78,0.76,0.83,0.94,0.71,0.93,0.84,0.89,0.68,2.3,0.61,0.84,0.82,0.91,0.97,0.8,0.52,0.7,0.76,2.38,,,
2013,05,00010015,Abington,"Woodsdale Elementary School",SCI,153,,,0.71,0.47,0.6,0.61,0.92,0.5,0.84,0.45,0.87,1.39,0.37,0.57,0.76,0.86,0.55,0.78,0.61,0.39,0.61,0.63,1.86,0.92,0.95,0.63,0.57,0.65,0.82,0.3,0.67,1.07,0.88,0.89,0.41,0.84,0.89,0.56,0.91,0.9,0.78,0.75,0.83,2.18,,,
2013,06,00010015,Abington,"Woodsdale Elementary School",ELA,149,,,0.97,0.74,0.96,0.89,0.84,2.91,0.85,0.58,0.9,0.71,0.84,0.7,2.23,0.78,0.85,0.79,0.79,0.94,0.8,0.93,0.7,0.83,0.75,2.36,0.83,0.47,0.86,0.52,0.66,0.87,0.69,0.61,0.72,0.86,1.98,0.81,0.64,0.64,0.92,0.69,,,,,
2013,06,00010015,Abington,"Woodsdale Elementary School",MTH,149,,,0.56,0.77,0.7,0.86,0.52,0.66,0.85,0.62,0.44,0.52,2.93,0.62,0.45,0.55,0.89,0.89,0.28,3.15,0.91,0.66,0.65,0.87,0.85,0.89,0.75,2.74,0.83,0.87,0.75,0.9,0.91,0.81,0.7,0.83,0.48,0.72,0.5,0.61,0.72,0.77,0.78,2.49,,,
2013,07,00010405,Abington,"Frolio Middle School",ELA,175,6.66,6.61,0.69,0.76,0.87,0.7,0.75,0.63,0.93,2.63,0.92,0.81,0.71,0.65,0.75,2.01,0.89,0.87,0.75,0.72,0.89,0.7,0.9,0.6,2.04,0.78,0.84,0.73,0.81,0.9,0.69,0.85,0.69,0.82,0.85,2.45,0.77,0.72,0.69,0.79,0.91,0.59,,,,,
2013,07,00010405,Abington,"Frolio Middle School",MTH,176,,,0.89,0.8,0.6,0.68,0.57,0.91,3.06,0.64,0.53,0.68,0.81,0.58,0.75,0.57,0.44,0.35,0.38,0.76,0.81,0.72,1.84,0.73,0.87,0.57,0.28,0.41,0.85,0.46,0.68,0.45,2.14,0.93,0.79,0.91,0.85,0.33,0.74,0.75,0.85,2.39,0.9,0.69,,,
2013,08,00010405,Abington,"Frolio Middle School",ELA,161,,,0.82,0.84,0.82,0.58,0.9,0.68,0.88,2.45,0.81,0.63,0.71,0.89,0.91,0.97,0.63,0.76,0.53,0.68,2.48,0.72,0.8,0.76,0.79,2.49,0.74,0.93,0.99,0.88,0.91,0.75,0.88,0.9,0.76,0.77,2.8,0.92,0.66,0.61,0.6,0.75,,,,,
2013,08,00010405,Abington,"Frolio Middle School",MTH,160,,,0.86,0.77,0.71,0.35,0.73,0.76,0.52,0.57,0.52,0.63,1.56,0.83,0.72,0.91,0.85,0.58,0.69,0.34,0.73,2.63,0.59,0.7,0.51,0.82,0.38,0.79,0.76,1.75,0.81,0.69,0.49,0.74,0.79,0.66,0.92,0.89,0.58,0.44,0.84,0.89,0.34,2.1,,,
2013,08,00010405,Abington,"Frolio Middle School",SCI,160,,,0.86,0.68,0.83,0.6,0.64,0.49,0.49,0.62,2.83,2.25,0.58,0.77,0.76,0.36,0.59,0.78,0.89,0.48,0.49,0.54,0.6,0.8,0.87,0.79,0.39,0.66,0.91,0.33,0.41,0.85,0.53,0.93,0.98,0.25,0.9,0.94,0.61,0.5,0.55,0.38,1.84,1.88,,,
2013,10,00010505,Abington,"Abington High",ELA,122,7.15,7.07,0.89,1,0.99,0.75,0.93,0.81,0.89,0.88,2.5,0.84,0.71,0.79,0.81,0.8,0.76,0.61,0.68,2.39,0.81,0.87,0.85,0.75,0.79,0.81,0.79,0.76,2.31,0.89,0.86,0.8,0.77,0.75,0.86,0.89,2.71,0.78,0.77,0.82,0.92,0.81,,,,,
2013,10,00010505,Abington,"Abington High",MTH,126,,,0.75,0.6,0.71,0.67,0.47,0.59,0.86,0.79,0.63,0.75,0.57,0.42,0.65,0.67,0.75,0.51,2.77,0.79,0.56,2.02,2.3,0.84,0.63,0.62,0.44,0.75,0.44,0.64,0.46,0.77,3.04,0.64,0.68,0.82,0.37,0.76,0.42,0.79,0.75,0.48,2.59,2.1,,,
2013,HS,00010505,Abington,"Abington High",BIO,110,,,0.87,0.7,0.93,0.89,0.9,0.69,0.79,0.66,0.46,0.5,0.69,2.14,0.69,0.74,0.8,0.68,0.62,0.77,0.83,0.6,0.79,0.9,1.41,0.72,0.86,0.73,0.56,0.95,0.88,0.57,0.82,2.08,0.7,0.76,0.96,0.77,0.83,0.61,0.84,0.64,0.69,0.62,0.93,2.63,2.73
2013,03,00020010,Acton,Merriam,ELA,92,,,0.88,0.93,0.78,0.96,0.74,0.76,0.8,0.91,0.95,0.84,1.89,0.8,0.91,0.99,0.88,0.86,0.74,1.14,0.82,0.98,0.75,0.86,0.91,1.64,0.88,0.99,0.95,0.76,0.98,0.93,0.7,0.9,0.85,0.91,1.21,1.21,0.76,0.8,0.67,0.73,0.92,,,,
2013,03,00020010,Acton,Merriam,MTH,92,,,0.96,0.78,0.76,0.6,0.84,0.91,0.86,1.61,0.88,0.87,0.88,0.71,0.47,0.98,0.35,0.57,0.92,1.78,0.88,0.83,0.82,0.95,0.9,0.88,0.85,1.63,0.73,0.86,0.93,0.89,0.77,0.93,1.43,0.75,0.82,0.65,,,,,,,,,
2013,04,00020010,Acton,Merriam,ELA,72,6.64,6.47,0.72,0.89,0.94,0.85,0.89,0.88,2.14,0.94,0.83,0.88,0.83,0.81,1.82,0.81,0.74,0.9,0.88,0.9,0.89,0.93,0.92,0.78,0.89,0.96,0.88,0.83,0.88,0.81,1.72,0.79,0.76,0.88,0.88,0.71,0.89,0.93,0.63,0.94,0.92,1.78,,,,,
2013,04,00020010,Acton,Merriam,MTH,71,,,0.97,0.89,1,0.79,0.87,0.93,2.35,0.86,0.75,0.87,0.76,0.79,1,0.94,0.76,0.92,0.77,0.76,0.62,0.86,2.18,0.85,0.83,0.94,0.75,0.77,0.82,0.96,0.89,2.31,0.97,0.87,0.73,0.66,0.86,0.9,2.62,0.83,0.96,0.69,0.86,0.8,,,
2013,05,00020010,Acton,Merriam,ELA,69,,,0.86,0.97,0.88,0.72,0.93,0.91,2.23,0.99,0.9,0.72,0.78,0.74,0.77,0.93,0.88,0.96,0.94,2.7,0.94,0.78,0.74,0.71,0.96,2.49,0.94,0.84,0.88,0.93,0.68,0.81,0.96,0.97,0.81,0.84,2.33,0.75,0.72,0.99,0.93,0.91,,,,,
2013,05,00020010,Acton,Merriam,MTH,69,,,0.99,0.88,0.94,0.84,3.06,0.94,0.97,0.77,0.77,0.91,0.96,0.91,0.88,0.96,0.86,0.86,0.9,0.87,2.7,0.75,0.68,0.99,0.94,0.94,0.94,1,0.84,0.96,0.91,0.9,0.75,3.32,0.72,0.99,0.96,0.96,0.96,0.9,0.75,0.87,0.88,2.71,,,
2013,05,00020010,Acton,Merriam,SCI,69,,,0.91,0.8,0.68,0.81,0.94,0.88,0.9,0.7,0.99,2.75,0.55,0.9,0.87,0.96,0.68,0.93,0.78,0.55,0.86,0.78,2.81,0.97,0.93,0.58,0.57,0.88,0.93,0.65,0.83,2.61,0.94,0.97,0.8,0.96,0.84,0.78,0.91,0.94,0.97,0.94,0.88,3.23,,,
2013,06,00020010,Acton,Merriam,ELA,76,,,1,0.96,0.99,0.93,0.95,3.01,0.91,0.93,0.99,0.91,0.97,0.95,2.62,0.88,0.91,0.92,0.93,0.99,0.92,0.96,0.8,0.91,0.89,2.63,0.99,0.62,0.92,0.63,0.86,0.92,0.84,0.72,0.95,0.95,2.45,0.89,0.79,0.76,0.96,0.83,,,,,
2013,06,00020010,Acton,Merriam,MTH,77,,,0.83,0.92,0.96,0.95,0.82,0.84,0.91,0.83,0.83,0.68,3.32,0.83,0.56,0.71,0.94,1,0.32,3.55,0.99,0.92,0.88,0.87,0.91,0.94,0.95,3.3,0.92,0.96,0.88,0.95,0.99,0.91,0.92,0.94,0.78,0.92,0.49,0.73,0.88,0.94,0.84,3.34,,,
2013,03,00020015,Acton,McCarthy-Towne,ELA,69,,,0.88,0.91,0.74,0.96,0.77,0.9,0.86,0.81,0.9,0.93,1.81,0.93,0.99,0.99,0.94,0.88,0.86,1.23,0.75,0.97,0.87,0.8,0.93,1.62,0.86,0.97,0.97,0.88,0.96,0.97,0.78,0.93,0.87,0.93,1.33,1.25,0.81,0.78,0.72,0.74,0.88,,,,
2013,03,00020015,Acton,McCarthy-Towne,MTH,70,,,0.96,0.86,0.67,0.73,0.86,0.93,0.71,1.57,0.9,0.89,0.73,0.91,0.07,0.94,0.24,0.47,0.97,1.66,0.91,0.8,0.87,0.96,0.86,0.84,0.8,1.5,0.77,0.81,0.99,0.9,0.77,0.93,1.51,0.81,0.86,0.73,,,,,,,,,
2013,04,00020015,Acton,McCarthy-Towne,ELA,70,7.09,6.73,0.79,0.94,0.96,0.81,0.93,0.86,1.99,0.96,0.81,0.97,0.87,0.84,1.9,0.86,0.79,0.97,0.9,0.9,0.93,0.97,0.99,0.84,0.94,0.97,0.87,0.86,0.76,0.87,1.69,0.81,0.84,0.93,0.86,0.77,0.94,0.89,0.79,0.99,0.91,1.64,,,,,
2013,04,00020015,Acton,McCarthy-Towne,MTH,70,,,0.96,0.8,0.96,0.87,0.89,0.97,2.74,0.86,0.84,0.94,0.8,0.84,1,0.89,0.73,0.87,0.69,0.67,0.57,0.9,1.14,0.94,0.8,0.87,0.86,0.74,0.69,0.97,0.96,2.54,0.97,0.81,0.8,0.4,0.71,0.93,2.33,0.86,0.96,0.67,0.87,0.81,,,
2013,05,00020015,Acton,McCarthy-Towne,ELA,68,,,0.75,0.97,0.81,0.69,0.93,0.96,1.71,0.94,0.84,0.57,0.81,0.71,0.74,0.87,0.84,0.91,0.87,2.03,0.99,0.63,0.66,0.71,0.85,2.07,0.96,0.79,0.9,0.88,0.63,0.88,0.99,0.96,0.85,0.94,2.03,0.82,0.63,0.96,0.84,0.88,,,,,
2013,05,00020015,Acton,McCarthy-Towne,MTH,68,,,0.97,0.6,0.85,0.53,2.41,0.84,0.94,0.72,0.51,0.69,0.87,0.97,0.6,0.91,0.68,0.85,0.84,0.84,2.38,0.54,0.59,0.65,0.82,0.81,0.91,0.99,0.72,0.94,0.65,0.93,0.69,2.4,0.72,0.88,0.74,0.84,0.62,0.81,0.54,0.84,0.88,2.78,,,
2013,05,00020015,Acton,McCarthy-Towne,SCI,68,,,0.74,0.54,0.75,0.84,0.97,0.84,0.76,0.62,0.91,2.22,0.5,0.78,0.87,0.9,0.49,0.84,0.66,0.5,0.63,0.84,2.4,0.97,0.99,0.63,0.59,0.87,0.9,0.56,0.74,1.59,0.88,0.94,0.71,0.87,0.88,0.81,0.91,0.85,0.96,0.93,0.85,2.62,,,
2013,06,00020015,Acton,McCarthy-Towne,ELA,77,,,0.94,0.82,0.97,0.87,0.94,2.6,0.87,0.83,0.92,0.82,0.86,0.9,2.08,0.88,0.9,0.9,0.92,0.95,0.86,0.97,0.88,0.94,0.71,2.01,0.91,0.52,0.96,0.66,0.74,0.9,0.74,0.62,0.77,0.91,1.84,0.92,0.78,0.69,0.95,0.7,,,,,
2013,06,00020015,Acton,McCarthy-Towne,MTH,77,,,0.6,0.87,0.91,0.97,0.83,0.81,0.94,0.79,0.66,0.74,3.16,0.69,0.56,0.68,0.94,0.99,0.6,3.44,0.97,0.79,0.74,0.88,0.87,0.87,0.88,3.19,0.95,0.95,0.91,0.97,0.99,0.81,0.73,0.96,0.87,0.81,0.45,0.68,0.77,0.88,0.78,3.1,,,
2013,03,00020020,Acton,Douglas,ELA,70,,,0.99,0.94,0.83,0.94,0.81,0.84,0.91,0.9,0.87,0.84,1.87,0.93,0.91,0.97,0.91,0.87,0.71,1.29,0.81,0.96,0.84,0.74,0.93,1.5,0.89,0.97,0.96,0.73,0.94,0.94,0.76,0.93,0.81,0.94,1.21,1.17,0.81,0.84,0.81,0.81,0.87,,,,
2013,03,00020020,Acton,Douglas,MTH,70,,,0.97,0.9,0.77,0.7,0.83,0.87,0.96,1.47,0.86,0.84,0.77,0.74,0.36,0.9,0.3,0.56,0.89,1.86,0.89,0.7,0.64,0.93,0.96,0.93,0.87,1.86,0.71,0.86,0.94,0.84,0.86,0.96,1.4,0.77,0.87,0.57,,,,,,,,,
2013,04,00020020,Acton,Douglas,ELA,71,6.59,6.45,0.8,0.92,0.9,0.8,0.96,0.86,2.24,0.92,0.89,0.89,0.8,0.79,2.1,0.83,0.68,0.93,0.83,0.89,0.92,0.97,0.97,0.79,0.86,0.96,0.85,0.89,0.87,0.86,2.08,0.86,0.86,0.97,0.87,0.77,0.87,0.83,0.68,0.93,0.89,1.94,,,,,
2013,04,00020020,Acton,Douglas,MTH,72,,,0.9,0.92,0.97,0.82,0.94,0.85,2.47,0.92,0.92,0.9,0.65,0.92,0.96,0.94,0.88,0.93,0.67,0.71,0.79,0.94,1.64,0.93,0.86,0.97,0.89,0.86,0.82,0.96,1,2.43,1,0.92,0.81,0.6,0.78,0.86,2.65,0.93,0.9,0.76,0.9,0.85,,,
2013,05,00020020,Acton,Douglas,ELA,69,,,0.78,0.96,0.87,0.7,0.94,0.94,2.01,0.97,0.91,0.77,0.83,0.77,0.91,0.97,0.93,0.96,0.93,2.45,1,0.77,0.74,0.81,0.91,2.38,0.96,0.71,0.91,0.9,0.72,0.9,0.97,0.97,0.81,0.96,2.36,0.78,0.86,0.99,0.88,0.94,,,,,
2013,05,00020020,Acton,Douglas,MTH,69,,,0.97,0.87,0.91,0.78,3,0.91,0.94,0.78,0.45,0.9,0.96,0.94,0.8,0.91,0.86,0.91,0.86,0.84,2.84,0.65,0.81,0.83,0.93,0.9,0.87,1,0.77,0.94,0.86,0.97,0.77,3.03,0.81,0.97,0.96,0.93,0.87,0.91,0.64,0.78,0.84,2.75,,,
2013,05,00020020,Acton,Douglas,SCI,69,,,0.65,0.72,0.72,0.65,0.94,0.75,0.78,0.68,0.94,2.84,0.55,0.87,0.9,0.93,0.65,0.9,0.71,0.52,0.77,0.81,2.65,0.91,1,0.74,0.7,0.75,0.9,0.78,0.91,1.8,0.96,0.94,0.88,0.91,0.93,0.86,0.99,0.96,0.88,0.96,0.87,2.78,,,
2013,06,00020020,Acton,Douglas,ELA,74,,,0.96,0.96,0.97,0.99,0.99,3.04,0.91,0.89,0.96,0.81,0.95,0.91,2.65,0.91,0.95,0.99,0.95,1,0.89,0.93,0.88,0.92,0.82,2.74,0.97,0.64,0.93,0.64,0.85,0.93,0.78,0.77,0.86,0.95,2.34,0.93,0.76,0.82,0.91,0.78,,,,,
2013,06,00020020,Acton,Douglas,MTH,74,,,0.81,0.92,0.95,0.95,0.92,0.88,0.99,0.91,0.74,0.88,3.68,0.91,0.41,0.85,0.96,0.99,0.78,3.74,1,0.86,0.91,0.95,0.97,0.99,0.91,3.58,0.97,0.99,0.91,0.95,0.97,0.93,0.88,0.92,0.77,0.99,0.69,0.84,0.86,0.92,0.86,3.5,,,
2013,03,00020025,Acton,Gates,ELA,74,,,0.97,0.92,0.89,0.99,0.74,0.95,0.86,0.91,0.95,0.91,2,0.93,0.95,1,0.91,0.91,0.84,1.24,0.86,0.99,0.91,0.81,0.97,1.69,0.85,0.96,0.97,0.82,0.97,0.99,0.77,0.89,0.91,0.96,1.35,1.36,0.89,0.89,0.73,0.72,0.91,,,,
2013,03,00020025,Acton,Gates,MTH,74,,,0.97,0.95,0.72,0.85,0.76,0.92,0.95,1.5,0.91,0.96,0.81,0.93,0.08,0.97,0.45,0.46,0.97,1.7,0.91,0.74,0.78,0.97,0.95,0.85,0.91,1.7,0.81,0.86,0.95,0.89,0.85,0.95,1.3,0.86,0.89,0.64,,,,,,,,,
2013,04,00020025,Acton,Gates,ELA,69,7.38,7.03,0.87,0.97,0.97,0.91,0.94,0.9,2.41,0.96,0.91,0.91,0.96,0.91,2.22,0.77,0.84,0.97,0.9,0.87,0.86,0.97,0.99,0.84,0.88,0.96,0.83,0.88,0.88,0.83,2.06,0.83,0.83,0.94,0.88,0.78,0.96,0.91,0.72,0.99,0.96,2.12,,,,,
2013,04,00020025,Acton,Gates,MTH,70,,,0.96,0.79,0.99,0.81,0.99,0.93,2.34,0.89,0.94,0.94,0.77,0.84,0.99,0.86,0.93,0.93,0.49,0.81,0.67,0.91,2.31,0.8,0.91,0.97,0.89,0.93,0.96,0.99,0.94,2.41,0.99,0.9,0.84,0.61,0.91,0.79,2.7,0.97,0.99,0.84,0.89,0.87,,,
2013,05,00020025,Acton,Gates,ELA,69,,,0.86,0.97,0.86,0.58,0.99,0.94,1.97,0.97,0.84,0.72,0.72,0.71,0.7,0.91,0.86,0.96,0.91,2.67,0.99,0.65,0.75,0.64,0.93,2.42,0.94,0.8,0.99,0.93,0.84,0.8,0.99,0.97,0.88,0.93,2.41,0.86,0.8,0.96,0.94,0.96,,,,,
2013,05,00020025,Acton,Gates,MTH,69,,,0.99,0.84,0.91,0.81,3.09,0.75,0.99,0.9,0.52,0.83,0.94,0.97,0.9,0.94,0.71,0.83,0.86,0.88,2.97,0.59,0.68,0.94,0.97,0.9,0.97,1,0.88,0.96,0.94,0.9,0.71,3.07,0.72,0.94,0.91,1,0.94,0.87,0.75,0.87,0.87,2.83,,,
2013,05,00020025,Acton,Gates,SCI,69,,,0.68,0.81,0.77,0.81,0.97,0.93,0.72,0.67,0.87,2.83,0.61,0.81,0.93,0.9,0.61,0.87,0.81,0.7,0.75,0.83,2.46,0.94,0.99,0.74,0.65,0.78,0.87,0.62,0.75,2.7,0.91,0.93,0.84,0.93,0.93,0.84,0.96,0.93,0.91,0.9,0.81,2.54,,,
2013,06,00020025,Acton,Gates,ELA,77,,,0.96,0.87,0.96,0.91,0.97,3.04,0.96,0.81,0.96,0.73,0.9,0.87,2.7,0.92,0.95,0.92,0.88,0.99,0.88,0.97,0.83,0.86,0.81,2.82,0.97,0.62,0.94,0.69,0.83,0.95,0.73,0.68,0.87,0.95,2.58,0.94,0.75,0.74,0.97,0.71,,,,,
2013,06,00020025,Acton,Gates,MTH,77,,,0.65,0.91,0.96,0.96,0.92,0.88,0.99,0.88,0.77,0.84,3.31,0.9,0.64,0.86,1,0.99,0.62,3.65,0.99,0.83,0.84,0.95,0.95,0.97,0.92,3.58,1,0.97,0.95,0.97,0.92,0.92,0.78,0.91,0.79,0.86,0.77,0.79,0.87,0.94,0.82,3.38,,,
2013,03,00020030,Acton,"Luther Conant",ELA,72,,,0.93,0.89,0.9,0.99,0.81,0.94,0.93,0.86,0.93,0.96,2.15,0.9,0.92,0.94,0.93,0.94,0.92,1.25,0.92,0.97,0.85,0.85,0.94,1.65,0.82,0.96,0.94,0.85,0.97,0.94,0.67,0.85,0.96,0.96,1.32,1.4,0.92,0.9,0.9,0.75,0.94,,,,
2013,03,00020030,Acton,"Luther Conant",MTH,72,,,0.99,0.96,0.74,0.69,0.86,0.93,0.86,1.44,0.92,0.9,0.85,0.92,0.13,0.97,0.36,0.74,0.88,1.72,0.88,0.76,0.81,0.97,0.93,0.82,0.65,1.64,0.85,0.9,0.99,0.9,0.85,0.86,1.47,0.9,0.93,0.68,,,,,,,,,
2013,04,00020030,Acton,"Luther Conant",ELA,70,6.6,6.5,0.77,0.99,0.94,0.87,0.94,0.97,2.1,0.99,0.94,0.97,0.91,0.94,2.07,0.86,0.74,0.96,0.9,0.87,0.93,0.99,0.94,0.79,0.91,0.97,0.84,0.89,0.89,0.77,2.3,0.89,0.81,0.89,0.91,0.81,0.91,0.87,0.79,0.99,0.99,1.86,,,,,
2013,04,00020030,Acton,"Luther Conant",MTH,69,,,0.96,0.77,0.97,0.77,0.96,0.88,2.75,0.83,0.7,0.86,0.72,0.9,1,0.88,0.84,0.93,0.48,0.68,0.68,0.68,2.52,0.88,0.84,0.9,0.7,0.84,0.84,0.93,0.96,2.29,0.97,0.93,0.8,0.64,0.9,0.9,2.71,0.91,0.91,0.81,0.84,0.84,,,
2013,05,00020030,Acton,"Luther Conant",ELA,72,,,0.79,0.96,0.9,0.75,0.88,0.97,2,0.97,0.86,0.83,0.72,0.83,0.82,0.94,0.93,0.96,0.89,2.75,0.96,0.9,0.71,0.76,0.99,2.35,0.93,0.86,0.9,0.88,0.69,0.85,0.93,0.94,0.78,0.89,2.31,0.76,0.71,0.96,0.88,0.9,,,,,
2013,05,00020030,Acton,"Luther Conant",MTH,72,,,0.96,0.89,0.94,0.76,3.18,0.81,0.94,0.81,0.69,0.88,0.93,0.96,0.92,0.92,0.76,0.92,0.9,0.89,3.04,0.78,0.68,0.97,0.94,0.86,0.94,0.96,0.82,0.96,0.85,0.92,0.79,2.93,0.72,0.94,0.89,0.9,0.96,0.88,0.76,0.83,0.9,2.9,,,
2013,05,00020030,Acton,"Luther Conant",SCI,72,,,0.93,0.74,0.85,0.88,0.93,0.85,0.79,0.72,0.99,3.03,0.64,0.83,0.93,0.92,0.65,0.88,0.88,0.83,0.82,0.83,2.9,0.97,0.92,0.82,0.69,0.85,0.93,0.67,0.85,3.11,0.99,0.93,0.76,0.92,0.92,0.86,0.97,0.92,1,0.97,0.9,2.93,,,
2013,06,00020030,Acton,"Luther Conant",ELA,75,,,0.97,0.92,0.97,0.92,0.93,2.87,0.85,0.85,0.97,0.87,0.85,0.87,2.51,0.91,0.96,0.91,0.87,0.99,0.91,0.95,0.77,0.91,0.89,2.67,0.95,0.63,0.95,0.68,0.8,0.92,0.75,0.72,0.83,0.92,2.33,0.91,0.8,0.8,0.99,0.83,,,,,
2013,06,00020030,Acton,"Luther Conant",MTH,77,,,0.7,0.91,0.86,0.97,0.83,0.88,0.95,0.88,0.75,0.88,3.49,0.91,0.79,0.84,0.94,0.97,0.57,3.57,0.97,0.79,0.86,0.95,0.92,0.95,0.9,3.35,0.95,0.95,0.95,0.97,0.97,0.87,0.77,0.9,0.77,0.9,0.69,0.71,0.88,0.9,0.79,3.22,,,
2013,03,00030025,Acushnet,"Acushnet Elementary School",ELA,73,,,0.92,0.84,0.78,0.88,0.59,0.88,0.75,0.95,0.9,0.9,1.49,0.77,0.9,0.9,0.85,0.75,0.85,1.07,0.64,0.93,0.84,0.79,0.92,1.41,0.84,0.96,0.93,0.74,0.93,0.95,0.71,0.9,0.88,0.93,1.16,1.14,0.67,0.85,0.58,0.66,0.88,,,,
2013,03,00030025,Acushnet,"Acushnet Elementary School",MTH,73,,,0.99,0.93,0.81,0.75,0.86,0.93,0.9,1.63,0.96,0.85,0.74,0.93,0.11,0.95,0.3,0.56,0.86,1.53,0.75,0.78,0.82,0.95,0.89,0.73,0.78,1.47,0.71,0.84,0.97,0.78,0.81,0.84,1.59,0.67,0.84,0.74,,,,,,,,,
2013,04,00030025,Acushnet,"Acushnet Elementary School",ELA,111,6.68,6.53,0.87,0.92,0.92,0.83,0.96,0.81,2.13,0.86,0.86,0.77,0.9,0.77,1.79,0.77,0.8,0.96,0.92,0.92,0.87,0.98,0.94,0.74,0.85,0.92,0.83,0.95,0.88,0.9,1.68,0.85,0.76,0.88,0.78,0.76,0.95,0.82,0.71,0.97,0.95,1.59,,,,,
2013,04,00030025,Acushnet,"Acushnet Elementary School",MTH,111,,,0.95,0.73,1,0.69,0.95,0.92,2.12,0.83,0.97,0.86,0.77,0.81,0.98,0.86,0.77,0.84,0.58,0.85,0.65,0.95,2.09,0.91,0.82,0.91,0.67,0.8,0.75,0.94,0.99,2.5,0.96,0.78,0.75,0.45,0.81,0.85,2.09,0.9,0.99,0.68,0.81,0.75,,,
2013,05,00030305,Acushnet,"Albert F Ford Middle School",ELA,108,,,0.66,0.83,0.86,0.59,0.84,0.75,1.78,0.9,0.74,0.42,0.59,0.48,0.77,0.94,0.86,0.9,0.83,2.39,0.94,0.59,0.56,0.62,0.83,2.43,0.81,0.66,0.8,0.79,0.69,0.73,0.87,0.86,0.7,0.73,2.16,0.65,0.49,0.89,0.72,0.81,,,,,
2013,05,00030305,Acushnet,"Albert F Ford Middle School",MTH,109,,,0.99,0.78,0.78,0.45,2.18,0.69,0.89,0.7,0.52,0.83,0.91,0.95,0.8,0.76,0.71,0.86,0.76,0.84,1.93,0.51,0.56,0.91,0.79,0.79,0.88,0.97,0.78,0.89,0.81,0.82,0.65,1.86,0.72,0.74,0.67,0.83,0.9,0.69,0.68,0.69,0.76,2.36,,,
2013,05,00030305,Acushnet,"Albert F Ford Middle School",SCI,108,,,0.68,0.59,0.69,0.68,0.89,0.88,0.77,0.57,0.92,1.6,0.48,0.76,0.83,0.84,0.31,0.83,0.7,0.74,0.73,0.64,1.95,0.93,0.88,0.56,0.59,0.76,0.75,0.61,0.66,1.87,0.94,0.92,0.68,0.82,0.9,0.68,0.78,0.9,0.94,0.89,0.77,2.53,,,
2013,06,00030305,Acushnet,"Albert F Ford Middle School",ELA,116,,,0.89,0.66,0.96,0.91,0.88,2.49,0.77,0.56,0.95,0.74,0.85,0.75,2.03,0.82,0.83,0.75,0.77,0.97,0.72,0.94,0.71,0.87,0.82,2.15,0.87,0.44,0.78,0.56,0.62,0.84,0.7,0.59,0.57,0.78,1.79,0.82,0.56,0.57,0.87,0.83,,,,,
