adminyear,grade,org_code,DistrictName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2009,03,00000000,State,"All Students",71423,69428,1247,225,66,457,,71535,69580,1211,179,53,512,,,,,,,,,100,100,
2009,03,00000000,State,"Low Income",24111,23006,663,106,34,302,,24199,23128,641,64,30,336,,,,,,,,,99,100,
2009,03,00000000,State,"Native American",156,154,1,,,1,,157,154,1,,,2,,,,,,,,,100,100,
2009,03,00000000,State,Black,5475,5220,139,23,5,88,,5486,5228,134,14,9,101,,,,,,,,,99,100,
2009,03,00000000,State,Asian,3908,3749,40,17,3,99,,3933,3773,38,9,2,111,,,,,,,,,99,100,
2009,03,00000000,State,Hispanic/Latino,10889,10302,302,69,17,199,,10978,10408,295,39,15,221,,,,,,,,,99,100,
2009,03,00000000,State,White,49114,48174,724,110,39,67,,49120,48208,702,111,26,73,,,,,,,,,100,100,
2009,03,00000000,State,Hawaiian,97,89,6,2,,,,99,91,7,1,,,,,,,,,,,98,99,
2009,03,00000000,State,Multi-race,1733,1695,29,4,2,3,,1730,1693,28,5,1,3,,,,,,,,,100,100,
2009,03,00000000,State,"LEP/Formerly LEP",8026,7358,159,63,5,441,,8129,7451,158,19,8,493,,,,,,,,,99,100,
2009,03,00000000,State,"Special Ed",12300,10902,1247,109,33,9,,12314,10966,1211,97,27,13,,,,,,,,,99,99,
2009,04,00000000,State,"All Students",71314,69185,1286,259,121,463,,71414,69409,1300,88,98,519,,,,,,,,,99,100,
2009,04,00000000,State,"Low Income",23707,22542,656,127,48,334,,23766,22638,672,38,48,370,,,,,,,,,99,100,
2009,04,00000000,State,"Native American",201,198,3,,,,,203,197,3,,1,2,,,,,,,,,100,100,
2009,04,00000000,State,Black,5702,5424,143,33,11,91,,5722,5452,147,12,11,100,,,,,,,,,99,100,
2009,04,00000000,State,Asian,3576,3442,41,9,3,81,,3598,3459,39,6,,94,,,,,,,,,100,100,
2009,04,00000000,State,Hispanic/Latino,10452,9849,289,70,19,225,,10481,9892,296,23,23,247,,,,,,,,,99,100,
2009,04,00000000,State,White,49745,48695,766,136,85,63,,49784,48838,772,43,61,70,,,,,,,,,100,100,
2009,04,00000000,State,Hawaiian,70,65,2,3,,,,71,69,1,1,,,,,,,,,,,96,99,
2009,04,00000000,State,Multi-race,1524,1471,39,8,3,3,,1527,1480,39,3,2,3,,,,,,,,,99,100,
2009,04,00000000,State,"LEP/Formerly LEP",7126,6440,166,60,9,451,,7171,6477,168,18,4,504,,,,,,,,,99,100,
2009,04,00000000,State,"Special Ed",12834,11395,1286,87,54,12,,12842,11443,1300,42,45,12,,,,,,,,,99,99,
2009,05,00000000,State,"All Students",72342,70384,1277,172,76,433,,72450,70497,1296,103,80,474,,72440,70539,1147,162,131,461,,100,100,100
2009,05,00000000,State,"Low Income",23732,22628,645,96,34,329,,23828,22723,655,58,38,354,,23818,22732,592,84,68,342,,99,100,99
2009,05,00000000,State,"Native American",182,177,4,,1,,,181,177,4,,,,,181,177,3,,1,,,99,100,99
2009,05,00000000,State,Black,5806,5538,134,27,8,99,,5824,5551,139,18,14,102,,5823,5551,129,27,15,101,,99,99,99
2009,05,00000000,State,Asian,3635,3507,46,16,,66,,3644,3519,46,6,1,72,,3642,3518,44,8,2,70,,100,100,100
2009,05,00000000,State,Hispanic/Latino,10124,9576,277,49,16,206,,10204,9666,278,19,15,226,,10199,9657,257,34,35,216,,99,100,99
2009,05,00000000,State,White,51031,50068,782,78,49,54,,51054,50090,793,57,48,66,,51052,50140,682,88,76,66,,100,100,100
2009,05,00000000,State,Hawaiian,70,66,3,,,1,,70,66,3,,,1,,70,66,3,,,1,,100,100,100
2009,05,00000000,State,Multi-race,1449,1411,28,2,2,6,,1450,1409,30,3,2,6,,1450,1411,26,5,2,6,,100,100,100
2009,05,00000000,State,"LEP/Formerly LEP",6413,5800,134,52,6,421,,6475,5860,129,21,5,460,,6469,5859,120,31,13,446,,99,100,99
2009,05,00000000,State,"Special Ed",13698,12310,1277,59,40,12,,13703,12304,1296,46,43,14,,13701,12416,1147,72,52,14,,99,99,99
2009,06,00000000,State,"All Students",71759,69818,1181,236,107,417,,71806,69828,1257,164,103,454,,,,,,,,,100,100,
2009,06,00000000,State,"Low Income",23322,22268,550,148,44,312,,23352,22290,580,87,53,342,,,,,,,,,99,99,
2009,06,00000000,State,"Native American",224,211,7,3,1,2,,224,212,8,1,1,2,,,,,,,,,98,99,
2009,06,00000000,State,Black,5780,5521,121,39,5,94,,5780,5517,129,27,6,101,,,,,,,,,99,99,
2009,06,00000000,State,Asian,3527,3394,35,14,5,79,,3535,3405,36,7,4,83,,,,,,,,,99,100,
2009,06,00000000,State,Hispanic/Latino,9859,9344,238,77,19,181,,9881,9382,248,42,16,193,,,,,,,,,99,99,
2009,06,00000000,State,White,50847,49876,751,93,75,52,,50871,49851,805,79,73,63,,,,,,,,,100,100,
2009,06,00000000,State,Hawaiian,79,71,3,1,,4,,79,72,3,,,4,,,,,,,,,99,100,
2009,06,00000000,State,Multi-race,1406,1368,23,9,2,4,,1410,1369,25,8,3,5,,,,,,,,,99,99,
2009,06,00000000,State,"LEP/Formerly LEP",5617,5020,118,66,6,407,,5671,5082,123,22,4,440,,,,,,,,,99,100,
2009,06,00000000,State,"Special Ed",13546,12202,1181,106,44,13,,13536,12127,1257,91,46,15,,,,,,,,,99,99,
2009,07,00000000,State,"All Students",72797,70473,1224,478,169,453,,72879,70686,1289,279,137,488,,,,,,,,,99,99,
2009,07,00000000,State,"Low Income",23286,21985,600,289,72,340,,23343,22118,629,161,69,366,,,,,,,,,98,99,
2009,07,00000000,State,"Native American",200,190,5,3,,2,,200,190,5,2,,3,,,,,,,,,99,99,
2009,07,00000000,State,Black,5974,5641,151,65,16,101,,6006,5678,153,48,16,111,,,,,,,,,99,99,
2009,07,00000000,State,Asian,3633,3490,36,22,5,80,,3644,3500,37,11,2,94,,,,,,,,,99,100,
2009,07,00000000,State,Hispanic/Latino,9996,9325,284,145,31,211,,10027,9405,288,94,22,218,,,,,,,,,98,99,
2009,07,00000000,State,White,51544,50418,729,232,110,55,,51564,50518,782,114,93,57,,,,,,,,,99,100,
2009,07,00000000,State,Hawaiian,103,97,2,1,1,2,,100,96,2,,,2,,,,,,,,,98,100,
2009,07,00000000,State,Multi-race,1296,1269,10,10,5,2,,1298,1268,15,10,3,2,,,,,,,,,99,99,
2009,07,00000000,State,"LEP/Formerly LEP",4981,4310,136,89,13,433,,5046,4392,139,43,10,462,,,,,,,,,98,99,
2009,07,00000000,State,"Special Ed",13483,11970,1224,190,84,15,,13481,11975,1289,138,67,12,,,,,,,,,98,98,
2009,08,00000000,State,"All Students",74291,72100,1040,507,195,449,,74359,72042,1128,508,179,502,,74355,71982,1000,658,216,499,,99,99,99
2009,08,00000000,State,"Low Income",23649,22439,495,275,74,366,,23684,22411,537,286,51,399,,23682,22347,478,388,73,396,,99,99,98
2009,08,00000000,State,"Native American",229,212,3,9,,5,,231,214,4,7,,6,,231,213,4,8,,6,,96,97,97
2009,08,00000000,State,Black,6322,5987,132,103,12,88,,6352,6017,140,84,12,99,,6351,6013,122,100,18,98,,98,98,98
2009,08,00000000,State,Asian,3586,3468,26,16,6,70,,3594,3459,28,23,7,77,,3596,3460,25,26,8,77,,99,99,99
2009,08,00000000,State,Hispanic/Latino,10074,9449,243,127,37,218,,10105,9430,256,151,25,243,,10101,9381,230,219,29,242,,98,98,98
2009,08,00000000,State,White,52627,51571,615,242,137,62,,52637,51525,678,231,133,70,,52636,51517,600,293,157,69,,99,99,99
2009,08,00000000,State,Hawaiian,84,78,3,1,,2,,85,78,3,2,,2,,85,78,3,2,,2,,99,98,98
2009,08,00000000,State,Multi-race,1314,1282,18,9,3,2,,1313,1280,19,10,2,2,,1313,1281,16,10,4,2,,99,99,99
2009,08,00000000,State,"LEP/Formerly LEP",4240,3606,118,66,15,435,,4283,3618,123,50,11,481,,4291,3615,113,74,11,478,,98,99,98
2009,08,00000000,State,"Special Ed",13656,12275,1040,249,78,14,,13658,12186,1128,264,66,14,,13657,12243,1000,318,82,14,,98,98,97
2009,10,00000000,State,"All Students",74467,69582,801,1297,171,444,,74358,69391,803,1310,256,461,,74313,67343,691,1510,73,395,4301,98,98,98
2009,10,00000000,State,"Low Income",21553,18955,361,675,51,325,,21497,18908,359,667,77,328,,21552,18403,314,775,22,284,1754,96,96,96
2009,10,00000000,State,"Native American",197,180,1,11,2,1,,196,181,1,9,2,1,,196,176,1,5,1,1,12,93,94,97
2009,10,00000000,State,Black,6733,5845,102,242,10,104,,6747,5848,102,244,16,117,,6719,5590,80,258,5,104,682,96,96,96
2009,10,00000000,State,Asian,3463,3255,27,41,,87,,3468,3259,26,25,7,96,,3459,3052,21,56,,79,251,99,99,98
2009,10,00000000,State,Hispanic/Latino,9773,8404,160,344,23,187,,9735,8358,161,354,40,178,,9751,8030,138,412,12,161,998,96,96,96
2009,10,00000000,State,White,52940,50633,493,626,132,61,,52875,50499,496,648,189,62,,52881,49371,438,745,55,47,2225,99,98,98
2009,10,00000000,State,Hawaiian,90,76,2,7,,,,90,77,2,6,,,,88,71,2,6,,,9,92,93,93
2009,10,00000000,State,Multi-race,1184,1110,13,24,4,3,,1181,1107,12,24,2,6,,1174,1053,11,28,,3,79,98,98,98
2009,10,00000000,State,"LEP/Formerly LEP",4022,3136,91,168,6,430,,4051,3169,92,142,11,442,,4028,2716,75,246,1,379,611,95,96,94
2009,10,00000000,State,"Special Ed",12651,10568,801,525,63,4,,12633,10586,803,512,72,3,,12601,10468,691,573,32,3,834,95,95,95
2009,03,00010000,Abington,"All Students",203,197,4,1,1,,,203,195,4,3,1,,,,,,,,,,99,98,
2009,03,00010000,Abington,"Low Income",39,38,1,,,,,39,38,1,,,,,,,,,,,,100,100,
2009,03,00010000,Abington,Hispanic/Latino,16,13,2,1,,,,16,13,2,1,,,,,,,,,,,94,94,
2009,03,00010000,Abington,White,183,180,2,,1,,,183,178,2,2,1,,,,,,,,,,99,98,
2009,03,00010000,Abington,"Special Ed",34,28,4,1,1,,,34,28,4,1,1,,,,,,,,,,94,94,
2009,04,00010000,Abington,"All Students",178,175,2,1,,,,178,175,2,1,,,,,,,,,,,99,99,
2009,04,00010000,Abington,"Low Income",28,27,1,,,,,28,27,1,,,,,,,,,,,,100,100,
2009,04,00010000,Abington,White,167,164,2,1,,,,167,164,2,1,,,,,,,,,,,99,99,
2009,04,00010000,Abington,"Special Ed",31,28,2,1,,,,31,28,2,1,,,,,,,,,,,97,97,
2009,05,00010000,Abington,"All Students",183,183,,,,,,183,182,,,1,,,183,182,,,1,,,100,99,99
2009,05,00010000,Abington,"Low Income",38,38,,,,,,38,37,,,1,,,38,37,,,1,,,100,97,97
2009,05,00010000,Abington,White,165,165,,,,,,165,165,,,,,,165,165,,,,,,100,100,100
2009,05,00010000,Abington,"Special Ed",23,23,,,,,,23,23,,,,,,23,23,,,,,,100,100,100
2009,06,00010000,Abington,"All Students",218,213,2,2,1,,,218,214,2,2,,,,,,,,,,,99,99,
2009,06,00010000,Abington,"Low Income",25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2009,06,00010000,Abington,Hispanic/Latino,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,06,00010000,Abington,White,205,200,2,2,1,,,205,201,2,2,,,,,,,,,,,99,99,
2009,06,00010000,Abington,"Special Ed",42,39,2,1,,,,42,39,2,1,,,,,,,,,,,98,98,
2009,07,00010000,Abington,"All Students",183,174,7,1,1,,,188,180,6,1,1,,,,,,,,,,99,99,
2009,07,00010000,Abington,"Low Income",23,23,,,,,,24,24,,,,,,,,,,,,,100,100,
2009,07,00010000,Abington,White,167,159,7,1,,,,172,164,6,1,1,,,,,,,,,,99,99,
2009,07,00010000,Abington,"Special Ed",33,26,7,,,,,38,32,6,,,,,,,,,,,,100,100,
2009,08,00010000,Abington,"All Students",207,205,1,,1,,,207,203,2,,2,,,207,203,1,,3,,,100,99,99
2009,08,00010000,Abington,"Low Income",19,18,1,,,,,19,18,1,,,,,19,18,1,,,,,100,100,100
2009,08,00010000,Abington,White,194,192,1,,1,,,194,190,2,,2,,,194,190,1,,3,,,99,99,98
2009,08,00010000,Abington,"Special Ed",32,31,1,,,,,32,30,2,,,,,32,30,1,,1,,,100,100,97
2009,10,00010000,Abington,"All Students",154,149,5,,,,,154,149,4,,1,,,154,131,4,2,,,17,100,99,99
2009,10,00010000,Abington,"Low Income",15,14,1,,,,,15,14,1,,,,,15,14,1,,,,,100,100,100
2009,10,00010000,Abington,White,146,142,4,,,,,146,141,4,,1,,,146,124,3,2,,,17,100,99,99
2009,10,00010000,Abington,"Special Ed",24,19,5,,,,,24,20,4,,,,,24,14,4,1,,,5,100,100,96
2009,03,00020000,Acton,"All Students",355,350,1,1,1,2,,355,350,2,1,,2,,,,,,,,,99,100,
2009,03,00020000,Acton,"Low Income",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,03,00020000,Acton,Asian,80,77,,1,,2,,80,77,,1,,2,,,,,,,,,99,99,
2009,03,00020000,Acton,Hispanic/Latino,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,03,00020000,Acton,White,242,240,1,,1,,,242,240,2,,,,,,,,,,,,100,100,
2009,03,00020000,Acton,Multi-race,20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2009,03,00020000,Acton,"LEP/Formerly LEP",13,11,,,,2,,13,11,,,,2,,,,,,,,,100,100,
2009,03,00020000,Acton,"Special Ed",59,57,1,1,,,,59,56,2,1,,,,,,,,,,,98,98,
2009,04,00020000,Acton,"All Students",389,384,3,1,,1,,389,384,4,,,1,,,,,,,,,100,100,
2009,04,00020000,Acton,Asian,100,97,1,1,,1,,100,98,1,,,1,,,,,,,,,99,100,
2009,04,00020000,Acton,Hispanic/Latino,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2009,04,00020000,Acton,White,268,266,2,,,,,268,265,3,,,,,,,,,,,,100,100,
2009,04,00020000,Acton,"Special Ed",57,54,3,,,,,57,53,4,,,,,,,,,,,,100,100,
2009,05,00020000,Acton,"All Students",407,403,3,,,1,,406,402,3,,,1,,406,403,2,,,1,,100,100,100
2009,05,00020000,Acton,"Low Income",11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2009,05,00020000,Acton,Asian,97,96,1,,,,,96,95,1,,,,,96,96,,,,,,100,100,100
2009,05,00020000,Acton,Hispanic/Latino,10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2009,05,00020000,Acton,White,289,286,2,,,1,,289,286,2,,,1,,289,286,2,,,1,,100,100,100
2009,05,00020000,Acton,"Special Ed",69,66,3,,,,,69,66,3,,,,,69,67,2,,,,,100,100,100
2009,06,00020000,Acton,"All Students",390,383,5,,,2,,390,383,5,,,2,,,,,,,,,100,100,
2009,06,00020000,Acton,Asian,85,84,,,,1,,85,84,,,,1,,,,,,,,,100,100,
2009,06,00020000,Acton,Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2009,06,00020000,Acton,White,285,279,5,,,1,,285,279,5,,,1,,,,,,,,,100,100,
2009,06,00020000,Acton,"Special Ed",60,55,5,,,,,60,55,5,,,,,,,,,,,,100,100,
2009,03,00030000,Acushnet,"All Students",97,94,3,,,,,97,95,2,,,,,,,,,,,,100,100,
2009,03,00030000,Acushnet,"Low Income",24,22,2,,,,,24,23,1,,,,,,,,,,,,100,100,
2009,03,00030000,Acushnet,White,97,94,3,,,,,97,95,2,,,,,,,,,,,,100,100,
2009,03,00030000,Acushnet,"Special Ed",20,17,3,,,,,20,18,2,,,,,,,,,,,,100,100,
2009,04,00030000,Acushnet,"All Students",115,114,,1,,,,115,115,,,,,,,,,,,,,99,100,
2009,04,00030000,Acushnet,"Low Income",21,21,,,,,,21,21,,,,,,,,,,,,,100,100,
2009,04,00030000,Acushnet,White,113,112,,1,,,,113,113,,,,,,,,,,,,,99,100,
2009,04,00030000,Acushnet,"Special Ed",19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2009,05,00030000,Acushnet,"All Students",133,132,1,,,,,133,132,1,,,,,133,132,1,,,,,100,100,100
2009,05,00030000,Acushnet,"Low Income",16,16,,,,,,16,16,,,,,,16,16,,,,,,100,100,100
2009,05,00030000,Acushnet,White,130,129,1,,,,,130,129,1,,,,,130,129,1,,,,,100,100,100
2009,05,00030000,Acushnet,"Special Ed",17,16,1,,,,,17,16,1,,,,,17,16,1,,,,,100,100,100
2009,06,00030000,Acushnet,"All Students",112,110,2,,,,,112,109,2,,1,,,,,,,,,,100,99,
2009,06,00030000,Acushnet,"Low Income",21,21,,,,,,21,20,,,1,,,,,,,,,,100,95,
2009,06,00030000,Acushnet,White,108,106,2,,,,,108,105,2,,1,,,,,,,,,,100,99,
2009,06,00030000,Acushnet,"Special Ed",20,18,2,,,,,20,18,2,,,,,,,,,,,,100,100,
2009,07,00030000,Acushnet,"All Students",127,126,1,,,,,127,126,1,,,,,,,,,,,,100,100,
2009,07,00030000,Acushnet,"Low Income",21,21,,,,,,21,21,,,,,,,,,,,,,100,100,
2009,07,00030000,Acushnet,White,125,124,1,,,,,125,124,1,,,,,,,,,,,,100,100,
2009,07,00030000,Acushnet,"Special Ed",20,19,1,,,,,20,19,1,,,,,,,,,,,,100,100,
2009,08,00030000,Acushnet,"All Students",117,115,2,,,,,117,113,2,1,1,,,117,114,2,,1,,,100,98,99
2009,08,00030000,Acushnet,"Low Income",19,19,,,,,,19,17,,1,1,,,19,18,,,1,,,100,89,95
2009,08,00030000,Acushnet,White,112,110,2,,,,,112,108,2,1,1,,,112,109,2,,1,,,100,98,99
2009,08,00030000,Acushnet,"Special Ed",19,17,2,,,,,19,16,2,1,,,,19,17,2,,,,,100,95,100
2009,03,00050000,Agawam,"All Students",296,289,5,,,2,,295,289,4,1,,1,,,,,,,,,100,100,
2009,03,00050000,Agawam,"Low Income",90,85,3,,,2,,90,85,3,1,,1,,,,,,,,,100,99,
2009,03,00050000,Agawam,White,276,271,4,,,1,,275,271,3,,,1,,,,,,,,,100,100,
2009,03,00050000,Agawam,"LEP/Formerly LEP",19,17,,,,2,,19,17,,1,,1,,,,,,,,,100,95,
2009,03,00050000,Agawam,"Special Ed",35,30,5,,,,,35,31,4,,,,,,,,,,,,100,100,
2009,04,00050000,Agawam,"All Students",339,327,10,1,1,,,339,329,10,,,,,,,,,,,,99,100,
2009,04,00050000,Agawam,"Low Income",83,79,4,,,,,83,79,4,,,,,,,,,,,,100,100,
2009,04,00050000,Agawam,Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2009,04,00050000,Agawam,White,311,299,10,1,1,,,311,301,10,,,,,,,,,,,,99,100,
2009,04,00050000,Agawam,"LEP/Formerly LEP",26,24,2,,,,,26,24,2,,,,,,,,,,,,100,100,
2009,04,00050000,Agawam,"Special Ed",52,41,10,1,,,,52,42,10,,,,,,,,,,,,98,100,
2009,05,00050000,Agawam,"All Students",344,331,12,,1,,,342,329,13,,,,,342,330,12,,,,,100,100,100
2009,05,00050000,Agawam,"Low Income",75,68,7,,,,,74,67,7,,,,,74,67,7,,,,,100,100,100
2009,05,00050000,Agawam,Hispanic/Latino,16,16,,,,,,16,16,,,,,,16,16,,,,,,100,100,100
2009,05,00050000,Agawam,White,316,303,12,,1,,,315,302,13,,,,,315,303,12,,,,,100,100,100
2009,05,00050000,Agawam,"LEP/Formerly LEP",12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2009,05,00050000,Agawam,"Special Ed",61,48,12,,1,,,60,47,13,,,,,60,48,12,,,,,98,100,100
2009,06,00050000,Agawam,"All Students",352,350,,1,1,,,352,351,,1,,,,,,,,,,,99,100,
2009,06,00050000,Agawam,"Low Income",76,75,,1,,,,76,75,,1,,,,,,,,,,,99,99,
2009,06,00050000,Agawam,White,323,321,,1,1,,,323,322,,1,,,,,,,,,,,99,100,
2009,06,00050000,Agawam,"LEP/Formerly LEP",13,12,,,1,,,13,12,,1,,,,,,,,,,,92,92,
2009,06,00050000,Agawam,"Special Ed",52,51,,1,,,,51,51,,,,,,,,,,,,,98,100,
2009,07,00050000,Agawam,"All Students",380,372,5,3,,,,379,370,5,,3,1,,,,,,,,,99,99,
2009,07,00050000,Agawam,"Low Income",92,90,,2,,,,92,88,,,3,1,,,,,,,,,98,97,
2009,07,00050000,Agawam,Hispanic/Latino,14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2009,07,00050000,Agawam,White,353,345,5,3,,,,352,343,5,,3,1,,,,,,,,,99,99,
2009,07,00050000,Agawam,"LEP/Formerly LEP",13,12,,1,,,,13,12,,,,1,,,,,,,,,92,100,
2009,07,00050000,Agawam,"Special Ed",59,53,5,1,,,,59,51,5,,3,,,,,,,,,,98,95,
2009,08,00050000,Agawam,"All Students",372,369,2,,1,,,369,366,2,1,,,,370,366,2,,2,,,100,100,99
2009,08,00050000,Agawam,"Low Income",78,77,,,1,,,76,75,,1,,,,76,74,,,2,,,99,99,97
2009,08,00050000,Agawam,White,358,355,2,,1,,,356,353,2,1,,,,357,353,2,,2,,,100,100,99
2009,08,00050000,Agawam,"LEP/Formerly LEP",13,13,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2009,08,00050000,Agawam,"Special Ed",51,49,2,,,,,50,47,2,1,,,,51,48,2,,1,,,100,98,98
2009,10,00050000,Agawam,"All Students",336,328,2,4,,,,338,328,2,6,,,,336,314,2,1,,,19,99,98,100
2009,10,00050000,Agawam,"Low Income",36,35,,1,,,,38,37,,1,,,,37,33,,,,,4,97,97,100
2009,10,00050000,Agawam,White,328,321,1,4,,,,329,321,1,5,,,,327,310,1,1,,,15,99,98,100
2009,10,00050000,Agawam,"Special Ed",46,42,2,1,,,,47,42,2,2,,,,47,42,2,,,,3,98,96,100
2009,03,00070000,Amesbury,"All Students",167,165,2,,,,,167,164,3,,,,,,,,,,,,100,100,
2009,03,00070000,Amesbury,"Low Income",36,36,,,,,,36,36,,,,,,,,,,,,,100,100,
2009,03,00070000,Amesbury,White,155,153,2,,,,,155,152,3,,,,,,,,,,,,100,100,
2009,03,00070000,Amesbury,"Special Ed",21,19,2,,,,,21,18,3,,,,,,,,,,,,100,100,
2009,04,00070000,Amesbury,"All Students",195,188,7,,,,,194,187,7,,,,,,,,,,,,100,100,
2009,04,00070000,Amesbury,"Low Income",50,48,2,,,,,49,47,2,,,,,,,,,,,,100,100,
2009,04,00070000,Amesbury,Hispanic/Latino,10,10,,,,,,9,,,,,,,,,,,,,,100,,
2009,04,00070000,Amesbury,White,180,173,7,,,,,180,173,7,,,,,,,,,,,,100,100,
2009,04,00070000,Amesbury,"Special Ed",30,23,7,,,,,30,23,7,,,,,,,,,,,,100,100,
2009,05,00070000,Amesbury,"All Students",181,177,4,,,,,181,177,4,,,,,181,177,4,,,,,100,100,100
2009,05,00070000,Amesbury,"Low Income",33,31,2,,,,,33,31,2,,,,,33,31,2,,,,,100,100,100
2009,05,00070000,Amesbury,White,162,159,3,,,,,162,159,3,,,,,162,159,3,,,,,100,100,100
2009,05,00070000,Amesbury,"Special Ed",35,31,4,,,,,35,31,4,,,,,35,31,4,,,,,100,100,100
2009,06,00070000,Amesbury,"All Students",178,175,2,1,,,,176,172,2,1,1,,,,,,,,,,99,99,
2009,06,00070000,Amesbury,"Low Income",44,42,1,1,,,,42,40,1,1,,,,,,,,,,,98,98,
2009,06,00070000,Amesbury,White,168,165,2,1,,,,166,162,2,1,1,,,,,,,,,,99,99,
2009,06,00070000,Amesbury,"Special Ed",32,29,2,1,,,,30,27,2,1,,,,,,,,,,,97,97,
2009,07,00070000,Amesbury,"All Students",197,192,5,,,,,196,191,5,,,,,,,,,,,,100,100,
2009,07,00070000,Amesbury,"Low Income",32,30,2,,,,,31,29,2,,,,,,,,,,,,100,100,
2009,07,00070000,Amesbury,White,187,182,5,,,,,186,181,5,,,,,,,,,,,,100,100,
2009,07,00070000,Amesbury,"Special Ed",37,32,5,,,,,36,31,5,,,,,,,,,,,,100,100,
2009,08,00070000,Amesbury,"All Students",178,175,3,,,,,179,177,2,,,,,179,176,3,,,,,100,100,100
2009,08,00070000,Amesbury,"Low Income",38,37,1,,,,,39,38,1,,,,,39,38,1,,,,,100,100,100
2009,08,00070000,Amesbury,White,165,162,3,,,,,166,164,2,,,,,166,163,3,,,,,100,100,100
2009,08,00070000,Amesbury,"Special Ed",27,24,3,,,,,28,26,2,,,,,28,25,3,,,,,100,100,100
2009,10,00070000,Amesbury,"All Students",184,176,2,5,1,,,184,173,2,6,2,,,182,164,2,5,,,11,97,96,97
2009,10,00070000,Amesbury,"Low Income",38,35,,3,,,,38,35,,3,,,,36,30,,1,,,5,92,92,97
2009,10,00070000,Amesbury,White,171,163,2,5,1,,,171,160,2,6,2,,,170,154,2,5,,,9,96,95,97
2009,10,00070000,Amesbury,"Special Ed",36,29,2,4,1,,,36,30,2,4,,,,34,25,2,3,,,4,86,89,91
2009,03,00080000,Amherst,"All Students",179,175,1,1,,2,,180,175,1,1,,3,,,,,,,,,99,99,
2009,03,00080000,Amherst,"Low Income",54,51,,1,,2,,55,51,,1,,3,,,,,,,,,98,98,
2009,03,00080000,Amherst,Black,17,16,,,,1,,17,16,,,,1,,,,,,,,,100,100,
2009,03,00080000,Amherst,Asian,14,13,,1,,,,15,13,,1,,1,,,,,,,,,93,93,
2009,03,00080000,Amherst,Hispanic/Latino,37,36,,,,1,,37,36,,,,1,,,,,,,,,100,100,
2009,03,00080000,Amherst,White,89,88,1,,,,,89,88,1,,,,,,,,,,,,100,100,
2009,03,00080000,Amherst,Multi-race,19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2009,03,00080000,Amherst,"LEP/Formerly LEP",30,28,,,,2,,31,28,,,,3,,,,,,,,,100,100,
2009,03,00080000,Amherst,"Special Ed",37,36,1,,,,,37,36,1,,,,,,,,,,,,100,100,
2009,04,00080000,Amherst,"All Students",202,195,4,1,,2,,201,195,4,,,2,,,,,,,,,100,100,
2009,04,00080000,Amherst,"Low Income",65,63,1,1,,,,64,63,1,,,,,,,,,,,,98,100,
2009,04,00080000,Amherst,Black,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,04,00080000,Amherst,Asian,27,25,,,,2,,27,25,,,,2,,,,,,,,,100,100,
2009,04,00080000,Amherst,Hispanic/Latino,29,28,,1,,,,28,28,,,,,,,,,,,,,97,100,
2009,04,00080000,Amherst,White,107,105,2,,,,,107,105,2,,,,,,,,,,,,100,100,
2009,04,00080000,Amherst,Multi-race,20,18,2,,,,,20,18,2,,,,,,,,,,,,100,100,
2009,04,00080000,Amherst,"LEP/Formerly LEP",40,37,,1,,2,,39,37,,,,2,,,,,,,,,98,100,
2009,04,00080000,Amherst,"Special Ed",39,35,4,,,,,38,34,4,,,,,,,,,,,,100,100,
2009,05,00080000,Amherst,"All Students",193,188,2,2,1,,,192,189,2,1,,,,192,189,2,1,,,,98,99,99
2009,05,00080000,Amherst,"Low Income",48,48,,,,,,48,48,,,,,,48,48,,,,,,100,100,100
2009,05,00080000,Amherst,Black,13,13,,,,,,13,13,,,,,,13,13,,,,,,100,100,100
2009,05,00080000,Amherst,Asian,27,27,,,,,,26,26,,,,,,26,26,,,,,,100,100,100
2009,05,00080000,Amherst,Hispanic/Latino,27,27,,,,,,27,27,,,,,,27,27,,,,,,100,100,100
2009,05,00080000,Amherst,White,107,103,2,1,1,,,107,104,2,1,,,,107,104,2,1,,,,98,99,99
