adminyear,grade,org_code,DistrictName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2009,05,01450000,Kingston,"Low Income",16,16,,,,,,16,16,,,,,,16,16,,,,,,100,100,100
2009,05,01450000,Kingston,White,158,156,2,,,,,158,156,2,,,,,158,156,2,,,,,100,100,100
2009,05,01450000,Kingston,"Special Ed",22,20,2,,,,,22,20,2,,,,,22,20,2,,,,,100,100,100
2009,06,01450000,Kingston,"All Students",172,170,1,,1,,,172,169,1,1,1,,,,,,,,,,99,99,
2009,06,01450000,Kingston,"Low Income",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,06,01450000,Kingston,White,162,160,1,,1,,,162,159,1,1,1,,,,,,,,,,99,99,
2009,06,01450000,Kingston,"Special Ed",26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2009,03,01460000,Lakeville,"All Students",154,150,4,,,,,154,148,6,,,,,,,,,,,,100,100,
2009,03,01460000,Lakeville,"Low Income",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,03,01460000,Lakeville,White,148,144,4,,,,,148,142,6,,,,,,,,,,,,100,100,
2009,03,01460000,Lakeville,"Special Ed",37,33,4,,,,,37,31,6,,,,,,,,,,,,100,100,
2009,04,01460000,Lakeville,"All Students",147,145,2,,,,,147,145,2,,,,,,,,,,,,100,100,
2009,04,01460000,Lakeville,"Low Income",13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2009,04,01460000,Lakeville,White,139,137,2,,,,,139,137,2,,,,,,,,,,,,100,100,
2009,04,01460000,Lakeville,"Special Ed",34,32,2,,,,,34,32,2,,,,,,,,,,,,100,100,
2009,03,01480000,Lanesborough,"All Students",37,35,2,,,,,38,37,1,,,,,,,,,,,,100,100,
2009,03,01480000,Lanesborough,White,33,31,2,,,,,34,33,1,,,,,,,,,,,,100,100,
2009,04,01480000,Lanesborough,"All Students",43,41,2,,,,,43,41,2,,,,,,,,,,,,100,100,
2009,04,01480000,Lanesborough,"Low Income",10,9,1,,,,,10,9,1,,,,,,,,,,,,100,100,
2009,04,01480000,Lanesborough,White,41,39,2,,,,,41,39,2,,,,,,,,,,,,100,100,
2009,05,01480000,Lanesborough,"All Students",32,31,1,,,,,32,31,1,,,,,32,31,1,,,,,100,100,100
2009,05,01480000,Lanesborough,White,30,29,1,,,,,30,29,1,,,,,30,29,1,,,,,100,100,100
2009,06,01480000,Lanesborough,"All Students",40,39,1,,,,,40,39,1,,,,,,,,,,,,100,100,
2009,06,01480000,Lanesborough,White,40,39,1,,,,,40,39,1,,,,,,,,,,,,100,100,
2009,03,01490000,Lawrence,"All Students",976,912,28,3,,33,,980,915,26,1,,38,,,,,,,,,100,100,
2009,03,01490000,Lawrence,"Low Income",846,791,26,2,,27,,851,796,24,,,31,,,,,,,,,100,100,
2009,03,01490000,Lawrence,Black,17,16,1,,,,,17,16,,1,,,,,,,,,,,100,94,
2009,03,01490000,Lawrence,Asian,24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2009,03,01490000,Lawrence,Hispanic/Latino,861,800,25,3,,33,,865,803,24,,,38,,,,,,,,,100,100,
2009,03,01490000,Lawrence,White,68,66,2,,,,,69,67,2,,,,,,,,,,,,100,100,
2009,03,01490000,Lawrence,"LEP/Formerly LEP",446,396,14,3,,33,,452,400,14,,,38,,,,,,,,,99,100,
2009,03,01490000,Lawrence,"Special Ed",167,139,28,,,,,167,140,26,1,,,,,,,,,,,100,99,
2009,04,01490000,Lawrence,"All Students",971,892,44,5,,30,,971,892,46,3,,30,,,,,,,,,99,100,
2009,04,01490000,Lawrence,"Low Income",862,791,39,5,,27,,861,792,41,1,,27,,,,,,,,,99,100,
2009,04,01490000,Lawrence,Black,16,14,2,,,,,16,14,2,,,,,,,,,,,,100,100,
2009,04,01490000,Lawrence,Asian,22,20,2,,,,,22,20,2,,,,,,,,,,,,100,100,
2009,04,01490000,Lawrence,Hispanic/Latino,872,804,33,5,,30,,872,804,35,3,,30,,,,,,,,,99,100,
2009,04,01490000,Lawrence,White,60,53,7,,,,,60,53,7,,,,,,,,,,,,100,100,
2009,04,01490000,Lawrence,"LEP/Formerly LEP",377,322,21,4,,30,,377,323,23,1,,30,,,,,,,,,99,100,
2009,04,01490000,Lawrence,"Special Ed",207,160,44,1,,2,,204,156,46,1,,1,,,,,,,,,99,100,
2009,05,01490000,Lawrence,"All Students",887,813,44,6,,24,,896,820,45,1,1,29,,896,825,39,2,1,29,,99,100,100
2009,05,01490000,Lawrence,"Low Income",791,723,41,5,,22,,799,731,41,1,1,25,,799,736,36,1,1,25,,99,100,100
2009,05,01490000,Lawrence,Asian,27,27,,,,,,27,27,,,,,,27,27,,,,,,100,100,100
2009,05,01490000,Lawrence,Hispanic/Latino,782,714,40,4,,24,,791,720,41,,1,29,,791,725,35,1,1,29,,99,100,100
2009,05,01490000,Lawrence,White,69,64,4,1,,,,69,64,4,1,,,,69,64,4,1,,,,99,99,99
2009,05,01490000,Lawrence,"LEP/Formerly LEP",275,238,14,,,23,,282,240,14,,,28,,282,243,10,1,,28,,100,100,100
2009,05,01490000,Lawrence,"Special Ed",205,155,44,4,,2,,206,157,45,1,1,2,,206,162,39,2,1,2,,98,99,99
2009,06,01490000,Lawrence,"All Students",937,872,35,2,,28,,944,875,33,1,2,33,,,,,,,,,100,100,
2009,06,01490000,Lawrence,"Low Income",842,783,33,1,,25,,848,787,30,1,1,29,,,,,,,,,100,100,
2009,06,01490000,Lawrence,Black,22,22,,,,,,22,22,,,,,,,,,,,,,100,100,
2009,06,01490000,Lawrence,Asian,18,18,,,,,,18,17,,,1,,,,,,,,,,100,94,
2009,06,01490000,Lawrence,Hispanic/Latino,828,767,31,2,,28,,835,771,29,1,1,33,,,,,,,,,100,100,
2009,06,01490000,Lawrence,White,68,65,3,,,,,68,65,3,,,,,,,,,,,,100,100,
2009,06,01490000,Lawrence,"LEP/Formerly LEP",187,145,13,1,,28,,192,148,12,,,32,,,,,,,,,99,100,
2009,06,01490000,Lawrence,"Special Ed",234,198,35,1,,,,232,198,33,1,,,,,,,,,,,100,100,
2009,07,01490000,Lawrence,"All Students",999,924,40,4,6,25,,1002,929,43,1,1,28,,,,,,,,,99,100,
2009,07,01490000,Lawrence,"Low Income",892,826,36,3,5,22,,894,830,38,1,1,24,,,,,,,,,99,100,
2009,07,01490000,Lawrence,Black,20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2009,07,01490000,Lawrence,Asian,31,29,1,,,1,,31,29,1,,,1,,,,,,,,,100,100,
2009,07,01490000,Lawrence,Hispanic/Latino,881,810,39,3,5,24,,884,816,40,1,,27,,,,,,,,,99,100,
2009,07,01490000,Lawrence,White,67,65,,1,1,,,67,64,2,,1,,,,,,,,,,97,99,
2009,07,01490000,Lawrence,"LEP/Formerly LEP",217,177,14,,1,25,,221,179,14,,,28,,,,,,,,,100,100,
2009,07,01490000,Lawrence,"Special Ed",280,229,40,4,6,1,,279,233,43,1,1,1,,,,,,,,,96,99,
2009,08,01490000,Lawrence,"All Students",1059,975,41,8,4,31,,1061,971,40,11,5,34,,1058,966,38,18,3,33,,99,98,98
2009,08,01490000,Lawrence,"Low Income",924,851,39,5,4,25,,925,846,38,9,4,28,,922,842,36,14,3,27,,99,99,98
2009,08,01490000,Lawrence,Black,23,23,,,,,,23,23,,,,,,23,23,,,,,,100,100,100
2009,08,01490000,Lawrence,Asian,23,19,,1,,3,,23,19,,1,,3,,23,19,,1,,3,,96,96,96
2009,08,01490000,Lawrence,Hispanic/Latino,929,853,37,7,4,28,,929,847,36,10,5,31,,926,842,34,17,3,30,,99,98,98
2009,08,01490000,Lawrence,White,84,80,4,,,,,85,81,4,,,,,85,81,4,,,,,100,100,100
2009,08,01490000,Lawrence,"LEP/Formerly LEP",202,159,11,1,,31,,205,159,11,1,,34,,204,160,9,2,,33,,100,100,99
2009,08,01490000,Lawrence,"Special Ed",271,222,41,5,2,1,,272,223,40,6,2,1,,271,221,38,10,1,1,,97,97,96
2009,10,01490000,Lawrence,"All Students",847,626,17,46,1,,,842,612,17,55,2,,,835,629,14,27,1,,164,93,92,97
2009,10,01490000,Lawrence,"Low Income",715,531,15,36,1,,,713,527,15,38,2,,,711,541,12,23,1,,134,94,93,97
2009,10,01490000,Lawrence,Black,18,15,,1,,,,18,15,,1,,,,18,13,,,,,5,94,94,100
2009,10,01490000,Lawrence,Asian,18,16,,,,,,17,15,,,,,,18,17,,,,,1,100,100,100
2009,10,01490000,Lawrence,Hispanic/Latino,778,571,15,43,1,,,773,556,15,53,2,,,767,577,12,24,1,,153,93,91,97
2009,10,01490000,Lawrence,White,33,24,2,2,,,,34,26,2,1,,,,32,22,2,3,,,5,93,97,91
2009,10,01490000,Lawrence,"LEP/Formerly LEP",189,135,7,17,,,,189,131,7,22,,,,190,112,7,15,,,56,89,86,92
2009,10,01490000,Lawrence,"Special Ed",149,96,17,15,1,,,149,90,17,20,1,,,143,102,14,7,,,20,88,84,95
2009,03,01500000,Lee,"All Students",47,46,1,,,,,47,45,2,,,,,,,,,,,,100,100,
2009,03,01500000,Lee,"Low Income",17,16,1,,,,,17,16,1,,,,,,,,,,,,100,100,
2009,03,01500000,Lee,White,43,42,1,,,,,43,41,2,,,,,,,,,,,,100,100,
2009,04,01500000,Lee,"All Students",59,57,2,,,,,59,56,3,,,,,,,,,,,,100,100,
2009,04,01500000,Lee,"Low Income",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,04,01500000,Lee,White,53,51,2,,,,,53,50,3,,,,,,,,,,,,100,100,
2009,05,01500000,Lee,"All Students",58,56,2,,,,,58,55,3,,,,,58,56,2,,,,,100,100,100
2009,05,01500000,Lee,"Low Income",19,18,1,,,,,19,18,1,,,,,19,18,1,,,,,100,100,100
2009,05,01500000,Lee,White,51,49,2,,,,,51,48,3,,,,,51,49,2,,,,,100,100,100
2009,06,01500000,Lee,"All Students",56,54,1,,1,,,56,54,2,,,,,,,,,,,,98,100,
2009,06,01500000,Lee,"Low Income",15,14,,,1,,,15,14,1,,,,,,,,,,,,93,100,
2009,06,01500000,Lee,White,48,47,1,,,,,48,46,2,,,,,,,,,,,,100,100,
2009,07,01500000,Lee,"All Students",73,73,,,,,,72,72,,,,,,,,,,,,,100,100,
2009,07,01500000,Lee,"Low Income",18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,07,01500000,Lee,White,63,63,,,,,,62,62,,,,,,,,,,,,,100,100,
2009,08,01500000,Lee,"All Students",67,67,,,,,,67,67,,,,,,67,67,,,,,,100,100,100
2009,08,01500000,Lee,"Low Income",19,19,,,,,,19,19,,,,,,19,19,,,,,,100,100,100
2009,08,01500000,Lee,White,62,62,,,,,,62,62,,,,,,62,62,,,,,,100,100,100
2009,10,01500000,Lee,"All Students",97,96,1,,,,,97,96,1,,,,,96,88,1,2,,,5,100,100,98
2009,10,01500000,Lee,"Low Income",28,27,1,,,,,28,27,1,,,,,28,26,1,,,,1,100,100,100
2009,10,01500000,Lee,Hispanic/Latino,11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2009,10,01500000,Lee,White,84,83,1,,,,,84,83,1,,,,,83,75,1,2,,,5,100,100,98
2009,10,01500000,Lee,"Special Ed",10,9,1,,,,,10,9,1,,,,,10,8,1,1,,,,100,100,90
2009,03,01510000,Leicester,"All Students",134,130,3,,1,,,134,131,3,,,,,,,,,,,,99,100,
2009,03,01510000,Leicester,"Low Income",38,36,1,,1,,,38,37,1,,,,,,,,,,,,97,100,
2009,03,01510000,Leicester,White,127,124,2,,1,,,127,125,2,,,,,,,,,,,,99,100,
2009,03,01510000,Leicester,"Special Ed",22,19,3,,,,,22,19,3,,,,,,,,,,,,100,100,
2009,04,01510000,Leicester,"All Students",132,131,1,,,,,132,132,,,,,,,,,,,,,100,100,
2009,04,01510000,Leicester,"Low Income",41,41,,,,,,41,41,,,,,,,,,,,,,100,100,
2009,04,01510000,Leicester,White,119,118,1,,,,,119,119,,,,,,,,,,,,,100,100,
2009,04,01510000,Leicester,"Special Ed",23,22,1,,,,,23,23,,,,,,,,,,,,,100,100,
2009,05,01510000,Leicester,"All Students",128,125,2,1,,,,129,124,4,1,,,,129,126,,3,,,,99,99,98
2009,05,01510000,Leicester,"Low Income",28,28,,,,,,28,26,2,,,,,28,28,,,,,,100,100,100
2009,05,01510000,Leicester,White,113,110,2,1,,,,114,110,3,1,,,,114,111,,3,,,,99,99,97
2009,05,01510000,Leicester,"Special Ed",30,27,2,1,,,,30,25,4,1,,,,30,27,,3,,,,97,97,90
2009,06,01510000,Leicester,"All Students",145,145,,,,,,145,145,,,,,,,,,,,,,100,100,
2009,06,01510000,Leicester,"Low Income",26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2009,06,01510000,Leicester,White,130,130,,,,,,130,130,,,,,,,,,,,,,100,100,
2009,06,01510000,Leicester,"Special Ed",28,28,,,,,,28,28,,,,,,,,,,,,,100,100,
2009,07,01510000,Leicester,"All Students",157,153,2,,1,1,,157,153,2,1,,1,,,,,,,,,99,99,
2009,07,01510000,Leicester,"Low Income",32,32,,,,,,32,32,,,,,,,,,,,,,100,100,
2009,07,01510000,Leicester,Hispanic/Latino,11,9,,,1,1,,11,9,,1,,1,,,,,,,,,91,91,
2009,07,01510000,Leicester,White,137,135,2,,,,,137,135,2,,,,,,,,,,,,100,100,
2009,07,01510000,Leicester,"Special Ed",31,28,2,,1,,,31,28,2,1,,,,,,,,,,,97,97,
2009,08,01510000,Leicester,"All Students",152,150,,2,,,,152,150,,2,,,,152,150,,2,,,,99,99,99
2009,08,01510000,Leicester,"Low Income",25,25,,,,,,25,25,,,,,,25,25,,,,,,100,100,100
2009,08,01510000,Leicester,White,141,140,,1,,,,141,140,,1,,,,141,140,,1,,,,99,99,99
2009,08,01510000,Leicester,"Special Ed",29,27,,2,,,,29,27,,2,,,,29,27,,2,,,,93,93,93
2009,10,01510000,Leicester,"All Students",136,130,,,,,,135,127,,1,1,,,135,124,,1,,,10,100,98,99
2009,10,01510000,Leicester,"Low Income",24,22,,,,,,24,22,,,,,,24,22,,,,,2,100,100,100
2009,10,01510000,Leicester,Hispanic/Latino,10,10,,,,,,10,10,,,,,,10,7,,,,,3,100,100,100
2009,10,01510000,Leicester,White,118,113,,,,,,117,110,,1,1,,,117,109,,1,,,7,100,98,99
2009,10,01510000,Leicester,"Special Ed",27,24,,,,,,27,23,,,1,,,27,23,,,,,4,100,96,100
2009,03,01520000,Lenox,"All Students",54,53,,,1,,,53,53,,,,,,,,,,,,,98,100,
2009,03,01520000,Lenox,White,50,49,,,1,,,49,49,,,,,,,,,,,,,98,100,
2009,04,01520000,Lenox,"All Students",66,66,,,,,,66,66,,,,,,,,,,,,,100,100,
2009,04,01520000,Lenox,"Low Income",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2009,04,01520000,Lenox,White,60,60,,,,,,60,60,,,,,,,,,,,,,100,100,
2009,05,01520000,Lenox,"All Students",54,54,,,,,,54,54,,,,,,54,54,,,,,,100,100,100
2009,05,01520000,Lenox,White,48,48,,,,,,48,48,,,,,,48,48,,,,,,100,100,100
2009,06,01520000,Lenox,"All Students",69,68,1,,,,,69,68,1,,,,,,,,,,,,100,100,
2009,06,01520000,Lenox,White,64,63,1,,,,,64,63,1,,,,,,,,,,,,100,100,
2009,07,01520000,Lenox,"All Students",68,68,,,,,,68,68,,,,,,,,,,,,,100,100,
2009,07,01520000,Lenox,White,66,66,,,,,,66,66,,,,,,,,,,,,,100,100,
2009,08,01520000,Lenox,"All Students",62,62,,,,,,62,62,,,,,,62,62,,,,,,100,100,100
2009,08,01520000,Lenox,White,58,58,,,,,,58,58,,,,,,58,58,,,,,,100,100,100
2009,10,01520000,Lenox,"All Students",67,65,2,,,,,67,65,2,,,,,67,52,2,,,,13,100,100,100
2009,10,01520000,Lenox,White,63,61,2,,,,,63,61,2,,,,,63,51,2,,,,10,100,100,100
2009,03,01530000,Leominster,"All Students",506,492,10,,,4,,506,490,10,,2,4,,,,,,,,,100,100,
2009,03,01530000,Leominster,"Low Income",219,212,4,,,3,,219,210,4,,2,3,,,,,,,,,100,99,
2009,03,01530000,Leominster,Black,31,28,1,,,2,,31,28,1,,,2,,,,,,,,,100,100,
2009,03,01530000,Leominster,Asian,19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2009,03,01530000,Leominster,Hispanic/Latino,114,112,2,,,,,114,110,2,,2,,,,,,,,,,100,98,
2009,03,01530000,Leominster,White,334,327,6,,,1,,334,327,6,,,1,,,,,,,,,100,100,
2009,03,01530000,Leominster,"LEP/Formerly LEP",114,107,3,,,4,,114,106,3,,1,4,,,,,,,,,100,99,
2009,03,01530000,Leominster,"Special Ed",98,88,10,,,,,98,87,10,,1,,,,,,,,,,100,99,
2009,04,01530000,Leominster,"All Students",476,461,10,1,2,2,,475,463,10,,,2,,,,,,,,,99,100,
2009,04,01530000,Leominster,"Low Income",219,210,5,1,1,2,,219,212,5,,,2,,,,,,,,,99,100,
2009,04,01530000,Leominster,Black,40,38,2,,,,,40,38,2,,,,,,,,,,,,100,100,
2009,04,01530000,Leominster,Asian,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,04,01530000,Leominster,Hispanic/Latino,121,117,3,,,1,,121,117,3,,,1,,,,,,,,,100,100,
2009,04,01530000,Leominster,White,286,279,5,,2,,,285,280,5,,,,,,,,,,,,99,100,
2009,04,01530000,Leominster,"LEP/Formerly LEP",77,74,1,,,2,,77,74,1,,,2,,,,,,,,,100,100,
2009,04,01530000,Leominster,"Special Ed",89,79,10,,,,,89,79,10,,,,,,,,,,,,100,100,
2009,05,01530000,Leominster,"All Students",488,472,14,,,2,,490,473,14,,1,2,,490,475,13,,,2,,100,100,100
2009,05,01530000,Leominster,"Low Income",206,195,9,,,2,,207,196,9,,,2,,207,197,8,,,2,,100,100,100
2009,05,01530000,Leominster,Black,29,29,,,,,,30,30,,,,,,30,30,,,,,,100,100,100
2009,05,01530000,Leominster,Asian,12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2009,05,01530000,Leominster,Hispanic/Latino,116,110,4,,,2,,115,109,4,,,2,,115,109,4,,,2,,100,100,100
2009,05,01530000,Leominster,White,317,308,9,,,,,319,309,9,,1,,,319,311,8,,,,,100,100,100
2009,05,01530000,Leominster,Multi-race,11,10,1,,,,,11,10,1,,,,,11,10,1,,,,,100,100,100
2009,05,01530000,Leominster,"LEP/Formerly LEP",71,68,1,,,2,,70,67,1,,,2,,70,67,1,,,2,,100,100,100
2009,05,01530000,Leominster,"Special Ed",107,93,14,,,,,108,94,14,,,,,108,95,13,,,,,100,100,100
2009,06,01530000,Leominster,"All Students",478,471,5,,,2,,475,465,6,1,2,1,,,,,,,,,100,99,
2009,06,01530000,Leominster,"Low Income",194,191,1,,,2,,191,187,1,1,1,1,,,,,,,,,100,99,
2009,06,01530000,Leominster,Black,29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2009,06,01530000,Leominster,Asian,17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,06,01530000,Leominster,Hispanic/Latino,110,108,,,,2,,107,105,,,1,1,,,,,,,,,100,99,
2009,06,01530000,Leominster,White,311,306,5,,,,,311,305,6,,,,,,,,,,,,100,100,
2009,06,01530000,Leominster,Multi-race,10,10,,,,,,10,8,,1,1,,,,,,,,,,100,80,
2009,06,01530000,Leominster,"LEP/Formerly LEP",77,75,,,,2,,75,73,,,1,1,,,,,,,,,100,99,
2009,06,01530000,Leominster,"Special Ed",100,95,5,,,,,99,92,6,1,,,,,,,,,,,100,99,
2009,07,01530000,Leominster,"All Students",480,461,10,6,,3,,481,467,10,1,,3,,,,,,,,,99,100,
2009,07,01530000,Leominster,"Low Income",177,171,3,1,,2,,178,173,3,,,2,,,,,,,,,99,100,
2009,07,01530000,Leominster,Black,26,25,,,,1,,26,25,,,,1,,,,,,,,,100,100,
2009,07,01530000,Leominster,Asian,26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2009,07,01530000,Leominster,Hispanic/Latino,117,112,2,2,,1,,116,113,2,,,1,,,,,,,,,98,100,
2009,07,01530000,Leominster,White,297,286,6,4,,1,,299,291,6,1,,1,,,,,,,,,99,100,
2009,07,01530000,Leominster,Multi-race,12,11,1,,,,,12,11,1,,,,,,,,,,,,100,100,
2009,07,01530000,Leominster,"LEP/Formerly LEP",69,64,1,1,,3,,68,64,1,,,3,,,,,,,,,99,100,
2009,07,01530000,Leominster,"Special Ed",79,67,10,2,,,,79,68,10,1,,,,,,,,,,,97,99,
2009,08,01530000,Leominster,"All Students",495,484,4,2,,5,,497,485,4,2,1,5,,496,485,4,1,1,5,,100,99,100
2009,08,01530000,Leominster,"Low Income",199,194,,1,,4,,201,195,,2,,4,,200,195,,1,,4,,99,99,100
2009,08,01530000,Leominster,Black,32,30,1,,,1,,32,30,1,,,1,,32,30,1,,,1,,100,100,100
2009,08,01530000,Leominster,Asian,15,14,,,,1,,15,14,,,,1,,15,14,,,,1,,100,100,100
2009,08,01530000,Leominster,Hispanic/Latino,109,104,1,1,,3,,111,106,1,1,,3,,110,106,1,,,3,,99,99,100
2009,08,01530000,Leominster,White,331,328,2,1,,,,331,327,2,1,1,,,331,327,2,1,1,,,100,99,99
2009,08,01530000,Leominster,"LEP/Formerly LEP",56,50,1,,,5,,57,51,1,,,5,,56,50,1,,,5,,100,100,100
2009,08,01530000,Leominster,"Special Ed",57,52,4,1,,,,57,53,4,,,,,57,53,4,,,,,98,100,100
2009,10,01530000,Leominster,"All Students",410,395,2,7,,,,412,400,2,4,1,,,414,370,2,7,,,35,98,99,98
2009,10,01530000,Leominster,"Low Income",150,141,,5,,,,152,145,,3,1,,,151,126,,4,,,21,97,97,97
2009,10,01530000,Leominster,Black,23,23,,,,,,23,23,,,,,,23,16,,,,,7,100,100,100
2009,10,01530000,Leominster,Asian,11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2009,10,01530000,Leominster,Hispanic/Latino,96,92,,2,,,,98,92,,3,1,,,97,83,,3,,,11,98,96,97
2009,10,01530000,Leominster,White,273,262,2,5,,,,272,266,2,1,,,,275,254,2,3,,,16,98,100,99
2009,10,01530000,Leominster,"LEP/Formerly LEP",40,38,,1,,,,41,38,,1,1,,,40,35,,1,,,4,97,95,98
2009,10,01530000,Leominster,"Special Ed",58,50,2,3,,,,57,48,2,4,,,,58,47,2,3,,,6,95,93,95
2009,03,01540000,Leverett,"All Students",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2009,03,01540000,Leverett,White,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2009,04,01540000,Leverett,"All Students",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2009,04,01540000,Leverett,White,14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2009,05,01540000,Leverett,"All Students",22,22,,,,,,22,22,,,,,,22,21,,1,,,,100,100,95
2009,05,01540000,Leverett,White,19,19,,,,,,19,19,,,,,,19,18,,1,,,,100,100,95
2009,06,01540000,Leverett,"All Students",22,21,1,,,,,22,21,1,,,,,,,,,,,,100,100,
2009,06,01540000,Leverett,White,17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,03,01550000,Lexington,"All Students",477,469,1,3,,4,,478,471,1,1,,5,,,,,,,,,99,100,
2009,03,01550000,Lexington,"Low Income",25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2009,03,01550000,Lexington,Black,16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2009,03,01550000,Lexington,Asian,115,110,,1,,4,,116,111,,,,5,,,,,,,,,99,100,
2009,03,01550000,Lexington,Hispanic/Latino,47,46,1,,,,,47,46,1,,,,,,,,,,,,100,100,
2009,03,01550000,Lexington,White,284,282,,2,,,,284,283,,1,,,,,,,,,,,99,100,
2009,03,01550000,Lexington,Multi-race,15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2009,03,01550000,Lexington,"LEP/Formerly LEP",64,59,,1,,4,,64,60,,,,4,,,,,,,,,98,100,
2009,03,01550000,Lexington,"Special Ed",96,94,1,1,,,,96,95,1,,,,,,,,,,,,99,100,
2009,04,01550000,Lexington,"All Students",474,463,1,1,,9,,474,464,1,,,9,,,,,,,,,100,100,
2009,04,01550000,Lexington,"Low Income",26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2009,04,01550000,Lexington,Black,29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2009,04,01550000,Lexington,Asian,133,127,,,,6,,134,128,,,,6,,,,,,,,,100,100,
2009,04,01550000,Lexington,Hispanic/Latino,21,21,,,,,,21,21,,,,,,,,,,,,,100,100,
2009,04,01550000,Lexington,White,280,275,1,1,,3,,279,275,1,,,3,,,,,,,,,100,100,
2009,04,01550000,Lexington,Multi-race,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,04,01550000,Lexington,"LEP/Formerly LEP",50,42,,,,8,,51,43,,,,8,,,,,,,,,100,100,
2009,04,01550000,Lexington,"Special Ed",87,86,1,,,,,87,86,1,,,,,,,,,,,,100,100,
2009,05,01550000,Lexington,"All Students",510,494,5,2,1,8,,510,496,5,,1,8,,510,496,5,,1,8,,99,100,100
2009,05,01550000,Lexington,"Low Income",29,28,,,,1,,29,27,,,1,1,,29,27,,,1,1,,100,97,97
2009,05,01550000,Lexington,Black,26,26,,,,,,26,26,,,,,,26,26,,,,,,100,100,100
2009,05,01550000,Lexington,Asian,130,122,1,1,,6,,130,123,1,,,6,,130,123,1,,,6,,99,100,100
2009,05,01550000,Lexington,Hispanic/Latino,17,16,,1,,,,17,17,,,,,,17,17,,,,,,94,100,100
2009,05,01550000,Lexington,White,313,306,4,,1,2,,314,307,4,,1,2,,314,307,4,,1,2,,100,100,100
2009,05,01550000,Lexington,Multi-race,22,22,,,,,,22,22,,,,,,22,22,,,,,,100,100,100
2009,05,01550000,Lexington,"LEP/Formerly LEP",37,28,,1,,8,,37,29,,,,8,,37,29,,,,8,,97,100,100
2009,05,01550000,Lexington,"Special Ed",105,100,5,,,,,105,99,5,,1,,,105,99,5,,1,,,100,99,99
2009,06,01550000,Lexington,"All Students",456,446,8,,,2,,456,445,8,1,,2,,,,,,,,,100,100,
2009,06,01550000,Lexington,"Low Income",33,31,2,,,,,33,31,2,,,,,,,,,,,,100,100,
2009,06,01550000,Lexington,Black,24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2009,06,01550000,Lexington,Asian,109,107,1,,,1,,109,107,1,,,1,,,,,,,,,100,100,
2009,06,01550000,Lexington,Hispanic/Latino,26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2009,06,01550000,Lexington,White,287,279,7,,,1,,287,278,7,1,,1,,,,,,,,,100,100,
2009,06,01550000,Lexington,"LEP/Formerly LEP",25,23,,,,2,,25,23,,,,2,,,,,,,,,100,100,
2009,06,01550000,Lexington,"Special Ed",77,69,8,,,,,77,69,8,,,,,,,,,,,,100,100,
2009,07,01550000,Lexington,"All Students",507,499,2,,2,4,,507,499,2,,1,5,,,,,,,,,100,100,
2009,07,01550000,Lexington,"Low Income",24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2009,07,01550000,Lexington,Black,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,07,01550000,Lexington,Asian,143,139,,,,4,,144,139,,,,5,,,,,,,,,100,100,
2009,07,01550000,Lexington,Hispanic/Latino,18,16,,,2,,,18,17,,,1,,,,,,,,,,89,94,
2009,07,01550000,Lexington,White,308,306,2,,,,,307,305,2,,,,,,,,,,,,100,100,
