adminyear,grade,org_code,district,SchoolName,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2007,04,02070105,Newton,"Memorial Spaulding",MATH,81,,,0.93,0.85,0.89,0.73,0.89,0.8,0.94,0.83,0.77,3.12,0.81,0.81,3.1,0.78,0.64,0.88,3,0.94,0.83,0.88,0.94,0.89,0.85,0.86,0.74,0.73,2.8,0.91,0.67,0.91,3.3,0.89,0.83,0.85,0.84,0.91,0.73,0.96,0.89,,,,,,
2007,04,02070105,Newton,"Memorial Spaulding",ELA,81,7.79,7.02,0.94,0.96,0.93,0.93,0.88,0.59,0.83,2.27,0.96,0.99,0.89,0.94,0.96,0.88,0.89,0.81,1.96,0.98,0.96,0.91,0.91,0.98,0.89,0.91,0.9,1.52,0.83,0.81,0.85,0.81,0.86,0.77,0.81,0.91,2.02,0.99,0.94,0.81,0.84,0.74,,,,,
2007,05,02070105,Newton,"Memorial Spaulding",MATH,69,,,0.93,0.93,0.87,0.88,0.68,0.86,0.87,0.91,0.91,3.48,0.86,0.86,3.29,0.99,0.74,0.83,2.28,0.93,0.97,0.88,0.87,0.7,0.9,0.94,0.65,0.71,2.68,0.86,0.72,0.87,2.9,0.97,0.71,0.84,0.86,0.81,0.91,0.84,0.74,,,,,,
2007,05,02070105,Newton,"Memorial Spaulding",ELA,69,,,0.74,0.74,0.87,0.86,0.94,0.81,0.94,0.88,2.04,0.75,0.77,0.84,0.81,0.87,0.87,0.8,0.8,2.58,0.93,0.78,0.88,0.78,0.91,0.9,0.88,0.84,2.1,0.94,0.87,0.8,0.8,0.96,0.68,0.88,0.77,1.9,0.75,0.81,0.74,0.77,,,,,
2007,05,02070105,Newton,"Memorial Spaulding",SCI,69,,,0.93,0.96,0.97,0.8,0.78,0.87,0.86,0.88,0.97,0.65,0.67,0.67,0.72,0.84,0.96,0.88,0.68,1.9,2.3,0.19,0.9,0.65,0.83,0.78,0.84,0.83,0.42,0.67,0.86,0.74,0.97,0.62,0.94,0.74,0.78,0.91,2.29,2.54,3.13,,,,,,
2007,03,02070115,Newton,Underwood,MATH,54,,,0.96,0.91,0.91,0.91,0.83,0.93,1.69,0.94,0.93,0.89,0.96,0.94,0.89,0.72,0.85,1.65,1,0.96,0.96,0.78,0.94,0.8,1.7,1,0.78,0.91,0.98,0.93,0.93,1.76,0.81,0.93,1,0.98,1.5,,,,,,,,,,
2007,03,02070115,Newton,Underwood,ELA,55,,,0.96,1,0.98,0.96,0.98,0.98,0.96,0.87,0.93,0.96,0.87,0.95,0.84,0.73,0.98,0.89,0.89,0.95,0.93,0.93,2.95,0.95,0.91,0.85,0.98,0.96,0.85,0.78,0.96,0.96,0.82,0.91,2.51,0.91,0.89,0.87,0.93,0.95,0.87,0.93,0.91,1,,,
2007,04,02070115,Newton,Underwood,MATH,54,,,0.96,0.85,0.98,0.74,0.85,0.89,0.96,0.74,0.63,3.13,0.8,0.83,3.28,0.89,0.72,0.94,3.2,0.98,0.91,0.83,0.91,0.94,0.81,0.89,0.78,0.87,2.37,0.98,0.59,0.89,3.26,0.91,0.91,0.76,0.93,0.94,0.81,0.93,0.93,,,,,,
2007,04,02070115,Newton,Underwood,ELA,55,8.42,7.38,0.95,1,0.95,0.96,0.84,0.78,0.85,2.71,0.95,0.96,0.91,0.95,0.96,0.93,0.96,0.87,2.42,0.98,1,0.96,0.98,1,0.87,0.91,0.76,2.22,0.8,0.93,0.89,0.84,0.84,0.93,0.91,0.91,2.33,0.98,0.98,0.93,0.91,0.84,,,,,
2007,05,02070115,Newton,Underwood,MATH,38,,,0.97,0.95,0.87,0.87,0.79,0.95,0.79,0.89,0.89,3.76,0.87,0.84,3.34,0.97,0.79,0.87,2.71,0.97,1,0.79,0.95,0.63,0.87,0.87,0.66,0.68,3.13,0.95,0.74,0.92,3.13,0.95,0.55,0.74,0.87,0.76,0.89,0.79,0.68,,,,,,
2007,05,02070115,Newton,Underwood,ELA,39,,,0.85,0.67,0.85,0.97,1,0.9,0.9,0.92,2.67,0.92,0.97,0.72,0.87,0.9,0.87,0.82,0.77,3.05,0.87,0.82,0.95,0.9,0.97,0.95,0.9,0.95,2.92,0.95,0.74,0.72,0.87,0.92,0.74,0.92,0.82,2.18,0.87,0.9,0.72,0.9,,,,,
2007,05,02070115,Newton,Underwood,SCI,39,,,0.92,0.9,0.95,0.87,0.79,0.72,0.77,0.9,0.95,0.62,0.67,0.54,0.69,0.82,0.87,0.92,0.44,1.97,2.36,0.44,0.95,0.64,0.69,0.87,0.64,0.79,0.64,0.82,0.85,0.67,0.92,0.79,0.95,0.64,0.51,0.82,2.38,2.62,3.03,,,,,,
2007,03,02070120,Newton,"John Ward",MATH,32,,,1,0.97,0.97,0.91,0.91,0.84,1.88,0.97,1,0.78,1,0.94,0.91,0.66,0.91,1.56,0.97,1,0.91,0.69,0.94,0.72,1.91,1,0.78,0.94,0.81,0.94,0.97,1.72,0.94,0.94,0.91,0.97,1.72,,,,,,,,,,
2007,03,02070120,Newton,"John Ward",ELA,32,,,0.88,0.97,0.91,1,0.88,0.91,0.88,0.97,1,0.97,0.78,0.88,0.81,0.66,1,0.94,0.91,1,0.91,0.97,3.28,0.94,0.94,0.78,0.97,1,0.97,0.78,1,1,0.84,0.78,2.59,0.88,0.91,0.94,0.88,0.91,0.91,0.94,0.84,1,,,
2007,04,02070120,Newton,"John Ward",MATH,44,,,0.98,1,1,0.86,0.95,0.98,0.95,0.98,0.98,3.43,0.93,0.98,3.41,0.93,0.89,0.93,3.73,0.93,0.98,0.98,1,0.98,0.91,0.98,0.86,0.93,3.18,1,0.8,1,3.66,0.98,1,0.8,0.98,1,0.95,0.98,0.95,,,,,,
2007,04,02070120,Newton,"John Ward",ELA,44,8.57,7.59,1,1,1,0.98,0.98,0.89,0.89,3.25,1,1,0.93,0.93,0.98,0.93,0.98,1,2.36,0.95,1,0.98,0.98,0.95,0.98,0.95,0.95,2.23,0.98,0.98,1,0.98,0.93,1,0.95,0.93,2.48,1,0.95,1,0.93,0.98,,,,,
2007,05,02070120,Newton,"John Ward",MATH,40,,,0.9,0.98,0.9,0.95,0.93,0.98,0.93,0.98,0.95,3.7,0.98,0.95,3.35,1,0.83,0.88,2.53,0.98,0.98,0.88,0.9,0.88,0.78,0.98,0.88,0.7,3.15,0.78,0.85,0.93,3.05,0.95,0.88,0.85,0.9,0.93,0.83,0.9,0.88,,,,,,
2007,05,02070120,Newton,"John Ward",ELA,41,,,0.85,0.68,0.9,0.95,0.95,0.93,0.98,0.9,2.49,0.88,0.95,0.98,0.9,0.93,0.98,0.85,0.88,3,0.93,0.88,0.93,0.88,0.93,0.93,0.98,0.8,2.88,0.9,0.9,0.83,0.88,0.85,0.78,0.85,0.93,2.41,0.85,0.85,0.8,0.88,,,,,
2007,05,02070120,Newton,"John Ward",SCI,41,,,0.8,1,0.98,0.83,0.88,0.71,0.85,0.88,1,0.61,0.93,0.76,0.83,0.78,0.98,0.95,0.59,1.59,2.24,0.37,0.9,0.88,0.63,0.8,0.85,0.88,0.71,0.88,0.93,0.78,0.98,0.63,0.95,0.85,0.83,0.88,2.34,2.78,3.05,,,,,,
2007,03,02070125,Newton,Williams,MATH,39,,,0.95,0.77,0.85,0.67,0.9,0.74,1.67,0.95,0.9,0.72,0.85,0.79,0.54,0.51,0.69,1.33,0.87,0.92,0.74,0.56,0.82,0.44,1.21,0.87,0.49,0.85,0.72,0.77,0.77,1.23,0.77,0.67,0.82,0.77,1.36,,,,,,,,,,
2007,03,02070125,Newton,Williams,ELA,39,,,0.85,0.95,0.85,0.87,0.82,0.69,0.9,0.74,0.95,0.82,0.62,0.87,0.62,0.64,0.92,0.79,0.69,0.87,0.77,0.77,2.41,0.85,0.72,0.67,0.87,0.92,0.77,0.64,0.87,0.85,0.74,0.9,1.95,0.79,0.74,0.77,0.69,0.77,0.77,0.77,0.74,0.92,,,
2007,04,02070125,Newton,Williams,MATH,48,,,0.94,0.94,0.88,0.75,0.85,0.94,0.81,0.92,0.73,2.35,0.83,0.77,3.23,0.75,0.73,0.9,2.81,0.98,0.92,0.9,0.96,0.94,0.94,0.9,0.73,0.69,2.96,0.96,0.58,0.9,3.52,0.85,0.92,0.71,0.94,0.96,0.81,0.98,0.9,,,,,,
2007,04,02070125,Newton,Williams,ELA,47,8.32,7.28,0.91,0.98,0.96,1,0.94,0.74,0.96,2.47,0.96,0.98,0.98,0.89,0.98,0.87,0.96,0.89,2.23,0.91,0.96,0.89,1,1,0.94,0.91,0.85,1.83,0.83,0.89,0.83,0.79,0.68,0.81,0.74,0.87,1.87,0.98,0.94,0.85,0.94,0.79,,,,,
2007,05,02070125,Newton,Williams,MATH,46,,,1,0.98,0.93,0.96,0.78,0.96,0.87,0.93,0.83,3.72,0.93,0.83,3.35,1,0.83,0.87,2.41,0.93,0.98,0.96,0.91,0.78,0.83,0.93,0.7,0.63,2.52,0.93,0.74,0.91,2.8,0.89,0.65,0.72,0.85,0.87,0.78,0.93,0.76,,,,,,
2007,05,02070125,Newton,Williams,ELA,46,,,0.91,0.67,0.89,0.91,0.98,0.87,0.91,0.89,1.98,0.85,0.87,0.87,0.87,0.96,0.87,0.85,0.8,2.61,0.96,0.89,0.91,0.89,0.89,0.89,0.89,0.89,2.02,0.89,0.93,0.67,0.87,0.96,0.74,0.85,0.91,1.61,0.91,0.93,0.78,0.76,,,,,
2007,05,02070125,Newton,Williams,SCI,46,,,0.89,0.78,0.91,0.72,0.83,0.76,0.8,0.87,0.98,0.57,0.8,0.67,0.74,0.89,0.93,0.83,0.67,1.61,2.17,0.22,0.89,0.41,0.74,0.78,0.87,0.85,0.43,0.46,0.8,0.83,0.98,0.61,0.87,0.72,0.72,0.74,2.24,2.52,2.76,,,,,,
2007,03,02070130,Newton,Zervas,MATH,59,,,1,0.9,0.88,0.86,0.92,0.86,1.58,0.95,0.93,0.78,0.93,0.95,0.85,0.78,0.9,1.58,1,1,0.9,0.75,0.97,0.71,1.63,1,0.78,0.92,0.83,0.88,0.9,1.56,0.8,0.88,0.95,0.93,1.68,,,,,,,,,,
2007,03,02070130,Newton,Zervas,ELA,59,,,0.9,0.98,0.92,0.92,0.95,0.86,0.93,0.88,0.95,0.86,0.8,0.71,0.73,0.71,0.98,0.93,0.85,0.95,0.88,0.86,2.97,0.9,0.78,0.88,0.95,1,1,0.69,0.98,0.9,0.88,0.78,2.2,0.83,0.81,0.86,0.81,0.9,0.88,0.85,0.76,0.95,,,
2007,04,02070130,Newton,Zervas,MATH,53,,,0.98,0.92,0.87,0.79,0.98,0.91,0.91,0.85,0.81,2.87,0.85,0.91,3.13,0.92,0.42,0.91,3.15,0.94,0.92,0.92,0.91,0.89,0.96,0.92,0.85,0.87,3.02,0.94,0.64,0.91,3.53,0.98,0.91,0.81,0.91,0.92,0.77,0.92,0.92,,,,,,
2007,04,02070130,Newton,Zervas,ELA,53,8.15,7.34,0.96,0.91,0.98,0.96,0.92,0.74,0.83,2.25,0.96,0.96,0.92,0.94,0.96,0.92,0.89,0.85,2.26,0.96,0.98,0.91,0.98,0.98,0.92,0.91,0.91,1.81,0.91,0.85,0.81,0.83,0.91,0.81,0.87,0.85,2.15,1,0.87,0.92,0.87,0.89,,,,,
2007,05,02070130,Newton,Zervas,MATH,62,,,0.95,0.9,0.97,0.95,0.76,0.87,0.79,0.85,0.87,3.58,0.9,0.74,3.1,0.94,0.79,0.84,2.13,0.94,0.98,0.89,0.84,0.89,0.77,0.95,0.71,0.79,2.1,0.81,0.71,0.92,2.61,0.94,0.82,0.66,0.82,0.84,0.79,0.92,0.77,,,,,,
2007,05,02070130,Newton,Zervas,ELA,61,,,0.89,0.84,0.8,0.97,0.9,0.87,1,0.9,2.34,0.92,0.89,0.89,0.9,0.84,0.97,0.85,0.82,2.7,0.95,0.84,0.9,0.9,0.93,0.9,0.89,0.87,2.46,0.92,0.87,0.75,0.92,0.93,0.77,0.79,0.93,2.11,0.85,0.84,0.89,0.89,,,,,
2007,05,02070130,Newton,Zervas,SCI,62,,,0.89,0.97,0.95,0.76,0.81,0.76,0.84,0.9,0.95,0.6,0.32,0.73,0.85,0.79,0.92,0.9,0.48,1.21,2.15,0.23,0.79,0.77,0.82,0.82,0.82,0.84,0.61,0.94,0.87,0.71,0.95,0.82,0.95,0.71,0.77,0.89,2.4,2.48,3.06,,,,,,
2007,06,02070305,Newton,"Bigelow Middle",MATH,164,,,0.98,0.91,0.87,0.79,0.9,0.78,0.81,0.77,0.79,3.46,0.63,0.54,2.68,0.83,0.87,0.8,2.57,0.95,0.98,0.83,0.79,0.93,0.82,0.79,0.77,0.96,3.63,0.88,0.6,0.9,3.04,0.87,0.62,0.82,0.74,0.93,0.74,0.87,0.9,,,,,,
2007,06,02070305,Newton,"Bigelow Middle",ELA,164,,,0.95,0.88,0.95,0.99,0.91,0.79,0.9,0.93,2.57,0.9,0.9,0.9,0.86,0.97,0.79,0.73,0.72,2.04,0.82,0.94,0.83,0.84,0.68,0.97,0.89,0.93,2.13,0.87,0.9,0.84,0.78,0.9,0.88,0.89,0.88,2.88,0.93,0.73,0.79,0.75,,,,,
2007,07,02070305,Newton,"Bigelow Middle",MATH,161,,,0.89,0.86,0.58,0.76,0.8,0.71,0.78,0.78,2.88,0.68,0.91,0.62,0.87,0.57,0.89,0.93,0.76,0.84,0.56,0.96,0.93,3.17,0.8,0.84,0.71,0.69,0.85,3.24,2.48,0.89,0.69,0.73,0.72,0.78,0.75,0.78,0.61,0.69,3.18,,,,,,
2007,07,02070305,Newton,"Bigelow Middle",ELA,162,7.32,6.49,0.92,0.94,0.92,0.96,0.83,0.89,0.86,0.85,2.42,0.94,0.85,0.6,0.78,0.77,0.76,0.95,0.85,2.93,0.95,0.78,0.89,0.94,0.93,0.87,0.86,0.88,2.42,0.85,0.89,0.83,0.94,0.94,0.95,0.97,0.89,2.46,0.89,0.93,0.95,0.97,,,,,
2007,08,02070305,Newton,"Bigelow Middle",MATH,155,,,0.96,0.82,0.85,0.76,0.61,0.75,0.88,0.56,2.69,0.6,0.83,0.72,0.75,0.72,0.8,0.86,0.81,0.68,0.77,0.64,0.92,2.65,0.93,0.84,0.87,0.59,0.81,2.8,3.1,0.74,0.9,0.85,0.43,0.88,0.63,0.61,0.88,0.72,2.97,,,,,,
2007,08,02070305,Newton,"Bigelow Middle",ELA,157,,,0.85,0.9,0.86,0.95,0.85,0.94,0.92,0.86,2.5,0.92,0.9,0.88,0.9,0.76,0.94,0.9,0.9,0.84,0.92,2.38,0.94,0.9,0.82,0.83,0.62,0.94,0.89,2.55,0.94,0.78,0.76,0.89,0.8,0.8,0.7,2.56,0.87,0.87,0.78,0.74,,,,,
2007,08,02070305,Newton,"Bigelow Middle",SCI,155,,,0.79,0.77,0.7,0.82,0.67,0.77,0.72,0.58,0.89,0.64,0.54,0.41,0.72,0.54,0.5,0.83,0.7,2.74,2.06,0.95,0.71,0.57,0.63,0.81,0.62,0.53,0.73,0.88,0.57,0.95,0.58,0.67,0.77,0.66,0.72,0.87,2.03,2.01,2.26,,,,,,
2007,06,02070310,Newton,"Charles E Brown Middle",MATH,222,,,0.98,0.93,0.87,0.84,0.86,0.77,0.85,0.83,0.9,3.61,0.52,0.56,3.16,0.84,0.88,0.82,2.86,0.95,0.95,0.91,0.82,0.92,0.89,0.89,0.86,0.93,3.73,0.82,0.55,0.9,3.05,0.95,0.88,0.85,0.77,0.92,0.7,0.9,0.91,,,,,,
2007,06,02070310,Newton,"Charles E Brown Middle",ELA,224,,,0.94,0.89,0.94,0.99,0.94,0.87,0.96,0.98,2.69,0.89,0.94,0.97,0.93,0.97,0.83,0.76,0.78,2.11,0.91,0.99,0.93,0.89,0.84,0.96,0.91,0.97,2.43,0.95,0.9,0.88,0.85,0.92,0.95,0.95,0.88,2.82,0.92,0.78,0.77,0.74,,,,,
2007,07,02070310,Newton,"Charles E Brown Middle",MATH,196,,,0.95,0.95,0.73,0.84,0.74,0.69,0.84,0.86,3.13,0.79,0.87,0.78,0.95,0.81,0.93,0.94,0.82,0.94,0.78,0.97,0.98,3.42,0.94,0.93,0.82,0.77,0.85,3.44,3.03,0.9,0.72,0.8,0.78,0.9,0.81,0.82,0.79,0.85,3.42,,,,,,
2007,07,02070310,Newton,"Charles E Brown Middle",ELA,195,7.73,6.86,0.94,0.98,0.95,0.97,0.85,0.87,0.87,0.87,2.84,0.97,0.87,0.62,0.83,0.84,0.82,0.99,0.86,3.13,0.98,0.87,0.9,0.97,0.96,0.93,0.9,0.93,2.87,0.88,0.89,0.83,0.97,0.94,0.96,0.96,0.95,2.58,0.9,0.94,1,0.99,,,,,
2007,08,02070310,Newton,"Charles E Brown Middle",MATH,234,,,0.93,0.73,0.89,0.68,0.57,0.64,0.72,0.54,2.94,0.64,0.83,0.73,0.79,0.83,0.84,0.87,0.79,0.71,0.74,0.65,0.92,2.85,0.91,0.85,0.85,0.76,0.88,2.97,2.66,0.79,0.88,0.87,0.6,0.85,0.76,0.61,0.87,0.78,2.98,,,,,,
2007,08,02070310,Newton,"Charles E Brown Middle",ELA,233,,,0.87,0.9,0.89,0.94,0.89,0.96,0.93,0.9,2.54,0.92,0.86,0.85,0.93,0.83,0.94,0.9,0.9,0.8,0.9,2.48,0.95,0.88,0.9,0.88,0.71,0.96,0.92,2.78,0.97,0.82,0.85,0.92,0.79,0.81,0.76,2.64,0.88,0.89,0.82,0.76,,,,,
2007,08,02070310,Newton,"Charles E Brown Middle",SCI,234,,,0.96,0.82,0.72,0.82,0.89,0.85,0.73,0.75,0.93,0.7,0.79,0.43,0.78,0.8,0.61,0.91,0.85,2.87,2.32,0.97,0.84,0.7,0.65,0.83,0.71,0.64,0.74,0.9,0.71,0.96,0.51,0.65,0.72,0.65,0.71,0.92,2.44,2.37,2.56,,,,,,
2007,06,02070315,Newton,"F A Day Middle",MATH,231,,,0.97,0.86,0.87,0.78,0.85,0.76,0.85,0.77,0.85,3.47,0.55,0.48,2.79,0.8,0.85,0.77,2.48,0.86,0.92,0.87,0.83,0.9,0.8,0.83,0.81,0.89,3.56,0.85,0.53,0.92,2.87,0.87,0.88,0.81,0.69,0.87,0.66,0.86,0.9,,,,,,
2007,06,02070315,Newton,"F A Day Middle",ELA,232,,,0.95,0.8,0.91,0.98,0.91,0.79,0.93,0.94,2.44,0.82,0.89,0.91,0.84,0.96,0.82,0.72,0.68,1.92,0.82,0.97,0.81,0.86,0.71,0.96,0.87,0.95,2.34,0.86,0.83,0.82,0.77,0.87,0.88,0.89,0.91,2.77,0.89,0.75,0.72,0.69,,,,,
2007,07,02070315,Newton,"F A Day Middle",MATH,245,,,0.92,0.89,0.5,0.78,0.7,0.56,0.8,0.73,2.82,0.6,0.84,0.67,0.86,0.7,0.86,0.91,0.74,0.87,0.59,0.96,0.89,3.15,0.92,0.91,0.78,0.64,0.87,3.27,2.39,0.92,0.62,0.69,0.65,0.76,0.68,0.81,0.6,0.74,3.04,,,,,,
2007,07,02070315,Newton,"F A Day Middle",ELA,249,7.3,6.54,0.93,0.98,0.94,0.96,0.82,0.84,0.86,0.82,2.58,0.94,0.81,0.62,0.81,0.84,0.78,0.92,0.82,2.85,0.97,0.82,0.9,0.96,0.94,0.9,0.86,0.88,2.48,0.82,0.89,0.86,0.96,0.92,0.96,0.94,0.89,2.4,0.85,0.88,0.96,0.98,,,,,
2007,08,02070315,Newton,"F A Day Middle",MATH,245,,,0.93,0.75,0.89,0.66,0.53,0.68,0.79,0.6,2.8,0.61,0.83,0.68,0.81,0.79,0.67,0.89,0.8,0.69,0.73,0.64,0.93,3.02,0.96,0.9,0.92,0.73,0.76,2.85,2.81,0.85,0.92,0.89,0.51,0.82,0.66,0.56,0.88,0.69,3.04,,,,,,
2007,08,02070315,Newton,"F A Day Middle",ELA,244,,,0.89,0.92,0.94,0.9,0.9,0.95,0.95,0.89,2.61,0.95,0.88,0.84,0.93,0.75,0.92,0.88,0.91,0.78,0.95,2.61,0.96,0.85,0.85,0.87,0.76,0.96,0.91,2.81,0.96,0.83,0.82,0.91,0.8,0.84,0.7,2.67,0.86,0.91,0.77,0.83,,,,,
2007,08,02070315,Newton,"F A Day Middle",SCI,244,,,0.89,0.85,0.78,0.84,0.86,0.8,0.79,0.67,0.9,0.64,0.51,0.49,0.75,0.73,0.73,0.86,0.84,2.82,2.06,0.97,0.7,0.64,0.63,0.84,0.64,0.62,0.66,0.89,0.58,0.95,0.7,0.64,0.79,0.67,0.73,0.89,2.01,2.09,2.43,,,,,,
2007,06,02070320,Newton,"Oak Hill Middle",MATH,184,,,0.98,0.89,0.83,0.83,0.83,0.78,0.78,0.78,0.83,3.53,0.58,0.51,2.79,0.83,0.88,0.81,2.53,0.91,0.94,0.91,0.87,0.89,0.85,0.84,0.8,0.87,3.59,0.86,0.6,0.85,2.92,0.93,0.82,0.78,0.66,0.85,0.73,0.82,0.86,,,,,,
2007,06,02070320,Newton,"Oak Hill Middle",ELA,184,,,0.9,0.81,0.86,0.99,0.88,0.84,0.91,0.92,2.25,0.8,0.89,0.88,0.84,0.96,0.73,0.65,0.63,1.89,0.79,0.97,0.8,0.8,0.7,0.94,0.81,0.95,2.01,0.84,0.85,0.79,0.76,0.89,0.89,0.89,0.86,2.58,0.92,0.7,0.73,0.72,,,,,
2007,07,02070320,Newton,"Oak Hill Middle",MATH,182,,,0.96,0.88,0.79,0.77,0.74,0.74,0.79,0.81,2.96,0.66,0.85,0.68,0.9,0.69,0.85,0.94,0.84,0.89,0.58,0.95,0.91,3.27,0.83,0.88,0.69,0.72,0.86,3.15,2.42,0.91,0.66,0.68,0.64,0.79,0.75,0.77,0.59,0.68,3.14,,,,,,
2007,07,02070320,Newton,"Oak Hill Middle",ELA,182,6.96,6.43,0.92,0.96,0.95,0.95,0.79,0.85,0.91,0.83,2.63,0.96,0.87,0.64,0.79,0.8,0.78,0.93,0.85,2.96,0.98,0.8,0.87,0.96,0.93,0.94,0.81,0.87,2.55,0.86,0.84,0.84,0.96,0.86,0.96,0.95,0.85,2.25,0.83,0.93,0.96,0.95,,,,,
2007,08,02070320,Newton,"Oak Hill Middle",MATH,183,,,0.93,0.79,0.93,0.75,0.78,0.69,0.68,0.55,2.92,0.63,0.82,0.79,0.75,0.95,0.77,0.89,0.84,0.72,0.79,0.68,0.94,2.86,0.89,0.9,0.89,0.79,0.86,3.03,2.64,0.83,0.91,0.85,0.72,0.89,0.71,0.52,0.86,0.63,3.01,,,,,,
2007,08,02070320,Newton,"Oak Hill Middle",ELA,184,,,0.9,0.9,0.89,0.89,0.84,0.94,0.93,0.87,2.61,0.94,0.85,0.87,0.9,0.76,0.97,0.93,0.96,0.77,0.93,2.66,0.96,0.84,0.86,0.82,0.7,0.98,0.92,2.72,0.93,0.88,0.88,0.94,0.79,0.82,0.76,2.78,0.9,0.9,0.8,0.8,,,,,
2007,08,02070320,Newton,"Oak Hill Middle",SCI,184,,,0.89,0.82,0.61,0.82,0.67,0.79,0.76,0.52,0.9,0.63,0.66,0.49,0.71,0.76,0.75,0.85,0.81,2.82,2.14,0.94,0.79,0.73,0.71,0.86,0.56,0.54,0.67,0.87,0.54,0.96,0.75,0.66,0.84,0.57,0.63,0.95,2.14,2.32,2.38,,,,,,
2007,10,02070505,Newton,"Newton North High",MATH,440,,,0.93,0.9,0.74,0.81,0.88,0.88,0.82,0.83,0.77,0.85,0.76,0.89,0.72,0.75,0.9,0.86,2.66,0.88,0.82,3.53,2.55,0.85,0.8,0.95,0.49,0.62,0.79,0.64,0.9,0.62,3.33,0.82,0.9,0.84,0.88,0.86,0.71,0.88,0.63,0.75,3.25,2.85,,,
2007,10,02070505,Newton,"Newton North High",ELA,441,8.02,7.55,0.81,0.83,0.95,0.96,0.91,0.82,0.84,0.84,2.55,0.96,0.8,0.85,0.86,0.82,0.87,0.63,0.94,0.95,2.3,0.71,0.95,0.8,0.8,0.89,0.96,0.82,2.73,0.72,0.97,0.92,0.95,0.94,0.65,0.91,0.93,2.8,0.84,0.94,0.84,0.63,,,,,
2007,HS,02070505,Newton,"Newton North High",CHE,292,,,0.91,0.91,0.9,0.67,0.59,0.56,0.72,0.63,0.65,0.65,2.14,0.71,0.51,0.71,0.65,0.68,0.48,0.4,0.5,0.58,0.49,0.59,0.83,0.66,1.85,1.2,0.6,0.58,0.46,0.86,0.63,1.17,0.84,0.4,0.61,0.81,0.34,0.45,2.67,0.57,0.43,0.47,0.62,0.66,0.67
2007,HS,02070505,Newton,"Newton North High",PHY,451,,,0.91,0.88,0.48,0.48,0.92,0.72,0.76,0.84,0.82,0.88,3.12,0.75,0.86,0.63,0.67,0.83,0.73,0.87,0.84,0.65,0.59,0.65,0.62,0.82,2.75,2.55,0.89,0.48,0.5,0.73,0.67,2.2,0.71,0.8,0.81,0.72,0.87,0.73,2.97,0.68,0.71,0.71,0.84,0.63,0.83
2007,10,02070510,Newton,"Newton South High",MATH,454,,,0.95,0.94,0.69,0.86,0.87,0.93,0.82,0.89,0.83,0.89,0.86,0.87,0.83,0.86,0.84,0.87,2.93,0.87,0.88,3.62,2.94,0.83,0.74,0.93,0.52,0.65,0.81,0.72,0.92,0.67,3.28,0.84,0.9,0.84,0.89,0.91,0.75,0.88,0.69,0.81,3.23,2.96,,,
2007,10,02070510,Newton,"Newton South High",ELA,455,8.27,7.67,0.84,0.8,0.97,0.96,0.91,0.85,0.86,0.93,2.55,0.98,0.84,0.91,0.87,0.88,0.9,0.69,0.95,0.95,2.46,0.84,0.96,0.88,0.82,0.89,0.98,0.83,2.83,0.8,0.98,0.93,0.95,0.95,0.65,0.94,0.95,2.98,0.92,0.95,0.89,0.73,,,,,
2007,HS,02070510,Newton,"Newton South High",BIO,380,,,0.91,0.25,0.69,0.83,0.83,0.82,0.57,0.63,0.53,0.54,1.84,0.81,0.59,0.79,0.75,0.53,0.44,0.65,0.79,0.73,0.53,0.83,0.45,0.72,2.47,1.82,0.82,0.43,0.65,0.39,0.77,1.26,0.79,0.66,0.57,0.52,0.57,0.78,0.95,0.45,0.63,0.3,0.7,0.63,0.47
2007,HS,02070510,Newton,"Newton South High",CHE,57,,,0.96,0.95,0.95,0.84,0.68,0.77,0.82,0.98,0.88,0.93,2.58,0.89,0.88,0.89,0.88,0.72,0.68,0.93,0.79,0.96,0.84,0.84,0.84,0.77,2.23,1.82,0.61,0.89,0.67,0.93,0.86,2.79,0.86,0.84,0.91,0.96,0.68,0.6,3.46,0.75,0.67,0.51,0.74,0.74,0.67
2007,HS,02070510,Newton,"Newton South High",PHY,429,,,0.87,0.88,0.56,0.55,0.88,0.74,0.71,0.77,0.76,0.83,2.66,0.8,0.83,0.7,0.65,0.93,0.83,0.89,0.82,0.64,0.64,0.69,0.62,0.89,2.8,2.62,0.9,0.5,0.56,0.67,0.8,2.47,0.71,0.83,0.79,0.67,0.9,0.56,2.79,0.64,0.76,0.72,0.9,0.6,0.87
2007,03,02080005,Norfolk,Freeman-Centennial,MATH,169,,,0.98,0.84,0.95,0.79,0.87,0.83,1.5,0.93,0.9,0.77,0.92,0.8,0.88,0.65,0.74,1.35,0.95,0.93,0.92,0.63,0.96,0.63,1.38,0.96,0.75,0.82,0.85,0.95,0.89,1.34,0.72,0.83,0.96,0.89,1.57,,,,,,,,,,
