adminyear,grade,org_code,district,SchoolName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,eayp_part_rate,mayp_part_rate,sayp_part_rate
2007,04,02070015,Newton,Bowen,Asian,12,11,,,,1,,12,11,,,,1,,,,,,,,,100,100,
2007,04,02070015,Newton,Bowen,White,32,28,1,,,3,,32,28,1,,,3,,,,,,,,,100,100,
2007,05,02070015,Newton,Bowen,"All Students",64,54,,,,7,3,64,52,1,,1,7,3,64,54,,,,7,3,100,98,100
2007,05,02070015,Newton,Bowen,Asian,18,12,,,,4,2,18,12,,,,4,2,18,12,,,,4,2,100,100,100
2007,05,02070015,Newton,Bowen,White,39,36,,,,3,,39,34,1,,1,3,,39,36,,,,3,,100,97,100
2007,05,02070015,Newton,Bowen,"LEP/Formerly LEP",12,3,,,,7,2,12,3,,,,7,2,12,3,,,,7,2,100,100,100
2007,03,02070020,Newton,"C C Burr","All Students",61,59,1,,,,1,59,57,1,,,,1,,,,,,,,100,100,
2007,03,02070020,Newton,"C C Burr",Asian,10,10,,,,,,9,,,,,,,,,,,,,,100,,
2007,03,02070020,Newton,"C C Burr",White,39,37,1,,,,1,38,36,1,,,,1,,,,,,,,100,100,
2007,03,02070020,Newton,"C C Burr","LEP/Formerly LEP",11,10,1,,,,,10,9,1,,,,,,,,,,,,100,100,
2007,04,02070020,Newton,"C C Burr","All Students",44,44,,,,,,44,44,,,,,,,,,,,,,100,100,
2007,04,02070020,Newton,"C C Burr",White,35,35,,,,,,35,35,,,,,,,,,,,,,100,100,
2007,05,02070020,Newton,"C C Burr","All Students",60,57,1,,,,2,61,57,1,,,,3,61,57,1,,,,3,100,100,100
2007,05,02070020,Newton,"C C Burr",Asian,9,,,,,,,10,9,,,,,1,10,9,,,,,1,,100,100
2007,05,02070020,Newton,"C C Burr",White,38,36,,,,,2,38,36,,,,,2,38,36,,,,,2,100,100,100
2007,03,02070025,Newton,Cabot,"All Students",62,59,1,,,,2,62,59,1,,,,2,,,,,,,,100,100,
2007,03,02070025,Newton,Cabot,White,46,44,1,,,,1,46,44,1,,,,1,,,,,,,,100,100,
2007,04,02070025,Newton,Cabot,"All Students",67,65,1,,,,1,67,65,1,,,,1,,,,,,,,100,100,
2007,04,02070025,Newton,Cabot,White,51,49,1,,,,1,51,49,1,,,,1,,,,,,,,100,100,
2007,04,02070025,Newton,Cabot,"Special Ed",11,9,1,,,,1,11,9,1,,,,1,,,,,,,,100,100,
2007,05,02070025,Newton,Cabot,"All Students",66,64,,,,1,1,65,63,,,,1,1,65,63,,,,1,1,100,100,100
2007,05,02070025,Newton,Cabot,White,52,51,,,,1,,51,50,,,,1,,51,50,,,,1,,100,100,100
2007,05,02070025,Newton,Cabot,"Special Ed",10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,03,02070040,Newton,Countryside,"All Students",76,69,1,,1,2,3,77,68,1,,2,3,3,,,,,,,,99,97,
2007,03,02070040,Newton,Countryside,Asian,20,18,,,,2,,21,18,,,,3,,,,,,,,,100,100,
2007,03,02070040,Newton,Countryside,White,48,44,,,1,,3,48,44,,,1,,3,,,,,,,,98,98,
2007,03,02070040,Newton,Countryside,"LEP/Formerly LEP",11,9,,,,2,,11,9,,,,2,,,,,,,,,100,100,
2007,03,02070040,Newton,Countryside,"Special Ed",15,11,1,,1,,2,15,10,1,,2,,2,,,,,,,,93,87,
2007,04,02070040,Newton,Countryside,"All Students",72,67,3,,1,,1,72,68,3,,,,1,,,,,,,,99,100,
2007,04,02070040,Newton,Countryside,Asian,17,16,1,,,,,17,16,1,,,,,,,,,,,,100,100,
2007,04,02070040,Newton,Countryside,White,44,42,1,,1,,,44,43,1,,,,,,,,,,,,98,100,
2007,04,02070040,Newton,Countryside,"Special Ed",14,10,3,,1,,,14,11,3,,,,,,,,,,,,93,100,
2007,05,02070040,Newton,Countryside,"All Students",78,74,3,,,,1,78,73,4,,,,1,77,74,2,,,,1,100,100,100
2007,05,02070040,Newton,Countryside,"Low Income",13,11,1,,,,1,13,11,1,,,,1,13,12,,,,,1,100,100,100
2007,05,02070040,Newton,Countryside,Asian,23,21,2,,,,,23,20,3,,,,,22,20,2,,,,,100,100,100
2007,05,02070040,Newton,Countryside,White,43,43,,,,,,43,43,,,,,,43,43,,,,,,100,100,100
2007,05,02070040,Newton,Countryside,"LEP/Formerly LEP",15,14,1,,,,,15,14,1,,,,,15,14,1,,,,,100,100,100
2007,05,02070040,Newton,Countryside,"Special Ed",15,12,3,,,,,15,11,4,,,,,14,12,2,,,,,100,100,100
2007,03,02070055,Newton,Franklin,"All Students",66,65,,,,,1,66,65,,,,,1,,,,,,,,100,100,
2007,03,02070055,Newton,Franklin,"Low Income",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,03,02070055,Newton,Franklin,White,53,52,,,,,1,53,52,,,,,1,,,,,,,,100,100,
2007,03,02070055,Newton,Franklin,"Special Ed",17,16,,,,,1,17,16,,,,,1,,,,,,,,100,100,
2007,04,02070055,Newton,Franklin,"All Students",61,59,1,,,,1,62,59,1,,,1,1,,,,,,,,100,100,
2007,04,02070055,Newton,Franklin,White,48,46,1,,,,1,48,46,1,,,,1,,,,,,,,100,100,
2007,04,02070055,Newton,Franklin,"Special Ed",16,14,1,,,,1,16,14,1,,,,1,,,,,,,,100,100,
2007,05,02070055,Newton,Franklin,"All Students",68,68,,,,,,68,68,,,,,,68,68,,,,,,100,100,100
2007,05,02070055,Newton,Franklin,White,50,50,,,,,,50,50,,,,,,50,50,,,,,,100,100,100
2007,05,02070055,Newton,Franklin,"Special Ed",13,13,,,,,,13,13,,,,,,13,13,,,,,,100,100,100
2007,03,02070070,Newton,Lincoln-Eliot,"All Students",48,45,,,,1,2,48,45,,,,1,2,,,,,,,,100,100,
2007,03,02070070,Newton,Lincoln-Eliot,"Low Income",16,13,,,,1,2,16,13,,,,1,2,,,,,,,,100,100,
2007,03,02070070,Newton,Lincoln-Eliot,Asian,11,10,,,,,1,11,10,,,,,1,,,,,,,,100,100,
2007,03,02070070,Newton,Lincoln-Eliot,White,23,23,,,,,,23,23,,,,,,,,,,,,,100,100,
2007,03,02070070,Newton,Lincoln-Eliot,"LEP/Formerly LEP",14,12,,,,1,1,14,12,,,,1,1,,,,,,,,100,100,
2007,03,02070070,Newton,Lincoln-Eliot,"Special Ed",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,04,02070070,Newton,Lincoln-Eliot,"All Students",45,40,1,,,2,2,45,40,1,1,,1,2,,,,,,,,100,98,
2007,04,02070070,Newton,Lincoln-Eliot,"Low Income",16,12,1,,,1,2,16,12,1,,,1,2,,,,,,,,100,100,
2007,04,02070070,Newton,Lincoln-Eliot,Asian,10,7,,,,2,1,10,7,,1,,1,1,,,,,,,,100,90,
2007,04,02070070,Newton,Lincoln-Eliot,White,29,27,1,,,,1,29,27,1,,,,1,,,,,,,,100,100,
2007,04,02070070,Newton,Lincoln-Eliot,"Special Ed",11,10,1,,,,,11,10,1,,,,,,,,,,,,100,100,
2007,05,02070070,Newton,Lincoln-Eliot,"All Students",42,40,,,,,2,42,40,,,,,2,42,40,,,,,2,100,100,100
2007,05,02070070,Newton,Lincoln-Eliot,"Low Income",15,14,,,,,1,15,14,,,,,1,15,14,,,,,1,100,100,100
2007,05,02070070,Newton,Lincoln-Eliot,White,29,29,,,,,,29,29,,,,,,29,29,,,,,,100,100,100
2007,05,02070070,Newton,Lincoln-Eliot,"Special Ed",10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,03,02070075,Newton,"Horace Mann","All Students",62,61,,,,,1,62,61,,,,,1,,,,,,,,100,100,
2007,03,02070075,Newton,"Horace Mann",Asian,13,12,,,,,1,13,12,,,,,1,,,,,,,,100,100,
2007,03,02070075,Newton,"Horace Mann",White,43,43,,,,,,43,43,,,,,,,,,,,,,100,100,
2007,03,02070075,Newton,"Horace Mann","LEP/Formerly LEP",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,04,02070075,Newton,"Horace Mann","All Students",45,42,1,,,,2,45,42,1,,,,2,,,,,,,,100,100,
2007,04,02070075,Newton,"Horace Mann",White,32,29,1,,,,2,32,29,1,,,,2,,,,,,,,100,100,
2007,04,02070075,Newton,"Horace Mann","Special Ed",10,9,1,,,,,10,9,1,,,,,,,,,,,,100,100,
2007,05,02070075,Newton,"Horace Mann","All Students",58,57,,,,,1,59,56,,,1,,2,59,56,,,1,,2,100,98,98
2007,05,02070075,Newton,"Horace Mann",White,43,42,,,,,1,43,41,,,1,,1,43,41,,,1,,1,100,98,98
2007,05,02070075,Newton,"Horace Mann","Special Ed",13,13,,,,,,13,12,,,1,,,13,12,,,1,,,100,92,92
2007,03,02070080,Newton,Mason-Rice,"All Students",70,68,,,,,2,69,67,,,,,2,,,,,,,,100,100,
2007,03,02070080,Newton,Mason-Rice,White,55,53,,,,,2,54,52,,,,,2,,,,,,,,100,100,
2007,03,02070080,Newton,Mason-Rice,"Special Ed",11,11,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,04,02070080,Newton,Mason-Rice,"All Students",67,66,1,,,,,66,65,1,,,,,,,,,,,,100,100,
2007,04,02070080,Newton,Mason-Rice,White,56,55,1,,,,,55,54,1,,,,,,,,,,,,100,100,
2007,05,02070080,Newton,Mason-Rice,"All Students",51,51,,,,,,51,51,,,,,,51,51,,,,,,100,100,100
2007,05,02070080,Newton,Mason-Rice,White,42,42,,,,,,42,42,,,,,,42,42,,,,,,100,100,100
2007,03,02070100,Newton,Peirce,"All Students",64,64,,,,,,63,63,,,,,,,,,,,,,100,100,
2007,03,02070100,Newton,Peirce,White,51,51,,,,,,51,51,,,,,,,,,,,,,100,100,
2007,03,02070100,Newton,Peirce,"Special Ed",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,04,02070100,Newton,Peirce,"All Students",53,53,,,,,,53,52,,,1,,,,,,,,,,100,98,
2007,04,02070100,Newton,Peirce,White,36,36,,,,,,36,35,,,1,,,,,,,,,,100,97,
2007,04,02070100,Newton,Peirce,"Special Ed",10,10,,,,,,10,9,,,1,,,,,,,,,,100,90,
2007,05,02070100,Newton,Peirce,"All Students",45,45,,,,,,45,45,,,,,,45,45,,,,,,100,100,100
2007,05,02070100,Newton,Peirce,White,37,37,,,,,,37,37,,,,,,37,37,,,,,,100,100,100
2007,03,02070105,Newton,"Memorial Spaulding","All Students",78,73,,,1,3,1,79,73,,,1,3,2,,,,,,,,99,99,
2007,03,02070105,Newton,"Memorial Spaulding",Asian,10,8,,,,2,,10,8,,,,2,,,,,,,,,100,100,
2007,03,02070105,Newton,"Memorial Spaulding",White,57,55,,,1,1,,58,55,,,1,1,1,,,,,,,,98,98,
2007,03,02070105,Newton,"Memorial Spaulding","LEP/Formerly LEP",14,11,,,,3,,14,11,,,,3,,,,,,,,,100,100,
2007,04,02070105,Newton,"Memorial Spaulding","All Students",86,81,,,,4,1,85,81,,,,4,,,,,,,,,100,100,
2007,04,02070105,Newton,"Memorial Spaulding",Asian,21,19,,,,1,1,20,19,,,,1,,,,,,,,,100,100,
2007,04,02070105,Newton,"Memorial Spaulding",White,60,57,,,,3,,60,57,,,,3,,,,,,,,,100,100,
2007,04,02070105,Newton,"Memorial Spaulding","LEP/Formerly LEP",11,7,,,,4,,11,7,,,,4,,,,,,,,,100,100,
2007,04,02070105,Newton,"Memorial Spaulding","Special Ed",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2007,05,02070105,Newton,"Memorial Spaulding","All Students",72,69,1,,,1,1,73,69,1,,,1,2,73,69,1,,,1,2,100,100,100
2007,05,02070105,Newton,"Memorial Spaulding",White,51,49,1,,,1,,52,49,1,,,1,1,52,49,1,,,1,1,100,100,100
2007,05,02070105,Newton,"Memorial Spaulding","LEP/Formerly LEP",11,10,,,,1,,11,10,,,,1,,11,10,,,,1,,100,100,100
2007,05,02070105,Newton,"Memorial Spaulding","Special Ed",16,15,1,,,,,16,15,1,,,,,16,15,1,,,,,100,100,100
2007,03,02070115,Newton,Underwood,"All Students",58,55,,,,1,2,58,54,,,,1,3,,,,,,,,100,100,
2007,03,02070115,Newton,Underwood,White,39,38,,,,,1,39,37,,,,,2,,,,,,,,100,100,
2007,04,02070115,Newton,Underwood,"All Students",57,55,,,1,,1,56,54,,,1,,1,,,,,,,,98,98,
2007,04,02070115,Newton,Underwood,White,39,37,,,1,,1,38,36,,,1,,1,,,,,,,,97,97,
2007,04,02070115,Newton,Underwood,"Special Ed",10,10,,,,,,9,,,,,,,,,,,,,,100,,
2007,05,02070115,Newton,Underwood,"All Students",40,39,,,,,1,39,38,,,,,1,40,39,,,,,1,100,100,100
2007,05,02070115,Newton,Underwood,White,31,30,,,,,1,30,29,,,,,1,31,30,,,,,1,100,100,100
2007,05,02070115,Newton,Underwood,"Special Ed",11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2007,03,02070120,Newton,"John Ward","All Students",35,32,,,,2,1,35,32,,,,2,1,,,,,,,,100,100,
2007,03,02070120,Newton,"John Ward",White,25,23,,,,1,1,25,23,,,,1,1,,,,,,,,100,100,
2007,04,02070120,Newton,"John Ward","All Students",45,44,1,,,,,45,44,1,,,,,,,,,,,,100,100,
2007,04,02070120,Newton,"John Ward",White,36,36,,,,,,36,36,,,,,,,,,,,,,100,100,
2007,05,02070120,Newton,"John Ward","All Students",43,41,,,,1,1,43,40,1,,,1,1,43,41,,,,1,1,100,100,100
2007,05,02070120,Newton,"John Ward",White,36,35,,,,,1,36,34,1,,,,1,36,35,,,,,1,100,100,100
2007,05,02070120,Newton,"John Ward","Special Ed",11,11,,,,,,11,10,1,,,,,11,11,,,,,,100,100,100
2007,03,02070125,Newton,Williams,"All Students",42,39,,,,2,1,42,39,,,,2,1,,,,,,,,100,100,
2007,03,02070125,Newton,Williams,White,24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2007,04,02070125,Newton,Williams,"All Students",49,47,,1,,1,,49,48,,,,1,,,,,,,,,98,100,
2007,04,02070125,Newton,Williams,Asian,13,11,,1,,1,,13,12,,,,1,,,,,,,,,92,100,
2007,04,02070125,Newton,Williams,White,32,32,,,,,,32,32,,,,,,,,,,,,,100,100,
2007,04,02070125,Newton,Williams,"LEP/Formerly LEP",10,8,,1,,1,,10,9,,,,1,,,,,,,,,90,100,
2007,05,02070125,Newton,Williams,"All Students",47,46,,,,,1,47,46,,,,,1,47,46,,,,,1,100,100,100
2007,05,02070125,Newton,Williams,White,40,40,,,,,,40,40,,,,,,40,40,,,,,,100,100,100
2007,03,02070130,Newton,Zervas,"All Students",59,59,,,,,,59,59,,,,,,,,,,,,,100,100,
2007,03,02070130,Newton,Zervas,White,48,48,,,,,,48,48,,,,,,,,,,,,,100,100,
2007,04,02070130,Newton,Zervas,"All Students",54,53,1,,,,,54,53,1,,,,,,,,,,,,100,100,
2007,04,02070130,Newton,Zervas,White,41,40,1,,,,,41,40,1,,,,,,,,,,,,100,100,
2007,05,02070130,Newton,Zervas,"All Students",63,61,1,,1,,,63,62,1,,,,,63,62,1,,,,,98,100,100
2007,05,02070130,Newton,Zervas,White,49,47,1,,1,,,49,48,1,,,,,49,48,1,,,,,98,100,100
2007,05,02070130,Newton,Zervas,"Special Ed",15,14,1,,,,,15,14,1,,,,,15,14,1,,,,,100,100,100
2007,06,02070305,Newton,"Bigelow Middle","All Students",168,164,3,,,,1,169,164,3,,,,2,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle","Low Income",21,20,1,,,,,21,20,1,,,,,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle",Black,13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle",Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle",White,116,114,1,,,,1,117,114,1,,,,2,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle",Multi-race,21,20,1,,,,,21,20,1,,,,,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle","LEP/Formerly LEP",11,9,1,,,,1,11,9,1,,,,1,,,,,,,,100,100,
2007,06,02070305,Newton,"Bigelow Middle","Special Ed",41,37,3,,,,1,41,37,3,,,,1,,,,,,,,100,100,
2007,07,02070305,Newton,"Bigelow Middle","All Students",165,162,2,,,1,,166,161,2,,1,1,1,,,,,,,,100,99,
2007,07,02070305,Newton,"Bigelow Middle","Low Income",31,29,1,,,1,,32,29,1,,,1,1,,,,,,,,100,100,
2007,07,02070305,Newton,"Bigelow Middle",Black,17,16,,,,1,,17,16,,,,1,,,,,,,,,100,100,
2007,07,02070305,Newton,"Bigelow Middle",Hispanic/Latino,16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2007,07,02070305,Newton,"Bigelow Middle",White,113,111,2,,,,,113,110,2,,1,,,,,,,,,,100,99,
2007,07,02070305,Newton,"Bigelow Middle",Multi-race,15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2007,07,02070305,Newton,"Bigelow Middle","LEP/Formerly LEP",16,15,,,,1,,17,15,,,,1,1,,,,,,,,100,100,
2007,07,02070305,Newton,"Bigelow Middle","Special Ed",43,41,2,,,,,43,40,2,,1,,,,,,,,,,100,98,
2007,08,02070305,Newton,"Bigelow Middle","All Students",166,157,,,1,,8,164,155,,1,1,,7,164,155,,1,1,,7,99,99,99
2007,08,02070305,Newton,"Bigelow Middle","Low Income",24,22,,,,,2,24,22,,,,,2,24,22,,,,,2,100,100,100
2007,08,02070305,Newton,"Bigelow Middle",Black,15,14,,,,,1,15,14,,,,,1,15,14,,,,,1,100,100,100
2007,08,02070305,Newton,"Bigelow Middle",Asian,11,11,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,08,02070305,Newton,"Bigelow Middle",Hispanic/Latino,13,12,,,,,1,13,12,,,,,1,13,12,,,,,1,100,100,100
2007,08,02070305,Newton,"Bigelow Middle",White,112,105,,,1,,6,111,104,,1,1,,5,111,104,,1,1,,5,99,98,98
2007,08,02070305,Newton,"Bigelow Middle",Multi-race,15,15,,,,,,15,15,,,,,,15,15,,,,,,100,100,100
2007,08,02070305,Newton,"Bigelow Middle","Special Ed",39,38,,,,,1,39,38,,,,,1,39,38,,,,,1,100,100,100
2007,06,02070310,Newton,"Charles E Brown Middle","All Students",229,224,1,,1,,3,231,222,2,,2,,5,,,,,,,,100,99,
2007,06,02070310,Newton,"Charles E Brown Middle","Low Income",15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2007,06,02070310,Newton,"Charles E Brown Middle",Black,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2007,06,02070310,Newton,"Charles E Brown Middle",Asian,34,34,,,,,,35,34,,,,,1,,,,,,,,100,100,
2007,06,02070310,Newton,"Charles E Brown Middle",White,166,161,1,,1,,3,167,159,2,,2,,4,,,,,,,,99,99,
2007,06,02070310,Newton,"Charles E Brown Middle","LEP/Formerly LEP",13,13,,,,,,14,13,,,,,1,,,,,,,,100,100,
2007,06,02070310,Newton,"Charles E Brown Middle","Special Ed",39,37,1,,1,,,39,36,2,,1,,,,,,,,,,97,97,
2007,07,02070310,Newton,"Charles E Brown Middle","All Students",201,195,2,,1,,3,201,196,2,,,,3,,,,,,,,100,100,
2007,07,02070310,Newton,"Charles E Brown Middle","Low Income",14,13,,,1,,,14,14,,,,,,,,,,,,,93,100,
2007,07,02070310,Newton,"Charles E Brown Middle",Asian,31,28,,,,,3,31,28,,,,,3,,,,,,,,100,100,
2007,07,02070310,Newton,"Charles E Brown Middle",Hispanic/Latino,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,07,02070310,Newton,"Charles E Brown Middle",White,147,144,2,,1,,,147,145,2,,,,,,,,,,,,99,100,
2007,07,02070310,Newton,"Charles E Brown Middle","LEP/Formerly LEP",10,8,,,,,2,10,8,,,,,2,,,,,,,,100,100,
2007,07,02070310,Newton,"Charles E Brown Middle","Special Ed",42,39,2,,1,,,42,40,2,,,,,,,,,,,,98,100,
2007,08,02070310,Newton,"Charles E Brown Middle","All Students",239,233,2,,1,,3,239,234,2,,,,3,239,234,2,,,,3,100,100,100
2007,08,02070310,Newton,"Charles E Brown Middle","Low Income",24,23,,,1,,,24,24,,,,,,24,24,,,,,,96,100,100
2007,08,02070310,Newton,"Charles E Brown Middle",Black,13,12,,,,,1,13,12,,,,,1,13,12,,,,,1,100,100,100
2007,08,02070310,Newton,"Charles E Brown Middle",Asian,32,31,,,,,1,32,31,,,,,1,32,31,,,,,1,100,100,100
2007,08,02070310,Newton,"Charles E Brown Middle",White,177,173,2,,1,,1,177,174,2,,,,1,177,174,2,,,,1,99,100,100
2007,08,02070310,Newton,"Charles E Brown Middle","LEP/Formerly LEP",12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2007,08,02070310,Newton,"Charles E Brown Middle","Special Ed",62,58,2,,1,,1,62,59,2,,,,1,62,59,2,,,,1,98,100,100
2007,06,02070315,Newton,"F A Day Middle","All Students",239,232,,,1,2,4,239,231,1,,,2,5,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle","Low Income",29,26,,,,1,2,29,26,,,,1,2,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle",Black,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle",Asian,32,31,,,,,1,32,31,,,,,1,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle",Hispanic/Latino,14,12,,,,1,1,14,12,,,,1,1,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle",White,164,160,,,1,1,2,164,159,1,,,1,3,,,,,,,,99,100,
2007,06,02070315,Newton,"F A Day Middle",Multi-race,15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle","LEP/Formerly LEP",30,27,,,,2,1,30,27,,,,2,1,,,,,,,,100,100,
2007,06,02070315,Newton,"F A Day Middle","Special Ed",59,58,,,1,,,59,57,1,,,,1,,,,,,,,98,100,
2007,07,02070315,Newton,"F A Day Middle","All Students",254,249,1,,2,,2,252,245,4,,1,,2,,,,,,,,99,100,
2007,07,02070315,Newton,"F A Day Middle","Low Income",29,29,,,,,,29,28,,,1,,,,,,,,,,100,97,
2007,07,02070315,Newton,"F A Day Middle",Black,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,07,02070315,Newton,"F A Day Middle",Asian,33,33,,,,,,32,32,,,,,,,,,,,,,100,100,
2007,07,02070315,Newton,"F A Day Middle",White,195,190,1,,2,,2,194,187,4,,1,,2,,,,,,,,99,99,
2007,07,02070315,Newton,"F A Day Middle","LEP/Formerly LEP",15,15,,,,,,14,14,,,,,,,,,,,,,100,100,
2007,07,02070315,Newton,"F A Day Middle","Special Ed",55,53,1,,1,,,55,50,4,,1,,,,,,,,,,98,98,
2007,08,02070315,Newton,"F A Day Middle","All Students",248,244,,,,,4,249,245,,,,,4,249,244,,,1,,4,100,100,100
2007,08,02070315,Newton,"F A Day Middle","Low Income",24,23,,,,,1,24,23,,,,,1,24,22,,,1,,1,100,100,96
2007,08,02070315,Newton,"F A Day Middle",Black,10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,08,02070315,Newton,"F A Day Middle",Asian,21,20,,,,,1,21,20,,,,,1,21,20,,,,,1,100,100,100
2007,08,02070315,Newton,"F A Day Middle",Hispanic/Latino,9,,,,,,,10,10,,,,,,10,10,,,,,,,100,100
2007,08,02070315,Newton,"F A Day Middle",White,197,194,,,,,3,197,194,,,,,3,197,193,,,1,,3,100,100,99
2007,08,02070315,Newton,"F A Day Middle",Multi-race,11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2007,08,02070315,Newton,"F A Day Middle","Special Ed",65,64,,,,,1,65,64,,,,,1,65,63,,,1,,1,100,100,98
2007,06,02070320,Newton,"Oak Hill Middle","All Students",195,184,4,,1,4,2,195,184,5,,,4,2,,,,,,,,99,100,
2007,06,02070320,Newton,"Oak Hill Middle","Low Income",14,12,1,,,,1,14,12,1,,,,1,,,,,,,,100,100,
2007,06,02070320,Newton,"Oak Hill Middle",Asian,47,41,1,,,4,1,47,41,1,,,4,1,,,,,,,,100,100,
2007,06,02070320,Newton,"Oak Hill Middle",Hispanic/Latino,12,11,1,,,,,12,11,1,,,,,,,,,,,,100,100,
2007,06,02070320,Newton,"Oak Hill Middle",White,121,117,2,,1,,1,121,117,3,,,,1,,,,,,,,99,100,
2007,06,02070320,Newton,"Oak Hill Middle","LEP/Formerly LEP",29,24,,,,4,1,29,24,,,,4,1,,,,,,,,100,100,
2007,06,02070320,Newton,"Oak Hill Middle","Special Ed",56,51,4,,1,,,56,51,5,,,,,,,,,,,,98,100,
2007,07,02070320,Newton,"Oak Hill Middle","All Students",189,182,1,,,2,4,189,182,1,,,2,4,,,,,,,,100,100,
2007,07,02070320,Newton,"Oak Hill Middle","Low Income",11,9,,,,,2,11,9,,,,,2,,,,,,,,100,100,
2007,07,02070320,Newton,"Oak Hill Middle",Asian,31,28,,,,2,1,31,28,,,,2,1,,,,,,,,100,100,
2007,07,02070320,Newton,"Oak Hill Middle",White,138,135,1,,,,2,138,135,1,,,,2,,,,,,,,100,100,
2007,07,02070320,Newton,"Oak Hill Middle","LEP/Formerly LEP",14,10,,,,2,2,14,10,,,,2,2,,,,,,,,100,100,
2007,07,02070320,Newton,"Oak Hill Middle","Special Ed",39,37,1,,,,1,39,37,1,,,,1,,,,,,,,100,100,
2007,08,02070320,Newton,"Oak Hill Middle","All Students",193,184,1,,1,3,4,193,183,2,,,3,5,192,184,1,,,3,4,99,100,100
2007,08,02070320,Newton,"Oak Hill Middle","Low Income",18,15,,,,,3,18,15,,,,,3,17,15,,,,,2,100,100,100
2007,08,02070320,Newton,"Oak Hill Middle",Black,11,10,,,,,1,11,10,,,,,1,11,10,,,,,1,100,100,100
2007,08,02070320,Newton,"Oak Hill Middle",Asian,36,32,,,,2,2,36,32,,,,2,2,35,32,,,,2,1,100,100,100
2007,08,02070320,Newton,"Oak Hill Middle",White,142,139,1,,1,1,,142,138,2,,,1,1,142,139,1,,,1,1,99,100,100
2007,08,02070320,Newton,"Oak Hill Middle","LEP/Formerly LEP",14,11,,,,3,,14,11,,,,3,,14,11,,,,3,,100,100,100
2007,08,02070320,Newton,"Oak Hill Middle","Special Ed",31,30,1,,,,,32,29,2,,,,1,32,30,1,,,,1,100,100,100
2007,10,02070505,Newton,"Newton North High","All Students",457,441,3,1,,5,7,456,440,2,2,1,5,6,,,,,,,,100,99,
2007,10,02070505,Newton,"Newton North High","Low Income",57,51,,1,,4,1,56,52,,,,4,,,,,,,,,98,100,
2007,10,02070505,Newton,"Newton North High",Black,23,21,,,,1,1,22,20,,1,,1,,,,,,,,,100,95,
2007,10,02070505,Newton,"Newton North High",Asian,46,40,,1,,3,2,46,41,,,,3,2,,,,,,,,98,100,
2007,10,02070505,Newton,"Newton North High",Hispanic/Latino,50,49,,,,,1,50,49,,,,,1,,,,,,,,100,100,
2007,10,02070505,Newton,"Newton North High",White,330,323,3,,,1,3,330,322,2,1,1,1,3,,,,,,,,100,99,
2007,10,02070505,Newton,"Newton North High","LEP/Formerly LEP",26,21,,,,5,,26,21,,,,5,,,,,,,,,100,100,
2007,10,02070505,Newton,"Newton North High","Special Ed",114,110,3,,,,1,114,111,2,,,,1,,,,,,,,100,100,
2007,10,02070510,Newton,"Newton South High","All Students",461,455,,,1,1,4,462,454,1,1,1,1,4,,,,,,,,100,100,
