Year,Org_code,DistrictName,SchoolName,Subject,Grade,tested,wptopdev,wpcompconv,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2012,00010003,Abington,"Beaver Brook Elementary School",ELA,03,167," "," ",0.72,0.82,0.86,0.95,0.82,0.66,0.84,0.83,0.89,0.72,1.26,1.23,0.83,0.7,0.81,0.59,0.72,0.82,0.83,0.94,0.7,0.82,0.8,0.72,0.78,0.8,0.66,2.08,0.94,0.64,0.57,0.73,0.84,1.26,0.84,0.86,0.46,0.83,0.67,0.77,1.14," "," "," "," "
2012,00010003,Abington,"Beaver Brook Elementary School",MATH,03,167," "," ",0.87,0.91,0.37,0.96,1.14,0.67,0.78,0.75,0.87,0.94,0.69,0.95,0.68,0.61,0.78,0.81,0.77,0.41,0.88,0.78,0.62,0.84,0.84,0.82,0.82,0.83,0.84,0.83,0.58,0.85,1.19,0.78,0.75,0.85,0.91,1.2," "," "," "," "," "," "," "," "," "
2012,00010003,Abington,"Beaver Brook Elementary School",ELA,04,151,6.31,6.21,0.85,0.9,0.83,0.89,0.83,1.79,0.79,0.73,0.59,0.81,0.77,0.77,0.81,0.79,0.82,0.86,1.88,0.72,0.81,0.92,0.94,0.77,0.7,2.23,0.81,0.73,0.74,0.64,0.78,0.69,0.74,0.68,0.77,0.7,1.64,0.85,0.88,0.76,0.64,0.64," "," "," "," "," "
2012,00010003,Abington,"Beaver Brook Elementary School",MATH,04,152," "," ",0.91,0.74,0.72,0.66,0.81,0.72,2.15,0.43,0.79,0.8,0.51,0.77,0.66,0.62,0.56,0.76,0.88,0.57,2.92,0.85,0.5,0.88,0.74,0.61,0.84,0.86,0.5,0.66,0.76,2.39,0.84,0.61,0.61,0.66,0.51,0.7,0.65,0.7,0.8,0.52,0.56,2.82," "," "," "
2012,00010015,Abington,"Woodsdale Elementary School",ELA,05,150," "," ",0.92,0.92,0.78,0.7,0.93,0.86,2.57,0.77,0.9,0.85,0.55,0.61,0.93,0.95,0.95,0.69,0.87,2.16,0.64,0.94,0.61,0.77,0.65,1.92,0.86,0.82,0.85,0.63,0.79,0.63,0.68,0.88,0.85,0.78,2.06,0.63,0.71,0.73,0.63,0.63," "," "," "," "," "
2012,00010015,Abington,"Woodsdale Elementary School",MATH,05,150," "," ",0.85,0.83,0.72,0.52,2.31,0.84,0.65,0.69,0.76,0.66,0.85,0.57,0.76,0.73,0.91,0.74,0.48,0.71,0.64,0.74,2.11,0.95,0.95,0.55,0.84,0.73,0.54,0.67,0.62,0.78,0.74,2.34,0.82,0.84,0.66,0.7,0.83,0.95,0.75,2.67,0.79,0.66," "," "," "
2012,00010015,Abington,"Woodsdale Elementary School",SCI,05,150," "," ",0.97,0.81,0.64,0.9,0.91,0.74,1.55,0.94,0.41,0.83,0.36,0.55,0.87,0.54,0.85,0.81,0.85,0.75,0.6,0.66,1.77,0.61,0.47,0.73,0.77,0.6,0.47,0.92,0.62,0.69,0.77,0.87,2.46,0.91,0.57,0.25,0.87,0.89,0.57,0.88,0.71,1.61," "," "," "
2012,00010015,Abington,"Woodsdale Elementary School",ELA,06,178," "," ",0.63,0.8,0.89,0.6,0.86,0.82,2.49,0.87,0.63,0.8,0.88,0.68,0.91,0.84,0.69,0.6,0.74,2.19,0.9,0.52,0.63,0.71,0.74,2.18,0.9,0.88,0.88,0.65,0.95,0.8,0.84,0.93,0.64,0.92,2.3,0.6,0.7,0.78,0.95,0.71," "," "," "," "," "
2012,00010015,Abington,"Woodsdale Elementary School",MATH,06,178," "," ",0.93,0.97,0.87,0.93,0.7,0.64,0.78,0.62,0.73,0.78,0.62,2.67,0.81,0.74,0.75,0.9,0.17,2.68,0.89,0.52,0.48,0.75,0.84,0.73,0.7,2.79,0.58,0.81,0.81,0.69,0.92,0.62,0.76,0.75,0.79,0.68,0.81,0.86,0.86,0.89,0.81,2.71," "," "," "
2012,00010405,Abington,"Frolio Middle School",ELA,07,161,6.63,6.58,0.78,0.63,0.83,0.8,0.74,0.89,2.52,0.93,0.9,0.83,0.69,0.84,0.88,0.92,0.75,0.71,0.58,0.95,2.51,0.85,0.63,0.7,0.74,0.94,1.93,0.8,0.92,0.69,0.51,0.63,0.79,0.71,0.85,0.91,2.2,0.83,0.7,0.45,0.44,0.68," "," "," "," "," "
2012,00010405,Abington,"Frolio Middle School",MATH,07,163," "," ",0.77,0.81,0.69,0.63,0.72,0.58,0.47,3.01,0.61,0.75,2.26,0.85,0.63,0.51,0.66,0.67,0.53,0.45,0.85,0.6,0.43,0.86,0.51,0.7,0.84,0.81,0.74,0.68,0.83,0.64,0.65,0.76,0.64,0.51,0.67,0.4,0.61,0.64,2.18,0.56,0.72,2.66," "," "," "
2012,00010405,Abington,"Frolio Middle School",ELA,08,162," "," ",0.83,0.86,0.83,0.91,0.78,0.65,0.86,0.67,0.86,0.72,2.59,0.84,0.93,0.87,0.74,0.79,0.81,2.58,0.83,0.88,0.96,0.75,0.69,0.84,2.95,0.92,0.75,0.88,0.87,0.86,0.73,0.81,0.87,0.91,2.45,0.95,0.94,0.66,0.67,0.86," "," "," "," "," "
2012,00010405,Abington,"Frolio Middle School",MATH,08,162," "," ",0.88,0.73,0.72,0.8,0.63,0.81,0.78,0.73,0.82,2.51,0.5,0.77,0.68,0.51,0.72,0.6,0.81,0.62,0.77,0.6,2.15,0.69,0.8,0.56,0.87,0.74,0.78,0.59,0.72,0.58,2.73,0.85,0.67,0.77,0.58,0.73,0.76,0.72,0.83,2.48,0.53,0.68," "," "," "
2012,00010405,Abington,"Frolio Middle School",SCI,08,162," "," ",0.83,0.78,0.53,0.49,0.68,0.71,0.67,0.81,0.88,0.7,0.88,1.91,0.88,0.62,0.59,0.86,0.56,0.79,0.86,0.85,1.73,0.69,0.72,0.65,0.55,0.76,0.54,1.36,0.96,0.75,0.71,0.75,0.92,0.83,0.7,0.75,0.59,0.46,0.41,0.53,0.4,1.98," "," "," "
2012,00010505,Abington,"Abington High",ELA,10,96,7.1,6.97,0.69,0.92,0.93,0.95,0.8,0.95,0.75,0.79,2.46,0.72,0.68,0.79,0.52,0.89,0.59,0.65,0.86,2.18,0.73,0.69,0.93,0.92,0.8,0.93,0.47,0.94,2.3,0.8,0.7,0.82,0.79,0.92,0.91,0.91,0.81,2,0.89,0.8,0.65,0.9," "," "," "," "," "
2012,00010505,Abington,"Abington High",MATH,10,96," "," ",0.82,0.76,0.3,0.43,0.7,0.74,0.72,0.61,0.7,0.84,0.86,0.33,0.54,0.89,0.65,0.59,2.06,0.4,0.56,2.52,2.55,0.77,0.81,0.76,0.81,0.66,0.73,0.51,0.82,0.65,2.79,0.44,0.5,0.51,0.48,0.56,0.61,0.56,0.73,0.45,1.94,2.49," "," "," "
2012,00010505,Abington,"Abington High",BIO,HS,129," "," ",0.74,0.62,0.75,0.76,0.98,0.87,0.59,0.26,0.63,0.4,0.62,2.04,0.78,0.88,0.67,0.83,0.66,0.76,0.81,0.56,0.65,0.72,0.98,0.93,0.62,0.43,0.82,0.88,0.67,0.71,0.71,1.48,0.89,0.74,0.69,0.78,0.7,0.74,0.48,0.33,0.73,0.78,0.66,1.81,2.11
2012,00020010,Acton,Merriam,ELA,03,68," "," ",0.78,0.96,0.96,0.99,0.96,0.82,0.96,0.91,0.96,0.87,1.38,1.32,0.94,0.9,0.87,0.81,0.69,0.96,0.99,0.97,0.93,0.85,0.96,0.79,0.87,0.97,0.88,2.13,0.96,0.75,0.96,0.75,0.9,1.26,0.94,0.96,0.72,0.97,0.88,0.97,1.6," "," "," "," "
2012,00020010,Acton,Merriam,MATH,03,67," "," ",0.96,0.99,0.58,0.96,1.63,0.69,0.9,0.79,0.94,1.21,0.9,0.88,0.87,0.58,0.93,0.94,0.93,0.66,0.96,0.87,0.78,0.96,0.91,0.96,0.87,0.94,0.9,0.96,0.85,0.99,1.49,0.94,0.9,0.96,0.96,1.54," "," "," "," "," "," "," "," "," "
2012,00020010,Acton,Merriam,ELA,04,72,7.17,6.78,0.93,0.97,0.92,0.79,0.9,1.56,0.85,0.88,0.74,0.93,0.82,0.92,0.85,0.9,0.96,1,1.79,0.92,0.92,0.96,0.99,0.85,0.83,2.28,0.93,0.85,0.82,0.76,0.83,0.74,0.86,0.89,0.85,0.85,1.88,0.96,0.93,0.83,0.76,0.78," "," "," "," "," "
2012,00020010,Acton,Merriam,MATH,04,72," "," ",0.94,0.9,0.82,0.89,0.88,0.83,2.51,0.67,0.89,0.89,0.68,0.94,0.75,0.78,0.67,0.9,0.88,0.81,3.08,0.96,0.72,0.99,0.89,0.72,0.97,0.92,0.63,0.78,0.85,2.57,0.94,0.86,0.83,0.89,0.74,0.89,0.9,0.86,0.86,0.9,0.85,3.47," "," "," "
2012,00020010,Acton,Merriam,ELA,05,73," "," ",0.95,0.93,0.93,0.81,0.99,0.96,1.96,0.92,0.96,0.96,0.63,0.84,0.99,1,0.99,0.82,0.99,2.04,0.78,0.97,0.7,0.81,0.79,1.95,0.97,0.88,0.99,0.81,0.93,0.82,0.9,0.97,0.84,0.92,1.93,0.84,0.75,0.82,0.84,0.78," "," "," "," "," "
2012,00020010,Acton,Merriam,MATH,05,74," "," ",0.96,0.92,0.84,0.68,3.16,0.81,0.95,0.84,0.92,0.88,0.96,0.73,0.97,0.81,0.96,0.81,0.65,0.82,0.81,0.92,2.84,0.93,0.96,0.74,0.93,0.81,0.77,0.8,0.85,0.92,0.73,3.09,0.97,0.86,0.66,0.88,0.96,0.92,0.92,3.23,0.86,0.81," "," "," "
2012,00020010,Acton,Merriam,SCI,05,74," "," ",0.97,0.93,0.85,0.96,0.96,0.82,1.65,0.97,0.47,0.92,0.47,0.8,0.86,0.74,0.91,0.85,0.86,0.95,0.81,0.77,2.38,0.59,0.51,0.82,0.91,0.73,0.73,0.92,0.74,0.78,0.92,0.95,2.73,0.93,0.59,0.5,0.81,0.73,0.61,0.96,0.88,2.19," "," "," "
2012,00020010,Acton,Merriam,ELA,06,72," "," ",0.75,0.83,0.92,0.81,0.89,0.89,2.76,0.92,0.76,0.88,0.92,0.9,0.99,0.92,0.75,0.71,0.83,2.53,0.9,0.78,0.81,0.83,0.94,2.58,0.96,0.94,0.96,0.64,0.99,0.88,0.92,0.96,0.74,0.94,2.42,0.76,0.83,0.89,0.94,0.71," "," "," "," "," "
2012,00020010,Acton,Merriam,MATH,06,72," "," ",0.99,0.97,0.96,0.92,0.93,0.89,0.9,0.71,0.85,0.92,0.76,3.38,0.88,0.86,0.86,0.99,0.54,3.08,0.94,0.68,0.69,0.92,0.83,0.89,0.79,3.36,0.79,0.93,0.88,0.9,0.86,0.72,0.9,0.79,0.83,0.85,0.85,0.99,0.92,0.92,0.93,3.5," "," "," "
2012,00020015,Acton,McCarthy-Towne,ELA,03,68," "," ",0.88,0.9,0.96,0.99,0.93,0.71,0.96,0.93,0.94,0.88,1.49,1.26,0.91,0.91,0.79,0.9,0.71,0.97,0.91,0.99,0.96,0.9,0.9,0.88,0.9,0.85,0.93,2.09,0.99,0.85,0.76,0.71,1,1.37,0.99,0.97,0.62,0.96,0.78,0.97,1.65," "," "," "," "
2012,00020015,Acton,McCarthy-Towne,MATH,03,70," "," ",0.96,0.99,0.49,0.97,1.36,0.74,0.87,0.6,0.9,1.37,0.79,0.96,0.83,0.6,0.79,0.91,0.71,0.47,0.89,0.49,0.6,0.87,0.94,0.96,0.83,0.93,0.93,0.93,0.9,0.91,1.41,0.94,0.8,0.9,0.86,1.34," "," "," "," "," "," "," "," "," "
2012,00020015,Acton,McCarthy-Towne,ELA,04,65,6.75,6.57,0.95,0.92,0.77,0.85,0.88,1.57,0.95,0.82,0.78,0.94,0.74,0.82,0.77,0.83,0.78,0.91,1.74,0.85,0.94,0.91,0.95,0.89,0.83,2.08,0.92,0.91,0.85,0.71,0.78,0.78,0.8,0.86,0.82,0.74,1.75,0.91,0.92,0.83,0.58,0.71," "," "," "," "," "
2012,00020015,Acton,McCarthy-Towne,MATH,04,65," "," ",0.95,0.83,0.78,0.78,0.63,0.77,2.26,0.43,0.74,0.85,0.58,0.91,0.82,0.58,0.65,0.8,0.91,0.49,3.06,0.91,0.34,0.92,0.6,0.68,0.92,0.6,0.63,0.75,0.74,2.55,0.85,0.52,0.68,0.75,0.72,0.8,0.89,0.74,0.78,0.65,0.6,2.88," "," "," "
2012,00020015,Acton,McCarthy-Towne,ELA,05,73," "," ",0.88,0.95,0.88,0.82,0.95,0.92,2.12,0.77,0.95,0.85,0.67,0.77,0.95,0.93,0.92,0.75,0.92,2.01,0.81,0.86,0.73,0.7,0.73,1.75,0.92,0.82,0.88,0.78,0.79,0.79,0.74,0.88,0.93,0.9,1.75,0.81,0.74,0.79,0.78,0.56," "," "," "," "," "
2012,00020015,Acton,McCarthy-Towne,MATH,05,73," "," ",0.89,0.74,0.68,0.62,2.86,0.85,0.68,0.89,0.84,0.56,0.88,0.53,0.85,0.77,0.44,0.16,0.53,0.73,0.79,0.92,2.47,0.92,0.75,0.62,0.89,0.89,0.75,0.73,0.74,0.74,0.85,2.68,0.89,0.88,0.66,0.73,0.9,0.88,0.89,2.03,0.89,0.71," "," "," "
2012,00020015,Acton,McCarthy-Towne,SCI,05,73," "," ",0.99,0.85,0.64,0.97,0.96,0.96,1.16,0.99,0.48,0.84,0.7,0.63,0.88,0.68,0.95,0.88,0.88,0.93,0.58,0.67,2.32,0.62,0.47,0.64,0.88,0.74,0.66,0.96,0.82,0.75,0.92,0.9,2.55,0.82,0.58,0.41,0.79,0.86,0.53,0.95,0.79,1.9," "," "," "
2012,00020015,Acton,McCarthy-Towne,ELA,06,75," "," ",0.73,0.92,0.92,0.8,0.83,0.89,2.72,0.96,0.79,0.93,0.95,0.81,0.95,0.95,0.76,0.77,0.91,2.44,0.89,0.73,0.89,0.8,0.95,2,0.96,0.92,0.99,0.69,0.99,0.89,0.91,0.92,0.73,0.97,2.35,0.81,0.77,0.95,0.97,0.75," "," "," "," "," "
2012,00020015,Acton,McCarthy-Towne,MATH,06,75," "," ",0.92,0.99,0.92,0.96,0.81,0.81,0.91,0.68,0.93,0.88,0.71,3.35,0.95,0.93,0.92,0.96,0.45,2.87,0.99,0.77,0.84,0.83,0.96,0.88,0.81,3.31,0.79,0.97,0.96,0.89,0.97,0.91,0.89,0.6,0.93,0.83,0.88,0.95,0.99,0.96,0.91,3.23," "," "," "
2012,00020020,Acton,Douglas,ELA,03,71," "," ",0.79,0.92,0.87,0.93,0.86,0.86,0.92,0.9,0.9,0.82,1.32,1.23,0.94,0.86,0.85,0.75,0.85,0.93,0.94,0.99,0.96,0.89,0.94,0.83,0.89,0.93,0.7,2.21,0.92,0.8,0.85,0.77,0.9,1.38,0.89,0.96,0.63,0.96,0.83,0.92,1.65," "," "," "," "
2012,00020020,Acton,Douglas,MATH,03,71," "," ",0.99,1,0.55,0.99,1.56,0.86,0.94,0.85,0.94,1.58,0.8,0.92,0.93,0.73,0.87,0.97,0.92,0.73,1,0.87,0.75,0.93,0.96,0.97,0.93,0.96,0.96,0.97,0.86,0.96,1.55,0.93,0.92,0.9,0.96,1.63," "," "," "," "," "," "," "," "," "
2012,00020020,Acton,Douglas,ELA,04,69,6.77,6.57,0.94,0.94,0.81,0.84,0.9,1.61,0.9,0.9,0.75,0.91,0.83,0.94,0.93,0.88,0.91,0.99,2.09,0.87,0.94,0.96,1,0.9,0.84,2.46,0.9,0.86,0.83,0.74,0.78,0.78,0.84,0.84,0.93,0.87,1.78,0.96,0.87,0.8,0.55,0.77," "," "," "," "," "
2012,00020020,Acton,Douglas,MATH,04,69," "," ",0.97,0.94,0.8,0.91,0.93,0.88,2.3,0.59,0.84,0.78,0.72,0.91,0.83,0.61,0.75,0.88,0.88,0.64,3.32,0.9,0.59,0.88,0.77,0.67,0.86,0.87,0.58,0.75,0.84,2.41,0.84,0.94,0.77,0.84,0.72,0.9,0.83,0.77,0.81,0.74,0.75,3.36," "," "," "
2012,00020020,Acton,Douglas,ELA,05,75," "," ",0.87,0.92,0.95,0.79,1,0.93,2.52,0.91,0.96,0.92,0.8,0.77,0.99,0.99,0.97,0.72,0.92,2.4,0.71,0.96,0.76,0.8,0.75,2.11,0.93,0.95,0.97,0.84,0.92,0.79,0.93,0.88,0.89,0.92,2.09,0.73,0.88,0.83,0.84,0.76," "," "," "," "," "
2012,00020020,Acton,Douglas,MATH,05,75," "," ",0.97,0.95,0.92,0.81,3.43,0.93,0.69,0.92,0.91,0.84,0.93,0.84,0.93,0.93,0.89,0.88,0.84,0.76,0.84,0.87,3.01,0.93,0.99,0.79,0.97,0.69,0.83,0.87,0.89,0.97,0.91,3.47,0.97,0.95,0.76,0.89,0.96,1,0.93,3.4,0.97,0.88," "," "," "
2012,00020020,Acton,Douglas,SCI,05,75," "," ",0.99,0.97,0.77,0.99,0.97,0.95,1.99,1,0.77,0.96,0.81,0.91,0.89,0.8,0.95,0.95,0.91,0.93,0.84,0.8,2.71,0.68,0.69,0.93,0.97,0.71,0.67,1,0.71,0.73,1,0.96,2.95,0.95,0.75,0.48,0.88,0.93,0.79,0.95,0.91,2.31," "," "," "
2012,00020020,Acton,Douglas,ELA,06,73," "," ",0.68,0.88,0.86,0.78,0.81,0.92,2.66,0.93,0.79,0.85,0.9,0.85,1,0.89,0.81,0.77,0.88,2.45,0.92,0.71,0.77,0.89,0.96,2.3,0.97,0.96,0.99,0.66,0.99,0.88,0.92,0.97,0.74,0.95,2.4,0.68,0.66,0.84,0.93,0.75," "," "," "," "," "
2012,00020020,Acton,Douglas,MATH,06,73," "," ",0.92,0.97,0.97,0.96,0.78,0.84,0.88,0.67,0.88,0.85,0.68,3.27,0.86,0.92,0.81,0.97,0.36,2.84,0.96,0.6,0.68,0.9,0.93,0.88,0.79,3.27,0.68,0.96,0.7,0.74,0.89,0.7,0.88,0.86,0.86,0.86,0.88,0.9,0.9,0.95,0.95,3.21," "," "," "
2012,00020025,Acton,Gates,ELA,03,71," "," ",0.8,0.89,0.86,0.97,0.9,0.8,0.85,0.94,0.93,0.79,1.45,1.34,0.97,0.92,0.92,0.82,0.77,0.96,0.96,1,0.89,0.85,0.92,0.77,0.75,0.89,0.79,2.15,0.97,0.79,0.83,0.62,0.92,1.39,0.86,0.93,0.61,0.94,0.9,0.93,1.55," "," "," "," "
2012,00020025,Acton,Gates,MATH,03,71," "," ",0.93,0.97,0.54,0.89,1.54,0.75,0.85,0.82,0.96,1.27,0.89,0.93,0.9,0.61,0.85,0.97,0.83,0.56,0.97,0.92,0.79,0.93,0.93,0.93,0.9,0.89,0.9,0.92,0.73,0.92,1.55,0.94,0.85,0.99,0.92,1.46," "," "," "," "," "," "," "," "," "
2012,00020025,Acton,Gates,ELA,04,71,7.1,6.89,0.96,0.96,0.89,0.86,0.94,1.77,0.97,0.83,0.75,0.96,0.85,0.87,0.93,0.96,0.86,0.97,2.04,0.89,0.93,0.97,0.96,0.93,0.87,2.54,0.96,0.89,0.86,0.69,0.85,0.76,0.9,0.86,0.87,0.75,2,0.97,0.9,0.86,0.75,0.89," "," "," "," "," "
2012,00020025,Acton,Gates,MATH,04,71," "," ",0.99,0.86,0.86,0.79,0.93,0.83,2.79,0.61,0.9,0.86,0.59,0.89,0.8,0.63,0.62,0.86,0.97,0.69,3.08,0.92,0.85,0.9,0.89,0.68,0.94,0.89,0.58,0.75,0.75,2.66,0.87,0.7,0.55,0.75,0.82,0.85,0.89,0.85,0.9,0.83,0.77,3.3," "," "," "
2012,00020025,Acton,Gates,ELA,05,76," "," ",0.91,0.97,0.86,0.83,0.99,0.84,2.61,0.87,0.96,0.99,0.68,0.8,1,0.96,0.96,0.72,0.97,2.42,0.78,0.95,0.84,0.83,0.8,2.14,0.93,0.88,0.93,0.8,0.87,0.74,0.82,0.86,0.88,0.87,2.2,0.74,0.76,0.79,0.84,0.7," "," "," "," "," "
2012,00020025,Acton,Gates,MATH,05,76," "," ",0.92,0.96,0.86,0.67,3.38,0.91,0.97,0.96,0.97,0.72,0.95,0.66,0.91,0.89,0.89,0.43,0.76,0.82,0.83,0.99,2.83,1,0.89,0.68,0.96,0.96,0.83,0.83,0.92,0.91,0.87,3.24,0.97,0.95,0.68,0.88,1,1,0.97,3.07,0.92,0.79," "," "," "
2012,00020025,Acton,Gates,SCI,05,76," "," ",0.99,0.88,0.7,0.99,0.99,0.89,2.36,0.99,0.61,0.89,0.64,0.87,0.96,0.76,0.96,0.84,0.95,0.95,0.8,0.83,2.47,0.7,0.62,0.8,0.92,0.57,0.68,0.99,0.79,0.88,0.88,0.95,2.74,0.99,0.67,0.62,0.95,0.86,0.75,0.93,0.91,2.12," "," "," "
2012,00020025,Acton,Gates,ELA,06,73," "," ",0.73,0.96,0.95,0.79,0.88,0.88,2.92,0.96,0.73,0.95,0.97,0.85,0.97,0.9,0.78,0.88,0.95,2.84,0.92,0.78,0.85,0.82,0.93,2.62,0.95,0.95,0.96,0.78,1,0.88,0.93,0.92,0.86,1,2.78,0.77,0.88,0.89,1,0.71," "," "," "," "," "
2012,00020025,Acton,Gates,MATH,06,73," "," ",0.96,0.97,0.9,0.96,0.89,0.9,0.95,0.81,0.95,0.88,0.78,3.53,0.93,0.92,0.88,0.99,0.74,3.26,0.97,0.71,0.86,0.88,0.95,0.88,0.95,3.19,0.78,0.96,0.95,0.86,0.96,0.88,0.99,0.59,0.93,0.86,0.93,0.93,0.96,0.93,0.93,3.45," "," "," "
2012,00020030,Acton,"Luther Conant",ELA,03,69," "," ",0.77,0.88,0.9,0.94,0.97,0.7,0.84,0.94,0.94,0.83,1.61,1.32,0.93,0.9,0.87,0.77,0.84,0.94,0.93,0.97,0.86,0.9,0.94,0.86,0.83,0.96,0.87,2.1,0.93,0.84,0.9,0.58,0.96,1.49,0.91,0.94,0.55,0.93,0.84,0.96,1.58," "," "," "," "
2012,00020030,Acton,"Luther Conant",MATH,03,68," "," ",0.91,0.94,0.63,0.97,1.4,0.81,0.91,0.71,0.79,1.34,0.84,0.96,0.9,0.81,0.87,0.96,0.81,0.41,0.94,0.59,0.74,0.87,0.96,0.9,0.79,0.93,0.91,0.93,0.76,0.91,1.66,0.9,0.84,0.9,0.9,1.38," "," "," "," "," "," "," "," "," "
2012,00020030,Acton,"Luther Conant",ELA,04,70,6.94,6.71,0.94,0.89,0.7,0.8,0.83,1.9,0.99,0.9,0.77,0.94,0.83,0.89,0.89,0.84,0.91,0.91,2.21,0.87,0.86,0.93,0.97,0.9,0.84,2.54,0.94,0.84,0.83,0.63,0.83,0.87,0.86,0.9,0.9,0.89,1.9,0.94,0.94,0.8,0.76,0.83," "," "," "," "," "
2012,00020030,Acton,"Luther Conant",MATH,04,70," "," ",0.99,0.93,0.79,0.84,0.93,0.77,2.7,0.51,0.91,0.91,0.61,0.89,0.79,0.74,0.71,0.91,0.89,0.6,3.3,0.84,0.84,0.87,0.83,0.77,0.83,0.49,0.64,0.84,0.69,2.99,0.84,0.81,0.67,0.61,0.67,0.9,0.87,0.84,0.66,0.79,0.76,3.51," "," "," "
2012,00020030,Acton,"Luther Conant",ELA,05,75," "," ",0.91,0.93,0.89,0.8,0.97,0.95,2.37,0.92,0.96,0.93,0.76,0.72,0.95,0.99,0.99,0.84,0.92,2.09,0.67,0.93,0.75,0.79,0.76,1.91,0.97,0.8,0.91,0.84,0.92,0.75,0.89,0.92,0.92,0.93,2.03,0.67,0.77,0.76,0.83,0.64," "," "," "," "," "
2012,00020030,Acton,"Luther Conant",MATH,05,75," "," ",0.92,0.91,0.83,0.69,3.04,0.91,0.88,0.89,0.89,0.8,0.92,0.77,0.91,0.88,0.88,0.47,0.65,0.81,0.77,0.89,2.84,0.99,0.95,0.67,0.89,0.95,0.72,0.87,0.87,0.95,0.87,3.04,0.92,0.92,0.87,0.75,0.96,0.97,0.95,3.16,0.87,0.8," "," "," "
2012,00020030,Acton,"Luther Conant",SCI,05,75," "," ",0.97,0.87,0.8,0.92,0.96,0.96,1.72,0.97,0.6,0.93,0.76,0.79,0.93,0.73,0.88,0.8,0.96,0.88,0.77,0.75,2.32,0.89,0.69,0.83,0.93,0.75,0.77,0.97,0.84,0.84,0.93,0.89,2.83,0.97,0.67,0.65,0.89,0.67,0.76,0.93,0.95,2.15," "," "," "
2012,00020030,Acton,"Luther Conant",ELA,06,72," "," ",0.72,0.82,0.94,0.86,0.94,0.89,2.85,0.93,0.79,0.96,0.97,0.89,0.99,0.9,0.72,0.78,0.83,2.78,0.96,0.67,0.86,0.82,0.96,2.68,0.93,0.93,0.93,0.71,0.97,0.89,0.83,0.94,0.72,0.97,2.69,0.68,0.82,0.89,0.94,0.92," "," "," "," "," "
2012,00020030,Acton,"Luther Conant",MATH,06,72," "," ",0.93,0.94,0.85,0.97,0.86,0.81,0.89,0.67,0.96,0.81,0.76,3.39,0.92,0.88,0.83,0.99,0.57,3.25,0.94,0.75,0.85,0.83,0.9,0.85,0.78,3.19,0.78,0.96,0.96,0.88,0.96,0.82,0.89,0.86,0.92,0.82,0.89,0.93,0.99,0.92,0.92,3.25," "," "," "
2012,00030025,Acushnet,"Acushnet Elementary School",ELA,03,109," "," ",0.79,0.95,0.87,0.96,0.93,0.79,0.82,0.94,0.95,0.94,1.35,1.26,0.96,0.88,0.9,0.75,0.71,0.92,0.94,0.96,0.83,0.83,0.92,0.8,0.9,0.84,0.83,1.92,0.94,0.66,0.87,0.88,0.98,1.26,0.89,0.94,0.5,0.94,0.8,0.88,1.35," "," "," "," "
2012,00030025,Acushnet,"Acushnet Elementary School",MATH,03,109," "," ",0.93,0.93,0.35,0.97,1.28,0.83,0.83,0.39,0.89,1.02,0.83,0.97,0.89,0.71,0.63,0.85,0.85,0.35,0.96,0.9,0.61,0.9,0.92,0.93,0.87,0.83,0.95,0.89,0.56,0.95,1.36,0.83,0.77,0.92,0.95,1.34," "," "," "," "," "," "," "," "," "
2012,00030025,Acushnet,"Acushnet Elementary School",ELA,04,107,6.74,6.46,0.93,0.83,0.82,0.87,0.9,1.66,0.87,0.69,0.57,0.9,0.74,0.83,0.79,0.85,0.88,0.89,1.87,0.87,0.87,0.92,0.98,0.79,0.82,2.13,0.93,0.87,0.86,0.7,0.76,0.75,0.86,0.77,0.85,0.84,1.81,0.9,0.89,0.73,0.78,0.66," "," "," "," "," "
2012,00030025,Acushnet,"Acushnet Elementary School",MATH,04,108," "," ",0.97,0.7,0.75,0.61,0.87,0.81,2.19,0.33,0.62,0.83,0.68,0.86,0.81,0.54,0.66,0.81,0.91,0.65,3.11,0.82,0.54,0.87,0.67,0.69,0.83,0.8,0.65,0.61,0.78,2.54,0.8,0.6,0.5,0.64,0.65,0.82,0.73,0.66,0.87,0.69,0.56,3.04," "," "," "
2012,00030305,Acushnet,"Albert F Ford Middle School",ELA,05,112," "," ",0.86,0.89,0.85,0.63,0.93,0.84,2.69,0.79,0.78,0.88,0.54,0.63,0.91,0.93,0.93,0.72,0.8,1.9,0.61,0.89,0.64,0.45,0.69,1.62,0.79,0.75,0.87,0.56,0.79,0.51,0.75,0.86,0.82,0.8,1.69,0.68,0.63,0.72,0.81,0.65," "," "," "," "," "
2012,00030305,Acushnet,"Albert F Ford Middle School",MATH,05,112," "," ",0.87,0.84,0.75,0.5,2.12,0.89,0.86,0.79,0.84,0.49,0.96,0.39,0.8,0.85,0.88,0.87,0.63,0.73,0.62,0.88,1.74,0.95,0.88,0.38,0.95,0.79,0.66,0.82,0.79,0.87,0.84,2.26,0.87,0.88,0.47,0.74,0.88,0.93,0.87,2.76,0.74,0.61," "," "," "
