Year,Org_code,DistrictName,SchoolName,Subject,Grade,tested,wptopdev,wpcompconv,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2012,00930028,Everett,"George Keverian School",SCI,08,85," "," ",0.71,0.59,0.53,0.76,0.44,0.71,0.58,0.66,0.78,0.6,0.79,1.05,0.54,0.66,0.55,0.78,0.47,0.61,0.65,0.53,0.85,0.51,0.52,0.67,0.39,0.66,0.28,1.02,0.82,0.67,0.72,0.72,0.73,0.81,0.33,0.61,0.67,0.4,0.38,0.41,0.2,1.62," "," "," "
2012,00930038,Everett,"Lafayette School",ELA,03,78," "," ",0.56,0.76,0.83,0.87,0.9,0.53,0.74,0.79,0.91,0.82,1.45,1.32,0.76,0.62,0.69,0.53,0.54,0.85,0.76,0.87,0.58,0.65,0.76,0.69,0.9,0.64,0.82,1.94,0.88,0.5,0.64,0.74,0.94,1.26,0.79,0.85,0.33,0.83,0.72,0.68,1.21," "," "," "," "
2012,00930038,Everett,"Lafayette School",MATH,03,78," "," ",0.96,0.88,0.35,0.92,1.21,0.71,0.83,0.62,0.95,0.59,0.87,0.92,0.88,0.73,0.63,0.79,0.86,0.27,0.88,0.78,0.83,0.82,0.96,0.85,0.78,0.88,0.87,0.83,0.68,0.79,1.41,0.78,0.69,0.88,0.9,1.41," "," "," "," "," "," "," "," "," "
2012,00930038,Everett,"Lafayette School",ELA,04,91,7.25,6.71,0.89,0.81,0.65,0.73,0.76,1.85,0.86,0.66,0.65,0.88,0.68,0.77,0.8,0.71,0.88,0.75,2.01,0.77,0.77,0.92,0.92,0.82,0.74,2.24,0.85,0.79,0.67,0.6,0.69,0.65,0.62,0.62,0.86,0.8,1.7,0.84,0.82,0.64,0.64,0.6," "," "," "," "," "
2012,00930038,Everett,"Lafayette School",MATH,04,91," "," ",0.89,0.8,0.66,0.56,0.78,0.68,2.22,0.37,0.57,0.85,0.48,0.85,0.71,0.65,0.66,0.78,0.97,0.56,2.89,0.84,0.78,0.87,0.65,0.62,0.88,0.7,0.52,0.63,0.74,2.23,0.85,0.51,0.52,0.54,0.46,0.89,0.58,0.59,0.77,0.53,0.48,2.71," "," "," "
2012,00930038,Everett,"Lafayette School",ELA,05,82," "," ",0.89,0.88,0.67,0.5,0.94,0.82,2.34,0.68,0.68,0.76,0.46,0.45,0.77,0.89,0.8,0.61,0.77,1.94,0.56,0.82,0.41,0.48,0.52,1.76,0.85,0.83,0.89,0.46,0.6,0.55,0.7,0.8,0.8,0.63,1.82,0.61,0.54,0.57,0.65,0.59," "," "," "," "," "
2012,00930038,Everett,"Lafayette School",MATH,05,81," "," ",0.81,0.78,0.56,0.31,1.7,0.77,0.77,0.7,0.78,0.47,0.84,0.28,0.62,0.78,0.63,0.33,0.37,0.64,0.51,0.8,1.57,0.93,0.78,0.33,0.78,0.89,0.64,0.77,0.72,0.72,0.65,2,0.68,0.84,0.63,0.64,0.85,0.9,0.79,2.43,0.75,0.56," "," "," "
2012,00930038,Everett,"Lafayette School",SCI,05,87," "," ",0.94,0.69,0.7,0.77,0.87,0.71,1.09,0.95,0.39,0.7,0.49,0.45,0.85,0.45,0.68,0.56,0.8,0.6,0.39,0.61,1.44,0.3,0.4,0.62,0.72,0.59,0.3,0.84,0.56,0.7,0.72,0.72,1.49,0.8,0.52,0.25,0.82,0.74,0.45,0.82,0.64,1.07," "," "," "
2012,00930038,Everett,"Lafayette School",ELA,06,72," "," ",0.64,0.81,0.79,0.33,0.65,0.64,2.17,0.86,0.61,0.74,0.82,0.72,0.74,0.75,0.44,0.49,0.58,1.99,0.75,0.51,0.63,0.65,0.74,1.57,0.81,0.71,0.68,0.53,0.79,0.67,0.76,0.83,0.51,0.89,1.93,0.61,0.58,0.68,0.81,0.69," "," "," "," "," "
2012,00930038,Everett,"Lafayette School",MATH,06,73," "," ",0.9,0.99,0.59,0.86,0.84,0.52,0.68,0.44,0.7,0.67,0.53,2.07,0.78,0.73,0.74,0.85,0.49,2.03,0.9,0.74,0.62,0.67,0.55,0.71,0.75,2.26,0.59,0.9,0.79,0.68,0.97,0.73,0.59,0.7,0.77,0.67,0.86,0.89,0.82,0.78,0.66,2.44," "," "," "
2012,00930038,Everett,"Lafayette School",ELA,07,84,6.49,6.39,0.68,0.68,0.79,0.75,0.7,0.83,2.2,0.89,0.88,0.76,0.61,0.74,0.82,0.86,0.79,0.69,0.52,0.83,2.46,0.69,0.74,0.68,0.68,0.8,1.87,0.85,0.88,0.57,0.5,0.44,0.83,0.55,0.77,0.89,2.37,0.73,0.58,0.42,0.45,0.62," "," "," "," "," "
2012,00930038,Everett,"Lafayette School",MATH,07,83," "," ",0.9,0.69,0.71,0.57,0.47,0.52,0.61,3.23,0.64,0.51,2.52,0.77,0.69,0.45,0.7,0.63,0.43,0.65,0.87,0.41,0.54,0.84,0.61,0.63,0.89,0.78,0.81,0.63,0.86,0.7,0.64,0.72,0.7,0.54,0.67,0.51,0.64,0.7,2,0.48,0.72,2.42," "," "," "
2012,00930038,Everett,"Lafayette School",ELA,08,75," "," ",0.75,0.65,0.76,0.81,0.63,0.6,0.77,0.64,0.71,0.52,2.17,0.69,0.85,0.87,0.61,0.67,0.64,2.27,0.84,0.75,0.84,0.71,0.57,0.67,2.65,0.77,0.57,0.69,0.69,0.68,0.67,0.53,0.76,0.8,1.95,0.91,0.77,0.64,0.6,0.69," "," "," "," "," "
2012,00930038,Everett,"Lafayette School",MATH,08,75," "," ",0.87,0.56,0.56,0.71,0.4,0.65,0.65,0.6,0.68,1.64,0.23,0.57,0.49,0.35,0.45,0.35,0.6,0.24,0.52,0.47,1.52,0.47,0.75,0.13,0.76,0.36,0.51,0.44,0.75,0.29,2.07,0.79,0.45,0.49,0.37,0.56,0.59,0.41,0.61,1.59,0.25,0.48," "," "," "
2012,00930038,Everett,"Lafayette School",SCI,08,80," "," ",0.63,0.63,0.65,0.36,0.53,0.7,0.49,0.63,0.84,0.58,0.76,1.44,0.51,0.5,0.44,0.65,0.35,0.58,0.6,0.49,1.29,0.44,0.56,0.49,0.46,0.58,0.39,0.78,0.86,0.56,0.56,0.7,0.69,0.71,0.53,0.58,0.5,0.35,0.3,0.35,0.3,1.19," "," "," "
2012,00930058,Everett,"Parlin School",ELA,03,67," "," ",0.73,0.79,0.73,0.88,0.73,0.55,0.67,0.82,0.73,0.75,1.28,1.22,0.73,0.57,0.73,0.58,0.57,0.81,0.73,0.91,0.58,0.72,0.72,0.73,0.91,0.52,0.76,2.46,0.94,0.43,0.69,0.61,0.9,1.19,0.76,0.82,0.39,0.82,0.61,0.58,1.21," "," "," "," "
2012,00930058,Everett,"Parlin School",MATH,03,67," "," ",0.93,0.9,0.45,0.94,1.25,0.61,0.79,0.45,0.88,0.7,0.85,0.93,0.73,0.49,0.69,0.76,0.78,0.16,0.91,0.84,0.81,0.79,0.87,0.9,0.76,0.75,0.84,0.94,0.46,0.72,1.07,0.69,0.73,0.85,0.91,1.43," "," "," "," "," "," "," "," "," "
2012,00930058,Everett,"Parlin School",ELA,04,68,7.32,6.82,0.84,0.9,0.75,0.75,0.84,1.96,0.91,0.82,0.68,0.88,0.65,0.81,0.82,0.84,0.84,0.79,2.15,0.71,0.84,0.93,0.94,0.81,0.72,2.06,0.85,0.65,0.79,0.56,0.71,0.65,0.78,0.63,0.76,0.81,1.81,0.93,0.96,0.76,0.63,0.44," "," "," "," "," "
2012,00930058,Everett,"Parlin School",MATH,04,67," "," ",0.94,0.79,0.76,0.55,0.82,0.7,1.9,0.34,0.67,0.76,0.66,0.75,0.78,0.63,0.51,0.79,0.93,0.75,3.16,0.88,0.67,0.94,0.57,0.78,0.88,0.82,0.27,0.6,0.76,2.4,0.84,0.55,0.58,0.69,0.61,0.88,0.6,0.54,0.76,0.48,0.34,2.54," "," "," "
2012,00930058,Everett,"Parlin School",ELA,05,83," "," ",0.89,0.89,0.71,0.64,0.98,0.8,2.83,0.71,0.83,0.81,0.54,0.52,0.75,0.93,0.92,0.73,0.86,2.24,0.6,0.89,0.54,0.58,0.58,2.01,0.8,0.87,0.83,0.64,0.7,0.64,0.64,0.76,0.78,0.66,2.27,0.58,0.6,0.71,0.69,0.69," "," "," "," "," "
2012,00930058,Everett,"Parlin School",MATH,05,83," "," ",0.87,0.88,0.72,0.65,1.75,0.84,0.93,0.78,0.84,0.55,0.88,0.35,0.78,0.88,0.93,0.66,0.35,0.73,0.78,0.8,2.04,0.89,0.99,0.61,0.84,0.92,0.48,0.71,0.72,0.76,0.7,2.18,0.75,0.94,0.82,0.82,0.9,0.92,0.9,2.66,0.7,0.43," "," "," "
2012,00930058,Everett,"Parlin School",SCI,05,83," "," ",1,0.78,0.72,0.84,0.86,0.94,2.42,0.92,0.33,0.52,0.76,0.43,0.87,0.29,0.83,0.73,0.75,0.66,0.57,0.63,1.66,0.45,0.51,0.48,0.81,0.45,0.93,0.89,0.6,0.8,0.82,0.67,1.98,0.9,0.48,0.34,0.93,0.72,0.55,0.9,0.84,1.06," "," "," "
2012,00930058,Everett,"Parlin School",ELA,06,79," "," ",0.56,0.7,0.8,0.41,0.59,0.59,2.13,0.73,0.54,0.7,0.82,0.68,0.78,0.61,0.48,0.56,0.57,2.16,0.81,0.42,0.42,0.65,0.7,1.99,0.84,0.67,0.75,0.7,0.73,0.77,0.66,0.87,0.67,0.84,1.94,0.62,0.71,0.73,0.84,0.57," "," "," "," "," "
2012,00930058,Everett,"Parlin School",MATH,06,79," "," ",0.91,0.96,0.49,0.78,0.8,0.48,0.65,0.57,0.63,0.71,0.56,2.13,0.86,0.75,0.7,0.81,0.39,2.05,0.94,0.7,0.51,0.85,0.62,0.63,0.51,2.23,0.44,0.78,0.73,0.53,0.95,0.48,0.66,0.63,0.68,0.43,0.71,0.8,0.81,0.82,0.8,2.52," "," "," "
2012,00930058,Everett,"Parlin School",ELA,07,80,6.21,6.08,0.54,0.55,0.76,0.8,0.6,0.88,2.39,0.91,0.84,0.64,0.66,0.66,0.75,0.91,0.8,0.7,0.46,0.86,2.54,0.6,0.64,0.58,0.7,0.83,2.19,0.75,0.86,0.55,0.48,0.43,0.66,0.61,0.76,0.85,2.81,0.66,0.66,0.29,0.39,0.55," "," "," "," "," "
2012,00930058,Everett,"Parlin School",MATH,07,80," "," ",0.81,0.6,0.63,0.74,0.64,0.56,0.54,2.54,0.41,0.49,2.41,0.79,0.71,0.35,0.68,0.49,0.35,0.56,0.86,0.61,0.65,0.78,0.6,0.65,0.8,0.74,0.61,0.56,0.66,0.58,0.75,0.6,0.64,0.59,0.68,0.31,0.49,0.68,1.96,0.38,0.65,2.11," "," "," "
2012,00930058,Everett,"Parlin School",ELA,08,84," "," ",0.73,0.75,0.75,0.73,0.6,0.68,0.81,0.57,0.79,0.6,2.62,0.75,0.93,0.81,0.61,0.67,0.62,2.49,0.85,0.62,0.85,0.63,0.42,0.68,2.86,0.75,0.68,0.71,0.71,0.62,0.61,0.64,0.61,0.76,2.55,0.86,0.73,0.68,0.6,0.65," "," "," "," "," "
2012,00930058,Everett,"Parlin School",MATH,08,84," "," ",0.76,0.57,0.52,0.64,0.31,0.65,0.51,0.52,0.65,1.35,0.15,0.55,0.49,0.33,0.4,0.46,0.58,0.14,0.5,0.48,1.25,0.39,0.62,0.33,0.79,0.55,0.55,0.32,0.57,0.33,2.14,0.74,0.46,0.69,0.21,0.52,0.55,0.38,0.46,1.36,0.29,0.38," "," "," "
2012,00930058,Everett,"Parlin School",SCI,08,84," "," ",0.68,0.58,0.38,0.35,0.43,0.6,0.65,0.63,0.71,0.45,0.68,1.3,0.6,0.49,0.5,0.68,0.42,0.65,0.62,0.55,0.82,0.43,0.51,0.44,0.57,0.49,0.42,0.85,0.83,0.52,0.63,0.76,0.73,0.7,0.29,0.39,0.48,0.39,0.33,0.25,0.2,1.18," "," "," "
2012,00930505,Everett,"Everett High",ELA,10,401,6.61,6.44,0.74,0.91,0.88,0.92,0.82,0.91,0.58,0.69,2.6,0.67,0.66,0.68,0.54,0.8,0.5,0.54,0.84,2.41,0.63,0.61,0.68,0.88,0.64,0.83,0.35,0.83,2.31,0.81,0.5,0.68,0.76,0.88,0.83,0.81,0.67,2.38,0.81,0.73,0.6,0.85," "," "," "," "," "
2012,00930505,Everett,"Everett High",MATH,10,402," "," ",0.65,0.76,0.39,0.38,0.6,0.6,0.7,0.54,0.66,0.75,0.78,0.27,0.51,0.7,0.54,0.45,1.61,0.33,0.43,2.18,2.19,0.72,0.69,0.65,0.69,0.62,0.6,0.47,0.7,0.59,2.51,0.46,0.49,0.52,0.42,0.47,0.47,0.44,0.65,0.42,1.49,2.07," "," "," "
2012,00930505,Everett,"Everett High",BIO,HS,427," "," ",0.69,0.57,0.63,0.67,0.93,0.78,0.39,0.39,0.6,0.4,0.57,1.6,0.77,0.83,0.54,0.63,0.52,0.69,0.64,0.27,0.57,0.62,0.83,0.82,0.68,0.58,0.34,0.75,0.7,0.57,0.49,1.65,0.81,0.56,0.63,0.79,0.42,0.71,0.33,0.27,0.52,0.59,0.63,1.08,1.71
2012,00940010,Fairhaven,"East Fairhaven",ELA,03,64," "," ",0.69,0.88,0.92,0.95,0.92,0.69,0.8,0.88,0.91,0.86,1.44,1.5,0.88,0.75,0.86,0.58,0.73,0.88,0.8,0.94,0.83,0.78,0.91,0.81,0.77,0.88,0.84,2.13,0.95,0.55,0.7,0.7,1,1.22,0.95,0.94,0.42,0.97,0.55,0.94,1.36," "," "," "," "
2012,00940010,Fairhaven,"East Fairhaven",MATH,03,64," "," ",0.98,0.91,0.3,0.98,1.08,0.88,0.81,0.42,0.89,1.08,0.81,0.86,0.72,0.59,0.63,0.86,0.83,0.2,0.94,0.94,0.66,0.73,0.91,0.95,0.88,0.92,0.86,0.78,0.67,0.86,1.23,0.78,0.66,0.83,0.81,1.2," "," "," "," "," "," "," "," "," "
2012,00940010,Fairhaven,"East Fairhaven",ELA,04,63,7.25,6.97,0.97,0.9,0.87,0.83,0.9,1.63,0.9,0.71,0.81,0.94,0.78,0.84,0.89,0.79,0.89,0.92,1.97,0.86,0.89,0.95,0.95,0.86,0.87,2.41,0.94,0.89,0.86,0.7,0.86,0.83,0.86,0.89,0.86,0.9,1.97,0.94,0.95,0.73,0.76,0.75," "," "," "," "," "
2012,00940010,Fairhaven,"East Fairhaven",MATH,04,63," "," ",0.95,0.79,0.6,0.7,0.79,0.9,2.37,0.25,0.59,0.81,0.73,0.95,0.67,0.57,0.49,0.84,0.95,0.6,3.02,0.87,0.68,0.89,0.54,0.68,0.89,0.73,0.57,0.6,0.65,2.41,0.84,0.52,0.68,0.63,0.68,0.84,0.67,0.68,0.9,0.48,0.51,2.89," "," "," "
2012,00940010,Fairhaven,"East Fairhaven",ELA,05,54," "," ",0.98,0.91,0.83,0.69,1,0.87,2.57,0.8,0.87,0.87,0.63,0.74,0.94,0.96,0.96,0.76,0.91,2,0.69,0.96,0.59,0.7,0.61,1.96,0.89,0.8,0.87,0.67,0.89,0.59,0.8,0.87,0.81,0.8,1.89,0.54,0.69,0.81,0.67,0.7," "," "," "," "," "
2012,00940010,Fairhaven,"East Fairhaven",MATH,05,54," "," ",0.87,0.78,0.7,0.37,2.15,0.91,0.87,0.76,0.83,0.46,0.91,0.44,0.8,0.89,0.74,0.87,0.59,0.72,0.69,0.87,1.98,0.93,0.81,0.35,0.91,0.87,0.69,0.87,0.72,0.81,0.83,2.3,0.87,0.91,0.5,0.54,0.91,0.96,0.93,2.37,0.76,0.63," "," "," "
2012,00940010,Fairhaven,"East Fairhaven",SCI,05,54," "," ",0.94,0.7,0.76,0.94,0.98,0.65,2.13,1,0.57,0.76,0.2,0.67,0.89,0.52,0.93,0.83,0.87,0.81,0.63,0.59,1.69,0.43,0.59,0.72,0.7,0.67,0.54,0.94,0.54,0.72,0.85,0.83,2.35,0.87,0.46,0.67,0.94,0.72,0.46,0.96,0.91,1.57," "," "," "
2012,00940020,Fairhaven,Rogers,ELA,03,33," "," ",0.85,0.97,0.97,0.97,0.91,0.88,0.97,0.97,0.94,0.88,1.61,1.7,0.94,0.85,0.91,0.73,0.82,1,0.97,0.97,0.82,0.88,1,0.88,0.97,0.97,0.94,2.73,0.97,0.76,0.91,0.85,1,1.45,0.94,1,0.58,0.97,0.82,0.91,1.79," "," "," "," "
2012,00940020,Fairhaven,Rogers,MATH,03,33," "," ",1,0.97,0.52,1,1.64,0.91,1,0.67,1,1.55,0.94,0.97,0.91,0.88,0.76,0.94,0.94,0.61,0.97,0.97,0.88,0.91,0.91,1,0.94,0.94,1,0.97,0.82,0.94,1.58,1,0.85,0.97,0.97,1.67," "," "," "," "," "," "," "," "," "
2012,00940020,Fairhaven,Rogers,ELA,04,39,7.31,6.9,0.85,0.9,0.92,0.85,0.9,1.95,0.95,0.85,0.74,0.9,0.9,0.82,0.92,0.87,0.9,0.92,2.13,0.82,0.85,0.92,0.95,0.87,0.9,2.41,1,0.79,0.87,0.67,0.74,0.79,0.92,0.67,0.79,0.82,1.87,0.9,0.87,0.9,0.77,0.59," "," "," "," "," "
2012,00940020,Fairhaven,Rogers,MATH,04,39," "," ",1,0.72,0.85,0.67,0.97,0.82,3.05,0.44,0.9,0.72,0.79,0.82,0.87,0.67,0.69,0.82,0.92,0.54,2.97,0.95,0.79,0.95,0.67,0.74,0.97,0.82,0.82,0.74,0.82,2.56,0.9,0.59,0.72,0.69,0.79,0.85,0.92,0.69,0.72,0.59,0.59,3.33," "," "," "
2012,00940020,Fairhaven,Rogers,ELA,05,34," "," ",0.97,0.94,0.88,0.68,0.97,0.91,2.59,0.82,0.88,0.94,0.65,0.79,0.91,0.97,1,0.94,1,2.26,0.71,0.94,0.59,0.68,0.74,1.97,0.94,0.91,0.91,0.71,0.85,0.68,0.85,0.91,0.94,0.88,1.91,0.74,0.76,0.79,0.79,0.74," "," "," "," "," "
2012,00940020,Fairhaven,Rogers,MATH,05,33," "," ",0.79,0.91,0.76,0.64,2.45,0.97,0.91,0.85,0.82,0.45,0.97,0.73,0.85,0.91,0.94,0.88,0.61,0.76,0.64,0.94,2.21,0.97,0.91,0.45,0.85,0.91,0.7,0.82,0.88,0.88,0.76,2.55,0.97,0.91,0.61,0.7,0.85,0.91,0.94,2.94,0.85,0.64," "," "," "
2012,00940020,Fairhaven,Rogers,SCI,05,33," "," ",0.97,0.88,0.91,0.82,1,0.7,1.85,0.97,0.76,0.67,0.42,0.52,0.91,0.45,0.97,0.88,0.97,0.7,0.42,0.7,1.73,0.61,0.39,0.7,0.79,0.7,0.48,0.97,0.82,0.73,0.76,0.88,2.33,0.85,0.42,0.76,0.94,0.76,0.45,0.97,0.76,1.82," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",ELA,03,37," "," ",0.68,1,0.86,0.97,1,0.81,0.95,0.89,0.95,0.86,1.59,1.62,0.97,0.81,0.81,0.62,0.78,1,0.81,1,0.89,0.73,0.92,0.76,0.78,0.89,0.86,2.86,1,0.68,0.81,0.76,0.97,1.49,0.92,0.95,0.49,0.97,0.68,0.86,1.76," "," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",MATH,03,38," "," ",1,0.97,0.39,0.95,1.47,0.84,0.89,0.5,0.97,1.16,0.89,0.87,0.84,0.5,0.66,0.92,1,0.66,0.97,0.92,0.53,0.71,0.92,0.95,0.95,0.89,0.97,0.92,0.74,0.92,1.11,0.84,0.79,0.84,0.84,1.13," "," "," "," "," "," "," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",ELA,04,33,8.33,7.06,0.91,0.97,0.88,0.88,0.91,1.85,0.88,0.85,0.88,0.88,0.85,0.91,0.82,0.82,0.91,0.94,2.36,0.82,0.82,1,0.94,1,0.94,2.55,0.97,0.91,0.94,0.73,0.73,0.91,0.7,0.82,0.97,0.88,2.06,0.91,0.94,0.88,0.64,0.76," "," "," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",MATH,04,33," "," ",0.97,0.76,0.76,0.82,1,0.91,2.03,0.48,0.73,0.79,0.67,0.82,0.64,0.67,0.7,0.91,0.97,0.64,2.79,0.88,0.79,0.88,0.61,0.85,0.97,0.48,0.33,0.7,0.91,2.27,0.88,0.7,0.79,0.73,0.73,0.94,0.76,0.91,0.85,0.73,0.7,3.39," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",ELA,05,31," "," ",1,1,0.81,0.71,1,0.94,2.84,0.9,0.97,0.84,0.48,0.65,0.97,0.97,1,0.71,0.87,2.39,0.58,0.97,0.77,0.71,0.87,2.16,0.84,0.84,0.94,0.65,0.87,0.58,0.71,1,0.94,0.71,2.03,0.65,0.81,0.65,0.65,0.68," "," "," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",MATH,05,32," "," ",0.81,0.81,0.81,0.28,2.53,0.69,0.94,0.88,0.88,0.41,0.88,0.47,0.69,0.75,0.81,0.81,0.47,0.72,0.78,0.84,1.88,1,0.72,0.22,0.88,0.91,0.78,0.72,0.81,0.53,0.88,2.44,0.84,0.88,0.59,0.44,0.75,0.91,0.84,3.19,0.72,0.41," "," "," "
2012,00940030,Fairhaven,"Leroy Wood",SCI,05,31," "," ",0.94,0.87,0.94,1,1,0.77,2.35,1,0.77,0.84,0.65,0.65,0.97,0.45,0.97,0.97,0.9,0.9,0.71,0.81,2.29,0.61,0.55,0.55,0.81,0.65,0.77,0.97,0.77,0.77,0.9,0.9,2.26,0.94,0.55,0.81,0.97,0.97,0.35,1,0.84,2," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",ELA,06,133," "," ",0.62,0.85,0.91,0.62,0.8,0.81,2.61,0.86,0.61,0.83,0.92,0.79,0.86,0.83,0.75,0.58,0.77,2.41,0.89,0.54,0.68,0.75,0.87,2.06,0.9,0.92,0.95,0.73,0.95,0.88,0.88,0.95,0.77,0.96,2.31,0.56,0.71,0.72,0.86,0.77," "," "," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",MATH,06,133," "," ",0.95,0.95,0.77,0.87,0.61,0.65,0.7,0.52,0.59,0.71,0.52,2.59,0.83,0.71,0.81,0.94,0.32,2.3,0.92,0.7,0.69,0.71,0.72,0.64,0.7,2.42,0.62,0.73,0.92,0.64,0.89,0.68,0.8,0.49,0.8,0.65,0.88,0.74,0.87,0.88,0.83,2.86," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",ELA,07,143,7.04,6.76,0.71,0.58,0.84,0.8,0.66,0.83,2.39,0.88,0.96,0.83,0.73,0.86,0.89,0.92,0.83,0.79,0.45,0.91,2.39,0.79,0.72,0.7,0.74,0.88,1.91,0.78,0.88,0.63,0.53,0.57,0.78,0.73,0.87,0.87,2.1,0.86,0.7,0.41,0.55,0.78," "," "," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",MATH,07,142," "," ",0.87,0.73,0.66,0.81,0.56,0.62,0.54,3.36,0.58,0.68,2.56,0.82,0.71,0.52,0.69,0.58,0.4,0.73,0.9,0.58,0.54,0.9,0.63,0.7,0.88,0.85,0.76,0.73,0.84,0.73,0.86,0.8,0.89,0.75,0.7,0.43,0.59,0.59,2.06,0.47,0.65,2.45," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",ELA,08,165," "," ",0.81,0.85,0.85,0.93,0.73,0.73,0.9,0.64,0.81,0.72,2.03,0.87,0.93,0.93,0.75,0.76,0.81,2.08,0.88,0.85,0.94,0.82,0.62,0.79,2.53,0.95,0.78,0.81,0.89,0.86,0.67,0.72,0.88,0.93,1.78,0.95,0.87,0.51,0.61,0.83," "," "," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",MATH,08,163," "," ",0.86,0.78,0.66,0.87,0.72,0.69,0.69,0.71,0.82,2.18,0.54,0.63,0.67,0.49,0.74,0.53,0.72,0.39,0.49,0.57,1.91,0.48,0.8,0.56,0.89,0.67,0.7,0.44,0.56,0.52,2.58,0.85,0.71,0.75,0.31,0.76,0.83,0.56,0.67,2.19,0.49,0.45," "," "," "
2012,00940305,Fairhaven,"Hastings Middle",SCI,08,164," "," ",0.88,0.83,0.86,0.39,0.66,0.73,0.7,0.85,0.87,0.78,0.87,2.31,0.69,0.63,0.61,0.85,0.59,0.83,0.86,0.69,1.77,0.7,0.8,0.61,0.46,0.75,0.44,1.6,0.98,0.75,0.57,0.72,0.87,0.85,0.88,0.79,0.57,0.72,0.47,0.41,0.53,1.54," "," "," "
2012,00940505,Fairhaven,"Fairhaven High",ELA,10,111,7.05,6.95,0.75,0.96,0.9,0.89,0.85,0.97,0.66,0.86,2.59,0.68,0.84,0.79,0.63,0.86,0.57,0.79,0.93,2.39,0.75,0.77,0.86,0.9,0.77,0.95,0.41,0.89,2.33,0.86,0.68,0.86,0.86,0.9,0.86,0.9,0.87,2.31,0.92,0.86,0.67,0.94," "," "," "," "," "
2012,00940505,Fairhaven,"Fairhaven High",MATH,10,114," "," ",0.87,0.88,0.32,0.56,0.69,0.78,0.86,0.64,0.75,0.92,0.9,0.39,0.68,0.93,0.72,0.57,2.48,0.46,0.66,2.91,2.74,0.92,0.79,0.92,0.84,0.83,0.81,0.61,0.81,0.82,3.24,0.55,0.75,0.73,0.39,0.66,0.61,0.61,0.81,0.61,1.84,3.03," "," "," "
2012,00940505,Fairhaven,"Fairhaven High",BIO,HS,92," "," ",0.86,0.8,0.84,0.84,0.99,0.98,0.72,0.33,0.63,0.3,0.63,2.43,0.91,0.96,0.68,0.93,0.73,0.77,0.9,0.61,0.8,0.7,1.41,0.97,0.77,0.52,0.85,0.96,0.85,0.66,0.78,1.75,0.92,0.88,0.86,0.96,0.73,0.8,0.6,0.66,0.78,0.87,0.86,1.9,2.62
2012,00940505,Fairhaven,"Fairhaven High",PHY,HS,76," "," ",0.72,0.32,0.5,0.61,0.47,0.51,0.76,0.59,0.67,0.67,0.8,1.58,0.79,0.26,0.71,0.86,0.54,0.38,0.41,0.28,0.39,0.72,1.37,0.57,0.5,0.67,0.82,0.59,0.74,0.75,0.7,2.29,0.55,0.53,0.75,0.53,0.74,0.75,0.79,0.45,0.49,0.26,0.34,0.39,1.04
2012,00950005,"Fall River","North End Elementary",ELA,03,100," "," ",0.67,0.75,0.75,0.84,0.73,0.68,0.59,0.79,0.78,0.67,1.24,1.3,0.76,0.52,0.71,0.59,0.6,0.74,0.66,0.86,0.62,0.62,0.79,0.67,0.76,0.7,0.52,1.93,0.89,0.49,0.62,0.56,0.87,1.36,0.79,0.7,0.49,0.7,0.52,0.63,1.11," "," "," "," "
2012,00950005,"Fall River","North End Elementary",MATH,03,99," "," ",0.87,0.86,0.53,0.93,1.31,0.48,0.81,0.59,0.94,1.11,0.82,0.83,0.7,0.66,0.64,0.81,0.78,0.21,0.78,0.66,0.66,0.74,0.87,0.75,0.64,0.76,0.86,0.74,0.66,0.8,1.41,0.76,0.63,0.74,0.6,1.05," "," "," "," "," "," "," "," "," "
2012,00950005,"Fall River","North End Elementary",ELA,04,98,7.77,6.9,0.87,0.86,0.84,0.83,0.86,2.43,0.74,0.67,0.63,0.87,0.73,0.82,0.76,0.77,0.79,0.85,2.36,0.74,0.8,0.88,0.93,0.86,0.76,2.45,0.88,0.74,0.8,0.68,0.8,0.71,0.66,0.67,0.73,0.77,2.11,0.8,0.84,0.73,0.55,0.61," "," "," "," "," "
