,"Massachusetts School and District Profiles",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"2012 - 2013 Special Education Report",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"NOTES: Special Education data are suppressed for enrollment counts fewer than 6.",,,,,,,,,,,,,,,,,,,,,
,"      NA = Not Applicable; NR = Not Reported; ""-"" = data suppressed.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"Indicator 1",,,"Indicator 2",,,"Indicator 5",,,"Indicator 6",,,"Indicator 7",,"Indicator 8",,,"Indicator 14",,
,,,"(Spec Ed. Grad Rate)",,,"(Spec Ed. Dropout)",,,"(LRE Ages 6-21)",,,"(LRE Ages 3-5)",,,"(Early Childhood Outcomes)",,"(Parent Involvement)",,,"(Post-School Outcomes for Students with IEPs)",,
,"Org Name","Org Code","Grad Cohort #","Grad #","Grad %","Enr #","Drop #","Drop %",Students,"Full Incl","Full Incl",Students,"Full Incl #","Full Incl %","Cohort Completion Year","Substantial growth of knowledge & skills","Survey Period","Surv Meet Std #","Surv Meet Std %","Sch Yr Rev","# of Students Engaged","Dist Rate"
Year,,,,,,,,,#,#,%,#,,,,,,,,,,
2012,Leominster,01530000,80,60,75,236,6,2.5,972,446,45.9,135,14,10.4,2011-12,-,"Spring 2012",61,79,2009-10,27,90
2012,Leverett,01540000,NA,NA,NA,NA,NA,NA,29,21,72.4,5,-,-,2013-14,-,"Spring 2012",-,-,2011-12,NA,NA
2012,Lexington,01550000,85,73,85.9,210,0,0,863,588,68.1,73,8,11,2012-13,-,"Spring 2013",NA,NA,2010-11,27,100
2012,Lincoln,01570000,NA,NA,NA,NA,NA,NA,121,107,88.4,21,0,0,NA,NA,"Spring 2011",13,92.9,2012-13,NR,NR
2012,Littleton,01580000,25,20,80,54,0,0,292,218,74.7,35,0,0,2012-13,100,"Spring 2013",NA,NA,2009-10,18,94.7
2012,Longmeadow,01590000,60,54,90,160,1,0.6,564,414,73.4,43,2,4.7,2013-14,-,"Spring 2012",10,50,2011-12,25,100
2012,Lowell,01600000,105,42,40,369,31,8.4,1841,1081,58.7,307,0,0,2012-13,80.6,"Spring 2013",NA,NA,2010-11,15,78.9
2012,Ludlow,01610000,53,35,66,162,4,2.5,420,92,21.9,42,22,52.4,2011-12,-,"Spring 2012",45,80,2009-10,17,94.4
2012,Lunenburg,01620000,14,11,78.6,NA,NA,NA,269,207,77,25,15,60,2012-13,-,"Spring 2013",NA,NA,2010-11,7,100
2012,Lynn,01630000,202,106,52.5,573,48,8.4,2132,790,37.1,164,71,43.3,2011-12,-,"Spring 2012",29,55,2009-10,22,68.8
2012,Lynnfield,01640000,18,15,83.3,67,1,1.5,292,225,77.1,38,1,2.6,2012-13,-,"Spring 2013",NA,NA,2010-11,8,100
2012,Malden,01650000,75,35,46.7,215,0,0,833,402,48.3,107,76,71,2012-13,-,"Spring 2013",NA,NA,2010-11,21,95.5
2012,Mansfield,01670000,74,62,83.8,239,5,2.1,793,458,57.8,78,36,46.2,2012-13,81.3,"Spring 2013",NA,NA,2010-11,18,100
2012,Marblehead,01680000,51,48,94.1,171,3,1.8,502,313,62.4,45,35,77.8,2012-13,-,"Spring 2013",NA,NA,2010-11,23,88.5
2012,Marion,01690000,1,-,-,NA,NA,NA,64,59,92.2,10,8,80,2011-12,-,"Spring 2012",-,-,2009-10,NA,NA
2012,Marlborough,01700000,62,41,66.1,203,5,2.5,830,452,54.5,139,25,18,2011-12,-,"Spring 2012",-,-,2009-10,35,100
2012,Marshfield,01710000,74,64,86.5,221,5,2.3,721,523,72.5,78,11,14.1,2012-13,100,"Spring 2013",NA,NA,2010-11,8,100
2012,Mashpee,01720000,28,21,75,68,4,5.9,294,204,69.4,29,3,10.3,2010-11,70.6,"Spring 2011",14,87.5,2012-13,NR,NR
2012,Mattapoisett,01730000,NA,NA,NA,NA,NA,NA,50,44,88,10,8,80,2011-12,-,"Spring 2012",-,-,2009-10,NA,NA
2012,Maynard,01740000,18,12,66.7,48,0,0,195,111,56.9,24,1,4.2,2011-12,-,"Spring 2012",24,96,2009-10,0,0
2012,Medfield,01750000,22,21,95.5,NA,NA,NA,305,252,82.6,38,13,34.2,2012-13,-,"Spring 2013",NA,NA,2010-11,16,100
2012,Medford,01760000,86,55,64,244,12,4.9,852,434,50.9,61,16,26.2,2013-14,-,"Spring 2012",142,84,2011-12,57,91.9
2012,Medway,01770000,40,36,90,113,0,0,415,252,60.7,18,1,5.6,2013-14,-,"Spring 2012",14,70,2011-12,9,100
