FY_CODE,ORG_CODE,ORG_NAME,TECH_STU_PER_COMP_CNT,TECH_CLASS_COMP_NET_PCT
2006,04780000,"Francis W. Parker Charter Essential",3.6,100
2006,04780505,"Francis W. Parker Charter Essential School",3.6,100
2006,04790000,"Pioneer Valley Performing Arts Charter Public (District)",5.7,100
2006,04790505,"Pioneer Valley Performing Arts Charter Public School",5.7,100
2006,04810000,"Boston Renaissance Charter",7.9,100
2006,04810550,"Boston Renaissance Charter School",7.9,100
2006,04820000,"River Valley Charter",5.5,100
2006,04820050,"River Valley Charter School",5.5,100
2006,04830000,"Rising Tide Charter",3.3,100
2006,04830305,"Rising Tide Charter School",3.3,100
2006,04840000,"Roxbury Preparatory Charter",2.1,100
2006,04840505,"Roxbury Preparatory Charter School",2.1,100
2006,04850000,"Salem Academy Charter",,
2006,04850485,"Salem Academy Charter School",,
2006,04860000,"Seven Hills Charter",3.2,100
2006,04860105,"Seven Hills Charter School",3.2,100
2006,04870000,"Prospect Hill Academy Charter",5.1,100
2006,04870550,"Prospect Hill Academy Charter School",5.1,100
2006,04880000,"South Shore Charter Public (District)",3.2,100
2006,04880550,"South Shore Charter Public School",3.2,100
2006,04890000,"Sturgis Charter Public (District)",,
2006,04890505,"Sturgis Charter Public School",,
2006,04900000,"Uphams Corner Charter",,
2006,04900305,"Uphams Corner Charter School",,
2006,04910000,"Atlantis Charter",,
2006,04910550,"Atlantis Charter School",,
2006,06000000,Acton-Boxborough,,
2006,06000405,"Raymond J Grey JH",,
2006,06000505,"Acton-Boxborough Reg High",,
2006,06030000,Adams-Cheshire,5.4,100
2006,06030004,"Cheshire Elementary",5,100
2006,06030020,"Plunkett Elementary",6.3,100
2006,06030305,"Adams Middle",12.2,100
2006,06030505,"Hoosac Valley High",3.4,100
2006,06050000,Amherst-Pelham,2.8,100
2006,06050405,"Amherst Regional MS",2.1,100
2006,06050505,"Amherst Regional High",3.3,100
2006,06100000,Ashburnham-Westminster,3.6,100
2006,06100005,"Westminster Elem",1.8,100
2006,06100010,"Meetinghouse School",8.9,100
2006,06100025,"Briggs Elem",9.9,100
2006,06100305,"Overlook Middle School",4.6,100
2006,06100505,"Oakmont Regional H S",2.9,100
2006,06150000,Athol-Royalston,3.1,94.7
2006,06150005,"Ellen Bigelow",7.8,116.7
2006,06150016,"Pleasant St",6.1,93.3
2006,06150020,Riverbend,4.8,33.3
2006,06150025,"Sanders Street",2.2,100
2006,06150030,"Silver Lake",5,66.7
2006,06150050,"Royalston Community Sch",2.7,100
2006,06150305,"Athol-Royalston Middle School",1.6,100
2006,06150505,"Athol High",5.2,100
2006,06180000,"Berkshire Hills",2.8,100
2006,06180030,"Stockbridge Plain",,
2006,06180035,"Muddy Brook Regional Elementary School",2.9,100
2006,06180305,"Searles Middle",,
2006,06180310,"Monument Valley Regional Middle School",2.3,100
2006,06180505,"Monument Mt Reg High",3.2,100
2006,06200000,Berlin-Boylston,4.6,100
2006,06200505,"Tahanto Reg High",4.6,100
2006,06220000,Blackstone-Millville,3.4,100
2006,06220008,"John F Kennedy Elem",6.9,100
2006,06220010,"Millville Elem",4.5,100
2006,06220015,"A F Maloney",3.9,100
2006,06220405,"Frederick W. Hartnett Middle School",2.1,100
2006,06220505,"Blackstone Millville RHS",3.5,100
2006,06250000,Bridgewater-Raynham,5.5,100
2006,06250005,"Burnell Elementary School",7.9,100
2006,06250020,"Merrill Elementary School",10.5,100
2006,06250045,"Mitchell Elementary School",7.9,100
2006,06250050,"Laliberte Elementary School",5.2,100
2006,06250310,"Williams Middle",6.5,100
2006,06250315,"Raynham Middle School",2.6,100
2006,06250505,"Bridgewater-Raynham Reg",5.6,100
2006,06320000,Chesterfield-Goshen,13.8,100
2006,06320025,"New Hingham Regional Elem",13.8,100
2006,06350000,"Central Berkshire",4.5,100
2006,06350005,"Becket Washington School",2.7,100
2006,06350010,"Berkshire Trail Elem",3.7,100
2006,06350025,Craneville,11.3,100
2006,06350035,Kittredge,5,100
2006,06350305,"Nessacus Regional Middle School ",3.4,100
2006,06350505,"Wahconah Regional High",4.3,100
2006,06400000,Concord-Carlisle,2.2,100
2006,06400505,"Concord Carlisle High",2.2,100
2006,06450000,Dennis-Yarmouth,4.5,100
2006,06450005,"Ezra H Baker",5.3,100
2006,06450010,"John Simpkins",3.4,100
2006,06450015,"Marguerite E Small Elem",2.9,100
2006,06450020,"Laurence C MacArthur Elem",6.3,100
2006,06450025,"Station Avenue Elem",3.8,100
2006,06450305,"Mattacheese Middle Sch",4.7,100
2006,06450310,"N H Wixon Middle",4,100
2006,06450505,"Dennis-Yarmouth Reg High",6,100
2006,06500000,Dighton-Rehoboth,4.4,100
2006,06500005,"Dighton Elementary",5.2,100
2006,06500010,"Palmer River",11.9,100
2006,06500305,"Dighton Middle School",4.5,100
2006,06500310,"Dorothy L Beckwith",5.8,100
2006,06500505,"Dighton-Rehoboth Rhs",2.6,100
2006,06550000,Dover-Sherborn,1.7,100
2006,06550405,"Dover-Sherborn Reg MS",1.6,100
2006,06550505,"Dover-Sherborn Reg High",1.8,100
2006,06580000,"Dudley-Charlton Reg",,
2006,06580005,"Dudley Elementary",,
2006,06580010,"Mason Rd School",,
2006,06580020,"Charlton Elementary",,
2006,06580030,"Heritage School",,
2006,06580305,"Dudley Middle School",,
2006,06580310,"Charlton Middle School",,
2006,06580505,"Shepherd Hill Reg High",,
2006,06600000,Nauset,5.8,100
2006,06600305,"Nauset Reg Middle",3.5,100
2006,06600505,"Nauset Regional High",10.1,100
2006,06620000,"Farmington River Reg",2.2,100
2006,06620020,"Farmington River Elem",2.2,100
2006,06650000,Freetown-Lakeville,,
2006,06650015,"Freetown-Lakeville Intermediate School",,
2006,06650305,"Freetown-Lakeville Middle School",,
2006,06650505,"Apponequet Regional High",,
2006,06700000,Frontier,1.9,100
2006,06700505,"Frontier Reg",1.9,100
2006,06720000,Gateway,1.6,100
2006,06720033,"Blandford Elementary",2.1,100
2006,06720059,"Chester Elementary",1.4,100
2006,06720143,"Littleville Elementary School",2.4,100
2006,06720256,"Russell Elementary",1.4,100
2006,06720349,"Russell H Conwell",2.2,100
2006,06720380,"Gateway Reg Middle",2,100
2006,06720505,"Gateway Reg High",1.2,100
2006,06730000,Groton-Dunstable,3.8,100
2006,06730001,"Boutwell School",,100
2006,06730005,"Swallow/Union School",7.7,100
2006,06730010,"Florence Roche School",12,100
2006,06730040,"Prescott Elem",4.1,100
2006,06730305,"Groton/Dun Reg'l Middle",3.2,100
2006,06730505,"Groton Dunstable Regional",2.4,100
2006,06740000,Gill-Montague,3.1,100
2006,06740005,"Gill Elem",6.8,100
2006,06740015,Hillcrest,15.9,100
2006,06740020,"Montague Center",19.2,100
2006,06740050,"Sheffield Elementary",10.9,100
2006,06740310,"Great Falls Middle",1.4,100
2006,06740505,"Turners Fall High",1.9,100
2006,06750000,Hamilton-Wenham,4,100
2006,06750007,"Bessie Buker Elementary",2.8,100
2006,06750010,"Cutler School",3.6,100
2006,06750015,"Winthrop School",3.9,100
2006,06750310,"Miles River Middle",3.5,100
2006,06750505,"Hamilton-Wenham Reg High",5.9,100
2006,06800000,Hampden-Wilbraham,4.7,100
2006,06800005,"Green Meadows Elem",3.5,100
2006,06800015,"Memorial Elementary",4.9,100
2006,06800025,"Mile Tree Elementary",5.1,100
2006,06800030,"Soule Road",3.3,100
2006,06800050,"Stony Hill School",12.7,100
2006,06800305,"Thornton Burgess",3.4,100
2006,06800310,"Wilbraham Middle",5.7,100
2006,06800505,"Minnechaug Reg High",4.9,100
2006,06830000,Hampshire,1.9,100
2006,06830505,"Hampshire Reg High",1.9,100
2006,06850000,Hawlemont,2.2,100
2006,06850005,"Hawlemont Reg",2.2,100
2006,06900000,"King Philip",,
2006,06900505,"King Philip Reg High",,
2006,06900510,"King Philip Middle School",,
2006,06950000,Lincoln-Sudbury,1.4,100
2006,06950505,"Lincoln-Sudbury Reg High",1.4,100
2006,06980000,"Manchester Essex Regional",3.9,100
2006,06980010,"Manchester Memorial Elementary",3.9,100
2006,06980020,"Essex Elementary/Middle",2.9,100
2006,06980510,"Manchester Jr-Sr High",4.5,100
2006,07000000,"Marthas Vineyard",2,100
2006,07000505,"Marthas Vineyard Reg High",2,100
2006,07050000,Masconomet,2.6,100
2006,07050405,"Masconomet RMS",2.2,100
2006,07050505,"Masconomet Regional HS",2.8,100
2006,07100000,Mendon-Upton,6.2,100
2006,07100001,"Memorial School",4.4,100
2006,07100015,"Miscoe Hill School",10.3,100
2006,07100179,"Henry P Clough",4.5,100
2006,07100510,"Nipmuc Regional Middle/HS",6.4,100
2006,07150000,"Mount Greylock",3.8,100
2006,07150505,"Mt Greylock Reg High",3.8,100
2006,07170000,"Mohawk Trail",5.6,100
2006,07170005,"Buckland-Shelburne Reg",10.6,100
2006,07170010,"Colrain Central",8.1,100
2006,07170015,"Heath Elementary",3.5,100
2006,07170020,"Sanderson Academy",5.6,100
2006,07170505,"Mohawk Trail Reg High",4.9,100
2006,07200000,Narragansett,6.7,98.3
2006,07200003,"Phillipston Memorial",8.7,100
2006,07200005,"Baldwinville Elementary",10.6,86.7
2006,07200010,"East Templeton",16.9,100
2006,07200020,"Templeton Center",18.6,100
2006,07200305,"Narragansett  Middle",5.7,100
2006,07200505,"Narragansett Reg High",4.7,100
2006,07250000,Nashoba,2.5,100
2006,07250010,"Mary Rowlandson Elementary",2.8,100
2006,07250015,Pompositticut,2.9,100
2006,07250020,"Center School",1.8,100
2006,07250025,"Florence Sawyer Sch",4.8,100
2006,07250305,"Luther Burbank Middle School",1.5,100
2006,07250310,Hale,2,100
2006,07250505,"Nashoba Regional",2.1,100
2006,07280000,"New Salem-Wendell",3.9,100
2006,07280015,"Swift River",3.9,100
2006,07300000,Northboro-Southboro,2.1,100
2006,07300505,"Algonquin Reg High",2.1,100
2006,07350000,"North Middlesex",5.2,100
2006,07350005,"Spaulding Memorial",8.2,100
2006,07350010,"Ashby Elementary",5.9,100
2006,07350015,"Peter Fitzpatrick",7.8,100
2006,07350020,Squannacook,6.6,100
2006,07350030,"Hawthorne Brook",5.6,100
2006,07350035,"Varnum Brook",7.2,100
2006,07350310,"Nissitissit Middle School",3,100
2006,07350505,"North Middlesex Reg",4.5,100
2006,07400000,"Old Rochester",2.1,100
2006,07400405,"Old Rochester Reg Jr High",1.9,100
2006,07400505,"Old Rochester Reg High",2.3,100
2006,07450000,Pentucket,7.3,82.7
2006,07450005,"Elmer S Bagnall",10.5,100
2006,07450010,"Helen R Donaghue School",4.2,100
2006,07450015,"Dr John C Page School",5.2,0
2006,07450020,"Dr Frederick N Sweetsir",9.2,100
2006,07450405,"Pentucket Reg Middle",7.5,100
2006,07450505,"Pentucket Reg Sr High",9.2,100
2006,07500000,"Pioneer Valley",2.3,97.7
2006,07500006,"Bernardston Elem",1.5,100
2006,07500007,"Pearl E Rhodes Elem",2.2,100
2006,07500008,"Northfield Elementary",5,90.9
2006,07500009,"Warwick Community School",1.8,100
2006,07500505,"Pioneer Valley Reg",2.2,100
2006,07530000,Quabbin,7.1,100
2006,07530005,"Hardwick Elem",4.7,100
2006,07530010,"Hubbardston Center",7.1,100
2006,07530020,"New Braintree Grade",2.6,100
2006,07530025,"Oakham Center",8.3,100
2006,07530030,"Ruggles Lane",8.2,100
2006,07530405,"Quabbin Regional Middle School",,
2006,07530505,"Quabbin Regional Mid/HS",5.2,100
2006,07550000,"Ralph C Mahar",1.5,100
2006,07550505,"Ralph C Mahar Reg",1.5,100
2006,07600000,"Silver Lake",2.9,100
2006,07600405,"Silver Lake Regional Middle School",2,100
2006,07600505,"Silver Lake Reg High",3.9,100
2006,07650000,"Southern Berkshire",2.1,100
2006,07650015,Monterey,5,100
2006,07650018,"New Marlborough Central",1.4,100
2006,07650030,"South Egremont",4,100
2006,07650035,Undermountain,3.6,100
2006,07650505,"Mt Everett Regional",1.4,100
2006,07660000,Southwick-Tolland,5.1,98.3
2006,07660010,"Woodland Elementary",13.6,95.2
2006,07660305,"Powder Mill",7,100
2006,07660505,"Southwick-Tolland Regional High",2.6,100
2006,07670000,"Spencer-E Brookfield",3.8,100
2006,07670005,"Maple Street School",9.1,100
2006,07670008,"East Brookfield Elementary",2.2,100
2006,07670010,"Lake Street",12.5,100
2006,07670040,"Wire Village School",1.7,100
2006,07670415,"Knox Trail Junior High",4.7,100
2006,07670505,"David Prouty High",4.7,100
2006,07700000,Tantasqua,3.2,92.1
2006,07700405,"Tantasqua Reg Jr High",5.4,100
2006,07700505,"Tantasqua Reg Sr High",2.8,100
2006,07700605,"Tantasqua Reg Voc",2.3,58.1
2006,07730000,Triton,5.6,100
2006,07730015,"Salisbury Elementary",,100
2006,07730020,"Newbury Elementary",45.8,100
2006,07730025,"Pine Grove",4.1,100
2006,07730405,"Triton Middle School",13.4,100
2006,07730505,"Triton High School",2.4,100
2006,07740000,"Up-Island Regional",1.6,100
2006,07740010,"Chilmark Elementary",1.3,100
2006,07740020,"West Tisbury Elem",1.6,100
2006,07750000,Wachusett,4.1,100
2006,07750018,"Davis Hill Elementary",27.3,100
2006,07750020,Dawson,3.2,100
2006,07750027,"Houghton Elementary",3.5,100
2006,07750032,"Leroy E.Mayo",11.8,100
2006,07750035,"Naquag Elementary",5.6,100
2006,07750040,"Paxton Center",8.2,100
2006,07750045,"Thomas Prince",2.3,100
2006,07750305,"Mountview Middle",3.1,100
2006,07750310,"Central Tree Middle",4.2,100
2006,07750315,"Chocksett Middle School",2.6,100
2006,07750505,"Wachusett Regional High",3.9,100
2006,07780000,"Quaboag Regional",3.3,100
2006,07780005,"Warren Elementary",10.8,100
2006,07780010,"West Brookfield Elem",7.9,100
2006,07780505,"Quaboag Regional High",1.8,100
2006,07800000,Whitman-Hanson,3.5,100
2006,07800003,"Park Avenue ECC",14.1,100
2006,07800010,"Louise A Conley",4.1,100
2006,07800025,"Maquan Elementary",5.2,100
2006,07800030,"John H Duval",4.9,100
2006,07800035,"Indian Head",4.4,100
2006,07800310,"Whitman Middle",2.7,100
2006,07800315,"Hanson Middle School",3,100
2006,07800505,"Whitman Hanson Regional",2.7,100
2006,08010000,"Assabet Valley",1.8,100
2006,08010605,"Assabet Valley Voc H S",1.8,100
2006,08050000,"Blackstone Valley Reg",1.5,100
2006,08050605,"Blackstone Valley",1.5,100
2006,08060000,"Blue Hills Voc",,
2006,08060605,"Blue Hills Reg Voc Tech",,
2006,08100000,"Bristol-Plymouth Voc Tech",2.4,100
2006,08100605,"Bristol-Plymouth Voc Tech",2.4,100
2006,08150000,"Cape Cod Region Voc Tech",2.1,100
2006,08150605,"Cape Cod Region Voc Tech",2.1,100
2006,08180000,"Franklin County",2.2,100
2006,08180605,"Franklin County Tech",2.2,100
2006,08210000,"Greater Fall River",2,100
2006,08210605,"Diman Reg Voc Tech High",2,100
2006,08230000,"Greater Lawrence RVT",2.3,100
2006,08230605,"Gr Lawrence Reg Voc Tech",2.3,100
2006,08250000,"Greater New Bedford",1.9,100
2006,08250605,"Gr New Bedford Voc Tech",1.9,100
2006,08280000,"Greater Lowell Voc Tec",2.8,97.1
2006,08280605,"Gr Lowell Reg Voc Tech",2.8,97.1
2006,08290000,"So Middlesex Voc Tech Reg",1.9,100
2006,08290605,"Joseph P Keefe Tech HS",1.9,100
2006,08300000,"Minuteman Voc Tech",1.5,100
2006,08300605,"Minuteman Regional High",1.5,100
2006,08320000,"Montachusett Voc Tech Reg",2,100
2006,08320605,"Montachusett Voc Tech",2,100
2006,08510000,"Northern Berkshire Voc",,
2006,08510605,"Charles McCann Voc Tech",,
2006,08520000,"Nashoba Valley Tech",2.5,100
2006,08520605,"Nashoba Valley Tech H S",2.5,100
2006,08530000,"Northeast Metro Voc",3,96
2006,08530605,"Northeast Metro Reg Voc",3,96
2006,08540000,"North Shore Reg Voc",1.5,100
2006,08540605,"North Shore Reg Voc",1.5,100
2006,08550000,"Old Colony Reg Voc Tech",,
2006,08550605,"Old Colony Reg Voc Tech",,
2006,08600000,"Pathfinder Voc Tech",1.9,100
2006,08600605,"Pathfinder Voc Tech",1.9,100
2006,08710000,"Shawsheen Valley Voc Tech",2.1,100
2006,08710605,"Shawsheen Valley Voc Tech",2.1,100
2006,08720000,"Southeastern Reg Voc Tech",1.4,100
2006,08720605,"Southeastern Reg Voc Tech",1.4,100
2006,08730000,"South Shore Reg Voc Tech",2.2,100
2006,08730605,"So Shore Voc Tech High",2.2,100
2006,08760000,"Southern Worcester Cty VT",2.5,100
2006,08760605,"Bay Path Reg Voc Tech H S",2.5,100
2006,08780000,"Tri County",4.8,100
2006,08780605,"Tri County Reg Voc Tech",4.8,100
2006,08790000,"Upper Cape Cod Voc Tech",1.6,100
2006,08790605,"Upper Cape Cod Voc Tech",1.6,100
2006,08850000,"Whittier Voc",,
2006,08850605,"Whittier Reg Voc",,
2006,09100000,"Bristol County Agr",3.2,100
2006,09100705,"Bristol County Agr High",3.2,100
2006,09130000,"Essex Agr Tech",2.6,97.5
2006,09130705,"Essex Agr and Tech Inst",2.6,97.5
2006,09150000,"Norfolk County Agr",2.3,100
2006,09150705,"Norfolk County Agr",2.3,100
2007,00000000,"State Totals",3.4,98.7
2007,00010000,Abington,5,100
2007,00010003,"Abington ECC",12.8,100
2007,00010005,Center,3.7,100
2007,00010010,North,3.8,100
2007,00010015,Woodsdale,4.1,100
2007,00010405,"Frolio Jr Hs",4.3,100
2007,00010505,"Abington High",4.7,100
2007,00020000,Acton,,
2007,00020010,Merriam,,
2007,00020015,McCarthy-Towne,,
2007,00020020,Douglas,,
2007,00020025,Gates,,
2007,00020030,"Luther Conant",,
2007,00030000,Acushnet,1.8,100
2007,00030025,"Acushnet Elementary Sch",2.1,100
2007,00030305,"Albert F Ford Middle Sch",1.5,100
2007,00050000,Agawam,4.8,100
2007,00050003,"Agawam ECC",11.9,100
2007,00050010,"Clifford M Granger",5.7,100
2007,00050020,"Benjamin J Phelps",6.3,100
2007,00050025,"Robinson Park",5.4,100
2007,00050030,"James Clark School",6.7,100
2007,00050303,"Agawam Middle School",6.1,100
2007,00050405,"Agawam Junior High",3.6,100
2007,00050505,"Agawam High",3.9,100
2007,00070000,Amesbury,4.6,100
2007,00070005,"Amesbury Elementary",4,100
2007,00070010,"Charles C Cashman El",5.4,100
2007,00070013,"Amesbury Middle",3.8,100
2007,00070505,"Amesbury High",5.7,100
2007,00080000,Amherst,3.1,100
2007,00080009,"Crocker Farm Elementary",3.2,100
2007,00080020,"Fort River Elementary",3.4,100
2007,00080030,"Marks Meadow Elementary School",2.4,100
2007,00080050,"Wildwood Elementary",3.1,100
2007,00090000,Andover,3.2,100
2007,00090003,"Bancroft Elementary",3.6,100
2007,00090004,"High Plain Elementary",2.6,100
2007,00090005,"Shawsheen School",3,100
2007,00090010,"Henry C Sanborn Elem",3.1,100
2007,00090020,"South Elementary",4,100
2007,00090025,"West Elementary",4,100
2007,00090305,"Doherty Middle",3.2,100
2007,00090310,"Andover West Middle",2.9,100
2007,00090350,"Wood Hill Middle School",1.6,100
2007,00090505,"Andover High",4,100
2007,00100000,Arlington,3.3,100
2007,00100005,"John A Bishop",2.5,100
2007,00100010,Brackett,3.4,100
2007,00100025,"Cyrus E Dallin",2.4,100
2007,00100030,Hardy,2.4,100
2007,00100038,"Menotomy Preschool",77,100
2007,00100045,Peirce,2.5,100
2007,00100050,Thompson,3.6,100
2007,00100055,"M Norcross Stratton",3.7,100
2007,00100410,"Ottoson Middle",3.9,100
2007,00100505,"Arlington High",3.7,100
2007,00140000,Ashland,3.9,100
2007,00140005,"William Pittaway Elem",14.7,100
2007,00140010,"Henry E Warren Elem",6.4,100
2007,00140015,"David Mindess",4.9,100
2007,00140405,"Ashland Middle",4.7,100
2007,00140505,"Ashland High",2,100
2007,00160000,Attleboro,4.4,100
2007,00160001,"A. Irvin Studley Elementary School",5.8,100
2007,00160008,"Early Learning Center",16.6,100
2007,00160035,"Thomas E. Willett School",3.5,100
2007,00160040,"Hyman Fine Elementary School",6.6,100
2007,00160045,"Hill-Roberts Elementary School",6.2,100
2007,00160050,"Peter Thacher Elementary School",3.2,100
2007,00160305,"Robert J. Coelho Middle School",2.6,100
2007,00160315,"Cyril K. Brennan Middle School",4.7,100
2007,00160320,"Wamsutta Middle School",6.6,100
2007,00160505,"Attleboro High",4.3,100
2007,00170000,Auburn,3.4,100
2007,00170005,"Julia Bancroft",6.3,100
2007,00170010,"Bryn Mawr",11.5,100
2007,00170015,Pakachoag,5,100
2007,00170025,"Mary D Stone",6.4,100
2007,00170305,"Auburn Middle",4.9,100
2007,00170505,"Auburn Senior High",1.7,100
2007,00180000,Avon,2.7,100
2007,00180010,"Ralph D Butler",3.6,100
2007,00180510,"Avon Middle High School",2.2,100
2007,00190000,Ayer,3.3,100
2007,00190025,Page-Hilltop,3.5,100
2007,00190305,"Ayer Middle",3,100
2007,00190510,"Ayer High",3.1,100
2007,00200000,Barnstable,3.7,100
2007,00200004,"Barnstable Early Learning Center",18.7,100
2007,00200005,"West Barnstable Elem",4.4,100
2007,00200010,"Centerville Elementary",3.4,100
2007,00200015,"Cotuit Elem",3.8,100
2007,00200020,"Hyannis Elementary",2.7,100
2007,00200025,"Hyannis West Elementary",4.6,100
2007,00200030,"Marstons Mills Elem",5.5,100
2007,00200035,"Osterville Elementary",3.6,100
2007,00200040,"Osterville Bay Elementary",4.5,100
2007,00200305,"Barnstable Middle School",3.7,100
2007,00200505,"Barnstable High",3.5,100
2007,00230000,Bedford,2.3,100
2007,00230010,"Lt Elezer Davis",3,100
2007,00230012,"Lt Job Lane School",2.8,100
2007,00230305,"John Glenn Middle",1.7,100
2007,00230505,"Bedford High",2.3,100
2007,00240000,Belchertown,4.2,92.8
2007,00240005,"Cold Spring",26.6,0
2007,00240006,"Chestnut Hill Community School",5.8,100
2007,00240018,"Swift River Elem",7.2,100
2007,00240025,"Jabish Middle School",4.5,100
2007,00240505,"Belchertown High",2.2,100
2007,00250000,Bellingham,2.6,100
2007,00250003,"Bellingham ECC",2.5,100
2007,00250009,"Clara Macy Elementary",2.8,100
2007,00250020,"South Elem",3.3,100
2007,00250025,"Stall Brook",2.9,100
2007,00250315,"Bellingham Memorial Middle School",2.7,100
2007,00250505,"Bellingham High School",2.3,100
2007,00250510,"Primavera Jr/Sr H S",1.3,100
2007,00260000,Belmont,5.3,100
2007,00260005,"Winn Brook",10.1,100
2007,00260010,"Mary Lee Burbank",6.8,100
2007,00260015,"Daniel Butler",4.9,100
2007,00260035,"Roger E Wellington",11.4,100
2007,00260305,"Winthrop L Chenery Middle",4.7,100
2007,00260505,"Belmont High",4.1,100
2007,00270000,Berkley,4.5,100
2007,00270010,"Berkley Community School",6.4,100
2007,00270305,"Berkley Middle School",3.2,100
2007,00280000,Berlin,3.5,100
2007,00280005,"Berlin Memorial",3.5,100
2007,00300000,Beverly,4.4,100
2007,00300010,"Centerville Elementary",3,100
2007,00300015,"Cove Elementary",4.6,100
2007,00300033,"Hannah Elementary",5.2,100
2007,00300037,"McKeown Elementary",4.1,100
2007,00300040,"North Beverly Elementary",3.4,100
2007,00300055,"Ayers/Ryal Side Sch",4.6,100
2007,00300305,"Briscoe Middle",4.9,100
2007,00300505,"Beverly High",4.7,100
2007,00310000,Billerica,11,100
2007,00310005,"Thomas Ditson",2.9,100
2007,00310007,"Frederick J Dutile",14.8,100
2007,00310012,"John F Kennedy",17.8,100
2007,00310015,Parker,22.5,100
2007,00310026,"Hajjar Elementary",20.5,100
2007,00310030,"Eugene C Vining",31.6,100
2007,00310305,"Marshall Middle School",13,100
2007,00310310,"Locke Middle",13.8,100
2007,00310505,"Billerica Memorial High School",22.5,100
2007,00350000,Boston,3.7,99.6
2007,00350001,"Lee Academy",2.1,100
2007,00350003,"Baldwin ELC",5.2,100
2007,00350004,"Mary Lyon",1.7,100
2007,00350005,"ELC - East Zone",4.2,100
2007,00350006,"ELC - West Zone",2.6,100
2007,00350007,Agassiz,11.6,100
2007,00350008,"Dr. Catherine Ellison-Rosa Parks Early Ed School",4,100
2007,00350009,"East Boston ECC",4.4,100
2007,00350010,"Haynes Early Education Center",4.2,100
2007,00350011,"Alexander Hamilton",3.8,100
2007,00350013,"Jackson Mann",4.1,100
2007,00350021,Beethoven,3.6,100
2007,00350036,"Carter Develop Day Care",2.1,85.7
2007,00350052,"Charles Sumner",5.2,100
2007,00350054,"Charles H Taylor",9.2,100
2007,00350062,"Curtis Guild",3.8,100
2007,00350066,"Dante Alighieri",4.4,100
2007,00350072,"David A Ellis",4.1,100
2007,00350074,Dearborn,6.5,100
2007,00350077,"Dennis C Haley",4.5,100
2007,00350080,"Donald Mckay",8.9,100
2007,00350088,"Edward Everett",5.8,100
2007,00350094,"Elihu Greenwood",9.1,100
2007,00350096,"Eliot Elementary",2.3,100
2007,00350100,"Ellis Mendell",2.7,100
2007,00350102,"Emily A Fifield",6.1,100
2007,00350108,Farragut,3.8,100
2007,00350116,"Franklin D Roosevelt",8.9,100
2007,00350122,"George H Conley",3.1,100
2007,00350135,"Henry Grew",3.5,100
2007,00350137,"Henry L Higginson",3.1,100
2007,00350138,"O W Holmes",1.1,100
2007,00350141,"Hugh Roe O'Donnell",3.5,100
2007,00350146,"James Condon Elem",4.7,100
2007,00350152,"James A Garfield Elem",3.4,100
2007,00350153,"James W Hennigan",5.6,100
2007,00350154,"James J Chittick",2.1,100
2007,00350156,"James Otis",5.9,100
2007,00350166,"John F Kennedy",7,100
2007,00350167,"John P Holland",4.3,100
2007,00350172,"John D Philbrick",2,100
2007,00350178,"John Marshall",6.1,100
2007,00350179,"John W McCormack",3.9,100
2007,00350180,"John Winthrop",3.9,100
2007,00350181,"Joseph P Tynan",5.2,100
2007,00350182,"Joseph J Hurley",4.3,100
2007,00350183,"Joseph Lee",21.4,100
2007,00350184,"Joseph P Manning",2.4,100
2007,00350190,"Joyce Kilmer",4,100
2007,00350200,Harvard-Kent,3.4,100
2007,00350211,"Lucy Stone",7.2,100
2007,00350215,"Manassah E Bradley",4,100
2007,00350226,Mattahunt,6.3,100
2007,00350227,Mather,4.6,100
2007,00350229,"Maurice J Tobin",3.8,100
2007,00350231,"Michael J Perkins",3.2,100
2007,00350237,Mozart,2.4,100
2007,00350240,"Richard J Murphy",5.9,100
2007,00350243,"Nathan Hale",3.6,100
2007,00350255,"Oliver Hazard Perry",2.4,100
2007,00350257,"Orchard Gardens ",2.3,100
2007,00350258,"William H Ohrenberger",3.6,89.7
2007,00350262,Lyndon,4.5,100
2007,00350264,"Patrick J Kennedy",4.4,100
2007,00350266,"Patrick O'Hearn",4,100
2007,00350268,"Paul A Dever",5.3,100
2007,00350270,"Pauline Agassiz Shaw",3.4,100
2007,00350278,"Phineas Bates",11.7,100
2007,00350284,"Quincy E Dickerman",4.7,100
2007,00350286,"Josiah Quincy",5.3,100
2007,00350288,"Ralph Waldo Emerson",3.4,100
2007,00350298,"Roger Clap",4,100
2007,00350302,"Samuel Adams",4.6,100
2007,00350304,"Samuel W Mason",2.1,100
2007,00350308,"Sarah Greenwood",4,100
2007,00350326,"Thomas Gardner",3.8,100
2007,00350328,"Thomas J Kenny",2.8,100
2007,00350346,Warren-Prescott,4.5,100
2007,00350360,"William Ellery Channing",6.3,100
2007,00350363,"William McKinley",3.3,100
2007,00350366,"William E Russell",3.6,90.9
2007,00350370,"William Monroe Trotter",4.4,100
2007,00350374,"Winship Elementary",2.5,100
2007,00350380,"Young Achievers",2.1,100
2007,00350381,"Mildred Avenue Middle School",2.4,100
2007,00350382,"Mission Hill School",3.8,100
2007,00350383,"Lilla G. Frederick Middle School",2.6,100
2007,00350384,"James M Curley",10.7,100
2007,00350390,Blackstone,7,100
2007,00350405,"Umana/Barnes Middle",3.7,100
2007,00350410,"Martin Luther King Jr Mid",3.3,100
