FY_CODE,ORG_CODE,ORG_NAME,TECH_STU_PER_COMP_CNT,TECH_CLASS_COMP_NET_PCT
2003,03480215,"Rice Square",2.7,100
2003,03480220,Roosevelt,2.1,100
2003,03480225,"Worcester Arts Magnet Sch",2.8,100
2003,03480230,Tatnuck,5.5,100
2003,03480235,"Thorndyke Road",4.4,100
2003,03480240,"Union Hill School",3.4,100
2003,03480260,"West Tatnuck",2.9,100
2003,03480275,"Accelerated Learning Lab",2.2,100
2003,03480280,"Vernon Hill School",4.3,100
2003,03480285,"University Pk Campus Sch",4.5,100
2003,03480405,"Burncoat Middle School",4.3,100
2003,03480415,"Forest Grove Middle",3.8,100
2003,03480420,"Worcester East Middle",5.3,100
2003,03480423,"Sullivan Middle",10.7,100
2003,03480503,"Burncoat Senior High",4.7,100
2003,03480512,"Doherty Memorial High",4,100
2003,03480515,"North High",4.4,100
2003,03480520,"South High Community",4.6,100
2003,03480605,"Worcester Voc High",1.6,100
2003,03500000,Wrentham,2.5,100
2003,03500003,Delaney,3.4,100
2003,03500005,Vogel,,
2003,03500010,"Charles E Roderick",2.1,100
2003,04060000,Northampton-Smith,3.4,90.9
2003,04060705,"Smith Voc and Agr High",3.4,91
2003,04100000,"Excel Academy Charter",,
2003,04100205,"Excel Academy Charter School",,
2003,04120000,"Academy Of the Pacific Rim Charter",11.1,10.5
2003,04120530,"Academy Of the Pacific Rim Charter School",11.1,11
2003,04130000,"Four Rivers Charter",,
2003,04130505,"Four Rivers Charter School",,
2003,04150000,"Academy of Strategic Learning HMCS",1.7,100
2003,04150505,"Academy of Strategic Learning HMCS School",1.7,100
2003,04180000,"Framingham Community Charter",,
2003,04180305,"Framingham Community Charter School",,
2003,04190000,"Smith Leadership Academy Charter",,
2003,04190305,"Smith Leadership Academy Charter School",,
2003,04200000,"Benjamin Banneker Charter",3.1,100
2003,04200205,"Benjamin Banneker Charter School",3.1,100
2003,04220000,"Roxbury Charter",,
2003,04220505,"Roxbury Charter High School",,
2003,04230000,"Barnstable HMCS",2.8,100
2003,04230010,"Barnstable HMCS School",2.8,100
2003,04240000,"Boston Evening Academy HMCS",,
2003,04240505,"Boston Evening Academy HMCS School",,
2003,04280000,"Edward Brooke Charter",3.5,100
2003,04280305,"Edward Brooke Charter School",3.5,100
2003,04320000,"Cape Cod Lighthouse Charter",5,92.9
2003,04320530,"Cape Cod Lighthouse Charter School",5,93
2003,04340000,"Champion HMCS",5,100
2003,04340505,"Champion HMCS School",5,100
2003,04350000,"Murdoch Middle Public Charter",2.1,100
2003,04350305,"Murdoch Middle Public Charter School",2.1,100
2003,04370000,"City On A Hill Charter",2.4,100
2003,04370505,"City On A Hill Charter School",2.4,100
2003,04380000,"Codman Academy Charter",2.2,100
2003,04380505,"Codman Academy Charter School",2.2,100
2003,04390000,"Conservatory Lab Charter",,
2003,04390050,"Conservatory Lab Charter School",,
2003,04400000,"Community Day Charter",8.5,100
2003,04400205,"Community Day Charter School",8.5,100
2003,04410000,"Sabis International Charter",17.8,5.4
2003,04410505,"Sabis International Charter School",17.8,5
2003,04420000,"Frederick Douglass Charter",,
2003,04420050,"Frederick Douglass Charter School",,
2003,04440000,"Neighborhood House Charter",3.3,100
2003,04440205,"Neighborhood House Charter School",3.3,100
2003,04450000,"Abby Kelley Foster Regional Charter",6.5,67.3
2003,04450105,"Abby Kelley Foster Regional Charter School",6.5,67
2003,04460000,"Foxboro Regional Charter",18.3,4.4
2003,04460550,"Foxboro Regional Charter School",18.3,4
2003,04470000,"Benjamin Franklin Classical Charter",8.4,100
2003,04470205,"Benjamin Franklin Classical Charter School",8.4,100
2003,04490000,"So.Boston Harbor Academy Charter",11.5,6.7
2003,04490305,"So.Boston Harbor Academy Charter School",11.5,7
2003,04500000,"Hilltown Cooperative Charter",4.9,81.8
2003,04500105,"Hilltown Cooperative Charter School",4.9,82
2003,04510000,"Robert M. Hughes Academy Charter",,
2003,04510550,"Robert M. Hughes Academy Charter School",,
2003,04520000,"Health Careers Academy HMCS",5.3,100
2003,04520505,"Health Careers Academy HMCS School",5.3,100
2003,04540000,"Lawrence Family Development Charter",8.5,100
2003,04540205,"Lawrence Family Development Charter School",8.5,100
2003,04560000,"Lowell Community Charter",4.7,100
2003,04560050,"Lowell Community Charter School",4.7,100
2003,04580000,"Lowell Middlesex Academy Charter",2.7,28.6
2003,04580505,"Lowell Middlesex Academy Charter School",2.7,29
2003,04640000,"Marblehead Community Charter",3.3,100
2003,04640305,"Marblehead Community Charter School",3.3,100
2003,04660000,"Martha's Vineyard Charter",,
2003,04660550,"Martha's Vineyard Charter School",,
2003,04680000,"Ma Academy for Math and Science",,
2003,04680505,"Ma Academy for Math and Science School",,
2003,04690000,"Media and Technology Charter",2.7,100
2003,04690505,"Media and Technology Charter School",2.7,100
2003,04700000,"Mystic Valley Regional Charter",,
2003,04700105,"Mystic Valley Regional Charter School",,
2003,04710000,"New Leadership HMCS",,
2003,04710405,"New Leadership HMCS School",,
2003,04720000,"New Bedford Global HMCS",0.9,100
2003,04720515,"New Bedford Global Learning HMCS",0.9,100
2003,04740000,"North Central Charter Essential School",3.5,100
2003,04740505,"North Central Charter Essential School ",3.5,100
2003,04780000,"Francis W. Parker Charter",7.1,100
2003,04780505,"Francis W. Parker Charter School",7.1,100
2003,04790000,"Pioneer Valley Performing Arts Charter",9.6,76.9
2003,04790505,"Pioneer Valley Performing Arts Charter School",9.6,77
2003,04810000,"Boston Renaissance Charter",3.7,100
2003,04810550,"Boston Renaissance Charter School",3.7,100
2003,04820000,"River Valley Charter",5.3,100
2003,04820050,"River Valley Charter School",5.3,100
2003,04830000,"Rising Tide Charter",3.4,100
2003,04830305,"Rising Tide Charter School",3.4,100
2003,04840000,"Roxbury Preparatory Charter",4.3,100
2003,04840505,"Roxbury Preparatory Charter School",4.3,100
2003,04860000,"Seven Hills Charter",,
2003,04860105,"Seven Hills Charter School",,
2003,04870000,"Prospect Hill Academy Charter",7.9,0
2003,04870550,"Prospect Hill Academy Charter School",7.9,0
2003,04880000,"South Shore Charter",3.3,100
2003,04880550,"South Shore Charter School",3.3,100
2003,04890000,"Sturgis Charter",,
2003,04890505,"Sturgis Charter School",,
2003,04900000,"Uphams Corner Charter",,
2003,04900305,"Uphams Corner Charter School",,
2003,04910000,"Atlantis Charter",,
2003,04910550,"Atlantis Charter School",,
2003,06000000,Acton-Boxborough,4.9,100
2003,06000405,"Raymond J Grey JH",3.3,100
2003,06000505,"Acton-Boxborough Reg High",6.8,100
2003,06030000,Adams-Cheshire,7.2,100
2003,06030004,"Cheshire Elementary",6.1,100
2003,06030020,"Plunkett Elementary",7.8,100
2003,06030305,"Adams Middle",21.2,100
2003,06030505,"Hoosac Valley High",4.7,100
2003,06050000,Amherst-Pelham,3.6,100
2003,06050405,"Amherst Regional MS",3,100
2003,06050505,"Amherst Regional High",3.9,100
2003,06100000,Ashburnham-Westminster,3.5,100
2003,06100005,"Westminster Elem",1.9,100
2003,06100010,"Meetinghouse School",7.5,100
2003,06100025,"Briggs Elem",9,100
2003,06100305,"Overlook Middle School",8.9,100
2003,06100505,"Oakmont Regional H S",2,100
2003,06150000,Athol-Royalston,3.3,67.8
2003,06150005,"Ellen Bigelow",12.7,22
2003,06150016,"Pleasant St",6,8
2003,06150020,Riverbend,9,21
2003,06150025,"Sanders Street",3.9,78
2003,06150030,"Silver Lake",3.4,43
2003,06150050,"Royalston Community Sch",3.9,100
2003,06150060,"The Learning Center",,
2003,06150305,"Athol-Royalston Middle School",1.9,100
2003,06150505,"Athol High",3.3,100
2003,06180000,"Berkshire Hills",4.4,100
2003,06180005,"William Cullen Bryant",,
2003,06180015,"Housatonic Grammar",,
2003,06180025,Village,,
2003,06180030,"Stockbridge Plain",4.3,100
2003,06180305,"Searles Middle",4.1,100
2003,06180505,"Monument Mt Reg High",4.1,100
2003,06200000,Berlin-Boylston,6.6,97.1
2003,06200505,"Tahanto Reg High",6.6,97
2003,06220000,Blackstone-Millville,3.9,100
2003,06220008,"John F Kennedy Elem",7.8,100
2003,06220010,"Millville Elem",7,100
2003,06220015,"A F Maloney",8.7,100
2003,06220405,"Frederick W. Hartnett Middle School",1.4,100
2003,06220505,"Blackstone Millville RHS",3.9,100
2003,06250000,Bridgewater-Raynham,5.3,95.8
2003,06250005,"Burnell Campus School",7.9,100
2003,06250020,"Lillie B Merrill",,
2003,06250030,South,,
2003,06250035,"William J Sullivan",,
2003,06250045,"Bridgewater Elem",7.4,100
2003,06250050,"Dr. E.J. La Liberte Elementary School",6,100
2003,06250310,"Williams Middle",6.9,100
2003,06250315,"Raynham Middle School",2.4,100
2003,06250505,"Bridgewater-Raynham Reg",5.1,100
2003,06320000,Chesterfield-Goshen,5.9,100
2003,06320025,"New Hingham Regional Elem",5.9,100
2003,06350000,"Central Berkshire",4.8,100
2003,06350005,"Becket Washington School",18,100
2003,06350010,"Berkshire Trail Elem",4.1,100
2003,06350025,Craneville,6.4,100
2003,06350035,Kittredge,4.5,100
2003,06350305,"Nessacus Regional Middle School ",4,100
2003,06350505,"Wahconah Regional High",4.5,100
2003,06400000,Concord-Carlisle,4.4,100
2003,06400505,"Concord Carlisle High",4.4,100
2003,06450000,Dennis-Yarmouth,4.5,100
2003,06450005,"Ezra H Baker",5.2,100
2003,06450010,"John Simpkins",3.7,100
2003,06450015,"Marguerite E Small Elem",3.6,100
2003,06450020,"Laurence C MacArthur Elem",5.9,100
2003,06450025,"Station Avenue Elem",4.7,100
2003,06450305,"Mattacheese Middle Sch",4,100
2003,06450310,"N H Wixon Middle",4.3,100
2003,06450505,"Dennis-Yarmouth Reg High",4.9,100
2003,06500000,Dighton-Rehoboth,6.1,67.7
2003,06500005,"Dighton Elementary",6.2,100
2003,06500010,"Palmer River",7.4,0
2003,06500305,"Dighton Middle School",4.3,100
2003,06500310,"Dorothy L Beckwith",7.1,100
2003,06500505,"Dighton-Rehoboth Rhs",5.7,100
2003,06550000,Dover-Sherborn,2.4,100
2003,06550405,"Dover-Sherborn Reg MS",2.2,100
2003,06550505,"Dover-Sherborn Reg High",2.7,100
2003,06580000,"Dudley-Charlton Reg",3.3,100
2003,06580005,"Dudley Elementary",3.1,100
2003,06580010,"Mason Rd School",4.7,100
2003,06580020,"Charlton Elementary",6.2,100
2003,06580030,"Heritage School",10,100
2003,06580305,"Dudley Middle School",2.2,100
2003,06580310,"Charlton Middle School",2.2,100
2003,06580505,"Shepherd Hill Reg High",3.6,100
2003,06600000,Nauset,6.6,97.1
2003,06600305,"Nauset Reg Middle",5.3,100
2003,06600505,"Nauset Regional High",8.2,94
2003,06620000,"Farmington River Reg",63,100
2003,06620020,"Farmington River Elem",63,100
2003,06650000,Freetown-Lakeville,2,100
2003,06650305,"Freetown-Lakeville Middle School",2,100
2003,06650505,"Apponequet Regional High",2,100
2003,06700000,Frontier,1.8,100
2003,06700505,"Frontier Reg",1.8,100
2003,06720000,Gateway,3.4,100
2003,06720033,"Blandford Elementary",,
2003,06720059,"Chester Elementary",2.9,100
2003,06720143,"Littleville Elementary School",2.8,100
2003,06720256,"Russell Elementary",3.4,100
2003,06720349,"Russell H Conwell",2.4,100
2003,06720380,"Gateway Reg Middle",3,100
2003,06720505,"Gateway Reg High",5,100
2003,06730000,Groton-Dunstable,6.4,86
2003,06730001,"Boutwell School",19.9,100
2003,06730005,"Swallow/Union School",6,100
2003,06730010,"Florence Roche School",9,100
2003,06730040,"Prescott Elem",4.5,92
2003,06730305,"Groton/Dun Reg'l Middle",6.2,100
2003,06730505,"Groton Dunstable Regional",5.1,42
2003,06740000,Gill-Montague,5.2,100
2003,06740005,"Gill Elem",3,100
2003,06740015,Hillcrest,5.8,100
2003,06740020,"Montague Center",6.4,100
2003,06740050,"Sheffield Elementary",9.1,100
2003,06740310,"Great Falls Middle",6.3,100
2003,06740505,"Turners Fall High",3.9,100
2003,06750000,Hamilton-Wenham,4.3,100
2003,06750007,"Bessie Buker Elementary",5.7,100
2003,06750010,"Cutler School",5.2,100
2003,06750015,"Winthrop School",6.1,100
2003,06750310,"Miles River Middle",3.5,100
2003,06750505,"Hamilton-Wenham Reg High",3.7,100
2003,06800000,Hampden-Wilbraham,5.2,100
2003,06800005,"Green Meadows Elem",9.1,100
2003,06800015,"Memorial Elementary",8.6,100
2003,06800025,"Mile Tree Elementary",6.2,100
2003,06800030,"Soule Road",5.3,100
2003,06800050,"Stony Hill School",3.5,100
2003,06800305,"Thornton Burgess",7.6,100
2003,06800310,"Wilbraham Middle",7,100
2003,06800505,"Minnechaug Reg High",3.9,100
2003,06830000,Hampshire,2.2,100
2003,06830505,"Hampshire Reg High",2.2,100
2003,06850000,Hawlemont,2.1,100
2003,06850005,"Hawlemont Reg",2.1,100
2003,06900000,"King Philip",5,100
2003,06900505,"King Philip Reg High",4.1,100
2003,06900510,"King Philip Reg Sch North",7.1,100
2003,06950000,Lincoln-Sudbury,4.7,10.1
2003,06950505,"Lincoln-Sudbury Reg High",4.7,10
2003,06980000,"Manchester Essex Regional",3.3,100
2003,06980010,"Manchester Memorial Elementary",4,100
2003,06980020,"Essex Elementary/Middle",3.2,100
2003,06980510,"Manchester Jr-Sr High",2.8,100
2003,07000000,"Marthas Vineyard",2.3,100
2003,07000505,"Marthas Vineyard Reg High",2.3,100
2003,07050000,Masconomet,2.1,100
2003,07050405,"Masconomet RMS",2.7,100
2003,07050505,"Masconomet Regional HS",1.8,100
2003,07100000,Mendon-Upton,9.4,100
2003,07100001,"Memorial School",33.2,100
2003,07100015,"Miscoe Hill Elem",6.9,100
2003,07100179,"Henry P Clough",,
2003,07100510,"Nipmuc Regional Middle/HS",10.7,100
2003,07150000,"Mount Greylock",,
2003,07150505,"Mt Greylock Reg High",,
2003,07170000,"Mohawk Trail",3.1,95.4
2003,07170005,"Buckland-Shelburne Reg",5.5,100
2003,07170010,"Colrain Central",4.9,67
2003,07170015,"Heath Elementary",3,100
2003,07170020,"Sanderson Academy",2.5,100
2003,07170505,"Mohawk Trail Reg High",2.6,100
2003,07200000,Narragansett,5.9,78.8
2003,07200003,"Phillipston Memorial",6.1,8
2003,07200005,"Baldwinville Elementary",13.9,7
2003,07200010,"East Templeton",45,100
2003,07200020,"Templeton Center",39.4,100
2003,07200305,"Narragansett  Middle",6.3,100
2003,07200505,"Narragansett Reg High",3,100
2003,07250000,Nashoba,3.4,100
2003,07250010,"Mary Rowlandson Elementary",2.5,100
2003,07250015,Pompositticut,4.3,100
2003,07250020,"Center School",2.6,100
2003,07250025,"Florence Sawyer Sch",6.2,100
2003,07250305,"Luther Burbank Middle School",1.4,100
2003,07250310,Hale,2.9,100
2003,07250505,"Nashoba Regional",5.3,100
2003,07280000,"New Salem-Wendell",5.3,100
2003,07280015,"Swift River",5.3,100
2003,07300000,Northboro-Southboro,4.1,100
2003,07300505,"Algonquin Reg High",4.1,100
2003,07350000,"North Middlesex",4.8,100
2003,07350005,"Spaulding Memorial",7,100
2003,07350010,"Ashby Elementary",4.6,100
2003,07350015,"Peter Fitzpatrick",8.1,100
2003,07350020,Squannacook,6.2,100
2003,07350030,"Hawthorne Brook",4.5,100
2003,07350035,"Varnum Brook",4.2,100
2003,07350310,"Nissitissit Middle School",3.1,100
2003,07350505,"North Middlesex Reg",4.7,100
2003,07400000,"Old Rochester",2.2,100
2003,07400405,"Old Rochester Reg Jr High",2.9,100
2003,07400505,"Old Rochester Reg High",1.9,100
2003,07450000,Pentucket,6.4,100
2003,07450005,"Elmer S Bagnall",8.6,100
2003,07450010,"Helen R Donaghue School",7.8,100
2003,07450015,"Dr John C Page School",4.7,100
2003,07450020,"Dr Frederick N Sweetsir",8.7,100
2003,07450405,"Pentucket Reg Middle",5.1,100
2003,07450505,"Pentucket Reg Sr High",6.6,100
2003,07500000,"Pioneer Valley",2.7,94.1
2003,07500006,"Bernardston Elem",2.3,100
2003,07500007,"Pearl E Rhodes Elem",3.5,100
2003,07500008,"Northfield Elementary",6.2,76
2003,07500009,"Warwick Community School",1.8,100
2003,07500505,"Pioneer Valley Reg",2.3,100
2003,07530000,Quabbin,9.4,100
2003,07530005,"Hardwick Elem",5.6,100
2003,07530010,"Hubbardston Center",8.8,100
2003,07530020,"New Braintree Grade",2.7,100
2003,07530025,"Oakham Center",8.9,100
2003,07530030,"Ruggles Lane",13.1,100
2003,07530505,"Quabbin Regional Mid/HS",11.5,100
2003,07550000,"Ralph C Mahar",5.1,94.7
2003,07550505,"Ralph C Mahar Reg",5.1,95
2003,07600000,"Silver Lake",18.7,100
2003,07600405,"Silver Lake Regional Middle School",31.1,100
2003,07600505,"Silver Lake Reg High",18.7,100
2003,07650000,"Southern Berkshire",2.1,128.4
2003,07650015,Monterey,14,100
2003,07650018,"New Marlborough Central",3,483
2003,07650030,"South Egremont",13,100
2003,07650035,Undermountain,4.6,100
2003,07650505,"Mt Everett Regional",1.2,100
2003,07660000,Southwick-Tolland,7.3,88.7
2003,07660010,"Woodland Elementary",32.5,44
2003,07660305,"Powder Mill",8.2,100
2003,07660505,"Southwick-Tolland Regional High",3.5,100
2003,07670000,"Spencer-E Brookfield",4,97
2003,07670008,"East Brookfield Elementary",1.9,100
2003,07670010,"Lake Street",6.6,100
2003,07670020,"Maple St",4.7,100
2003,07670025,"West Main Street",5.4,0
2003,07670030,"David Prouty Intermediate",3.5,100
2003,07670415,"Knox Trail Junior High",3.6,100
2003,07670505,"David Prouty High",4.7,100
2003,07700000,Tantasqua,3.2,91.5
2003,07700405,"Tantasqua Reg Jr High",5.2,98
2003,07700505,"Tantasqua Reg Sr High",2.7,100
2003,07700605,"Tantasqua Reg Voc",2.3,58
2003,07730000,Triton,3,100
2003,07730015,"Salisbury Elementary",2.8,100
2003,07730020,"Newbury Elementary",5.3,100
2003,07730025,"Pine Grove",13.1,100
2003,07730405,"Triton Middle School",2.6,100
2003,07730505,"Triton High School",1.7,100
2003,07740000,"Up-Island Regional",2,100
2003,07740010,"Chilmark Elementary",0.9,100
2003,07740020,"West Tisbury Elem",2.4,100
2003,07750000,Wachusett,3.2,100
2003,07750018,"Davis Hill Elementary",2.4,100
2003,07750020,Dawson,3,100
2003,07750027,"Houghton Elementary",3.6,100
2003,07750032,"Leroy E.Mayo",2.4,100
2003,07750035,"Naquag Elementary",4,100
2003,07750040,"Paxton Center",2.2,100
2003,07750045,"Thomas Prince",2.5,100
2003,07750305,"Mountview Middle",3.3,100
2003,07750310,"Central Tree Middle",3.1,100
2003,07750315,"Chocksett Middle School",2.6,100
2003,07750505,"Wachusett Regional High",5,100
2003,07780000,"Quaboag Regional",2.5,100
2003,07780005,"Warren Elementary",3.7,100
2003,07780010,"West Brookfield Elem",3.2,100
2003,07780505,"Quaboag Regional High",1.9,100
2003,07800000,Whitman-Hanson,3.9,100
2003,07800003,"Park Avenue ECC",7.3,100
2003,07800010,"Louise A Conley",4,100
2003,07800025,"Maquan Elementary",6.5,100
2003,07800030,"John H Duval",5.4,100
2003,07800035,"Indian Head",4.5,100
2003,07800310,"Whitman Middle",3.4,100
2003,07800315,"Hanson Middle School",2.2,100
2003,07800505,"Whitman Hanson Regional",4,100
2003,08010000,"Assabet Valley",2.8,21.7
2003,08010605,"Assabet Valley Voc H S",2.8,22
2003,08050000,"Blackstone Valley Reg",2,100
2003,08050605,"Blackstone Valley",2,100
2003,08060000,"Blue Hills Voc",2,100
2003,08060605,"Blue Hills Reg Voc Tech",2,100
2003,08100000,"Bristol-Plymouth Voc Tech",1.6,100
2003,08100605,"Bristol-Plymouth Voc Tech",1.6,100
2003,08150000,"Cape Cod Region Voc Tech",2.8,100
2003,08150605,"Cape Cod Region Voc Tech",2.8,100
2003,08180000,"Franklin County",1.5,100
2003,08180605,"Franklin County Tech",1.5,100
2003,08210000,"Greater Fall River",1.7,100
2003,08210605,"Diman Reg Voc Tech High",1.7,100
2003,08230000,"Greater Lawrence RVT",2.8,100
2003,08230605,"Gr Lawrence Reg Voc Tech",2.8,100
2003,08250000,"Greater New Bedford",2.3,100
2003,08250605,"Gr New Bedford Voc Tech",2.3,100
2003,08280000,"Greater Lowell Voc Tec",5.4,100
2003,08280605,"Gr Lowell Reg Voc Tech",5.4,100
2003,08290000,"So Middlesex Voc Tech Reg",1.9,84.4
2003,08290605,"Joseph P Keefe Tech HS",1.9,84
2003,08300000,"Minuteman Voc Tech",1.3,100
2003,08300605,"Minuteman Regional High",1.3,100
2003,08320000,"Montachusett Voc Tech Reg",2,100
2003,08320605,"Montachusett Voc Tech",2,100
2003,08510000,"Northern Berkshire Voc",1.5,100
2003,08510605,"Charles McCann Voc Tech",1.5,100
2003,08520000,"Nashoba Valley Tech",3.9,100
2003,08520605,"Nashoba Valley Tech H S",3.9,100
2003,08530000,"Northeast Metro Voc",4.3,100
2003,08530605,"Northeast Metro Reg Voc",4.3,100
2003,08540000,"North Shore Reg Voc",2.2,100
2003,08540605,"North Shore Reg Voc",2.2,100
2003,08550000,"Old Colony Reg Voc Tech",2.3,100
2003,08550605,"Old Colony Reg Voc Tech",2.3,100
2003,08600000,"Pathfinder Voc Tech",2.4,100
2003,08600605,"Pathfinder Voc Tech",2.4,100
2003,08710000,"Shawsheen Valley Voc Tech",2.5,100
2003,08710605,"Shawsheen Valley Voc Tech",2.5,100
2003,08720000,"Southeastern Reg Voc Tech",1.4,100
2003,08720605,"Southeastern Reg Voc Tech",1.4,100
2003,08730000,"South Shore Reg Voc Tech",3.2,100
2003,08730605,"So Shore Voc Tech High",3.2,100
2003,08760000,"Southern Worcester Cty VT",2.9,100
2003,08760605,"Bay Path Reg Voc Tech H S",2.9,100
2003,08780000,"Tri County",1.6,100
2003,08780605,"Tri County Reg Voc Tech",1.6,100
2003,08790000,"Upper Cape Cod Voc Tech",2,100
2003,08790605,"Upper Cape Cod Voc Tech",2,100
2003,08850000,"Whittier Voc",2.1,100
2003,08850605,"Whittier Reg Voc",2.1,100
2003,09100000,"Bristol County Agr",4.9,100
2003,09100705,"Bristol County Agr High",4.9,100
2003,09130000,"Essex Agr Tech",3,92.1
2003,09130705,"Essex Agr and Tech Inst",3,92
2003,09150000,"Norfolk County Agr",3,100
2003,09150705,"Norfolk County Agr",3,100
2004,00000000,"State Totals",4.8,95.5
2004,00010000,Abington,7.6,73.1
2004,00010003,"Abington ECC",10.9,8
2004,00010005,Center,22,18
2004,00010010,North,30,100
2004,00010015,Woodsdale,9.8,100
2004,00010405,"Frolio Jr Hs",4.6,100
2004,00010505,"Abington High",5.1,100
2004,00020000,Acton,8,100
2004,00020010,Merriam,5.8,100
2004,00020015,McCarthy-Towne,5.6,100
2004,00020020,Douglas,21.5,100
2004,00020025,Gates,8.4,100
2004,00020030,"Luther Conant",9.8,100
2004,00030000,Acushnet,2,100
2004,00030025,"Acushnet Elementary Sch",2.2,100
2004,00030305,"Albert F Ford Middle Sch",1.8,100
2004,00050000,Agawam,10.2,62.2
2004,00050003,"Agawam ECC",17.7,0
2004,00050010,"Clifford M Granger",15.8,100
2004,00050020,"Benjamin J Phelps",24.4,5
2004,00050025,"Robinson Park",16.1,100
2004,00050030,"James Clark School",18.2,5
2004,00050303,"Agawam Middle School",14.4,100
2004,00050405,"Agawam Junior High",9.3,10
2004,00050505,"Agawam High",5.8,87
2004,00070000,Amesbury,8.8,100
2004,00070005,"Amesbury Elementary",7.8,100
2004,00070010,"Charles C Cashman El",6.5,100
2004,00070013,"Amesbury Middle",10.6,100
2004,00070505,"Amesbury High",10,100
2004,00080000,Amherst,3.6,100
2004,00080009,"Crocker Farm Elementary",3.5,100
2004,00080020,"Fort River Elementary",3.6,100
2004,00080030,"Marks Meadow Laboratory",3.3,100
2004,00080050,"Wildwood Elementary",3.7,100
2004,00090000,Andover,4.7,100
2004,00090003,"Bancroft Elementary",7.5,100
2004,00090004,"High Plain Elementary",2.8,100
2004,00090005,"Shawsheen School",22.2,100
2004,00090010,"Henry C Sanborn Elem",7.8,100
2004,00090020,"South Elementary",12,100
2004,00090025,"West Elementary",11.3,100
2004,00090305,"Doherty Middle",5.4,100
2004,00090310,"Andover West Middle",4.9,100
2004,00090350,"Wood Hill Middle School",1.8,100
2004,00090505,"Andover High",4.2,100
2004,00100000,Arlington,5.2,100
2004,00100005,"John A Bishop",4.4,100
2004,00100010,Brackett,3.8,100
2004,00100025,"Cyrus E Dallin",6,100
2004,00100030,Hardy,2.9,100
2004,00100038,"Menotomy Preschool",87,100
2004,00100045,Peirce,2,100
2004,00100050,Thompson,4.8,100
2004,00100055,"M Norcross Stratton",6.5,100
2004,00100410,"Ottoson Middle",11.5,100
2004,00100505,"Arlington High",5.8,100
2004,00140000,Ashland,9.1,100
2004,00140005,"William Pittaway Elem",0,100
2004,00140010,"Henry E Warren Elem",16.2,100
2004,00140015,"David Mindess",5.5,100
2004,00140405,"Ashland Middle",7.1,100
2004,00140505,"Ashland High",7.5,100
2004,00160000,Attleboro,8,99.8
2004,00160001,"A. Irvin Studley Elementary School",12.3,100
2004,00160008,"Early Learning Center",75,100
2004,00160035,"Thomas E. Willett School",14.4,100
2004,00160040,"Hyman Fine Elementary School",18.2,100
2004,00160045,"Hill-Roberts Elementary School",10,100
2004,00160050,"Peter Thacher Elementary School",91.2,100
2004,00160305,"Robert J. Coelho Middle School",3.8,100
2004,00160315,"Cyril K. Brennan Middle School",9,100
2004,00160320,"Wamsutta Middle School",6.7,100
2004,00160505,"Attleboro High",6.1,99
2004,00170000,Auburn,4.4,100
2004,00170005,"Julia Bancroft",4.9,100
2004,00170010,"Bryn Mawr",7.5,100
2004,00170015,Pakachoag,5,100
2004,00170025,"Mary D Stone",8.9,100
2004,00170305,"Auburn Middle",3.8,100
2004,00170505,"Auburn Senior High",3.2,100
2004,00180000,Avon,3.1,100
2004,00180010,"Ralph D Butler",2.3,100
2004,00180510,"Avon Middle High School",3.9,100
2004,00190000,Ayer,4.8,100
2004,00190025,Page-Hilltop,6.2,100
2004,00190305,"Ayer Middle",4.2,100
2004,00190510,"Ayer High",3.7,100
2004,00200000,Barnstable,19.2,100
2004,00200005,"West Barnstable Elem",12.5,100
2004,00200010,"Centerville Elementary",8.1,100
2004,00200015,"Cotuit Elem",5,100
2004,00200020,"Hyannis Elementary",11.5,100
2004,00200025,"Hyannis West Elementary",8,100
2004,00200030,"Marstons Mills Elem",3.4,100
2004,00200032,"Marstons Mills East",,
2004,00200035,"Osterville Elementary",16.4,100
2004,00200040,"Osterville Bay Elementary",185,100
2004,00200305,"Middle School/Hyannis",1063,100
2004,00200505,"Barnstable High",56.9,100
2004,00230000,Bedford,2.4,100
2004,00230010,"Lt Elezer Davis",2.9,100
2004,00230012,"Lt Job Lane School",2.9,100
2004,00230305,"John Glenn Middle",1.7,100
2004,00230505,"Bedford High",2.5,100
2004,00240000,Belchertown,4,86.6
2004,00240002,"Berkshire Avenue School",,
2004,00240004,"Chestnut Hill Community",5.3,100
2004,00240005,"Cold Spring",8.8,0
2004,00240018,"Swift River Elem",7.5,100
2004,00240020,"Tadgell Hall",11,0
2004,00240505,"Belchertown High",2,100
2004,00250000,Bellingham,5.7,98.9
2004,00250003,"Bellingham ECC",4.5,50
2004,00250009,"Clara Macy Elementary",8.6,100
2004,00250020,"South Elem",12,100
2004,00250025,"Stall Brook",13.6,100
2004,00250315,"Bellingham Memorial Middle School",5.7,100
2004,00250505,"Bellingham High School",3.6,100
2004,00250510,"Primavera Jr/Sr H S",3.4,100
2004,00260000,Belmont,6.2,100
2004,00260005,"Winn Brook",6.3,100
2004,00260010,"Mary Lee Burbank",5.9,100
2004,00260015,"Daniel Butler",6.8,100
2004,00260035,"Roger E Wellington",8.1,100
2004,00260305,"Winthrop L Chenery Middle",6.3,100
2004,00260505,"Belmont High",5.6,100
2004,00270000,Berkley,7.7,100
2004,00270010,"Berkley Community School",36.1,100
