			Indicator 4A			Indicator 4B		Indicator 9	Indicator 10	Indicator 11			Indicator 12			Indicator 13			
			Significant Discrepancy (Suspension/Expulsion)			Significant Discrepancy by Race/Ethnicity (Suspension/Expulsion)		(Disproportionality in Special Ed.)	(Disproportionality in Disability Category)	(Init Eval Timelines)			(Part C to B Transition)			(Secondary Transition)			
Year	Org Name	Org Code	Students #	Susp #	Susp %	Significant discrepancy	PPPs contribute to significant discrepancy	Disproportionate Representation in Special Ed	Disproportionate Representation in Disability Categories	Sch Yr Rev	Eval Comp #	Dist Rate	Sch Yr Rev	Ref Part C	IEP by #	IEP by %	Sch Yr Rev	Records in Compliance #	Dist Rate
2013	Bellingham	00250000	355	5	1.4	No	No	No	No	2009-10	15	100	2012-13	1	-	-	2011-12	20	100
2013	Belmont	00260000	397	0	0	No	No	No	No	2009-10	31	100	2012-13	4	-	-	2011-12	20	100
2013	Berkley	00270000	147	0	0	No	No	No	No	2012-13	9	100	2011-12	1	-	-	2010-11	NA	NA
2013	Berlin	00280000	48	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	NA	NA
2013	Beverly	00300000	868	1	0.1	No	No	No	No	2009-10	51	100	2012-13	4	-	-	2011-12	20	100
2013	Billerica	00310000	1171	3	0.3	No	No	No	No	2011-12	73	98.6	2010-11	12	12	100	2009-10	18	80
2013	Boston	00350000	10373	16	0.2	No	No	No	No	2012-13	100	100	2012-13	30	30	100	2012-13	20	100
2013	Bourne	00360000	345	6	1.7	No	No	No	No	2010-11	36	97.3	2009-10	0	-	-	2012-13	20	100
2013	Boxborough	00370000	60	0	0	No	No	No	No	2011-12	-	-	2010-11	0	-	-	2009-10	NA	NA
2013	Boxford	00380000	145	0	0	No	No	No	No	2010-11	26	100	2009-10	1	-	-	2012-13	NA	NA
2013	Boylston	00390000	56	0	0	No	No	No	No	2009-10	14	100	2012-13	0	-	-	2011-12	NA	NA
2013	Braintree	00400000	1097	0	0	No	No	No	No	2010-11	83	100	2009-10	7	-	-	2012-13	20	100
2013	Brewster	00410000	65	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Brimfield	00430000	40	0	0	No	No	No	No	2012-13	3	100	2011-12	0	-	-	2010-11	NA	NA
2013	Brockton	00440000	2092	126	6	Yes	No	No	No	2010-11	84	98.8	2009-10	19	19	100	2012-13	19	100
2013	Brookfield	00450000	41	0	0	No	No	No	No	2012-13	7	100	2011-12	1	-	-	2010-11	NA	NA
2013	Brookline	00460000	1177	6	0.5	No	No	No	No	2009-10	81	95.3	2012-13	NA	NA	NA	2011-12	20	100
2013	Burlington	00480000	479	0	0	No	No	No	No	2009-10	22	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Cambridge	00490000	1293	6	0.5	No	No	No	No	2012-13	104	99	2011-12	12	10	83.3	2010-11	19	100
2013	Canton	00500000	475	5	1.1	No	No	No	No	2011-12	25	100	2010-11	2	-	-	2009-10	20	100
2013	Carlisle	00510000	100	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Carver	00520000	273	3	1.1	No	No	No	No	2012-13	18	100	2011-12	2	-	-	2010-11	15	100
2013	Chelmsford	00560000	757	1	0.1	No	No	No	No	2010-11	32	100	2009-10	4	-	-	2012-13	19	100
2013	Chelsea	00570000	712	0	0	No	No	No	No	2012-13	52	96.3	2011-12	10	3	30	2010-11	18	100
2013	Chicopee	00610000	1322	48	3.6	No	No	No	No	2010-11	91	100	2009-10	10	10	100	2012-13	20	100
2013	Clarksburg	00630000	30	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	NA	NA
2013	Clinton	00640000	378	3	0.8	No	No	No	No	2012-13	26	100	2011-12	4	-	-	2010-11	20	100
2013	Cohasset	00650000	195	0	0	No	No	No	No	2009-10	21	100	2012-13	4	-	-	2011-12	20	100
2013	Concord	00670000	363	0	0	No	No	No	No	2010-11	19	100	2009-10	2	-	-	2012-13	NA	NA
2013	Conway	00680000	34	0	0	No	No	No	No	2012-13	NR	NR	2011-12	0	-	-	2010-11	NA	NA
2013	Danvers	00710000	626	4	0.6	No	No	No	No	2012-13	29	100	2011-12	4	-	-	2010-11	16	100
2013	Dartmouth	00720000	466	0	0	No	No	No	No	2009-10	22	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Dedham	00730000	653	3	0.5	No	No	No	No	2011-12	34	97.1	2010-11	5	-	-	2009-10	18	100
2013	Deerfield	00740000	79	0	0	No	No	No	No	2012-13	4	80	2011-12	1	-	-	2010-11	NA	NA
2013	Douglas	00770000	260	1	0.4	No	No	No	No	2011-12	17	100	2010-11	0	-	-	2009-10	5	30
2013	Dover	00780000	62	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Dracut	00790000	475	7	1.5	No	No	No	No	2012-13	22	95.7	2011-12	1	-	-	2010-11	16	100
2013	Duxbury	00820000	417	1	0.2	No	No	No	No	2012-13	29	100	2011-12	1	-	-	2010-11	20	100
2013	East Bridgewater	00830000	355	0	0	No	No	No	No	2011-12	32	100	2010-11	5	-	-	2009-10	30	100
2013	Eastham	00850000	36	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Easthampton	00860000	337	3	0.9	No	No	No	No	2010-11	-	-	2009-10	5	-	-	2012-13	12	100
2013	East Longmeadow	00870000	565	4	0.7	No	No	No	No	2012-13	8	100	2011-12	1	-	-	2010-11	18	100
2013	Easton	00880000	710	12	1.7	No	No	No	No	2010-11	31	100	2009-10	16	16	100	2012-13	20	100
2013	Edgartown	00890000	65	0	0	No	No	No	No	2009-10	-	-	2012-13	NA	NA	NA	2011-12	NA	NA
2013	Erving	00910000	37	0	0	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NA	NA
2013	Everett	00930000	1010	19	1.9	No	No	No	No	2011-12	10	100	2010-11	5	-	-	2009-10	13	40
2013	Fairhaven	00940000	305	3	1	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	27	100
2013	Fall River	00950000	2078	93	4.5	No	No	No	No	2009-10	199	99	2012-13	29	29	100	2011-12	20	100
2013	Falmouth	00960000	634	9	1.4	No	No	No	No	2009-10	48	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Fitchburg	00970000	1146	65	5.7	Yes	No	No	No	2011-12	103	100	2010-11	2	-	-	2009-10	25	100
2013	Florida	00980000	19	0	0	No	No	No	No	2009-10	NA	NA	2012-13	0	-	-	2011-12	NA	NA
2013	Foxborough	00990000	456	6	1.3	No	No	No	No	2009-10	21	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Framingham	01000000	1894	12	0.6	No	No	No	No	2010-11	122	98.4	2009-10	7	-	-	2012-13	20	100
2013	Franklin	01010000	941	8	0.9	No	No	No	No	2011-12	41	100	2010-11	NA	NA	NA	2009-10	15	100
2013	Gardner	01030000	512	15	2.9	No	No	No	No	2009-10	25	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Georgetown	01050000	221	0	0	No	No	No	No	2012-13	21	100	2011-12	0	-	-	2010-11	20	100
2013	Gloucester	01070000	685	1	0.1	No	No	No	No	2011-12	39	100	2010-11	7	-	-	2009-10	24	100
2013	Gosnold	01090000	0	0	0	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NA	NA
2013	Grafton	01100000	453	0	0	No	No	No	No	2011-12	35	100	2010-11	2	-	-	2009-10	24	100
2013	Granby	01110000	190	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	15	100
2013	Greenfield	01140000	319	2	0.6	No	No	No	No	2011-12	10	100	2010-11	2	-	-	2009-10	15	100
2013	Hadley	01170000	80	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	19	100
2013	Halifax	01180000	86	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	5	100
2013	Hancock	01210000	3	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	NA	NA
2013	Hanover	01220000	436	3	0.7	No	No	No	No	2011-12	26	86.7	2010-11	1	-	-	2009-10	23	100
2013	Harvard	01250000	187	0	0	No	No	No	No	2011-12	11	100	2010-11	NA	NA	NA	2009-10	12	100
2013	Hatfield	01270000	69	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	20	100
2013	Haverhill	01280000	1542	27	1.8	No	No	No	No	2010-11	139	96.5	2009-10	14	14	100	2012-13	19	100
2013	Hingham	01310000	569	3	0.5	No	No	No	No	2012-13	81	100	2011-12	5	-	-	2010-11	15	100
2013	Holbrook	01330000	224	6	2.7	No	No	No	No	2011-12	14	100	2010-11	3	-	-	2009-10	21	100
2013	Holland	01350000	45	0	0	No	No	No	No	2012-13	NR	NR	2011-12	2	-	-	2010-11	NA	NA
2013	Holliston	01360000	456	0	0	No	No	No	No	2009-10	24	100	2012-13	0	-	-	2011-12	21	100
2013	Holyoke	01370000	1568	88	5.6	Yes	Yes	No	No	2012-13	17	39.5	2011-12	16	15	93.8	2010-11	17	100
2013	Hopedale	01380000	214	0	0	No	No	No	No	2011-12	22	100	2010-11	4	-	-	2009-10	23	100
2013	Hopkinton	01390000	454	0	0	No	No	No	No	2010-11	39	100	2009-10	1	-	-	2012-13	20	100
2013	Hudson	01410000	522	6	1.1	No	No	No	No	2010-11	47	100	2009-10	8	-	-	2012-13	20	100
2013	Hull	01420000	175	1	0.6	No	No	No	No	2011-12	-	-	2010-11	1	-	-	2009-10	18	100
2013	Ipswich	01440000	292	1	0.3	No	No	No	No	2009-10	23	100	2012-13	0	-	-	2011-12	18	100
2013	Kingston	01450000	163	0	0	No	No	No	No	2010-11	12	100	2009-10	0	-	-	2012-13	7	100
2013	Lanesborough	01480000	50	0	0	No	No	No	No	2009-10	15	100	2012-13	0	-	-	2011-12	NA	NA
2013	Lawrence	01490000	2657	48	1.8	No	No	No	No	2011-12	49	81.7	2010-11	1	-	-	2009-10	25	100
2013	Lee	01500000	99	0	0	No	No	No	No	2012-13	1	100	2011-12	0	-	-	2010-11	19	100
2013	Leicester	01510000	272	0	0	No	No	No	No	2012-13	17	100	2011-12	1	-	-	2010-11	19	100
2013	Lenox	01520000	80	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	13	100
2013	Leominster	01530000	1091	24	2.2	No	No	No	No	2012-13	99	100	2011-12	8	-	-	2010-11	13	100
2013	Leverett	01540000	34	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Lexington	01550000	911	1	0.1	No	No	No	No	2009-10	55	98.2	2012-13	NA	NA	NA	2011-12	20	100
2013	Lincoln	01570000	141	0	0	No	No	No	No	2011-12	16	100	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Littleton	01580000	327	0	0	No	No	No	No	2009-10	12	100	2012-13	0	-	-	2011-12	21	100
2013	Longmeadow	01590000	596	0	0	No	No	No	No	2010-11	15	100	2009-10	0	-	-	2012-13	24	100
2013	Lowell	01600000	2091	68	3.3	No	No	No	No	2009-10	115	91.3	2012-13	13	13	100	2011-12	19	100
2013	Ludlow	01610000	462	8	1.7	No	No	No	No	2012-13	27	100	2011-12	2	-	-	2010-11	17	100
2013	Lunenburg	01620000	294	1	0.3	No	No	No	No	2009-10	30	100	2012-13	2	-	-	2011-12	20	100
2013	Lynn	01630000	2296	69	3	No	No	No	No	2012-13	108	97.3	2011-12	4	-	-	2010-11	22	100
2013	Lynnfield	01640000	325	0	0	No	No	No	No	2009-10	26	100	2012-13	0	-	-	2011-12	20	100
2013	Malden	01650000	940	4	0.4	No	No	No	No	2009-10	19	100	2012-13	15	15	100	2011-12	20	100
2013	Mansfield	01670000	871	2	0.2	No	No	No	No	2009-10	51	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Marblehead	01680000	537	3	0.6	No	No	No	No	2009-10	15	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Marion	01690000	74	0	0	No	No	No	No	2012-13	7	100	2011-12	0	-	-	2010-11	-	-
2013	Marlborough	01700000	935	1	0.1	No	No	No	No	2012-13	36	94.7	2011-12	9	-	-	2010-11	18	100
2013	Marshfield	01710000	799	5	0.6	No	No	No	No	2009-10	22	100	2012-13	2	-	-	2011-12	21	100
2013	Mashpee	01720000	323	1	0.3	No	No	No	No	2011-12	27	79.4	2010-11	1	-	-	2009-10	22	100
2013	Mattapoisett	01730000	59	0	0	No	No	No	No	2012-13	5	100	2011-12	2	-	-	2010-11	-	-
2013	Maynard	01740000	219	3	1.4	No	No	No	No	2012-13	25	100	2011-12	0	-	-	2010-11	21	100
2013	Medfield	01750000	337	0	0	No	No	No	No	2009-10	18	100	2012-13	3	-	-	2011-12	20	100
2013	Medford	01760000	908	6	0.7	No	No	No	No	2010-11	55	100	2009-10	3	-	-	2012-13	19	100
2013	Medway	01770000	433	2	0.5	No	No	No	No	2010-11	18	100	2009-10	1	-	-	2012-13	21	100
2013	Melrose	01780000	554	3	0.5	No	No	No	No	2009-10	27	100	2012-13	NA	NA	NA	2011-12	20	100
2013	Methuen	01810000	1036	0	0	No	No	No	No	2011-12	45	100	2010-11	2	-	-	2009-10	22	100
2013	Middleborough	01820000	575	7	1.2	No	No	No	No	2011-12	39	100	2010-11	3	-	-	2009-10	26	100
2013	Middleton	01840000	137	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NA	NA
2013	Milford	01850000	673	25	3.7	No	No	No	No	2010-11	47	92.2	2009-10	2	-	-	2012-13	20	100
2013	Millbury	01860000	337	2	0.6	No	No	No	No	2011-12	22	100	2010-11	1	-	-	2009-10	22	100
2013	Millis	01870000	203	1	0.5	No	No	No	No	2009-10	13	100	2012-13	3	-	-	2011-12	20	100
2013	Milton	01890000	637	7	1.1	No	No	No	At-Risk	2010-11	59	96.7	2009-10	2	-	-	2012-13	17	100
2013	Monson	01910000	187	4	2.1	No	No	No	No	2012-13	16	100	2011-12	0	-	-	2010-11	20	100
2013	Nahant	01960000	9	0	0	No	No	No	No	2012-13	1	100	2011-12	0	-	-	2010-11	-	-
2013	Nantucket	01970000	223	2	0.9	No	No	No	No	2012-13	NR	NR	2011-12	1	-	-	2010-11	20	100
2013	Natick	01980000	703	0	0	No	No	No	No	2012-13	54	100	2011-12	2	-	-	2010-11	11	100
2013	Needham	01990000	753	3	0.4	No	No	No	No	2011-12	20	95.2	2010-11	0	-	-	2009-10	24	100
2013	New Bedford	02010000	2635	1	0	No	No	No	No	2012-13	248	99.6	2011-12	52	51	98.1	2010-11	19	100
2013	Newburyport	02040000	347	1	0.3	No	No	No	No	2012-13	19	90.5	2011-12	4	-	-	2010-11	20	100
2013	Newton	02070000	2467	16	0.6	No	No	No	No	2011-12	170	96.6	2010-11	4	-	-	2009-10	19	100
2013	Norfolk	02080000	160	0	0	No	No	No	No	2009-10	22	100	2012-13	2	-	-	2011-12	NA	NA
2013	North Adams	02090000	394	13	3.3	No	No	No	No	2009-10	30	96.8	2012-13	2	-	-	2011-12	20	100
2013	Northampton	02100000	563	5	0.9	No	No	No	No	2011-12	45	93.8	2010-11	2	-	-	2009-10	25	100
2013	North Andover	02110000	653	1	0.2	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	20	100
2013	North Attleborough	02120000	744	11	1.5	No	No	No	No	2011-12	50	100	2010-11	7	-	-	2009-10	23	100
2013	Northborough	02130000	259	1	0.4	No	No	No	No	2010-11	22	100	2009-10	0	-	-	2012-13	2	100
2013	Northbridge	02140000	433	2	0.5	No	No	No	No	2011-12	30	96.8	2010-11	4	-	-	2009-10	18	100
2013	North Brookfield	02150000	88	1	1.1	No	No	No	No	2010-11	11	100	2009-10	0	-	-	2012-13	8	100
2013	North Reading	02170000	438	0	0	No	No	No	No	2009-10	25	100	2012-13	3	-	-	2011-12	20	100
2013	Norton	02180000	511	3	0.6	No	No	No	No	2011-12	24	100	2010-11	2	-	-	2009-10	25	100
2013	Norwell	02190000	333	1	0.3	No	No	No	No	2011-12	23	100	2010-11	3	-	-	2009-10	14	100
2013	Norwood	02200000	570	4	0.7	No	No	No	No	2009-10	32	100	2012-13	7	-	-	2011-12	20	100
2013	Oak Bluffs	02210000	82	0	0	No	No	No	No	2009-10	-	-	2012-13	NA	NA	NA	2011-12	NA	NA
2013	Orange	02230000	121	1	0.8	No	No	No	No	2012-13	9	100	2011-12	1	-	-	2010-11	NA	NA
2013	Orleans	02240000	52	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Oxford	02260000	306	7	2.3	No	No	No	No	2010-11	33	100	2009-10	0	-	-	2012-13	23	100
2013	Palmer	02270000	321	6	1.9	No	No	No	No	2012-13	10	100	2011-12	1	-	-	2010-11	5	30
2013	Peabody	02290000	1200	26	2.2	No	No	No	No	2011-12	69	88.5	2010-11	5	-	-	2009-10	24	100
2013	Pelham	02300000	23	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NA	NA
2013	Pembroke	02310000	408	2	0.5	No	No	No	No	2009-10	36	100	2012-13	3	-	-	2011-12	20	100
2013	Petersham	02340000	15	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Pittsfield	02360000	1000	17	1.7	No	No	No	No	2010-11	103	98.1	2009-10	7	-	-	2012-13	20	100
2013	Plainville	02380000	116	0	0	No	No	No	No	2011-12	13	100	2010-11	1	-	-	2009-10	NA	NA
2013	Plymouth	02390000	1623	24	1.5	No	No	No	No	2011-12	106	96.4	2010-11	6	-	-	2010-11	14	100
2013	Plympton	02400000	33	0	0	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NA	NA
2013	Provincetown	02420000	14	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	-	-
2013	Quincy	02430000	1449	10	0.7	No	No	No	No	2011-12	88	100	2010-11	3	-	-	2010-11	16	100
2013	Randolph	02440000	637	8	1.3	No	No	No	No	2010-11	39	84.8	2009-10	6	-	-	2012-13	20	100
2013	Reading	02460000	768	1	0.1	No	No	No	No	2012-13	48	98	2011-12	3	-	-	2010-11	13	100
2013	Revere	02480000	1054	0	0	No	No	No	No	2012-13	61	100	2011-12	6	-	-	2010-11	5	30
2013	Richmond	02490000	13	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	NA	NA
2013	Rochester	02500000	84	0	0	No	No	No	No	2012-13	4	100	2011-12	2	-	-	2010-11	-	-
2013	Rockland	02510000	370	2	0.5	No	No	No	No	2011-12	33	91.7	2010-11	4	-	-	2009-10	22	100
2013	Rockport	02520000	170	2	1.2	No	No	No	No	2012-13	2	100	2011-12	0	-	-	2010-11	16	100
2013	Rowe	02530000	10	0	0	No	No	No	No	2012-13	2	66.7	2011-12	0	-	-	2010-11	NA	NA
2013	Salem	02580000	1068	6	0.6	No	No	No	No	2009-10	67	93.1	2012-13	3	-	-	2011-12	20	100
2013	Sandwich	02610000	494	6	1.2	No	No	No	No	2012-13	3	100	2011-12	1	-	-	2010-11	16	100
2013	Saugus	02620000	384	3	0.8	No	No	No	No	2009-10	16	100	2012-13	3	-	-	2011-12	20	100
2013	Savoy	02630000	5	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	NA	NA
2013	Scituate	02640000	422	0	0	No	No	No	No	2012-13	34	100	2011-12	2	-	-	2010-11	20	100
2013	Seekonk	02650000	294	3	1	No	No	No	No	2009-10	23	100	2012-13	4	-	-	2011-12	21	100
2013	Sharon	02660000	474	2	0.4	No	No	No	No	2009-10	10	100	2012-13	5	-	-	2011-12	22	100
2013	Sherborn	02690000	54	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Shrewsbury	02710000	862	0	0	No	No	No	No	2010-11	56	100	2009-10	8	-	-	2012-13	18	100
2013	Shutesbury	02720000	23	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Somerset	02730000	294	1	0.3	No	No	No	No	2010-11	24	100	2009-10	0	-	-	2012-13	NA	NA
2013	Somerville	02740000	1058	8	0.8	No	No	No	No	2012-13	45	100	2011-12	19	16	84.2	2010-11	20	100
2013	Southampton	02750000	95	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Southborough	02760000	185	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	8	100
2013	Southbridge	02770000	428	7	1.6	No	No	No	No	2010-11	11	100	2009-10	11	11	100	2012-13	20	100
2013	South Hadley	02780000	279	2	0.7	No	No	No	No	2012-13	28	100	2011-12	2	-	-	2010-11	20	100
2013	Springfield	02810000	5254	206	3.9	No	No	No	No	2009-10	83	83	2012-13	NA	NA	NA	2011-12	NA	NA
2013	Stoneham	02840000	461	1	0.2	No	No	No	No	2010-11	44	100	2009-10	3	-	-	2012-13	20	100
2013	Stoughton	02850000	649	6	0.9	No	No	No	No	2011-12	36	97.3	2010-11	NA	NA	NA	2009-10	14	100
2013	Sturbridge	02870000	121	1	0.8	No	No	No	No	2012-13	12	100	2011-12	1	-	-	2010-11	NA	NA
2013	Sudbury	02880000	425	0	0	No	No	No	No	2011-12	38	100	2010-11	4	-	-	2009-10	NA	NA
2013	Sunderland	02890000	21	0	0	No	No	No	No	2012-13	0	0	2011-12	0	-	-	2010-11	NA	NA
2013	Sutton	02900000	307	0	0	No	No	No	No	2012-13	15	100	2011-12	1	-	-	2010-11	19	100
2013	Swampscott	02910000	280	1	0.4	No	No	No	No	2012-13	30	100	2011-12	0	-	-	2010-11	20	100
2013	Swansea	02920000	234	9	3.8	No	No	No	No	2011-12	15	100	2010-11	2	-	-	2009-10	17	100
2013	Taunton	02930000	1492	22	1.5	No	No	No	No	2011-12	63	91.3	2010-11	10	10	100	2009-10	19	100
2013	Tewksbury	02950000	725	4	0.6	No	No	No	No	2009-10	54	100	2012-13	5	-	-	2011-12	20	100
2013	Tisbury	02960000	55	0	0	No	No	No	No	2009-10	-	-	2012-13	0	-	-	2011-12	NA	NA
2013	Topsfield	02980000	120	0	0	No	No	No	No	2010-11	11	100	2009-10	1	-	-	2012-13	NA	NA
2013	Truro	03000000	22	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	2	100
2013	Tyngsborough	03010000	231	0	0	No	No	No	No	2010-11	-	-	2009-10	2	-	-	2012-13	20	100
2013	Uxbridge	03040000	274	1	0.4	No	No	No	No	2010-11	14	93.3	2009-10	5	-	-	2012-13	18	100
2013	Wakefield	03050000	505	3	0.6	No	No	No	No	2012-13	38	100	2011-12	4	-	-	2010-11	19	100
2013	Wales	03060000	26	0	0	No	No	No	No	2012-13	2	100	2011-12	0	-	-	2010-11	NA	NA
2013	Walpole	03070000	601	5	0.8	No	No	No	No	2012-13	53	100	2011-12	2	-	-	2010-11	16	100
2013	Waltham	03080000	1080	7	0.6	No	No	No	No	2011-12	38	92.7	2010-11	7	-	-	2009-10	11	100
2013	Ware	03090000	219	1	0.5	No	No	No	No	2010-11	20	100	2009-10	6	-	-	2012-13	20	100
2013	Wareham	03100000	613	3	0.5	No	No	No	No	2012-13	34	94.4	2011-12	9	-	-	2010-11	19	100
2013	Watertown	03140000	534	2	0.4	No	No	No	No	2011-12	26	81.3	2010-11	3	-	-	2009-10	20	100
2013	Wayland	03150000	526	1	0.2	No	No	No	No	2010-11	36	100	2009-10	0	-	-	2012-13	20	100
2013	Webster	03160000	346	10	2.9	No	No	No	No	2011-12	37	100	2010-11	0	-	-	2009-10	16	100
2013	Wellesley	03170000	845	2	0.2	No	No	No	No	2010-11	43	100	2009-10	4	-	-	2012-13	14	100
2013	Wellfleet	03180000	18	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NA	NA
2013	Westborough	03210000	520	0	0	No	No	No	No	2009-10	29	93.5	2012-13	0	-	-	2011-12	20	100
2013	West Boylston	03220000	141	0	0	No	No	No	No	2009-10	-	-	2012-13	1	-	-	2011-12	20	100
2013	West Bridgewater	03230000	144	0	0	No	No	No	No	2009-10	14	100	2012-13	2	-	-	2011-12	20	100
2013	Westfield	03250000	1045	19	1.8	No	No	No	No	2010-11	17	100	2009-10	0	-	-	2012-13	13	100
2013	Westford	03260000	569	3	0.5	No	No	No	No	2012-13	76	100	2011-12	3	-	-	2010-11	19	100
2013	Westhampton	03270000	28	0	0	No	No	No	No	2011-12	0	100	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Weston	03300000	340	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	20	100
2013	Westport	03310000	240	0	0	No	No	No	No	2012-13	28	100	2011-12	3	-	-	2010-11	20	100
2013	West Springfield	03320000	833	12	1.4	No	No	No	No	2009-10	47	100	2012-13	9	-	-	2011-12	20	100
2013	Westwood	03350000	543	0	0	No	No	No	No	2010-11	35	100	2009-10	6	-	-	2012-13	21	100
2013	Weymouth	03360000	1179	15	1.3	No	No	No	No	2009-10	65	100	2012-13	8	-	-	2011-12	20	100
2013	Whately	03370000	11	0	0	No	No	No	No	2012-13	NR	NR	2011-12	0	-	-	2010-11	NA	NA
2013	Williamsburg	03400000	18	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2013	Williamstown	03410000	49	0	0	No	No	No	No	2009-10	14	100	2012-13	0	-	-	2011-12	NA	NA
2013	Wilmington	03420000	594	5	0.8	No	No	No	No	2009-10	27	100	2012-13	14	14	100	2011-12	20	100
2013	Winchendon	03430000	279	3	1.1	No	No	No	No	2010-11	22	100	2009-10	6	-	-	2012-13	20	100
2013	Winchester	03440000	727	1	0.1	No	No	No	No	2012-13	28	96.6	2011-12	0	-	-	2010-11	15	100
2013	Winthrop	03460000	356	1	0.3	No	No	No	No	2012-13	10	100	2011-12	2	-	-	2010-11	20	100
2013	Woburn	03470000	826	7	0.8	No	No	No	No	2011-12	50	98	2010-11	3	-	-	2009-10	12	100
2013	Worcester	03480000	5142	72	1.4	No	No	No	No	2010-11	328	87.2	2009-10	41	38	92.7	2012-13	20	100
2013	Wrentham	03500000	188	0	0	No	No	No	No	2012-13	13	100	2011-12	2	-	-	2010-11	NA	NA
2013	Northampton-Smith Vocational Agricultural	04060000	174	7	4	No	No	No	No	2009-10	NA	NA	2012-13	NA	NA	NA	2011-12	20	100
2013	Dudley Street Neighborhood Charter School	04070000	-	-	-	NA	NA	NA	No	2012-13	NA	NA	2012-13	NA	NA	NA	2012-13	NA	NA
2013	Alma del Mar Charter School	04090000	6	0	0	No	No	No	NA	2011-12	NR	NR	2011-12	NA	NA	NA	2009-10	NA	NA
2013	Excel Academy Charter	04100000	30	0	0	No	No	No	No	2009-10	-	-	2012-13	NA	NA	NA	2011-12	NA	NA
2013	Boston Green Academy Horace Mann Charter School	04110000	82	0	0	No	No	No	NA	2011-12	NR	NR	2011-12	NA	NA	NA	2009-10	NA	NA
2013	Academy Of the Pacific Rim Charter Public	04120000	94	1	1.1	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	21	100
2013	Four Rivers Charter Public	04130000	33	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	-	-
2013	Berkshire Arts and Technology Charter Public	04140000	55	2	3.6	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	10	100
2013	Amesbury Academy Charter Public	04150000	21	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NA	NA	NA	2011-12	17	100
2013	Boston Preparatory Charter Public	04160000	53	2	3.8	No	No	No	No	2009-10	-	-	2012-13	NA	NA	NA	2011-12	18	100
