FY_CODE,SCHOOL_NAME,DISTRICT_CODE,SCHOOL_CODE,PSR_GRD_PK_CNT,PSR_GRD_K_CNT,PSR_GRD_1_CNT,PSR_GRD_2_CNT,PSR_GRD_3_CNT,PSR_GRD_4_CNT,PSR_GRD_5_CNT,PSR_GRD_6_CNT,PSR_GRD_7_CNT,PSR_GRD_8_CNT,PSR_GRD_9_CNT,PSR_GRD_10_CNT,PSR_GRD_11_CNT,PSR_GRD_12_CNT,PSR_GRD_13_CNT,PSR_GRD_SP_CNT,PSR_GRD_TOTAL_CNT
2003,"Prof Ctr for Hand Childrn",0009,00090850,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2003,"Arlington Catholic HS",0010,00100805,0,0,0,0,0,0,0,0,0,0,205,210,175,191,0,0,781
2003,"St Agnes Elementary",0010,00100810,0,39,34,37,40,44,40,46,50,48,0,0,0,0,0,0,378
2003,"Dearborn Academy",0010,00100815,0,0,0,0,1,1,3,9,14,21,21,19,22,15,0,0,126
2003,"May Institute",0010,00100835,11,5,4,8,6,4,14,2,2,0,0,0,0,0,0,0,56
2003,"Ecole Bilingue",0010,00100838,90,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
2003,"Lesley Ellis",0010,00100842,82,34,14,12,8,4,0,0,0,0,0,0,0,0,0,0,154
2003,"Cushing Academy",0011,00110805,0,0,0,0,0,0,0,0,0,0,77,103,127,96,16,0,419
2003,"MetroWest Christian Acad",0014,00140830,22,23,18,20,18,9,13,6,3,7,0,0,0,0,0,0,139
2003,"Pincushion Hill Mont",0014,00140860,44,23,21,9,11,9,5,4,0,0,0,0,0,0,0,0,126
2003,"Bishop Feehan High School",0016,00160805,0,0,0,0,0,0,0,0,0,0,255,273,240,205,0,0,973
2003,"Dayspring Christian",0016,00160806,22,50,49,40,33,41,30,32,21,28,0,0,0,0,0,0,346
2003,"Hamilton Country Day",0016,00160807,0,0,0,1,1,4,0,2,2,1,0,0,0,0,0,0,11
2003,"St John The Evangelist",0016,00160810,0,28,30,30,27,30,30,30,30,25,0,0,0,0,0,0,260
2003,"Grace Baptist Christian Academy",0016,00160812,0,3,4,1,3,1,6,0,0,4,1,0,0,0,0,0,23
2003,"Academy of Early Learning",0020,00200805,40,16,13,10,6,8,0,0,0,0,0,0,0,0,0,0,93
2003,"Bayberry Christian School",0020,00200810,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,7
2003,"Faith Christian School",0020,00200825,20,12,7,7,7,2,1,1,1,2,1,1,2,0,0,0,64
2003,"Cape Cod Academy",0020,00200830,0,16,16,16,16,16,31,33,45,39,53,45,41,33,0,0,400
2003,"St Francis Xavier Prep",0020,00200840,0,0,0,0,0,0,39,72,59,58,0,0,0,0,0,0,228
2003,"Southeast Alternative School-Cape C",0020,00200850,0,0,0,0,0,0,0,0,0,1,2,3,4,2,0,0,12
2003,"Veritas Academy",0020,00200870,0,8,3,7,7,4,11,5,3,4,0,0,0,0,0,0,52
2003,"Stetson School Inc",0021,00210810,0,0,0,0,0,0,1,6,11,16,12,24,10,12,0,0,92
2003,"Tender Loving Care ELC",0025,00250850,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2003,Arlington,0026,00260805,0,0,0,0,0,0,0,0,0,1,2,8,14,11,0,0,36
2003,"Bartlett School",0026,00260808,10,16,13,16,11,13,9,0,0,0,0,0,0,0,0,0,88
2003,"Belmont Day",0026,00260810,22,24,24,24,25,24,29,30,30,0,0,0,0,0,0,0,232
2003,"Belmont Hill",0026,00260815,0,0,0,0,0,0,0,0,58,59,76,77,82,72,0,0,424
2003,"Cornerstone Christian Acd",0026,00260860,0,3,0,2,3,1,2,0,5,0,1,0,1,0,0,0,18
2003,"Southeast Alternative School-Berkle",0027,00270880,0,0,0,0,0,0,0,2,3,3,4,0,0,0,0,0,12
2003,"Full Circle",0029,00290805,17,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2003,"Beverly Sch for the Deaf",0030,00300805,0,4,4,4,0,2,0,2,6,6,1,3,1,5,0,0,38
2003,"Bright Horizons",0030,00300807,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2003,"Shore Country Day",0030,00300810,12,37,40,41,41,41,48,51,48,49,26,0,0,0,0,0,434
2003,"Children's Montessori",0030,00300812,76,24,16,17,16,10,18,8,4,7,0,0,0,0,0,0,196
2003,"St John the Evangelist",0030,00300815,19,26,30,25,29,30,30,29,28,29,0,0,0,0,0,0,275
2003,"Cape Ann Waldorf School",0030,00300822,33,29,11,15,17,8,14,17,11,15,0,0,0,0,0,0,170
2003,"St Mary Star of the Sea",0030,00300825,37,15,22,26,23,23,28,23,28,26,0,0,0,0,0,0,251
2003,"Waring School",0030,00300835,0,0,0,0,0,0,0,12,19,21,26,25,19,19,0,0,141
2003,"Covenant Christian Sch",0030,00300840,0,18,9,10,9,7,8,10,5,11,0,0,0,0,0,0,87
2003,"Glen Urquhart",0030,00300850,0,19,22,22,22,22,22,32,33,32,0,0,0,0,0,0,226
2003,Landmark,0030,00300920,0,0,0,0,6,9,11,23,30,59,72,73,72,80,0,0,435
2003,"NE Pediatric Care",0031,00310805,2,1,1,4,3,0,3,1,5,5,5,7,5,9,0,0,51
2003,Advent,0035,00350702,0,20,23,19,19,19,16,19,0,0,0,0,0,0,0,0,135
2003,"Blessed Sacrament Elem",0035,00350706,20,17,15,13,16,10,10,13,17,11,0,0,0,0,0,0,142
2003,"Boston College High",0035,00350710,0,0,0,0,0,0,0,0,0,0,362,322,330,301,0,0,1315
2003,"Cathedral Elementary",0035,00350714,0,25,26,23,21,24,25,27,23,21,0,0,0,0,0,0,215
2003,"Cathedral High",0035,00350716,0,0,0,0,0,0,0,0,0,0,78,72,61,56,0,0,267
2003,"Catholic Memorial",0035,00350718,0,0,0,0,0,0,0,0,103,111,182,140,169,107,0,0,812
2003,"Children's Learning Ctr",0035,00350720,23,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,42
2003,Commonwealth,0035,00350724,0,0,0,0,0,0,0,0,0,0,36,39,37,32,0,0,144
2003,"Compass Inc.",0035,00350725,0,0,0,0,1,1,2,1,6,9,9,11,4,9,0,0,53
2003,"Epiphany School",0035,00350729,0,0,0,0,0,0,21,22,20,19,0,0,0,0,0,0,82
2003,"E Boston Central Catholic",0035,00350732,24,23,25,29,28,31,29,34,31,25,0,0,0,0,0,0,279
2003,"Gate Of Heaven Elementary",0035,00350736,40,38,41,54,43,56,34,43,17,17,0,0,0,0,0,0,383
2003,"Holden School Inc",0035,00350738,0,0,0,0,0,0,0,0,0,1,4,7,6,2,0,0,20
2003,"Hollow Reed School",0035,00350740,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2003,"Holy Name Elementary",0035,00350746,88,76,77,74,70,80,64,73,24,21,0,0,0,0,0,0,647
2003,"Italian Home For Children",0035,00350749,0,0,2,8,5,3,13,21,4,0,0,0,0,0,0,0,56
2003,"Kennedy Day School",0035,00350758,3,4,5,3,6,6,7,4,7,4,5,5,5,7,1,8,80
2003,"Kids Are People",0035,00350759,6,9,9,12,13,11,11,11,0,0,0,0,0,0,0,0,82
2003,"The Kingsley",0035,00350760,58,21,15,16,11,6,5,5,0,0,0,0,0,0,0,0,137
2003,"The Learning Project",0035,00350765,0,0,16,16,17,16,14,17,0,0,0,0,0,0,0,0,96
2003,"Lt Joseph Kennedy Jr Mem",0035,00350766,19,26,23,27,21,22,18,16,0,0,0,0,0,0,0,0,172
2003,Manville,0035,00350768,0,0,0,0,5,7,10,13,16,13,6,4,0,0,0,0,74
2003,"O L Perpetual Help Elem",0035,00350770,0,18,22,26,29,27,18,29,16,12,0,0,0,0,0,0,197
2003,"Monsignor Ryan Memorial High",0035,00350774,0,0,0,0,0,0,0,0,0,0,40,32,18,44,0,0,134
2003,"Mother Caroline Academy",0035,00350778,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,60
2003,"Nativity Prep School",0035,00350782,0,0,0,0,0,0,11,21,17,18,0,0,0,0,0,0,67
2003,"Neighborhood School",0035,00350785,5,7,8,8,8,8,8,8,0,0,0,0,0,0,0,0,60
2003,"Dr. Frederick H. Knight Children's",0035,00350791,0,0,1,6,5,12,7,13,3,0,0,0,0,0,0,0,47
2003,"New Beginnings Academy",0035,00350795,27,44,12,8,4,1,1,6,0,0,0,1,0,0,0,0,104
2003,"Our Lady Of Lourdes",0035,00350800,25,21,24,25,19,17,22,21,17,19,0,0,0,0,0,0,210
2003,"O L Presentation",0035,00350804,49,25,24,26,21,16,19,16,0,0,0,0,0,0,0,0,196
2003,"Roxbury Latin",0035,00350808,0,0,0,0,0,0,0,0,40,41,52,53,50,48,0,0,284
2003,"Seaport Campus",0035,00350809,0,0,0,0,0,0,0,0,0,0,1,8,4,7,0,0,20
2003,"Sacred Heart Elementary",0035,00350810,22,51,45,51,48,52,54,52,40,52,0,0,0,0,0,0,467
2003,"Shaloh House Day",0035,00350811,12,12,4,1,8,4,0,0,0,0,0,0,0,0,0,0,41
2003,"Boston University Academy",0035,00350813,0,0,0,0,0,0,0,0,0,15,34,29,33,23,0,0,134
2003,"St Andrew the Apostle Elementary",0035,00350818,19,20,21,20,25,26,24,28,19,18,0,0,0,0,0,0,220
2003,"St Angela Elementary",0035,00350820,0,22,24,23,24,23,22,21,23,18,0,0,0,0,0,0,200
2003,"St Ann Elementary",0035,00350822,27,35,38,27,26,23,21,28,19,24,0,0,0,0,0,0,268
2003,"St Anne Elementary",0035,00350824,0,20,20,18,25,19,21,18,24,20,0,0,0,0,0,0,185
2003,"St Anthony",0035,00350826,14,52,21,15,18,24,17,25,10,21,0,0,0,0,0,0,217
2003,"St Augustine Elementary",0035,00350831,8,16,13,10,16,22,11,26,17,20,0,0,0,0,0,0,159
2003,"St Brendan Elementary",0035,00350834,0,25,30,32,35,26,20,28,22,18,0,0,0,0,0,0,236
2003,"St Brigid Elementary",0035,00350836,25,30,43,34,22,23,24,30,24,16,0,0,0,0,0,0,271
2003,"St Columbkille Elem",0035,00350844,17,18,21,17,19,21,18,24,23,23,0,0,0,0,0,0,201
2003,"Savio Prep",0035,00350848,0,0,0,0,0,0,0,0,0,0,80,101,101,96,0,0,378
2003,"St Gregory Elementary",0035,00350856,22,26,22,18,21,21,20,24,17,13,0,0,0,0,0,0,204
2003,"St John Elementary",0035,00350862,21,19,18,26,18,23,25,18,19,24,0,0,0,0,0,0,211
2003,"St Joseph Elementary",0035,00350866,14,25,14,12,24,13,11,11,0,0,0,0,0,0,0,0,124
2003,"St Kevin Elementary",0035,00350868,34,36,24,36,38,31,26,31,27,28,0,0,0,0,0,0,311
2003,"St Matthew Elementary",0035,00350872,21,24,24,24,18,24,16,22,23,24,0,0,0,0,0,0,220
2003,"St Margaret Elementary",0035,00350874,17,13,13,17,21,21,26,18,18,24,0,0,0,0,0,0,188
2003,"St Mary Of Czestochowa",0035,00350882,17,17,16,23,14,14,17,20,14,10,0,0,0,0,0,0,162
2003,"St Mary Star of the Sea",0035,00350884,28,34,32,30,29,35,31,31,32,25,0,0,0,0,0,0,307
2003,"St Patrick Elementary",0035,00350886,22,41,33,31,30,28,21,34,17,22,0,0,0,0,0,0,279
2003,"St Peter Elementary",0035,00350890,0,11,9,10,16,19,16,14,17,16,0,0,0,0,0,0,128
2003,"St Peter Elementary",0035,00350892,0,20,16,22,22,21,18,22,19,22,0,0,0,0,0,0,182
2003,"St Theresa Elementary",0035,00350894,61,75,83,71,77,74,78,76,20,24,0,0,0,0,0,0,639
2003,"St William Elementary",0035,00350900,24,25,28,25,26,15,18,24,17,21,0,0,0,0,0,0,223
2003,"The Winsor",0035,00350910,0,0,0,0,0,0,28,47,59,61,61,58,51,57,0,0,422
2003,"Mt St Joseph Academy",0035,00350914,0,0,0,0,0,0,0,0,0,0,85,89,85,64,0,0,323
2003,"St Mark Elementary",0035,00350920,22,25,26,16,19,24,19,24,22,19,0,0,0,0,0,0,216
2003,"Charlestown Catholic Elem",0035,00350944,0,7,16,11,17,9,14,21,15,19,0,0,0,0,0,0,129
2003,"Parkside Christian",0035,00350947,17,29,12,14,12,6,3,8,3,6,0,0,0,0,0,0,110
2003,"Little House Altern",0035,00350972,0,0,0,0,0,0,0,4,7,13,0,0,0,0,0,0,24
2003,"Waldorf School - Cape Cod",0036,00360802,23,15,8,17,7,18,17,15,12,13,0,0,0,0,0,0,145
2003,"St Margaret Regional",0036,00360830,0,30,29,30,28,29,30,30,24,29,0,0,0,0,0,0,259
2003,"Archbishop Williams High",0040,00400805,0,0,0,0,0,0,0,0,0,0,183,170,145,148,0,0,646
2003,"Cardinal Cushing Centers/Braintree",0040,00400807,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,38,57
2003,"St Francis Of Assisi",0040,00400810,33,36,35,28,23,20,27,19,27,21,0,0,0,0,0,0,269
2003,"May Center/Voc Training",0040,00400812,0,0,0,4,3,0,5,4,4,4,3,6,5,4,9,15,66
2003,"Thayer Academy",0040,00400821,0,0,0,0,0,0,0,62,77,77,102,103,104,129,0,0,654
2003,"Pilgrim Center",0040,00400825,0,0,0,0,0,0,0,0,0,3,9,5,4,3,0,0,24
2003,"South Shore SDA School",0040,00400830,0,0,1,2,3,0,4,6,3,1,0,0,0,0,0,0,20
2003,"Massasoit School Inc",0040,00400840,0,0,0,0,1,0,3,0,0,4,7,6,4,3,0,0,28
2003,"Family School",0041,00410805,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2003,"Latham School",0041,00410810,0,0,0,0,0,0,2,3,7,2,3,1,7,18,0,0,43
2003,"The Laurel School",0041,00410825,47,7,8,8,3,10,4,3,12,0,0,0,0,0,0,0,102
2003,"The Southbrook School",0042,00420810,0,31,19,17,16,10,10,4,0,0,0,0,0,0,0,0,107
2003,"Brockton Christian",0044,00440803,11,15,14,14,11,9,8,8,13,8,0,0,0,0,0,0,111
2003,"Cardinal Spellman High",0044,00440805,0,0,0,0,0,0,0,0,0,0,172,179,158,132,0,0,641
2003,"Mathoms/Lovering School",0044,00440813,0,0,0,0,0,0,0,0,1,2,1,5,5,3,0,0,17
2003,"Sacred Heart Elementary",0044,00440815,0,30,29,29,30,28,29,28,29,28,0,0,0,0,0,0,260
2003,"St Casimir Elementary",0044,00440820,0,28,28,22,18,21,19,17,22,17,0,0,0,0,0,0,192
2003,"St Edward Elementary",0044,00440830,0,33,32,20,21,22,30,27,31,24,0,0,0,0,0,0,240
2003,"South Shore Christian",0044,00440870,0,6,9,7,4,4,4,8,0,0,0,0,0,0,0,0,42
2003,"Beaver Country Day",0046,00460800,14,0,0,0,0,0,0,29,44,48,76,67,65,62,0,0,405
2003,"Gan Torah Acad",0046,00460805,17,21,19,19,21,15,24,16,26,16,0,0,0,0,0,0,194
2003,Maimonides,0046,00460810,0,45,45,44,46,42,45,53,57,47,49,51,42,50,0,0,616
2003,"Ivy Street School",0046,00460811,0,0,0,0,0,0,0,0,0,4,3,1,5,4,3,2,22
2003,"NE Hebrew Acad Elem and Sec",0046,00460812,92,17,8,0,0,0,0,0,0,0,0,0,0,18,0,0,135
2003,"The Park",0046,00460814,28,48,47,48,47,48,48,61,53,60,28,0,0,0,0,0,516
2003,"St Mary of the Assumption",0046,00460830,61,26,21,19,18,17,10,15,12,9,0,0,0,0,0,0,208
2003,Southfield,0046,00460840,22,39,28,39,31,34,33,39,28,13,0,0,0,0,0,0,306
2003,"Bay Cove Academy",0046,00460850,0,0,0,0,0,0,0,0,0,5,7,8,8,6,0,0,34
2003,"Beacon High School",0046,00460875,0,0,0,0,0,0,0,0,0,0,8,12,19,14,0,0,53
2003,"Dexter School",0046,00460890,15,36,31,28,39,39,43,44,43,34,0,0,0,0,0,0,352
2003,"Mount Hope Christian School",0048,00480815,168,32,29,13,9,11,4,0,0,0,0,0,0,0,0,0,266
2003,"Open Bible Academy",0048,00480820,0,4,3,8,8,8,8,6,10,3,13,7,8,6,0,0,92
2003,"Buckingham Browne Nichols",0049,00490810,33,36,40,39,40,39,40,57,76,92,113,113,120,114,0,0,952
2003,"Castle School",0049,00490811,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,10
2003,"Farr Academy",0049,00490815,0,0,0,0,0,0,0,0,0,0,5,11,4,10,0,0,30
2003,"Ecole Bilingue",0049,00490838,0,0,56,52,53,31,43,21,15,14,8,9,5,5,0,0,312
2003,"Fayerweather Street",0049,00490840,15,20,21,21,20,18,26,18,12,13,0,0,0,0,0,0,184
2003,"German School Boston",0049,00490855,9,12,4,3,5,0,0,0,0,0,0,0,0,0,0,0,33
2003,"Matignon High",0049,00490865,0,0,0,0,0,0,0,0,0,0,145,96,123,145,0,0,509
2003,"N Cambridge Catholic High",0049,00490875,0,0,0,0,0,0,0,0,0,0,47,76,73,64,0,0,260
2003,"Boston Arch Choir",0049,00490915,0,0,0,0,0,0,16,19,10,14,0,0,0,0,0,0,59
2003,"St Peter Elem",0049,00490917,18,27,26,24,26,27,26,24,23,16,0,0,0,0,0,0,237
2003,"Shady Hill",0049,00490925,36,44,44,44,48,48,48,64,64,64,0,0,0,0,0,0,504
2003,"Cambridge Montessori",0049,00490960,47,14,17,13,5,6,3,4,0,0,0,0,0,0,0,0,109
2003,"Cambridge Friends",0049,00490995,14,33,30,29,27,27,30,27,28,26,0,0,0,0,0,0,271
2003,"St John Elementary",0050,00500805,24,39,28,26,25,23,27,26,23,25,0,0,0,0,0,0,266
2003,"Early Beginning Ctr",0050,00500815,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2003,"Judge Rotenberg Educ Ctr",0050,00500825,0,0,1,1,0,2,1,4,7,4,17,17,15,13,9,11,102
2003,"The Academy at Charlemont",0053,00530825,0,0,0,0,0,0,0,0,13,18,18,15,15,14,0,0,93
2003,"May Institute",0055,00550805,0,0,0,0,3,1,3,4,5,3,3,6,4,6,5,9,52
2003,"The Paul Center",0056,00560835,0,0,1,7,9,7,11,7,13,9,12,6,9,18,0,0,109
2003,"Lighthouse School",0056,00560845,0,1,1,3,6,10,16,23,19,28,25,33,22,13,23,0,223
2003,"St Rose Elementary",0057,00570815,0,33,42,43,30,39,38,43,33,31,0,0,0,0,0,0,332
2003,"Holy Name",0061,00610810,16,29,18,19,29,20,13,25,17,21,0,0,0,0,0,0,207
2003,"St Joan Of Arc/St George",0061,00610825,0,40,47,36,47,43,24,42,34,39,0,0,0,0,0,0,352
2003,"St Patricks Elem",0061,00610830,16,21,24,23,26,23,21,16,17,19,0,0,0,0,0,0,206
2003,"St Stanislaus",0061,00610835,31,44,41,42,51,37,40,50,41,41,0,0,0,0,0,0,418
2003,"Valley West School",0061,00610845,0,0,1,2,4,5,6,10,9,14,12,18,7,11,0,0,99
2003,"St Mary's Elem School",0064,00640805,19,27,12,20,11,16,10,15,12,10,0,0,0,0,0,0,152
2003,"Walden Street School for Girls",0067,00670802,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,7
2003,"Concord Academy",0067,00670810,0,0,0,0,0,0,0,0,0,0,69,97,96,87,0,0,349
2003,Middlesex,0067,00670820,0,0,0,0,0,0,0,0,0,0,67,91,92,91,0,0,341
2003,"Nashoba Brooks",0067,00670825,30,30,30,32,31,30,29,30,30,28,0,0,0,0,0,0,300
2003,Fenn,0067,00670850,0,0,0,0,0,50,46,59,58,56,26,0,0,0,0,0,295
2003,"Academy At Swift River",0069,00690805,0,0,0,0,0,0,0,0,0,0,26,32,48,32,0,0,138
2003,"St Agnes",0070,00700815,30,22,27,18,24,25,14,16,9,12,0,0,0,0,0,0,197
2003,"Clark Creative Learn",0071,00710810,0,7,2,5,7,4,14,5,7,11,0,0,0,0,0,0,62
2003,"Inst Family Life and Learn",0071,00710825,0,0,0,0,0,0,0,0,0,1,10,18,9,1,0,0,39
2003,"St John's Prep",0071,00710845,0,0,0,0,0,0,0,0,0,0,289,309,256,270,0,0,1124
2003,"St Mary Of Annunciation",0071,00710850,34,60,59,54,60,57,60,56,56,53,0,0,0,0,0,0,549
2003,"Friends Academy",0072,00720810,27,20,32,25,32,32,28,34,31,34,0,0,0,0,0,0,295
2003,"Bishop Stang High",0072,00720850,0,0,0,0,0,0,0,0,0,0,211,205,175,161,0,0,752
2003,"Dedham Country Day",0073,00730805,19,23,23,22,24,24,25,31,19,20,0,0,0,0,0,0,230
2003,"Noble and Greenough",0073,00730810,0,0,0,0,0,0,0,0,52,60,99,109,112,102,0,0,534
2003,"Ursuline Academy",0073,00730820,0,0,0,0,0,0,0,0,63,65,66,67,65,68,0,0,394
2003,"Deerfield Academy",0074,00740805,0,0,0,0,0,0,0,0,0,0,88,149,166,200,0,0,603
2003,Eaglebrook,0074,00740810,0,0,0,0,0,0,0,16,63,94,89,0,0,0,0,0,262
2003,"Bement School",0074,00740815,0,11,13,23,19,22,25,22,33,32,24,0,0,0,0,0,224
2003,"Charles River",0078,00780805,16,18,19,20,21,20,22,22,24,19,0,0,0,0,0,0,201
2003,"Bay Farm Montessori Acad",0082,00820830,31,43,18,16,19,11,9,9,0,0,0,0,0,0,0,0,156
2003,"Good Shepherd Academy",0082,00820840,0,8,0,3,6,2,3,0,0,0,0,0,0,0,0,0,22
2003,"Calvary Baptist School",0086,00860805,0,3,4,3,6,5,6,7,0,9,3,2,2,1,0,0,51
2003,"Notre Dame-Immac Conceptn",0086,00860807,0,23,29,22,30,29,21,22,22,17,0,0,0,0,0,0,215
2003,"Tri-County Youth Programs",0086,00860817,0,0,0,3,1,2,1,5,4,12,12,18,19,8,0,0,85
2003,"Williston Northampton",0086,00860820,0,0,0,0,0,0,0,0,48,45,87,112,137,133,0,0,562
2003,"Baptist Village Academy",0087,00870807,10,16,7,12,13,15,20,11,10,8,4,4,10,7,0,0,147
2003,"Montessori Children's Cor",0087,00870812,41,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2003,"Immaculate Conception",0093,00930810,17,27,22,9,11,19,24,20,18,17,0,0,0,0,0,0,184
2003,"Our Lady Of Grace Elem",0093,00930815,17,14,25,15,14,26,27,19,23,21,0,0,0,0,0,0,201
2003,"Pope John XXIII Central",0093,00930820,0,0,0,0,0,0,0,0,0,0,151,110,98,101,0,0,460
2003,"St Anthony Elementary",0093,00930825,25,41,31,29,30,23,25,20,22,18,0,0,0,0,0,0,264
2003,"St Joseph",0094,00940815,20,21,21,17,17,15,15,17,14,19,0,0,0,0,0,0,176
2003,Antioch,0095,00950810,24,10,6,7,3,5,5,2,3,3,0,0,0,0,0,0,68
2003,"Bishop Connolly High",0095,00950815,0,0,0,0,0,0,0,0,0,0,99,123,112,84,0,0,418
2003,"Fall River Deaconess Home",0095,00950820,0,0,0,0,0,0,0,0,1,4,8,7,4,2,0,0,26
2003,"East Gate Christian Academy",0095,00950828,7,15,9,16,11,12,10,11,9,15,10,9,4,8,0,0,146
2003,"Espirito Santo",0095,00950830,20,30,28,30,25,20,27,21,29,18,0,0,0,0,0,0,248
2003,"Holy Name",0095,00950840,14,25,25,25,25,21,24,22,25,22,0,0,0,0,0,0,228
2003,"Notre Dame",0095,00950870,26,18,19,18,13,16,20,10,22,14,0,0,0,0,0,0,176
2003,"Seton Academy for Girls",0095,00950878,13,12,13,15,11,6,2,5,11,7,0,0,0,0,0,0,95
2003,"St Anne",0095,00950880,47,41,45,34,34,39,35,38,36,31,0,0,0,0,0,0,380
2003,"St Jean Baptiste",0095,00950890,24,24,26,24,22,20,26,27,23,26,0,0,0,0,0,0,242
2003,"St Michael",0095,00950915,0,16,17,27,22,13,21,15,19,23,0,0,0,0,0,0,173
2003,"Ss Peter + Paul",0095,00950925,14,18,22,21,18,20,23,27,26,18,0,0,0,0,0,0,207
2003,"St Stanislaus",0095,00950935,18,16,15,21,21,11,17,13,10,20,0,0,0,0,0,0,162
2003,"St Vincent",0095,00950940,0,0,3,0,5,7,9,7,8,13,12,7,10,4,0,0,85
2003,"Falmouth Academy",0096,00960805,0,0,0,0,0,0,0,0,37,43,37,35,38,22,0,0,212
2003,"Heritage Christian Acad",0096,00960807,0,5,7,4,4,3,5,4,4,2,0,0,0,0,0,0,38
2003,"Penikese Island School",0096,00960810,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,8
2003,Applewild,0097,00970805,0,20,26,31,32,32,31,40,45,42,23,0,0,0,0,0,322
2003,"Notre Dame Jr-Sr High Inc",0097,00970825,0,0,0,0,0,0,0,0,0,3,5,3,5,14,6,0,36
2003,"St Anthony Elem",0097,00970835,35,23,27,27,27,23,25,22,19,23,0,0,0,0,0,0,251
2003,"St Bernard's Cent Cath HS",0097,00970840,0,0,0,0,0,0,0,0,0,0,113,137,123,131,0,0,504
2003,"St Bernard Elementary",0097,00970845,19,21,24,28,22,26,26,26,26,27,0,0,0,0,0,0,245
2003,"St Joseph Elem",0097,00970855,24,19,21,17,20,21,15,21,12,13,0,0,0,0,0,0,183
2003,"The Sage School",0099,00990825,47,0,0,0,57,0,0,37,0,0,0,0,0,0,0,0,141
2003,"Marian High",0100,01000805,0,0,0,0,0,0,0,0,0,0,67,79,68,95,0,0,309
2003,"St Bridget Elementary",0100,01000810,24,47,46,44,47,43,41,40,33,18,0,0,0,0,0,0,383
2003,"St Tarcisius Elementary",0100,01000815,45,13,21,20,21,24,17,17,23,13,0,0,0,0,0,0,214
2003,"Sudbury Valley",0100,01000825,2,4,4,6,7,13,11,12,18,13,20,29,23,27,7,2,198
2003,"Learning Center For Deaf",0100,01000845,19,21,12,11,11,17,16,6,22,5,16,11,10,10,0,0,187
2003,"Reed Academy",0100,01000860,0,0,0,0,0,3,3,5,5,6,1,0,0,0,0,0,23
2003,"Summit Montessori School",0100,01000868,40,12,15,9,8,3,5,4,0,0,0,0,0,0,0,0,96
2003,"Wayland Academy Of Fram.",0100,01000875,0,4,10,9,6,8,3,4,0,0,0,0,0,0,0,0,44
2003,"Crystal Springs",0102,01020805,0,0,0,1,2,1,1,3,2,3,3,10,2,3,7,4,42
2003,"Whitney Academy",0102,01020825,0,0,0,0,0,0,0,0,1,3,7,5,9,5,2,7,39
2003,"Wachusett Hills Christian School",0103,01030805,0,3,6,2,3,2,3,1,2,4,0,0,0,0,0,0,26
2003,"Our Lady Of Holy Rosary",0103,01030810,63,40,50,46,50,48,30,50,35,36,0,0,0,0,0,0,448
2003,"Sacred Heart",0103,01030815,0,20,22,20,22,16,17,12,13,10,0,0,0,0,0,0,152
2003,"Masters Christian Academy",0103,01030825,0,5,8,10,8,5,12,8,6,7,0,0,0,0,0,0,69
2003,"Mariamante Academy",0106,01060850,0,0,0,0,0,0,0,0,4,11,7,8,8,9,0,0,47
2003,"St Ann Elementary",0107,01070805,17,18,18,17,24,23,18,18,16,12,0,0,0,0,0,0,181
2003,"St Mel Day",0107,01070815,17,12,11,6,14,2,12,5,14,4,0,0,0,0,0,0,97
2003,"Faith Christian",0107,01070825,12,6,7,2,3,0,1,1,5,3,0,0,0,0,0,0,40
2003,"Touchstone Community Sch",0110,01100830,14,13,18,16,14,18,15,11,0,0,0,0,0,0,0,0,119
2003,"Children First",0111,01110815,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2003,"Holyoke Catholic High School",0111,01110825,0,0,0,0,0,0,0,0,0,0,117,142,91,98,0,0,448
2003,"Berkshire Meadows",0113,01130803,0,1,0,0,1,0,0,0,4,2,3,2,7,5,0,0,25
2003,"Rudolph Steiner",0113,01130805,21,11,24,19,20,22,29,21,21,24,12,0,0,0,0,0,224
2003,Eagleton,0113,01130810,0,0,0,0,0,0,6,8,8,9,7,9,5,5,0,0,57
2003,Hillcrest-Brookside,0113,01130812,0,0,0,0,0,0,0,2,1,6,12,9,4,0,0,0,34
2003,"John Dewey Academy",0113,01130820,0,0,0,0,0,0,0,0,0,0,0,0,14,11,5,0,30
