FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_PGRAD_4YRPRV_CNT,WPI_PGRAD_4YRPRV_PCT,WPI_PGRAD_4YRPUB_CNT,WPI_PGRAD_4YRPUB_PCT,WPI_PGRAD_2YRPRV_CNT,WPI_PGRAD_2YRPRV_PCT,WPI_PGRAD_2YRPUB_CNT,WPI_PGRAD_2YRPUB_PCT,WPI_PGRAD_PSTSEC_CNT,WPI_PGRAD_PSTSEC_PCT,WPI_PGRAD_WORK_CNT,WPI_PGRAD_WORK_PCT,WPI_PGRAD_MILIT_CNT,WPI_PGRAD_MILIT_PCT,WPI_PGRAD_OTHER_CNT,WPI_PGRAD_OTHER_PCT,WPI_PGRAD_UNKNOWN_CNT,WPI_PGRAD_UNKNOWN_PCT,WPI_PGRAD_TOTAL_CNT
2000,"CLIFFORD H MARSHALL ELEM",02430055,6,,,,,,,,,,,,,,,,,,,
2000,MERRYMOUNT,02430060,6,,,,,,,,,,,,,,,,,,,
2000,MONTCLAIR,02430065,6,,,,,,,,,,,,,,,,,,,
2000,"FRANCIS W PARKER",02430075,6,,,,,,,,,,,,,,,,,,,
2000,"SNUG HARBOR COMM SCHOOL",02430090,6,,,,,,,,,,,,,,,,,,,
2000,SQUANTUM,02430095,6,,,,,,,,,,,,,,,,,,,
2000,"WOLLASTON SCHOOL",02430110,6,,,,,,,,,,,,,,,,,,,
2000,"ATLANTIC MIDDLE",02430305,6,,,,,,,,,,,,,,,,,,,
2000,"BROAD MEADOWS MIDDLE",02430310,6,,,,,,,,,,,,,,,,,,,
2000,"CENTRAL MIDDLE",02430315,6,,,,,,,,,,,,,,,,,,,
2000,"REAY E STERLING MIDDLE",02430320,6,,,,,,,,,,,,,,,,,,,
2000,"POINT WEBSTER MIDDLE",02430325,6,,,,,,,,,,,,,,,,,,,
2000,"QUINCY HIGH",02430505,6,,29.6,,14.4,,5.4,,14.8,,2.3,,19.1,,5.1,,2.3,,7,257
2000,"NORTH QUINCY HIGH",02430510,6,,41.8,,23.6,,3.3,,8.7,,0,,5.8,,2.2,,3.3,,11.3,275
2000,RANDOLPH,02440000,5,,38.2,,23.6,,0,,22.5,,5.1,,5.6,,1.7,,0.6,,2.8,178
2000,"CHARLES G DEVINE",02440010,6,,,,,,,,,,,,,,,,,,,
2000,"MARGARET L DONOVAN",02440015,6,,,,,,,,,,,,,,,,,,,
2000,"J F KENNEDY ELEM",02440018,6,,,,,,,,,,,,,,,,,,,
2000,"ELIZABETH G LYONS ELEM",02440020,6,,,,,,,,,,,,,,,,,,,
2000,"TOWER HILL ECC",02440035,6,,,,,,,,,,,,,,,,,,,
2000,"MARTIN E YOUNG ELEM",02440040,6,,,,,,,,,,,,,,,,,,,
2000,"RANDOLPH COMMUNITY MIDDLE",02440410,6,,,,,,,,,,,,,,,,,,,
2000,"RANDOLPH HIGH",02440505,6,,38.2,,23.6,,0,,22.5,,5.1,,5.6,,1.7,,0.6,,2.8,178
2000,READING,02460000,5,,49.4,,32.4,,0.4,,6.5,,2.4,,7.3,,0.8,,0,,0.8,247
2000,"ALICE M BARROWS",02460002,6,,,,,,,,,,,,,,,,,,,
2000,"BIRCH MEADOW",02460005,6,,,,,,,,,,,,,,,,,,,
2000,"JOSHUA EATON",02460010,6,,,,,,,,,,,,,,,,,,,
2000,"J WARREN KILLAM",02460017,6,,,,,,,,,,,,,,,,,,,
2000,"ARTHUR W COOLIDGE MIDDLE",02460305,6,,,,,,,,,,,,,,,,,,,
2000,"WALTER S PARKER MIDDLE",02460310,6,,,,,,,,,,,,,,,,,,,
2000,"READING MEMORIAL HIGH",02460505,6,,49.4,,32.4,,0.4,,6.5,,2.4,,7.3,,0.8,,0,,0.8,247
2000,REVERE,02480000,5,,24.9,,16.7,,35.6,,0,,0,,18,,4.7,,0,,0,233
2000,"AUGUSTINE C WHELAN MEM",02480003,6,,,,,,,,,,,,,,,,,,,
2000,BEACHMONT,02480012,6,,,,,,,,,,,,,,,,,,,
2000,"ABRAHAM LINCOLN",02480025,6,,,,,,,,,,,,,,,,,,,
2000,"WILLIAM MCKINLEY",02480035,6,,,,,,,,,,,,,,,,,,,
2000,"PAUL REVERE",02480050,6,,,,,,,,,,,,,,,,,,,
2000,"GARFIELD MAGNET",02480055,6,,,,,,,,,,,,,,,,,,,
2000,"REVERE HIGH",02480505,6,,24.9,,16.7,,35.6,,0,,0,,18,,4.7,,0,,0,233
2000,RICHMOND,02490000,5,,,,,,,,,,,,,,,,,,,
2000,"RICHMOND CONSOLIDATED",02490005,6,,,,,,,,,,,,,,,,,,,
2000,ROCHESTER,02500000,5,,,,,,,,,,,,,,,,,,,
2000,"ROCHESTER MEMORIAL",02500005,6,,,,,,,,,,,,,,,,,,,
2000,ROCKLAND,02510000,5,,27.8,,27.1,,1.5,,26.3,,3.8,,3,,4.5,,0.8,,5.3,133
2000,"MCKINLEY SCHOOL",02510015,6,,,,,,,,,,,,,,,,,,,
2000,"MEMORIAL PARK",02510020,6,,,,,,,,,,,,,,,,,,,
2000,"R STEWART ESTEN",02510025,6,,,,,,,,,,,,,,,,,,,
2000,"JOHN W ROGERS MIDDLE",02510305,6,,,,,,,,,,,,,,,,,,,
2000,"ROCKLAND SENIOR HIGH",02510505,6,,27.8,,27.1,,1.5,,26.3,,3.8,,3,,4.5,,0.8,,5.3,133
2000,ROCKPORT,02520000,5,,41.5,,18.9,,3.8,,17,,1.9,,9.4,,0,,7.5,,0,53
2000,"ROCKPORT ELEMENTARY",02520005,6,,,,,,,,,,,,,,,,,,,
2000,"ROCKPORT MIDDLE",02520305,6,,,,,,,,,,,,,,,,,,,
2000,"ROCKPORT HIGH",02520510,6,,41.5,,18.9,,3.8,,17,,1.9,,9.4,,0,,7.5,,0,53
2000,ROWE,02530000,5,,,,,,,,,,,,,,,,,,,
2000,"ROWE ELEM",02530005,6,,,,,,,,,,,,,,,,,,,
2000,SALEM,02580000,5,,32.9,,15,,3.3,,27.7,,3.3,,12.2,,4.2,,1.4,,0,213
2000,"SALEM EARLY CHILDHOOD",02580001,6,,,,,,,,,,,,,,,,,,,
2000,BATES,02580003,6,,,,,,,,,,,,,,,,,,,
2000,BENTLEY,02580005,6,,,,,,,,,,,,,,,,,,,
2000,CARLTON,02580015,6,,,,,,,,,,,,,,,,,,,
2000,"FEDERAL ST",02580025,6,,,,,,,,,,,,,,,,,,,
2000,"HORACE MANN LABORATORY",02580030,6,,,,,,,,,,,,,,,,,,,
2000,"SALTONSTALL SCHOOL",02580050,6,,,,,,,,,,,,,,,,,,,
2000,"WITCHCRAFT HEIGHTS",02580070,6,,,,,,,,,,,,,,,,,,,
2000,"COLLINS MIDDLE",02580305,6,,,,,,,,,,,,,,,,,,,
2000,"SALEM HIGH",02580505,6,,32.9,,15,,3.3,,27.7,,3.3,,12.2,,4.2,,1.4,,0,213
2000,SANDWICH,02610000,5,,34.4,,29,,3.8,,16.9,,3.3,,6.6,,0.5,,0,,5.5,183
2000,"HENRY T WING",02610005,6,,,,,,,,,,,,,,,,,,,
2000,FORESTDALE,02610010,6,,,,,,,,,,,,,,,,,,,
2000,"OAK RIDGE",02610025,6,,,,,,,,,,,,,,,,,,,
2000,"SANDWICH HIGH",02610505,6,,34.4,,29,,3.8,,16.9,,3.3,,6.6,,0.5,,0,,5.5,183
2000,SAUGUS,02620000,5,,33.5,,28.6,,4,,21.1,,2.6,,4.4,,0.4,,0,,5.3,227
2000,BALLARD,02620010,6,,,,,,,,,,,,,,,,,,,
2000,EVANS,02620015,6,,,,,,,,,,,,,,,,,,,
2000,LYNNHURST,02620040,6,,,,,,,,,,,,,,,,,,,
2000,OAKLANDVALE,02620050,6,,,,,,,,,,,,,,,,,,,
2000,"VETERANS MEMORIAL",02620065,6,,,,,,,,,,,,,,,,,,,
2000,"DOUGLAS WAYBRIGHT",02620067,6,,,,,,,,,,,,,,,,,,,
2000,"BELMONTE SAUGUS MIDDLE",02620305,6,,,,,,,,,,,,,,,,,,,
2000,"SAUGUS HIGH",02620505,6,,33.5,,28.6,,4,,21.1,,2.6,,4.4,,0.4,,0,,5.3,227
2000,SAVOY,02630000,5,,,,,,,,,,,,,,,,,,,
2000,"SAVOY ELEM",02630010,6,,,,,,,,,,,,,,,,,,,
2000,SCITUATE,02640000,5,,40.2,,40.9,,1.2,,7.3,,1.8,,3,,0.6,,4.9,,0,164
2000,"CUSHING ELEMENTARY",02640007,6,,,,,,,,,,,,,,,,,,,
2000,"HATHERLY ELEMENTARY",02640010,6,,,,,,,,,,,,,,,,,,,
2000,"WAMPATUCK ELEMENTARY",02640020,6,,,,,,,,,,,,,,,,,,,
2000,"GATES INTERMEDIATE SCHOOL",02640305,6,,,,,,,,,,,,,,,,,,,
2000,"SCITUATE HIGH SCHOOL",02640505,6,,40.2,,40.9,,1.2,,7.3,,1.8,,3,,0.6,,4.9,,0,164
2000,SEEKONK,02650000,5,,29.7,,36.6,,2.1,,21.4,,0,,9,,0,,0,,1.4,145
2000,"GEORGE R MARTIN",02650007,6,,,,,,,,,,,,,,,,,,,
2000,"MILDRED AITKEN SCHOOL",02650015,6,,,,,,,,,,,,,,,,,,,
2000,NORTH,02650020,6,,,,,,,,,,,,,,,,,,,
2000,"SEEKONK MIDDLE SCHOOL",02650405,6,,,,,,,,,,,,,,,,,,,
2000,"SEEKONK HIGH",02650505,6,,29.7,,36.6,,2.1,,21.4,,0,,9,,0,,0,,1.4,145
2000,SHARON,02660000,5,,55.3,,35.7,,0.9,,1.7,,0.9,,2.6,,0.4,,0.9,,1.7,235
2000,"COTTAGE STREET",02660005,6,,,,,,,,,,,,,,,,,,,
2000,"EAST ELEMENTARY",02660010,6,,,,,,,,,,,,,,,,,,,
2000,"HEIGHTS ELEMENTARY",02660015,6,,,,,,,,,,,,,,,,,,,
2000,"SHARON MIDDLE",02660305,6,,,,,,,,,,,,,,,,,,,
2000,"SHARON HIGH",02660505,6,,55.3,,35.7,,0.9,,1.7,,0.9,,2.6,,0.4,,0.9,,1.7,235
2000,SHERBORN,02690000,5,,,,,,,,,,,,,,,,,,,
2000,"PINE HILL",02690010,6,,,,,,,,,,,,,,,,,,,
2000,SHIRLEY,02700000,5,,,,,,,,,,,,,,,,,,,
2000,CENTER,02700005,6,,,,,,,,,,,,,,,,,,,
2000,"LURA A WHITE",02700010,6,,,,,,,,,,,,,,,,,,,
2000,SHREWSBURY,02710000,5,,37.5,,32.9,,0,,12,,1.9,,4.6,,1.9,,1.4,,7.9,216
2000,"BEAL SCHOOL",02710005,6,,,,,,,,,,,,,,,,,,,
2000,"CALVIN COOLIDGE",02710015,6,,,,,,,,,,,,,,,,,,,
2000,"FLORAL STREET SCHOOL",02710020,6,,,,,,,,,,,,,,,,,,,
2000,"WALTER J PATON",02710025,6,,,,,,,,,,,,,,,,,,,
2000,"SPRING STREET",02710035,6,,,,,,,,,,,,,,,,,,,
2000,"SHREWSBURY MIDDLE",02710305,6,,,,,,,,,,,,,,,,,,,
2000,"SHREWSBURY SR HIGH",02710505,6,,37.5,,32.9,,0,,12,,1.9,,4.6,,1.9,,1.4,,7.9,216
2000,SHUTESBURY,02720000,5,,,,,,,,,,,,,,,,,,,
2000,"SHUTESBURY ELEMENTARY",02720005,6,,,,,,,,,,,,,,,,,,,
2000,SOMERSET,02730000,5,,20.3,,30.7,,3.3,,31.1,,1.7,,12,,0.4,,0.4,,0,241
2000,"CHACE STREET",02730005,6,,,,,,,,,,,,,,,,,,,
2000,"NORTH ELEMENTARY",02730008,6,,,,,,,,,,,,,,,,,,,
2000,SOUTH,02730015,6,,,,,,,,,,,,,,,,,,,
2000,WILBUR,02730025,6,,,,,,,,,,,,,,,,,,,
2000,"SOMERSET JUNIOR HIGH",02730305,6,,,,,,,,,,,,,,,,,,,
2000,"SOMERSET HIGH",02730505,6,,20.3,,30.7,,3.3,,31.1,,1.7,,12,,0.4,,0.4,,0,241
2000,SOMERVILLE,02740000,5,,20,,14.9,,3.5,,26.5,,0.7,,31.2,,2,,1.2,,0,404
2000,EDGERLY,02740005,6,,,,,,,,,,,,,,,,,,,
2000,"BENJAMIN G BROWN",02740015,6,,,,,,,,,,,,,,,,,,,
2000,CUMMINGS,02740040,6,,,,,,,,,,,,,,,,,,,
2000,"ARTHUR D HEALEY",02740075,6,,,,,,,,,,,,,,,,,,,
2000,"POWDER HOUSE COMMUNITY",02740081,6,,,,,,,,,,,,,,,,,,,
2000,"JOHN F KENNEDY",02740083,6,,,,,,,,,,,,,,,,,,,
2000,"LINCOLN PARK COMMUNITY",02740087,6,,,,,,,,,,,,,,,,,,,
2000,"E SOMERVILLE COMMUNITY",02740111,6,,,,,,,,,,,,,,,,,,,
2000,"WEST SOMERVILLE NBRHD SCH",02740115,6,,,,,,,,,,,,,,,,,,,
2000,"WINTER HILL COMMUNITY",02740120,6,,,,,,,,,,,,,,,,,,,
2000,"NEXT WAVE JUNIOR HIGH",02740410,6,,,,,,,,,,,,,,,,,,,
2000,"SOMERVILLE HIGH",02740505,6,,20.3,,15.2,,3.3,,27.1,,0.8,,30.4,,1.8,,1.3,,0,395
2000,"FULL CIRCLE HIGH SCHOOL",02740510,6,,11.1,,0,,11.1,,0,,0,,66.7,,11.1,,0,,0,9
2000,SOUTHAMPTON,02750000,5,,,,,,,,,,,,,,,,,,,
2000,"WILLIAM E NORRIS",02750005,6,,,,,,,,,,,,,,,,,,,
2000,SOUTHBOROUGH,02760000,5,,,,,,,,,,,,,,,,,,,
2000,"MARY E FINN @ WOODWARD",02760008,6,,,,,,,,,,,,,,,,,,,
2000,"MARGARET A NEARY",02760020,6,,,,,,,,,,,,,,,,,,,
2000,"P BRENT TROTTIER",02760305,6,,,,,,,,,,,,,,,,,,,
2000,SOUTHBRIDGE,02770000,5,,17.5,,33,,2.1,,21.6,,6.2,,6.2,,1,,12.4,,0,97
2000,"CHARLTON STREET",02770005,6,,,,,,,,,,,,,,,,,,,
2000,"EASTFORD RD",02770010,6,,,,,,,,,,,,,,,,,,,
2000,"WEST STREET",02770020,6,,,,,,,,,,,,,,,,,,,
2000,"MARY E WELLS JR HIGH",02770305,6,,,,,,,,,,,,,,,,,,,
2000,"SOUTHBRIDGE HIGH",02770505,6,,17.5,,33,,2.1,,21.6,,6.2,,6.2,,1,,12.4,,0,97
2000,"SOUTH HADLEY",02780000,5,,31.1,,26.2,,0,,28.7,,0.8,,9,,4.1,,0,,0,122
2000,"PLAINS ELEMENTARY",02780015,6,,,,,,,,,,,,,,,,,,,
2000,MOSIER,02780020,6,,,,,,,,,,,,,,,,,,,
2000,"SOUTH HADLEY MIDDLE",02780305,6,,,,,,,,,,,,,,,,,,,
2000,"SOUTH HADLEY HIGH",02780505,6,,31.1,,26.2,,0,,28.7,,0.8,,9,,4.1,,0,,0,122
2000,SPRINGFIELD,02810000,5,,17.6,,13,,0.9,,40.3,,1.6,,17.5,,4.1,,2.8,,1.7,1034
2000,"ISLAND POND PRE-K CENTER",02810002,6,,,,,,,,,,,,,,,,,,,
2000,"ARMORY STREET",02810010,6,,,,,,,,,,,,,,,,,,,
2000,"THOMAS M BALLIET",02810015,6,,,,,,,,,,,,,,,,,,,
2000,"SAMUEL BOWLES",02810020,6,,,,,,,,,,,,,,,,,,,
2000,"MILTON BRADLEY SCHOOL",02810023,6,,,,,,,,,,,,,,,,,,,
2000,BRIGHTWOOD,02810025,6,,,,,,,,,,,,,,,,,,,
2000,"ELIAS BROOKINGS",02810030,6,,,,,,,,,,,,,,,,,,,
2000,"DANIEL B BRUNTON",02810035,6,,,,,,,,,,,,,,,,,,,
2000,"WILLIAM N DEBERRY",02810045,6,,,,,,,,,,,,,,,,,,,
2000,"HIRAM L DORMAN",02810050,6,,,,,,,,,,,,,,,,,,,
2000,"REBECCA M JOHNSON",02810055,6,,,,,,,,,,,,,,,,,,,
2000,"MARGARET C ELLS",02810060,6,,,,,,,,,,,,,,,,,,,
2000,GLENWOOD,02810065,6,,,,,,,,,,,,,,,,,,,
2000,"FRANK H FREEDMAN",02810075,6,,,,,,,,,,,,,,,,,,,
2000,"FREDERICK HARRIS",02810080,6,,,,,,,,,,,,,,,,,,,
2000,"HOMER STREET",02810085,6,,,,,,,,,,,,,,,,,,,
2000,"ALFRED G ZANETTI",02810095,6,,,,,,,,,,,,,,,,,,,
2000,"INDIAN ORCHARD ELEM",02810100,6,,,,,,,,,,,,,,,,,,,
2000,"KENSINGTON AVENUE",02810110,6,,,,,,,,,,,,,,,,,,,
2000,LIBERTY,02810115,6,,,,,,,,,,,,,,,,,,,
2000,LINCOLN,02810120,6,,,,,,,,,,,,,,,,,,,
2000,"DRYDEN MEMORIAL",02810125,6,,,,,,,,,,,,,,,,,,,
2000,"MARY M LYNCH",02810140,6,,,,,,,,,,,,,,,,,,,
2000,"MARY O POTTENGER",02810145,6,,,,,,,,,,,,,,,,,,,
2000,"MARY M WALSH",02810155,6,,,,,,,,,,,,,,,,,,,
2000,"SUMNER AVENUE",02810160,6,,,,,,,,,,,,,,,,,,,
2000,"ARTHUR T TALMADGE",02810165,6,,,,,,,,,,,,,,,,,,,
2000,"ALICE B BEAL ELEM",02810175,6,,,,,,,,,,,,,,,,,,,
2000,WARNER,02810180,6,,,,,,,,,,,,,,,,,,,
2000,WASHINGTON,02810185,6,,,,,,,,,,,,,,,,,,,
2000,"WHITE STREET",02810190,6,,,,,,,,,,,,,,,,,,,
2000,GERENA,02810195,6,,,,,,,,,,,,,,,,,,,
2000,"CHESTNUT STREET MIDDLE",02810310,6,,,,,,,,,,,,,,,,,,,
2000,"JOHN J DUGGAN MIDDLE",02810320,6,,,,,,,,,,,,,,,,,,,
2000,"FOREST PARK MIDDLE",02810325,6,,,,,,,,,,,,,,,,,,,
2000,"JOHN F KENNEDY MIDDLE",02810328,6,,,,,,,,,,,,,,,,,,,
2000,"M MARCUS KILEY MIDDLE",02810330,6,,,,,,,,,,,,,,,,,,,
2000,"SPRINGFIELD CENTRAL HIGH",02810500,6,,26.2,,16,,0.4,,36.4,,2.2,,6.7,,4,,8,,0,225
2000,"HIGH SCHOOL OF COMMERCE",02810510,6,,16.2,,11,,1.3,,48.1,,1.3,,16.9,,1.3,,0,,3.9,154
2000,"BRIDGE ACADEMY JR & SR",02810520,6,,4.3,,4.3,,0,,47.8,,0,,34.8,,8.7,,0,,0,23
2000,S.A.G.E.,02810522,6,,28.6,,0,,0,,28.6,,0,,28.6,,0,,14.3,,0,7
2000,"HIGH SCHOOL/SCIENCE-TECH",02810530,6,,26.5,,17.6,,1.7,,37.4,,1.4,,9.8,,3.9,,0.8,,0.8,358
2000,"SPRINGFIELD ACADEMY",02810535,6,,,,,,,,,,,,,,,,,,,1
2000,"SPRINGFIELD H S",02810540,6,,0,,2,,0,,26,,0,,64,,8,,0,,0,50
2000,"MARTIN LUTHER KING ACAD",02810545,6,,,,,,,,,,,,,,,,,,,4
2000,"MASS CAREER DEV INSTITUTE",02810600,6,,0,,4.3,,0,,34.8,,0,,47.8,,0,,13,,0,23
2000,"PUTNAM VOC TECH HIGH SCH",02810620,6,,0,,7.9,,0,,49.2,,2.6,,27.5,,5.8,,2.1,,4.8,189
2000,"SHRINERS HOSPITAL",02810670,6,,,,,,,,,,,,,,,,,,,
2000,STONEHAM,02840000,5,,1.2,,23.3,,48.3,,8.7,,6.4,,10.5,,0,,0,,1.7,172
2000,"NORTH SCHOOL",02840001,6,,,,,,,,,,,,,,,,,,,
2000,CENTRAL,02840003,6,,,,,,,,,,,,,,,,,,,
2000,"COLONIAL PARK",02840005,6,,,,,,,,,,,,,,,,,,,
2000,"ROBIN HOOD",02840025,6,,,,,,,,,,,,,,,,,,,
2000,SOUTH,02840030,6,,,,,,,,,,,,,,,,,,,
2000,"STONEHAM MIDDLE SCHOOL",02840405,6,,,,,,,,,,,,,,,,,,,
2000,"STONEHAM HIGH",02840505,6,,1.2,,23.3,,48.3,,8.7,,6.4,,10.5,,0,,0,,1.7,172
2000,STOUGHTON,02850000,5,,39,,22.7,,2.8,,15.9,,2,,13.1,,4,,0.4,,0,251
2000,"HELEN HANSEN ELEMENTARY",02850010,6,,,,,,,,,,,,,,,,,,,
2000,"EDWIN A JONES",02850012,6,,,,,,,,,,,,,,,,,,,
2000,"JOSEPH R DAWE, JR ELEM",02850014,6,,,,,,,,,,,,,,,,,,,
2000,"SOUTH ELEMENTARY",02850015,6,,,,,,,,,,,,,,,,,,,
2000,"WEST ELEMENTARY",02850020,6,,,,,,,,,,,,,,,,,,,
2000,"JOSEPH H GIBBONS",02850025,6,,,,,,,,,,,,,,,,,,,
2000,"O'DONNELL MIDDLE SCHOOL",02850405,6,,,,,,,,,,,,,,,,,,,
2000,"STOUGHTON HIGH",02850505,6,,39,,22.7,,2.8,,15.9,,2,,13.1,,4,,0.4,,0,251
2000,STURBRIDGE,02870000,5,,,,,,,,,,,,,,,,,,,
2000,"BURGESS ELEMENTARY",02870005,6,,,,,,,,,,,,,,,,,,,
2000,SUDBURY,02880000,5,,,,,,,,,,,,,,,,,,,
2000,"JOSIAH HAYNES",02880010,6,,,,,,,,,,,,,,,,,,,
2000,"ISRAEL LORING SCHOOL",02880015,6,,,,,,,,,,,,,,,,,,,
2000,"GENERAL JOHN NIXON ELEM",02880025,6,,,,,,,,,,,,,,,,,,,
2000,"PETER NOYES",02880030,6,,,,,,,,,,,,,,,,,,,
2000,"EPHRAIM CURTIS MIDDLE",02880305,6,,,,,,,,,,,,,,,,,,,
2000,SUNDERLAND,02890000,5,,,,,,,,,,,,,,,,,,,
2000,"SUNDERLAND ELEMENTARY",02890005,6,,,,,,,,,,,,,,,,,,,
2000,SUTTON,02900000,5,,31.5,,20.5,,6.8,,19.2,,0,,15.1,,6.8,,0,,0,73
2000,"SUTTON ELEMENTARY PRE-SCH",02900001,6,,,,,,,,,,,,,,,,,,,
2000,"SUTTON ELEMENTARY",02900005,6,,,,,,,,,,,,,,,,,,,
2000,"SUTTON JUNIOR HIGH",02900305,6,,,,,,,,,,,,,,,,,,,
2000,"SUTTON HIGH SCHOOL",02900510,6,,31.5,,20.5,,6.8,,19.2,,0,,15.1,,6.8,,0,,0,73
2000,SWAMPSCOTT,02910000,5,,45.9,,23.6,,8.3,,8.9,,2.5,,8.9,,1.9,,0,,0,157
2000,CLARKE,02910005,6,,,,,,,,,,,,,,,,,,,
2000,HADLEY,02910010,6,,,,,,,,,,,,,,,,,,,
2000,MACHON,02910015,6,,,,,,,,,,,,,,,,,,,
2000,STANLEY,02910020,6,,,,,,,,,,,,,,,,,,,
2000,"SWAMPSCOTT MIDDLE",02910305,6,,,,,,,,,,,,,,,,,,,
2000,"SWAMPSCOTT HIGH",02910505,6,,45.9,,23.6,,8.3,,8.9,,2.5,,8.9,,1.9,,0,,0,157
2000,SWANSEA,02920000,5,,14.3,,29.2,,1.9,,31.2,,0.6,,6.5,,7.8,,3.2,,5.2,154
2000,"ELIZABETH S BROWN",02920006,6,,,,,,,,,,,,,,,,,,,
2000,GARDNER,02920015,6,,,,,,,,,,,,,,,,,,,
2000,"MARK G HOYLE ELEM",02920017,6,,,,,,,,,,,,,,,,,,,
2000,"JOSEPH G LUTHER",02920020,6,,,,,,,,,,,,,,,,,,,
2000,"JOSEPH CASE JR HIGH",02920305,6,,,,,,,,,,,,,,,,,,,
2000,"JOSEPH CASE HIGH",02920505,6,,14.3,,29.2,,1.9,,31.2,,0.6,,6.5,,7.8,,3.2,,5.2,154
2000,TAUNTON,02930000,5,,20.8,,24.8,,2.3,,22.8,,4.6,,12.9,,4.3,,7.6,,0,303
2000,"SUMMER STREET SCHOOL",02930003,6,,,,,,,,,,,,,,,,,,,
2000,"CALEB BARNUM",02930005,6,,,,,,,,,,,,,,,,,,,
2000,"EDMUND HATCH BENNETT",02930007,6,,,,,,,,,,,,,,,,,,,
2000,"EAST TAUNTON ELEM",02930010,6,,,,,,,,,,,,,,,,,,,
2000,COHANNET,02930020,6,,,,,,,,,,,,,,,,,,,
2000,"ELIZABETH POLE",02930027,6,,,,,,,,,,,,,,,,,,,
2000,HOPEWELL,02930035,6,,,,,,,,,,,,,,,,,,,
2000,LEONARD,02930040,,,,,,,,,,,,,,,,,,,,
2000,"JOSEPH H MARTIN",02930042,6,,,,,,,,,,,,,,,,,,,
2000,"LOWELL M MAXHAM",02930045,6,,,,,,,,,,,,,,,,,,,
2000,"JAMES L MULCAHEY",02930050,6,,,,,,,,,,,,,,,,,,,
2000,"EDWARD F LEDDY",02930056,6,,,,,,,,,,,,,,,,,,,
2000,"H H GALLIGAN",02930057,6,,,,,,,,,,,,,,,,,,,
2000,WALKER,02930065,6,,,,,,,,,,,,,,,,,,,
2000,"JOHN F PARKER MIDDLE",02930305,6,,,,,,,,,,,,,,,,,,,
2000,"TAUNTON HIGH",02930505,6,,20.8,,24.8,,2.3,,22.8,,4.6,,12.9,,4.3,,7.6,,0,303
2000,TEWKSBURY,02950000,5,,28.2,,31.9,,1.6,,24.5,,1.6,,8.5,,2.7,,1.1,,0,188
2000,"L F DEWING",02950001,6,,,,,,,,,,,,,,,,,,,
2000,"ELLA FLEMING",02950003,6,,,,,,,,,,,,,,,,,,,
2000,HEATH-BROOK,02950010,6,,,,,,,,,,,,,,,,,,,
2000,"NORTH STREET",02950020,6,,,,,,,,,,,,,,,,,,,
2000,"JOHN F. RYAN",02950023,6,,,,,,,,,,,,,,,,,,,
2000,"LOUISE DAVY TRAHAN",02950025,6,,,,,,,,,,,,,,,,,,,
2000,"WYNN MIDDLE",02950305,6,,,,,,,,,,,,,,,,,,,
2000,"TEWKSBURY MEMORIAL HIGH",02950505,6,,28.2,,31.9,,1.6,,24.5,,1.6,,8.5,,2.7,,1.1,,0,188
2000,TISBURY,02960000,5,,,,,,,,,,,,,,,,,,,
2000,"TISBURY ELEMENTARY",02960005,6,,,,,,,,,,,,,,,,,,,
2000,TOPSFIELD,02980000,5,,,,,,,,,,,,,,,,,,,
2000,"PROCTOR ELEMENTARY",02980005,6,,,,,,,,,,,,,,,,,,,
2000,"STEWARD ELEMENTARY",02980010,6,,,,,,,,,,,,,,,,,,,
2000,TRURO,03000000,5,,,,,,,,,,,,,,,,,,,
2000,"TRURO CENTRAL",03000005,6,,,,,,,,,,,,,,,,,,,
2000,TYNGSBOROUGH,03010000,5,,34.5,,34.5,,4.5,,12.7,,3.6,,7.3,,1.8,,0,,0.9,110
2000,LAKEVIEW,03010005,6,,,,,,,,,,,,,,,,,,,
2000,"NORRIS RD ELEMENTARY",03010008,6,,,,,,,,,,,,,,,,,,,
2000,WINSLOW,03010010,6,,,,,,,,,,,,,,,,,,,
2000,"TYNGSBOROUGH JR SR HIGH",03010505,6,,34.5,,34.5,,4.5,,12.7,,3.6,,7.3,,1.8,,0,,0.9,110
2000,UXBRIDGE,03040000,5,,35.8,,29.4,,0.9,,7.3,,8.3,,16.5,,1.8,,0,,0,109
2000,"EARL D TAFT",03040005,6,,,,,,,,,,,,,,,,,,,
2000,"VIRGINA A BLANCHARD",03040010,6,,,,,,,,,,,,,,,,,,,
2000,"WHITIN INTERMEDIATE",03040015,6,,,,,,,,,,,,,,,,,,,
2000,"UXBRIDGE HIGH",03040505,6,,35.8,,29.4,,0.9,,7.3,,8.3,,16.5,,1.8,,0,,0,109
2000,WAKEFIELD,03050000,5,,41.3,,28.1,,2.5,,14,,0.8,,0.4,,2.1,,0,,10.7,242
2000,DOLBEARE,03050005,6,,,,,,,,,,,,,,,,,,,
2000,DOYLE,03050010,6,,,,,,,,,,,,,,,,,,,
2000,FRANKLIN,03050015,6,,,,,,,,,,,,,,,,,,,
2000,GREENWOOD,03050020,6,,,,,,,,,,,,,,,,,,,
2000,WALTON,03050040,6,,,,,,,,,,,,,,,,,,,
2000,YEUELL,03050055,6,,,,,,,,,,,,,,,,,,,
