FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_PGRAD_4YRPRV_CNT,WPI_PGRAD_4YRPRV_PCT,WPI_PGRAD_4YRPUB_CNT,WPI_PGRAD_4YRPUB_PCT,WPI_PGRAD_2YRPRV_CNT,WPI_PGRAD_2YRPRV_PCT,WPI_PGRAD_2YRPUB_CNT,WPI_PGRAD_2YRPUB_PCT,WPI_PGRAD_PSTSEC_CNT,WPI_PGRAD_PSTSEC_PCT,WPI_PGRAD_WORK_CNT,WPI_PGRAD_WORK_PCT,WPI_PGRAD_MILIT_CNT,WPI_PGRAD_MILIT_PCT,WPI_PGRAD_OTHER_CNT,WPI_PGRAD_OTHER_PCT,WPI_PGRAD_UNKNOWN_CNT,WPI_PGRAD_UNKNOWN_PCT,WPI_PGRAD_TOTAL_CNT
2002,Mapleshade,00870010,6,,,,,,,,,,,,,,,,,,,
2002,"Meadow Brook",00870013,6,,,,,,,,,,,,,,,,,,,
2002,"Mountain View",00870015,6,,,,,,,,,,,,,,,,,,,
2002,"Birchland Park",00870305,6,,,,,,,,,,,,,,,,,,,
2002,"East Longmeadow High",00870505,6,,46.7,,25,,0,,23.3,,0,,2.8,,0.6,,1.1,,0.6,180
2002,Easton,00880000,5,,36.2,,45,,1.4,,10.6,,0,,4.6,,0.5,,0,,1.8,218
2002,"Center School",00880003,6,,,,,,,,,,,,,,,,,,,
2002,"Parkview Elementary",00880015,6,,,,,,,,,,,,,,,,,,,
2002,"Moreau Hall",00880020,6,,,,,,,,,,,,,,,,,,,
2002,"H H Richardson School",00880025,6,,,,,,,,,,,,,,,,,,,
2002,"F L Olmsted",00880030,6,,,,,,,,,,,,,,,,,,,
2002,"Easton Junior High",00880405,6,,,,,,,,,,,,,,,,,,,
2002,"Oliver Ames High",00880505,6,,36.2,,45,,1.4,,10.6,,0,,4.6,,0.5,,0,,1.8,218
2002,Edgartown,00890000,5,,,,,,,,,,,,,,,,,,,
2002,"Edgartown Elementary",00890005,6,,,,,,,,,,,,,,,,,,,
2002,Erving,00910000,5,,,,,,,,,,,,,,,,,,,
2002,"Erving Elementary",00910030,6,,,,,,,,,,,,,,,,,,,
2002,Everett,00930000,5,,22.1,,15.9,,6.8,,24,,2.6,,20.8,,3.2,,0,,4.5,308
2002,"Adams ECC",00930003,6,,,,,,,,,,,,,,,,,,,
2002,"Sumner G. Whittier School",00930010,6,,,,,,,,,,,,,,,,,,,
2002,Devens,00930011,6,,,,,,,,,,,,,,,,,,,
2002,"Madeline English School",00930018,6,,,,,,,,,,,,,,,,,,,
2002,"George Keverian School",00930028,6,,,,,,,,,,,,,,,,,,,
2002,"Lafayette School",00930038,6,,,,,,,,,,,,,,,,,,,
2002,"Albert W Lewis",00930040,6,,,,,,,,,,,,,,,,,,,
2002,"Parlin School",00930058,6,,,,,,,,,,,,,,,,,,,
2002,Webster,00930060,6,,,,,,,,,,,,,,,,,,,
2002,"Everett High",00930505,6,,22.1,,15.9,,6.8,,24,,2.6,,20.8,,3.2,,0,,4.5,308
2002,Fairhaven,00940000,5,,15.8,,28.6,,1.5,,15.8,,5.3,,18,,2.3,,0,,12.8,133
2002,"East Fairhaven",00940010,6,,,,,,,,,,,,,,,,,,,
2002,Oxford,00940015,6,,,,,,,,,,,,,,,,,,,
2002,Rogers,00940020,6,,,,,,,,,,,,,,,,,,,
2002,"Leroy Wood",00940030,6,,,,,,,,,,,,,,,,,,,
2002,"Hastings Middle",00940305,6,,,,,,,,,,,,,,,,,,,
2002,"Fairhaven High",00940505,6,,15.8,,28.6,,1.5,,15.8,,5.3,,18,,2.3,,0,,12.8,133
2002,"Fall River",00950000,5,,9,,25.5,,1.5,,35.4,,0.4,,21.5,,2.3,,0.4,,4,522
2002,"Hector L Belisle",00950010,6,,,,,,,,,,,,,,,,,,,
2002,"N B Borden",00950012,6,,,,,,,,,,,,,,,,,,,
2002,"Brayton Avenue",00950015,6,,,,,,,,,,,,,,,,,,,
2002,"Charles V Carroll",00950020,6,,,,,,,,,,,,,,,,,,,
2002,McCarrick,00950021,6,,,,,,,,,,,,,,,,,,,
2002,"William Connell",00950025,6,,,,,,,,,,,,,,,,,,,
2002,Coughlin,00950030,6,,,,,,,,,,,,,,,,,,,
2002,Davol,00950040,6,,,,,,,,,,,,,,,,,,,
2002,"John J Doran",00950045,6,,,,,,,,,,,,,,,,,,,
2002,"Hugo A Dubuque",00950050,6,,,,,,,,,,,,,,,,,,,
2002,"Boys Club Alt",00950055,6,,,,,,,,,,,,,,,,,,,
2002,"Fowler Elementary School",00950060,6,,,,,,,,,,,,,,,,,,,
2002,"William S Greene",00950065,6,,,,,,,,,,,,,,,,,,,
2002,"Frank M Silvia",00950067,6,,,,,,,,,,,,,,,,,,,
2002,"Harriet T Healy",00950070,6,,,,,,,,,,,,,,,,,,,
2002,Highland,00950075,6,,,,,,,,,,,,,,,,,,,
2002,"Laurel Lake",00950080,6,,,,,,,,,,,,,,,,,,,
2002,"A S LeTourneau",00950085,6,,,,,,,,,,,,,,,,,,,
2002,"Leontine Lincoln",00950090,6,,,,,,,,,,,,,,,,,,,
2002,"Osborn Street",00950100,6,,,,,,,,,,,,,,,,,,,
2002,"The Learning Center",00950110,6,,,,,,,,,,,,,,,,,,,
2002,Slade,00950120,6,,,,,,,,,,,,,,,,,,,
2002,"Ralph M Small",00950125,6,,,,,,,,,,,,,,,,,,,
2002,"Spencer Borden",00950130,6,,,,,,,,,,,,,,,,,,,
2002,Stone,00950135,6,,,,,,,,,,,,,,,,,,,
2002,"James Tansey",00950140,6,,,,,,,,,,,,,,,,,,,
2002,"Samuel Watson",00950145,6,,,,,,,,,,,,,,,,,,,
2002,Westall,00950150,6,,,,,,,,,,,,,,,,,,,
2002,"William J Wiley",00950155,6,,,,,,,,,,,,,,,,,,,
2002,"Susan H Wixon",00950160,6,,,,,,,,,,,,,,,,,,,
2002,"Edmond P Talbot Middle",00950305,6,,,,,,,,,,,,,,,,,,,
2002,"Henry Lord Middle",00950310,6,,,,,,,,,,,,,,,,,,,
2002,"Morton Middle",00950315,6,,,,,,,,,,,,,,,,,,,
2002,"Matthew J Kuss Middle",00950320,6,,,,,,,,,,,,,,,,,,,
2002,"Fall River Alt",00950330,6,,,,,,,,,,,,,,,,,,,
2002,"B M C Durfee High",00950505,6,,9,,25.5,,1.5,,35.4,,0.4,,21.5,,2.3,,0.4,,4,522
2002,Falmouth,00960000,5,,42.9,,17.5,,3.4,,17.9,,2.6,,9.3,,3,,0,,3.4,268
2002,"East Falmouth Elem",00960005,6,,,,,,,,,,,,,,,,,,,
2002,Teaticket,00960015,6,,,,,,,,,,,,,,,,,,,
2002,Mullen-Hall,00960020,6,,,,,,,,,,,,,,,,,,,
2002,"North Falmouth Elem",00960030,6,,,,,,,,,,,,,,,,,,,
2002,"Morse Pond School",00960305,6,,,,,,,,,,,,,,,,,,,
2002,Lawrence,00960405,6,,,,,,,,,,,,,,,,,,,
2002,"Falmouth High",00960505,6,,42.9,,17.5,,3.4,,17.9,,2.6,,9.3,,3,,0,,3.4,268
2002,Fitchburg,00970000,5,,17.2,,24.8,,1.3,,30.4,,5,,12.5,,3.8,,0.6,,4.4,319
2002,"Crocker Elementary",00970016,6,,,,,,,,,,,,,,,,,,,
2002,"Goodrich Kindergarten",00970025,6,,,,,,,,,,,,,,,,,,,
2002,"McKay Campus-FSC",00970030,6,,,,,,,,,,,,,,,,,,,
2002,"Reingold Elementary",00970043,6,,,,,,,,,,,,,,,,,,,
2002,"Memorial Intermediate",00970048,6,,,,,,,,,,,,,,,,,,,
2002,"South Fitchburg ELC",00970055,6,,,,,,,,,,,,,,,,,,,
2002,"South Street Elementary",00970060,6,,,,,,,,,,,,,,,,,,,
2002,"B F Brown Arts Vision School",00970305,6,,,,,,,,,,,,,,,,,,,
2002,"Academy Middle School",00970320,6,,,,,,,,,,,,,,,,,,,
2002,"Fitchburg High",00970505,6,,17.2,,24.8,,1.3,,30.4,,5,,12.5,,3.8,,0.6,,4.4,319
2002,Florida,00980000,5,,,,,,,,,,,,,,,,,,,
2002,"Abbott Memorial",00980005,6,,,,,,,,,,,,,,,,,,,
2002,Foxborough,00990000,5,,38.1,,37.5,,0,,11.3,,2.5,,1.3,,1.9,,0,,7.5,160
2002,"Mabelle M Burrell",00990015,6,,,,,,,,,,,,,,,,,,,
2002,"Vincent M Igo Elem",00990020,6,,,,,,,,,,,,,,,,,,,
2002,"Charles Taylor Elem",00990050,6,,,,,,,,,,,,,,,,,,,
2002,"John J Ahern",00990405,6,,,,,,,,,,,,,,,,,,,
2002,"Foxborough High",00990505,6,,38.1,,37.5,,0,,11.3,,2.5,,1.3,,1.9,,0,,7.5,160
2002,Framingham,01000000,5,,33.6,,24.2,,1.6,,11,,1.6,,25.9,,1.6,,0.2,,0.2,429
2002,"Blocks Pre-School @ King",01000003,6,,,,,,,,,,,,,,,,,,,
2002,Brophy,01000006,6,,,,,,,,,,,,,,,,,,,
2002,"Charlotte A Dunning",01000007,6,,,,,,,,,,,,,,,,,,,
2002,Hemenway,01000015,6,,,,,,,,,,,,,,,,,,,
2002,"Juniper Hill",01000020,6,,,,,,,,,,,,,,,,,,,
2002,"Barbieri Elem",01000035,6,,,,,,,,,,,,,,,,,,,
2002,"Potter Road",01000039,6,,,,,,,,,,,,,,,,,,,
2002,"Mary E Stapleton Elem",01000045,6,,,,,,,,,,,,,,,,,,,
2002,"Miriam F McCarthy Sch",01000050,6,,,,,,,,,,,,,,,,,,,
2002,"Woodrow Wilson",01000055,6,,,,,,,,,,,,,,,,,,,
2002,"Cameron Middle School",01000302,6,,,,,,,,,,,,,,,,,,,
2002,"Fuller Middle",01000305,6,,,,,,,,,,,,,,,,,,,
2002,"Walsh Middle",01000310,6,,,,,,,,,,,,,,,,,,,
2002,"Framingham H S",01000515,6,,33.6,,24.2,,1.6,,11,,1.6,,25.9,,1.6,,0.2,,0.2,429
2002,Franklin,01010000,5,,36.6,,37.4,,2,,13.4,,0,,5.1,,2.4,,0,,3.1,254
2002,Brick,01010002,6,,,,,,,,,,,,,,,,,,,
2002,"Franklin ECDC",01010003,6,,,,,,,,,,,,,,,,,,,
2002,"Jefferson Elementary",01010010,6,,,,,,,,,,,,,,,,,,,
2002,"Helen Keller Elementary",01010012,6,,,,,,,,,,,,,,,,,,,
2002,"J F Kennedy Memorial",01010013,6,,,,,,,,,,,,,,,,,,,
2002,"Oak Street Elementary",01010030,6,,,,,,,,,,,,,,,,,,,
2002,Parmenter,01010032,6,,,,,,,,,,,,,,,,,,,
2002,"Davis Thayer",01010035,6,,,,,,,,,,,,,,,,,,,
2002,"Remington Middle",01010310,6,,,,,,,,,,,,,,,,,,,
2002,"Horace Mann",01010405,6,,,,,,,,,,,,,,,,,,,
2002,"Franklin High",01010505,6,,36.6,,37.4,,2,,13.4,,0,,5.1,,2.4,,0,,3.1,254
2002,Freetown,01020000,5,,,,,,,,,,,,,,,,,,,
2002,"Freetown Elementary",01020005,6,,,,,,,,,,,,,,,,,,,
2002,Gardner,01030000,5,,19.1,,32.7,,1.2,,32.7,,1.2,,6.8,,1.9,,0.6,,3.7,162
2002,"Elm Street School",01030001,6,,,,,,,,,,,,,,,,,,,
2002,Prospect,01030010,6,,,,,,,,,,,,,,,,,,,
2002,"Helen Mae Sauter Elem",01030015,6,,,,,,,,,,,,,,,,,,,
2002,"Waterford Street",01030020,6,,,,,,,,,,,,,,,,,,,
2002,"Gardner Middle School",01030405,6,,,,,,,,,,,,,,,,,,,
2002,"Gardner High",01030505,6,,19.1,,32.7,,1.2,,32.7,,1.2,,6.8,,1.9,,0.6,,3.7,162
2002,Georgetown,01050000,5,,38.4,,45.2,,0,,11,,0,,1.4,,0,,0,,4.1,73
2002,"Perley Elementary",01050005,6,,,,,,,,,,,,,,,,,,,
2002,"Penn Brook",01050010,6,,,,,,,,,,,,,,,,,,,
2002,"Georgetown Middle/High",01050505,6,,38.4,,45.2,,0,,11,,0,,1.4,,0,,0,,4.1,73
2002,Gloucester,01070000,5,,21.7,,31.1,,2.8,,12.9,,3.8,,3.1,,2.1,,4.2,,18.2,286
2002,"Beeman Memorial",01070010,6,,,,,,,,,,,,,,,,,,,
2002,"East Gloucester Elem",01070020,6,,,,,,,,,,,,,,,,,,,
2002,"Milton L Fuller Elem",01070025,6,,,,,,,,,,,,,,,,,,,
2002,"Plum Cove School",01070042,6,,,,,,,,,,,,,,,,,,,
2002,"Veterans Memorial",01070045,6,,,,,,,,,,,,,,,,,,,
2002,"West Parish",01070050,6,,,,,,,,,,,,,,,,,,,
2002,"Ralph B O'Maley Middle",01070305,6,,,,,,,,,,,,,,,,,,,
2002,"Gloucester High",01070505,6,,21.7,,31.1,,2.8,,12.9,,3.8,,3.1,,2.1,,4.2,,18.2,286
2002,Gosnold,01090000,5,,,,,,,,,,,,,,,,,,,
2002,"Cuttyhunk Elem",01090005,6,,,,,,,,,,,,,,,,,,,
2002,Grafton,01100000,5,,24.3,,50.4,,0,,16.5,,0,,7,,1.7,,0,,0,115
2002,"South Grafton Elementary",01100005,6,,,,,,,,,,,,,,,,,,,
2002,"North Grafton Elementary",01100025,6,,,,,,,,,,,,,,,,,,,
2002,"Grafton Elementary ",01100200,6,,,,,,,,,,,,,,,,,,,
2002,"Grafton Middle",01100305,6,,,,,,,,,,,,,,,,,,,
2002,"Grafton Memorial Senior",01100505,6,,24.3,,50.4,,0,,16.5,,0,,7,,1.7,,0,,0,115
2002,Granby,01110000,5,,28.6,,28.6,,0,,31.4,,2.9,,2.9,,1.4,,1.4,,2.9,70
2002,"East Meadow",01110004,6,,,,,,,,,,,,,,,,,,,
2002,"West St",01110010,6,,,,,,,,,,,,,,,,,,,
2002,"Granby Jr Sr High Sch",01110505,6,,28.6,,28.6,,0,,31.4,,2.9,,2.9,,1.4,,1.4,,2.9,70
2002,Granville,01120000,5,,,,,,,,,,,,,,,,,,,
2002,"Granville Village",01120005,6,,,,,,,,,,,,,,,,,,,
2002,Greenfield,01140000,5,,17.2,,18.1,,3.4,,40.5,,3.4,,11.2,,2.6,,0,,3.4,116
2002,Federal,01140010,6,,,,,,,,,,,,,,,,,,,
2002,"Four Corners",01140025,6,,,,,,,,,,,,,,,,,,,
2002,"Green River",01140030,6,,,,,,,,,,,,,,,,,,,
2002,"Newton School",01140035,6,,,,,,,,,,,,,,,,,,,
2002,"North Parish",01140040,6,,,,,,,,,,,,,,,,,,,
2002,"Greenfield Middle",01140305,6,,,,,,,,,,,,,,,,,,,
2002,"Greenfield High",01140505,6,,17.2,,18.1,,3.4,,40.5,,3.4,,11.2,,2.6,,0,,3.4,116
2002,Hadley,01170000,5,,44.1,,23.5,,0,,29.4,,0,,0,,0,,0,,2.9,34
2002,"Hadley Elem",01170015,6,,,,,,,,,,,,,,,,,,,
2002,"Hopkins Academy",01170505,6,,44.1,,23.5,,0,,29.4,,0,,0,,0,,0,,2.9,34
2002,Halifax,01180000,5,,,,,,,,,,,,,,,,,,,
2002,"Halifax Elementary",01180005,6,,,,,,,,,,,,,,,,,,,
2002,Hancock,01210000,5,,,,,,,,,,,,,,,,,,,
2002,"Hancock Elementary",01210005,6,,,,,,,,,,,,,,,,,,,
2002,Hanover,01220000,5,,57.3,,16.7,,0,,7.3,,0.7,,11.3,,2,,0.7,,4,150
2002,"Cedar Elementary",01220004,6,,,,,,,,,,,,,,,,,,,
2002,"Center Elementary",01220005,6,,,,,,,,,,,,,,,,,,,
2002,Sylvester,01220015,6,,,,,,,,,,,,,,,,,,,
2002,"Hanover Middle",01220305,6,,,,,,,,,,,,,,,,,,,
2002,"Hanover High",01220505,6,,57.3,,16.7,,0,,7.3,,0.7,,11.3,,2,,0.7,,4,150
2002,Harvard,01250000,5,,56.4,,35.9,,0,,2.6,,0,,1.3,,0,,0,,3.8,78
2002,"Harvard Elementary",01250005,6,,,,,,,,,,,,,,,,,,,
2002,Bromfield,01250505,6,,56.4,,35.9,,0,,2.6,,0,,1.3,,0,,0,,3.8,78
2002,Harwich,01260000,5,,28.4,,19.8,,1.2,,28.4,,2.5,,16,,2.5,,1.2,,0,81
2002,"Harwich Elementary",01260005,6,,,,,,,,,,,,,,,,,,,
2002,"Harwich Middle",01260305,6,,,,,,,,,,,,,,,,,,,
2002,"Harwich High",01260505,6,,28.4,,19.8,,1.2,,28.4,,2.5,,16,,2.5,,1.2,,0,81
2002,Hatfield,01270000,5,,25.7,,37.1,,0,,20,,5.7,,2.9,,2.9,,5.7,,0,35
2002,"Hatfield Elementary",01270005,6,,,,,,,,,,,,,,,,,,,
2002,"Smith Academy",01270505,6,,25.7,,37.1,,0,,20,,5.7,,2.9,,2.9,,5.7,,0,35
2002,Haverhill,01280000,5,,19.8,,25.4,,2.8,,30.6,,1,,13.4,,2.8,,2.3,,1.8,389
2002,"Early Childhood Ctr",01280003,6,,,,,,,,,,,,,,,,,,,
2002,Bartlett,01280005,6,,,,,,,,,,,,,,,,,,,
2002,"Bradford Elementary",01280008,6,,,,,,,,,,,,,,,,,,,
2002,"Burnham Elementary",01280010,6,,,,,,,,,,,,,,,,,,,
2002,Cogswell,01280015,6,,,,,,,,,,,,,,,,,,,
2002,Crowell,01280020,6,,,,,,,,,,,,,,,,,,,
2002,Fox,01280025,6,,,,,,,,,,,,,,,,,,,
2002,"Golden Hill",01280026,6,,,,,,,,,,,,,,,,,,,
2002,Greenleaf,01280027,6,,,,,,,,,,,,,,,,,,,
2002,"Haverhill Alternative School",01280033,6,,,,,,,,,,,,,,,,,,,
2002,"Caleb Dustin Hunking",01280035,6,,,,,,,,,,,,,,,,,,,
2002,Knipe,01280040,6,,,,,,,,,,,,,,,,,,,
2002,Moody,01280045,6,,,,,,,,,,,,,,,,,,,
2002,"Dr Paul Nettle",01280050,6,,,,,,,,,,,,,,,,,,,
2002,"Pentucket Lake Elem",01280054,6,,,,,,,,,,,,,,,,,,,
2002,"Silver Hill",01280067,6,,,,,,,,,,,,,,,,,,,
2002,"Smiley Elementary",01280070,6,,,,,,,,,,,,,,,,,,,
2002,TEACH,01280073,6,,,,,,,,,,,,,,,,,,,
2002,Tilton,01280075,6,,,,,,,,,,,,,,,,,,,
2002,"Walnut Square",01280080,6,,,,,,,,,,,,,,,,,,,
2002,"John G Whittier",01280085,6,,,,,,,,,,,,,,,,,,,
2002,"R L Wood",01280095,6,,,,,,,,,,,,,,,,,,,
2002,Consentino,01280100,6,,,,,,,,,,,,,,,,,,,
2002,"Haverhill High",01280505,6,,19.8,,25.4,,2.8,,30.6,,1,,13.4,,2.8,,2.3,,1.8,389
2002,Hingham,01310000,5,,66.7,,17.4,,2.4,,5.8,,0,,1.9,,1.4,,1,,3.4,207
2002,"Wm L Foster Elem",01310010,6,,,,,,,,,,,,,,,,,,,
2002,"Plymouth River",01310019,6,,,,,,,,,,,,,,,,,,,
2002,"South Elem",01310020,6,,,,,,,,,,,,,,,,,,,
2002,"Hingham Middle School",01310410,6,,,,,,,,,,,,,,,,,,,
2002,"Hingham High",01310505,6,,66.7,,17.4,,2.4,,5.8,,0,,1.9,,1.4,,1,,3.4,207
2002,Holbrook,01330000,5,,32.3,,23.1,,1.5,,23.1,,0,,12.3,,6.2,,0,,1.5,65
2002,"John F Kennedy",01330018,6,,,,,,,,,,,,,,,,,,,
2002,South,01330025,6,,,,,,,,,,,,,,,,,,,
2002,"Holbrook Jr Sr High",01330505,6,,32.3,,23.1,,1.5,,23.1,,0,,12.3,,6.2,,0,,1.5,65
2002,Holland,01350000,5,,,,,,,,,,,,,,,,,,,
2002,"Holland Elementary",01350005,6,,,,,,,,,,,,,,,,,,,
2002,Holliston,01360000,5,,43.4,,32.6,,0.6,,6.3,,1.7,,8,,2.3,,0,,5.1,175
2002,"Miller School",01360007,6,,,,,,,,,,,,,,,,,,,
2002,"Placentino Elementary",01360010,6,,,,,,,,,,,,,,,,,,,
2002,"Robert H. Adams Middle School",01360305,6,,,,,,,,,,,,,,,,,,,
2002,"Holliston High",01360505,6,,43.4,,32.6,,0.6,,6.3,,1.7,,8,,2.3,,0,,5.1,175
2002,Holyoke,01370000,5,,14.7,,8.7,,0.3,,35.4,,2.4,,18.3,,3.9,,0.9,,15.3,333
2002,"Joseph Metcalf Preschool",01370003,6,,,,,,,,,,,,,,,,,,,
2002,"Anne McHugh",01370007,6,,,,,,,,,,,,,,,,,,,
2002,"Lawrence Elem",01370010,6,,,,,,,,,,,,,,,,,,,
2002,"Lt Elmer J McMahon Elem",01370015,6,,,,,,,,,,,,,,,,,,,
2002,"Morgan Elem",01370025,6,,,,,,,,,,,,,,,,,,,
2002,"Kelly Elem",01370040,6,,,,,,,,,,,,,,,,,,,
2002,"E N White Elem",01370045,6,,,,,,,,,,,,,,,,,,,
2002,"Lt Clayre Sullivan Elem",01370055,6,,,,,,,,,,,,,,,,,,,
2002,"Maurice A Donahue Elem",01370060,6,,,,,,,,,,,,,,,,,,,
2002,"Magnet Middle For Arts",01370305,6,,,,,,,,,,,,,,,,,,,
2002,"Dr Wm R Peck Middle",01370310,6,,,,,,,,,,,,,,,,,,,
2002,"John J Lynch Middle",01370315,6,,,,,,,,,,,,,,,,,,,
2002,"Holyoke High",01370505,6,,20.3,,13.1,,0.5,,41.4,,3.2,,11.7,,3.2,,0.9,,5.9,222
2002,"Holyoke Alternative Program                       ",01370520,6,,,,,,,,,,,,,,,,,,,
2002,"Wm J Dean Voc Tech High",01370605,6,,3.6,,0,,0,,23.4,,0.9,,31.5,,5.4,,0.9,,34.2,111
2002,Hopedale,01380000,5,,44.9,,32.7,,0,,2,,6.1,,14.3,,0,,0,,0,49
2002,Memorial,01380010,6,,,,,,,,,,,,,,,,,,,
2002,"Hopedale Jr Sr High",01380505,6,,44.9,,32.7,,0,,2,,6.1,,14.3,,0,,0,,0,49
2002,Hopkinton,01390000,5,,53,,28.8,,3.8,,2.3,,1.5,,6.1,,2.3,,2.3,,0,132
2002,"Hopkinton Pre-School",01390003,6,,,,,,,,,,,,,,,,,,,
2002,Center,01390005,6,,,,,,,,,,,,,,,,,,,
2002,Elmwood,01390010,6,,,,,,,,,,,,,,,,,,,
2002,"Hopkins Elementary School",01390015,6,,,,,,,,,,,,,,,,,,,
2002,"Hopkinton Middle School",01390305,6,,,,,,,,,,,,,,,,,,,
2002,"Hopkinton High",01390505,6,,53,,28.8,,3.8,,2.3,,1.5,,6.1,,2.3,,2.3,,0,132
2002,Hudson,01410000,5,,39.4,,26,,3.1,,11,,0,,15,,2.4,,2.4,,0.8,127
2002,"Mulready Elementary",01410007,6,,,,,,,,,,,,,,,,,,,
2002,"C R Hubert",01410011,6,,,,,,,,,,,,,,,,,,,
2002,"Forest Avenue Elementary",01410015,6,,,,,,,,,,,,,,,,,,,
2002,"C A Farley",01410030,6,,,,,,,,,,,,,,,,,,,
2002,"John F Kennedy",01410410,6,,,,,,,,,,,,,,,,,,,
2002,"Hudson High",01410505,6,,39.4,,26,,3.1,,11,,0,,15,,2.4,,2.4,,0.8,127
2002,Hull,01420000,5,,20.2,,37.1,,2.2,,18,,4.5,,13.5,,3.4,,0,,1.1,89
2002,"Lillian M Jacobs",01420015,6,,,,,,,,,,,,,,,,,,,
2002,"Memorial Middle",01420305,6,,,,,,,,,,,,,,,,,,,
2002,"Hull High",01420505,6,,20.2,,37.1,,2.2,,18,,4.5,,13.5,,3.4,,0,,1.1,89
2002,Ipswich,01440000,5,,1,,68,,0,,12.4,,0,,15.5,,1,,0,,2.1,97
2002,"Paul F Doyon Memorial",01440007,6,,,,,,,,,,,,,,,,,,,
2002,Winthrop,01440015,6,,,,,,,,,,,,,,,,,,,
2002,"Ipswich Middle School                             ",01440305,6,,,,,,,,,,,,,,,,,,,
2002,"Ipswich High",01440505,6,,1,,68,,0,,12.4,,0,,15.5,,1,,0,,2.1,97
2002,Kingston,01450000,5,,,,,,,,,,,,,,,,,,,
2002,"Kingston Elementary",01450005,6,,,,,,,,,,,,,,,,,,,
2002,"Kingston Intermediate",01450020,6,,,,,,,,,,,,,,,,,,,
2002,Lakeville,01460000,5,,,,,,,,,,,,,,,,,,,
2002,Assawompset,01460005,6,,,,,,,,,,,,,,,,,,,
2002,Lanesborough,01480000,5,,,,,,,,,,,,,,,,,,,
2002,"Lanesborough Elementary",01480005,6,,,,,,,,,,,,,,,,,,,
2002,Lawrence,01490000,5,,8.6,,12.1,,36.9,,10.9,,2.4,,3.5,,12.7,,6.5,,6.5,339
2002,"Lawlor ECC",01490002,6,,,,,,,,,,,,,,,,,,,
2002,"John Breen School",01490003,6,,,,,,,,,,,,,,,,,,,
2002,"General Donovan",01490005,6,,,,,,,,,,,,,,,,,,,
2002,"Saunders School",01490006,6,,,,,,,,,,,,,,,,,,,
2002,Arlington,01490007,6,,,,,,,,,,,,,,,,,,,
2002,"Alexander B Bruce",01490015,6,,,,,,,,,,,,,,,,,,,
2002,"Robert Frost",01490018,6,,,,,,,,,,,,,,,,,,,
2002,"Haverhill St School",01490019,6,,,,,,,,,,,,,,,,,,,
2002,"James F Hennessey",01490020,6,,,,,,,,,,,,,,,,,,,
2002,"Gerard A. Guilmette",01490022,6,,,,,,,,,,,,,,,,,,,
2002,"Francis M Leahy",01490040,6,,,,,,,,,,,,,,,,,,,
2002,"James F Leonard",01490045,6,,,,,,,,,,,,,,,,,,,
2002,"North Central Elem",01490047,6,,,,,,,,,,,,,,,,,,,
2002,"Henry K Oliver",01490050,6,,,,,,,,,,,,,,,,,,,
2002,"Edward F. Parthum",01490053,6,,,,,,,,,,,,,,,,,,,
2002,"John R Rollins",01490055,6,,,,,,,,,,,,,,,,,,,
2002,"South Lawrence East Sch",01490065,6,,,,,,,,,,,,,,,,,,,
2002,"Charles S Storrow",01490070,6,,,,,,,,,,,,,,,,,,,
2002,"John K Tarbox",01490075,6,,,,,,,,,,,,,,,,,,,
2002,"Emily G Wetherbee",01490080,6,,,,,,,,,,,,,,,,,,,
2002,"Lawrence High",01490505,6,,8.6,,12.1,,36.9,,10.9,,2.4,,3.5,,12.7,,6.5,,6.5,339
2002,"Transitional Learn",01490520,6,,,,,,,,,,,,,,,,,,,
2002,Lee,01500000,5,,0,,47.2,,0,,27.8,,0,,22.2,,2.8,,0,,0,72
2002,"Lee Elementary",01500025,6,,,,,,,,,,,,,,,,,,,
2002,"Lee Middle/High School",01500505,6,,0,,47.2,,0,,27.8,,0,,22.2,,2.8,,0,,0,72
2002,Leicester,01510000,5,,19.5,,33.6,,1.6,,25,,3.1,,7.8,,3.9,,0,,5.5,128
2002,"Leicester Memorial Elem",01510005,6,,,,,,,,,,,,,,,,,,,
2002,"Leicester Primary School",01510010,6,,,,,,,,,,,,,,,,,,,
2002,"Leicester Middle",01510015,6,,,,,,,,,,,,,,,,,,,
2002,"Leicester High",01510505,6,,19.5,,33.6,,1.6,,25,,3.1,,7.8,,3.9,,0,,5.5,128
2002,Lenox,01520000,5,,35.4,,26.2,,0,,26.2,,0,,10.8,,0,,0,,1.5,65
2002,Morris,01520015,6,,,,,,,,,,,,,,,,,,,
2002,"Lenox Memorial High",01520505,6,,35.4,,26.2,,0,,26.2,,0,,10.8,,0,,0,,1.5,65
2002,Leominster,01530000,5,,14.8,,23.6,,0.3,,26.5,,2.3,,8,,5.1,,0.3,,19.1,351
2002,Bennett,01530003,6,,,,,,,,,,,,,,,,,,,
2002,"Fall Brook",01530007,6,,,,,,,,,,,,,,,,,,,
2002,"Johnny Appleseed",01530025,6,,,,,,,,,,,,,,,,,,,
2002,Northwest,01530030,6,,,,,,,,,,,,,,,,,,,
2002,"Priest Street",01530040,6,,,,,,,,,,,,,,,,,,,
2002,"Samoset School",01530045,6,,,,,,,,,,,,,,,,,,,
2002,"Southeast Middle School",01530050,6,,,,,,,,,,,,,,,,,,,
