FY_CODE	ORG_CODE	SPA_GENR_EDU_CNT	SPA_SPED_CNT	SPA_CAREER_VOC_CNT	SPA_ENG_LNR_CNT	SPA_TOTAL	SPA_GENR_EDU_PCT	SPA_SPED_PCT	SPA_CAREER_VOC_PCT	SPA_ENG_LNR_PCT	SPA_TOTAL_PCT
2010	02810350	11.2	1	0	1	13.2	84.9	7.6	0	7.6	100
2010	02810500	114.3	28	0	5.8	148.1	77.2	18.9	0	3.9	100
2010	02810506	46.7	41.9	1	1	90.6	51.5	46.3	1.1	1.1	100
2010	02810510	86.3	23.3	2	6.1	117.6	73.4	19.8	1.7	5.1	100
2010	02810530	78	23.3	0	9.2	110.5	70.6	21.1	0	8.4	100
2010	02810620	72	27	62.3	3.3	164.6	43.7	16.4	37.9	2	100
2010	02840000	160.9	37	1	0	198.9	80.9	18.6	.5	0	100
2010	02840003	20.1	9	0	0	29.1	69	31	0	0	100
2010	02840005	13.9	3.6	0	0	17.5	79.4	20.6	0	0	100
2010	02840025	18.8	5.4	0	0	24.2	77.6	22.4	0	0	100
2010	02840030	16.3	4.6	0	0	20.9	77.9	22.1	0	0	100
2010	02840405	37.7	8	0	0	45.7	82.5	17.5	0	0	100
2010	02840505	54.3	6.4	1	0	61.7	88	10.4	1.6	0	100
2010	02850000	240.4	49	0	8	297.4	80.8	16.5	0	2.7	100
2010	02850010	19	2	0	2	23	82.6	8.7	0	8.7	100
2010	02850012	1	5	0	0	6	16.7	83.3	0	0	100
2010	02850014	26	6	0	0	32	81.3	18.8	0	0	100
2010	02850015	14.4	3	0	0	17.4	82.8	17.2	0	0	100
2010	02850020	23	2	0	4	29	79.3	6.9	0	13.8	100
2010	02850025	26.6	4	0	0	30.6	86.9	13.1	0	0	100
2010	02850405	58	17	0	1	76	76.3	22.4	0	1.3	100
2010	02850505	72.4	10	0	1	83.4	86.8	12	0	1.2	100
2010	02870000	65	4	0	0	69	94.2	5.8	0	0	100
2010	02870005	65	4	0	0	69	94.2	5.8	0	0	100
2010	02880000	175.2	38.9	0	0	214.1	81.8	18.2	0	0	100
2010	02880010	22.8	5	0	0	27.8	82	18	0	0	100
2010	02880015	31.5	8	0	0	39.5	79.8	20.2	0	0	100
2010	02880025	25.2	6	0	0	31.2	80.8	19.2	0	0	100
2010	02880030	33.4	6.5	0	0	39.9	83.7	16.3	0	0	100
2010	02880305	62.3	13.4	0	0	75.7	82.3	17.7	0	0	100
2010	02890000	10.4	3.2	0	.6	14.2	73.2	22.6	0	4.2	100
2010	02890005	10.4	3.2	0	.6	14.2	73.2	22.6	0	4.2	100
2010	02900000	97.4	16	0	0	113.4	85.9	14.1	0	0	100
2010	02900003	21	4	0	0	25	84	16	0	0	100
2010	02900005	24.1	4	0	0	28.1	85.7	14.3	0	0	100
2010	02900305	22.9	5.2	0	0	28.2	81.5	18.5	0	0	100
2010	02900510	29.4	2.8	0	0	32.2	91.3	8.7	0	0	100
2010	02910000	140.4	29.8	2.5	1	173.7	80.8	17.2	1.4	.6	100
2010	02910005	13.1	3	0	.2	16.3	80.4	18.4	0	1.2	100
2010	02910010	17.1	1	0	.2	18.3	93.4	5.5	0	1.1	100
2010	02910020	19.1	2	0	.2	21.3	89.7	9.4	0	.9	100
2010	02910305	44.1	16	.5	.2	60.8	72.5	26.3	.8	.3	100
2010	02910505	47	7.8	2	.2	57	82.5	13.7	3.5	.4	100
2010	02920000	138	9.9	0	0	147.9	93.3	6.7	0	0	100
2010	02920006	16.2	2	0	0	18.2	89.1	10.9	0	0	100
2010	02920015	15.4	1	0	0	16.4	93.9	6.1	0	0	100
2010	02920017	12.7	3	0	0	15.7	80.8	19.2	0	0	100
2010	02920020	16.3	0	0	0	16.3	100	0	0	0	100
2010	02920305	40.9	0	0	0	40.9	100	0	0	0	100
2010	02920505	36.4	3.9	0	0	40.4	90.3	9.7	0	0	100
2010	02930000	396.2	95.2	7.8	5.4	504.7	78.5	18.9	1.5	1.1	100
2010	02930005	0	9	0	0	9	0	100	0	0	100
2010	02930007	17.2	5	0	0	22.2	77.5	22.5	0	0	100
2010	02930008	22.1	7.5	0	0	29.6	74.7	25.3	0	0	100
2010	02930010	28.5	9	0	0	37.5	76	24	0	0	100
2010	02930027	21.2	13	0	0	34.2	62	38	0	0	100
2010	02930035	18.5	0	0	0	18.5	100	0	0	0	100
2010	02930042	38.8	8.5	0	0	47.3	82.1	17.9	0	0	100
2010	02930045	11.4	.5	0	0	11.9	95.8	4.2	0	0	100
2010	02930050	25.9	10.8	0	.8	37.5	68.9	28.9	0	2.2	100
2010	02930056	12	2	0	0	14	85.7	14.3	0	0	100
2010	02930057	16.2	2	0	2.6	20.8	77.9	9.6	0	12.5	100
2010	02930065	11	4	0	0	15	73.3	26.7	0	0	100
2010	02930305	28.5	3.8	0	0	32.2	88.4	11.6	0	0	100
2010	02930315	44.6	10.3	0	0	55	81.2	18.8	0	0	100
2010	02930505	100.4	9.8	7.8	2	120	83.6	8.2	6.5	1.7	100
2010	02950000	225.9	26.8	0	1	253.7	89	10.6	0	.4	100
2010	02950001	28	3	0	0	31	90.3	9.7	0	0	100
2010	02950002	3	0	0	0	3	100	0	0	0	100
2010	02950010	18.5	6	0	0	24.5	75.5	24.5	0	0	100
2010	02950020	17	1	0	0	18	94.4	5.6	0	0	100
2010	02950023	38	9	0	0	47	80.9	19.1	0	0	100
2010	02950025	19	0	0	0	19	100	0	0	0	100
2010	02950305	39.2	7.8	0	0	47	83.4	16.6	0	0	100
2010	02950505	63.2	0	0	1	64.2	98.4	0	0	1.6	100
2010	02960000	31.7	5.1	0	0	36.8	86.2	13.8	0	0	100
2010	02960005	31.7	5.1	0	0	36.8	86.2	13.8	0	0	100
2010	02980000	39.8	12.5	0	0	52.3	76.1	23.9	0	0	100
2010	02980005	18.6	4	0	0	22.6	82.3	17.7	0	0	100
2010	02980010	21.1	8.5	0	0	29.6	71.3	28.7	0	0	100
2010	03000000	12.5	2.5	0	0	15	83.3	16.7	0	0	100
2010	03000005	12.5	2.5	0	0	15	83.3	16.7	0	0	100
2010	03010000	117.9	20	0	0	138	85.5	14.5	0	0	100
2010	03010020	52.1	13	0	0	65.1	80	20	0	0	100
2010	03010305	27.6	6	0	0	33.6	82.2	17.8	0	0	100
2010	03010505	38.2	1	0	0	39.2	97.4	2.6	0	0	100
2010	03040000	114.1	22	0	1	137.1	83.2	16	0	.7	100
2010	03040005	46.6	10.5	0	0	57.1	81.6	18.4	0	0	100
2010	03040015	36	6	0	1	43	83.7	14	0	2.3	100
2010	03040505	31.5	5.5	0	0	37	85.1	14.9	0	0	100
2010	03050000	211.4	23.3	4	1	239.8	88.2	9.7	1.7	.4	100
2010	03050005	26.2	3	0	.1	29.4	89.3	10.2	0	.5	100
2010	03050015	25.8	3.8	0	.1	29.7	86.7	12.8	0	.5	100
2010	03050020	14.9	2	0	.1	17	87.4	11.8	0	.8	100
2010	03050040	10.8	1	0	.1	12	90.5	8.3	0	1.2	100
2010	03050310	70.3	8.2	0	.1	78.6	89.5	10.4	0	.2	100
2010	03050505	63.4	5.4	4	.3	73.1	86.7	7.4	5.5	.4	100
2010	03060000	11.3	0	0	0	11.3	100	0	0	0	100
2010	03060005	11.3	0	0	0	11.3	100	0	0	0	100
2010	03070000	220.6	39.4	3	2	264.9	83.2	14.9	1.1	.8	100
2010	03070002	5	0	0	0	5	100	0	0	0	100
2010	03070005	23.3	2	0	0	25.3	92.1	7.9	0	0	100
2010	03070010	22.8	3	0	.3	26.1	87.4	11.5	0	1.1	100
2010	03070015	26.5	8.8	0	.7	36	73.6	24.4	0	1.9	100
2010	03070018	24.8	4	0	.6	29.4	84.4	13.6	0	2	100
2010	03070305	26.4	5.5	1	.1	33	80	16.7	3	.3	100
2010	03070310	25.8	5.8	1	.2	32.8	78.7	17.7	3.1	.6	100
2010	03070505	65.9	10.3	1	.1	77.3	85.3	13.3	1.3	.1	100
2010	03080000	316.4	68.1	20.2	19.2	424	74.6	16.1	4.8	4.5	100
2010	03080005	26.1	12.1	0	1.1	39.2	66.4	30.9	0	2.7	100
2010	03080032	19.5	5	0	3.8	28.3	68.9	17.8	0	13.3	100
2010	03080040	25.4	9.1	0	2.1	36.5	69.4	24.9	0	5.7	100
2010	03080050	24.9	7	0	.1	32	77.9	21.9	0	.2	100
2010	03080060	28.7	1	0	2	31.7	90.5	3.2	0	6.3	100
2010	03080065	17.9	7	0	1.1	26	68.8	26.9	0	4.2	100
2010	03080404	42	6	0	3.5	51.5	81.5	11.6	0	6.9	100
2010	03080415	43.5	9.3	0	0	52.8	82.4	17.6	0	0	100
2010	03080505	88.6	11.6	20.2	5.7	126.1	70.3	9.2	16	4.5	100
2010	03090000	71.7	18	0	.6	90.3	79.4	19.9	0	.7	100
2010	03090020	25	5.1	0	.2	30.3	82.4	16.9	0	.7	100
2010	03090305	16	5.9	0	.2	22.1	72.5	26.6	0	.9	100
2010	03090505	30.7	7	0	.2	37.9	81	18.5	0	.5	100
2010	03100000	201.2	36.6	0	1	238.8	84.2	15.3	0	.4	100
2010	03100003	38.4	8	0	0	46.4	82.8	17.2	0	0	100
2010	03100017	32.5	10.3	0	1	43.8	74.2	23.5	0	2.3	100
2010	03100020	9.1	0	0	0	9.1	100	0	0	0	100
2010	03100025	5	1	0	0	6	83.3	16.7	0	0	100
2010	03100305	50.9	7.2	0	0	58.1	87.6	12.4	0	0	100
2010	03100310	.6	1.4	0	0	2	27.8	72.2	0	0	100
2010	03100315	8.8	0	0	0	8.8	100	0	0	0	100
2010	03100505	56	8.7	0	0	64.7	86.6	13.4	0	0	100
2010	03140000	160.5	40.4	10.8	10.8	222.4	72.2	18.1	4.8	4.9	100
2010	03140015	16.9	6.5	0	1	24.4	69.3	26.6	0	4.1	100
2010	03140020	38.2	10	1	4.4	53.6	71.3	18.7	1.9	8.2	100
2010	03140025	27.3	8	0	2	37.3	73.2	21.4	0	5.4	100
2010	03140305	36.1	10.6	1.8	2.8	51.3	70.4	20.6	3.6	5.5	100
2010	03140505	42	5.3	7.9	.6	55.8	75.3	9.5	14.2	1.1	100
2010	03150000	166.3	27.6	1	.7	195.6	85	14.1	.5	.4	100
2010	03150005	31.7	7.8	0	0	39.5	80.3	19.7	0	0	100
2010	03150015	23.5	5.5	0	.4	29.3	80.1	18.6	0	1.4	100
2010	03150020	6.8	.6	0	0	7.4	91.8	8.2	0	0	100
2010	03150305	44.1	8	0	0	52.1	84.6	15.4	0	0	100
2010	03150505	60.4	5.7	1	.3	67.4	89.6	8.5	1.5	.4	100
2010	03160000	109.6	19	0	2.6	131.2	83.5	14.5	0	2	100
2010	03160015	28	3	0	1	32	87.5	9.4	0	3.1	100
2010	03160305	30.6	5	0	1	36.6	83.6	13.7	0	2.7	100
2010	03160505	51	11	0	.6	62.6	81.5	17.6	0	1	100
2010	03170000	315.1	46.8	0	2.8	364.7	86.4	12.8	0	.8	100
2010	03170005	22	2	0	0	24	91.7	8.3	0	0	100
2010	03170015	27	2	0	1	30	90	6.7	0	3.3	100
2010	03170020	15.6	2	0	.8	18.4	84.8	10.9	0	4.4	100
2010	03170025	17.5	2	0	0	19.5	89.8	10.2	0	0	100
2010	03170045	22	4	0	0	26	84.6	15.4	0	0	100
2010	03170048	22	4.5	0	0	26.5	83	17	0	0	100
2010	03170050	14.3	4	0	0	18.3	78.1	21.9	0	0	100
2010	03170305	76.1	15.3	0	.5	91.8	82.8	16.6	0	.5	100
2010	03170505	98.8	11	0	.5	110.3	89.6	10	0	.5	100
2010	03180000	16.3	2	0	0	18.3	89	11	0	0	100
2010	03180005	16.3	2	0	0	18.3	89	11	0	0	100
2010	03210000	236.4	18.1	0	4.8	259.3	91.2	7	0	1.9	100
2010	03210005	24.9	2.5	0	2	29.4	84.7	8.5	0	6.8	100
2010	03210010	19.3	3	0	0	22.3	86.5	13.5	0	0	100
2010	03210025	23	5.5	0	0	28.5	80.7	19.3	0	0	100
2010	03210045	48.8	4	0	0	52.8	92.4	7.6	0	0	100
2010	03210305	41.9	2.7	0	1	45.6	91.9	5.9	0	2.2	100
2010	03210505	78.7	.4	0	1.8	80.9	97.3	.5	0	2.2	100
2010	03220000	59.4	10.5	2	0	71.9	82.6	14.6	2.8	0	100
2010	03220005	22.6	5.5	0	0	28.1	80.4	19.6	0	0	100
2010	03220505	36.8	5	2	0	43.8	84	11.4	4.6	0	100
2010	03230000	70.5	9.5	0	0	80	88.1	11.9	0	0	100
2010	03230003	14.7	2	0	0	16.7	88	12	0	0	100
2010	03230005	4.1	1.5	0	0	5.6	73.2	26.8	0	0	100
2010	03230305	13.2	3	0	0	16.2	81.5	18.5	0	0	100
2010	03230505	38.5	3	0	0	41.5	92.8	7.2	0	0	100
2010	03250000	366.5	76.8	26	5.2	474.5	77.2	16.2	5.5	1.1	100
2010	03250003	0	8	0	0	8	0	100	0	0	100
2010	03250015	18.3	2	0	0	20.3	90.1	9.9	0	0	100
2010	03250020	15.1	1.2	0	0	16.3	92.6	7.4	0	0	100
2010	03250025	30.4	7	0	2	39.4	77.1	17.8	0	5.1	100
2010	03250033	20.6	8.4	0	0	29	71	29	0	0	100
2010	03250036	29.1	4.8	0	0	33.9	85.8	14.2	0	0	100
2010	03250040	29.7	2	0	0	31.7	93.7	6.3	0	0	100
2010	03250055	15.7	3	0	0	18.7	83.9	16.1	0	0	100
2010	03250305	54.4	11.5	0	0	65.9	82.5	17.5	0	0	100
2010	03250310	47	10.9	0	.8	58.7	80	18.6	0	1.4	100
2010	03250505	87.5	10.6	2.2	1.6	101.8	85.9	10.4	2.1	1.6	100
2010	03250515	2.6	1.8	0	0	4.4	59.1	40.9	0	0	100
2010	03250605	16.3	5.6	23.8	.8	46.5	35	11.9	51.3	1.7	100
2010	03260000	323.9	33.9	0	2.7	360.5	89.9	9.4	0	.7	100
2010	03260004	22.7	3	0	.2	25.9	87.8	11.6	0	.6	100
2010	03260007	21.7	4	0	.2	25.8	83.9	15.5	0	.6	100
2010	03260013	3.7	1	0	0	4.7	78.7	21.3	0	0	100
2010	03260015	19.1	3	0	.2	22.3	85.8	13.5	0	.8	100
2010	03260025	19	3	0	.2	22.2	85.7	13.5	0	.7	100
2010	03260045	26	3	0	1.2	30.1	86.2	10	0	3.9	100
2010	03260055	19	2	0	.3	21.3	89.4	9.4	0	1.2	100
2010	03260310	41.4	5.7	0	0	47.1	88	12	0	0	100
2010	03260330	45.2	5.4	0	0	50.6	89.4	10.6	0	0	100
2010	03260505	106.1	3.8	0	.6	110.6	96	3.5	0	.5	100
2010	03270000	10.6	1	0	0	11.6	91.4	8.6	0	0	100
2010	03270005	10.6	1	0	0	11.6	91.4	8.6	0	0	100
2010	03300000	172.2	21.6	0	1.4	195.2	88.2	11.1	0	.7	100
2010	03300010	21.7	4.7	0	.2	26.6	81.7	17.5	0	.8	100
2010	03300012	22	3.2	0	.2	25.4	86.6	12.6	0	.8	100
2010	03300015	19.5	5.2	0	.2	24.9	78.5	20.7	0	.8	100
2010	03300305	48	3.6	0	.5	52.1	92.1	6.9	0	1	100
2010	03300505	61	5	0	.3	66.3	92	7.5	0	.5	100
2010	03310000	101.6	20.3	0	1	122.8	82.7	16.5	0	.8	100
2010	03310015	5.2	4	0	1	10.2	51	39.2	0	9.8	100
2010	03310030	29.4	3	0	0	32.4	90.7	9.3	0	0	100
2010	03310305	33.5	9	0	0	42.5	78.8	21.2	0	0	100
2010	03310505	33.5	4.3	0	0	37.8	88.7	11.3	0	0	100
2010	03320000	240.7	41.2	0	15	296.9	81.1	13.9	0	5.1	100
2010	03320005	15.6	3.3	0	0	18.9	82.5	17.5	0	0	100
2010	03320007	27.5	3.4	0	9	39.9	68.9	8.5	0	22.6	100
2010	03320010	24.7	5.4	0	0	30.1	82.1	17.9	0	0	100
2010	03320025	15.4	2.4	0	0	17.8	86.6	13.4	0	0	100
2010	03320030	11.4	2.4	0	0	13.8	82.6	17.4	0	0	100
2010	03320040	12.6	1.1	0	0	13.7	91.7	8.3	0	0	100
2010	03320305	58	10.3	0	2.5	70.8	81.9	14.6	0	3.5	100
2010	03320505	75.7	12.9	0	3.5	92	82.2	14	0	3.8	100
2010	03350000	209.4	15.5	0	0	224.9	93.1	6.9	0	0	100
2010	03350010	15.3	1.5	0	0	16.8	91.1	8.9	0	0	100
2010	03350012	18.3	4	0	0	22.3	82.1	17.9	0	0	100
2010	03350015	14	1	0	0	15	93.3	6.7	0	0	100
2010	03350017	20.1	2	0	0	22.1	91	9	0	0	100
2010	03350025	21.1	4	0	0	25.1	84	16	0	0	100
2010	03350050	0	3	0	0	3	0	100	0	0	100
2010	03350305	51.9	0	0	0	51.9	100	0	0	0	100
2010	03350505	68.7	0	0	0	68.7	100	0	0	0	100
2010	03360000	354.9	74.6	14.4	4	447.9	79.2	16.7	3.2	.9	100
2010	03360003	5.3	6.4	0	0	11.7	45.1	54.9	0	0	100
2010	03360005	15.3	2.6	0	0	17.9	85.5	14.5	0	0	100
2010	03360020	73.8	15.2	0	0	88.9	83	17	0	0	100
2010	03360050	14.4	1.4	0	0	15.8	91.1	8.9	0	0	100
2010	03360060	11.1	3.8	0	0	14.9	74.5	25.5	0	0	100
2010	03360065	11.2	1.5	0	0	12.7	88.2	11.8	0	0	100
2010	03360080	21.4	3	0	1	25.4	84.3	11.8	0	3.9	100
2010	03360085	14.3	3.4	0	1	18.7	76.5	18.2	0	5.3	100
2010	03360105	16.6	6.2	0	0	22.8	72.8	27.2	0	0	100
2010	03360110	17.6	5.5	0	0	23.1	76.2	23.8	0	0	100
2010	03360310	47	11.5	0	1	59.5	79	19.4	0	1.7	100
2010	03360505	107	14.2	14.4	1	136.6	78.4	10.4	10.5	.7	100
2010	03370000	7.4	2.6	0	0	10	73.9	26.1	0	0	100
2010	03370005	7.4	2.6	0	0	10	73.9	26.1	0	0	100
2010	03400000	14.8	0	0	0	14.8	100	0	0	0	100
2010	03400005	7.6	0	0	0	7.6	100	0	0	0	100
2010	03400015	7.2	0	0	0	7.2	100	0	0	0	100
2010	03410000	28.9	4	0	0	32.9	87.8	12.2	0	0	100
2010	03410010	28.9	4	0	0	32.9	87.8	12.2	0	0	100
2010	03420000	221.6	41.3	10	1	273.9	80.9	15.1	3.7	.4	100
2010	03420005	6.5	2.5	0	0	9	72.2	27.8	0	0	100
2010	03420015	9.5	2.5	0	0	12	79.2	20.8	0	0	100
2010	03420020	27.5	3	0	0	30.5	90.2	9.8	0	0	100
2010	03420025	24.5	4	0	0	28.5	86	14	0	0	100
2010	03420060	17.5	3	0	0	20.5	85.4	14.6	0	0	100
2010	03420080	16.9	4	0	0	20.9	80.9	19.1	0	0	100
2010	03420330	59.4	13.7	4	0	77.1	77	17.8	5.2	0	100
2010	03420505	59.8	8.6	6	1	75.4	79.3	11.4	8	1.3	100
2010	03430000	84.4	16.6	0	1	102	82.7	16.3	0	1	100
2010	03430010	3	0	0	0	3	100	0	0	0	100
2010	03430040	22	4.3	0	1	27.3	80.7	15.6	0	3.7	100
2010	03430050	19.9	5.8	0	0	25.6	77.6	22.4	0	0	100
2010	03430505	39.5	6.6	0	0	46.1	85.7	14.3	0	0	100
2010	03440000	249.3	26	0	9	284.3	87.7	9.1	0	3.2	100
2010	03440005	24.9	1	0	.5	26.4	94.3	3.8	0	1.9	100
2010	03440020	28.9	9	0	0	37.9	76.2	23.8	0	0	100
2010	03440025	18.6	1	0	0	19.6	94.9	5.1	0	0	100
2010	03440040	25.4	2	0	.5	27.9	91	7.2	0	1.8	100
2010	03440045	29.1	3.4	0	1	33.5	86.9	10.1	0	3	100
2010	03440305	53.4	7.6	0	1	62	86.1	12.3	0	1.6	100
2010	03440505	69	2	0	6	77	89.6	2.6	0	7.8	100
2010	03460000	120.1	19.9	0	2.2	142.3	84.5	14	0	1.5	100
2010	03460015	31	5	0	1	37	83.8	13.5	0	2.7	100
2010	03460020	25	5	0	1	31	80.6	16.1	0	3.2	100
2010	03460305	28.3	6.9	0	0	35.3	80.3	19.7	0	0	100
2010	03460505	35.8	3	0	.2	39	91.8	7.6	0	.5	100
2010	03470000	325	41.1	0	3	369.1	88	11.1	0	.8	100
2010	03470005	22.3	3	0	0	25.3	88.1	11.9	0	0	100
2010	03470020	13.6	1	0	0	14.6	93.1	6.9	0	0	100
2010	03470025	15.6	1	0	0	16.6	94	6	0	0	100
2010	03470040	25.4	4	0	0	29.4	86.4	13.6	0	0	100
2010	03470043	21.5	8	0	0	29.5	72.9	27.1	0	0	100
2010	03470055	16.9	1	0	0	17.9	94.4	5.6	0	0	100
2010	03470060	13.6	1	0	0	14.6	93.2	6.8	0	0	100
2010	03470065	14.3	5	0	0	19.3	74.1	25.9	0	0	100
2010	03470405	42.6	3.3	0	1	46.9	90.8	7	0	2.1	100
2010	03470410	47.1	2.2	0	0	49.3	95.5	4.5	0	0	100
2010	03470505	92	11.7	0	2	105.7	87.1	11	0	1.9	100
2010	03480000	1269	291.2	79	76.8	1716	74	17	4.6	4.5	100
2010	03480002	39	0	0	0	39	100	0	0	0	100
2010	03480020	23.6	2.7	0	1.5	27.8	84.9	9.7	0	5.4	100
2010	03480026	7.8	3.5	0	1	12.3	63.4	28.5	0	8.1	100
2010	03480030	22.4	3.5	0	3	28.9	77.5	12.1	0	10.4	100
2010	03480035	14.5	4	0	2	20.5	70.7	19.5	0	9.8	100
2010	03480045	16.8	5.5	0	1	23.3	72.1	23.6	0	4.3	100
2010	03480050	13.7	4.8	0	1	19.4	70.4	24.5	0	5.2	100
2010	03480052	20.3	11.8	0	4	36.1	56.4	32.6	0	11.1	100
2010	03480053	29.6	5.5	0	2.5	37.6	78.7	14.6	0	6.6	100
2010	03480055	18.8	3.5	0	0	22.3	84.2	15.8	0	0	100
2010	03480060	18.6	6.3	0	1	26	71.8	24.4	0	3.8	100
2010	03480090	22.7	1.5	0	0	24.2	93.8	6.2	0	0	100
2010	03480095	23.3	9.2	0	3	35.5	65.6	25.9	0	8.4	100
2010	03480100	34.2	7.5	0	5	46.7	73.2	16.1	0	10.7	100
2010	03480110	32.5	14	0	0	46.5	70	30	0	0	100
2010	03480115	23.1	2.5	0	0	25.6	90.3	9.7	0	0	100
2010	03480136	16.3	2	0	0	18.3	89.1	10.9	0	0	100
2010	03480140	22.5	2.5	0	1	26	86.5	9.6	0	3.8	100
2010	03480145	16.1	2	0	1	19.1	84.3	10.5	0	5.2	100
2010	03480160	13.5	2.5	0	1	17	79.4	14.7	0	5.9	100
2010	03480175	15.5	2.8	0	0	18.3	84.5	15.5	0	0	100
2010	03480177	11	1	0	.5	12.5	88	8	0	4	100
2010	03480185	12.8	1.5	0	0	14.3	89.5	10.5	0	0	100
2010	03480200	21.8	6	0	.5	28.3	77	21.2	0	1.8	100
2010	03480202	28.5	6	0	6.5	41	69.5	14.6	0	15.9	100
2010	03480210	33.2	7.6	0	3	43.7	75.8	17.3	0	6.9	100
2010	03480215	23.6	2.7	0	1	27.3	86.5	9.9	0	3.7	100
2010	03480220	29.9	8.7	0	7	45.6	65.6	19.1	0	15.4	100
2010	03480225	17.8	1.7	0	0	19.5	91.3	8.7	0	0	100
2010	03480230	25.3	2.5	0	1	28.8	87.9	8.7	0	3.5	100
2010	03480235	17.5	1.5	0	0	19	92.1	7.9	0	0	100
2010	03480240	16.7	4	0	1	21.7	76.9	18.5	0	4.6	100
2010	03480260	13.2	4.8	0	0	18	73.5	26.5	0	0	100
2010	03480280	19.2	2.5	0	2	23.7	81	10.6	0	8.5	100
2010	03480285	16.5	1	0	0	17.5	94.3	5.7	0	0	100
2010	03480350	26.5	9.6	1	0	37.1	71.3	26	2.7	0	100
2010	03480405	40.4	8.3	0	2.6	51.3	78.8	16.1	0	5.1	100
2010	03480415	46.5	12.2	1	2	61.7	75.3	19.8	1.6	3.2	100
2010	03480420	33	9.5	0	2	44.5	74.1	21.4	0	4.5	100
2010	03480423	48.6	16.1	0	3	67.7	71.7	23.8	0	4.4	100
2010	03480503	63.7	18	1	2.7	85.4	74.6	21.1	1.2	3.2	100
2010	03480512	81	17.4	2	2	102.4	79.1	17	2	2	100
2010	03480515	76.3	18.8	4	1	100.1	76.2	18.8	4	1	100
2010	03480520	72.1	18	4	10	104.2	69.3	17.3	3.8	9.6	100
2010	03480605	49	14.2	66	1	130.2	37.6	10.9	50.7	.8	100
2010	03500000	64.9	7.5	0	.3	72.6	89.3	10.3	0	.3	100
2010	03500003	36	3.5	0	.3	39.7	90.6	8.8	0	.6	100
2010	03500010	28.9	4	0	0	32.9	87.8	12.2	0	0	100
2010	04060000	18.4	4.4	27.1	0	49.9	36.9	8.7	54.4	0	100
2010	04060705	18.4	4.4	27.1	0	49.9	36.9	8.7	54.4	0	100
2010	04100000	14	2.8	0	1	17.8	78.7	15.7	0	5.6	100
2010	04100205	14	2.8	0	1	17.8	78.7	15.7	0	5.6	100
2010	04120000	29.3	5.8	0	0	35.1	83.5	16.5	0	0	100
2010	04120530	29.3	5.8	0	0	35.1	83.5	16.5	0	0	100
2010	04130000	16.3	2.8	0	0	19.1	85.3	14.7	0	0	100
2010	04130505	16.3	2.8	0	0	19.1	85.3	14.7	0	0	100
2010	04140000	20.2	2	0	0	22.2	91	9	0	0	100
2010	04140305	20.2	2	0	0	22.2	91	9	0	0	100
2010	04150000	4.2	1.2	0	0	5.4	77.6	22.4	0	0	100
2010	04150505	4.2	1.2	0	0	5.4	77.6	22.4	0	0	100
2010	04160000	26.2	5	0	0	31.2	84	16	0	0	100
2010	04160305	26.2	5	0	0	31.2	84	16	0	0	100
2010	04180000	17.9	4.5	0	0	22.4	79.9	20.1	0	0	100
2010	04180305	17.9	4.5	0	0	22.4	79.9	20.1	0	0	100
2010	04190000	14.3	1	0	0	15.3	93.5	6.5	0	0	100
2010	04190305	14.3	1	0	0	15.3	93.5	6.5	0	0	100
2010	04200000	21	0	0	1	22	95.5	0	0	4.5	100
2010	04200205	21	0	0	1	22	95.5	0	0	4.5	100
2010	04230000	49.1	8	0	0	57.1	86	14	0	0	100
2010	04230010	49.1	8	0	0	57.1	86	14	0	0	100
2010	04240000	20.8	0	1	0	21.8	95.4	0	4.6	0	100
2010	04240505	20.8	0	1	0	21.8	95.4	0	4.6	0	100
2010	04270000	23.4	1	0	1	25.4	92.1	3.9	0	3.9	100
2010	04270010	23.4	1	0	1	25.4	92.1	3.9	0	3.9	100
2010	04280000	36	0	0	0	36	100	0	0	0	100
2010	04280305	36	0	0	0	36	100	0	0	0	100
2010	04290000	20.5	5	.5	0	26	78.8	19.2	1.9	0	100
2010	04290010	20.5	5	.5	0	26	78.8	19.2	1.9	0	100
2010	04300000	59.6	1.6	0	0	61.2	97.4	2.6	0	0	100
2010	04300305	59.6	1.6	0	0	61.2	97.4	2.6	0	0	100
2010	04320000	17.5	2	0	0	19.5	89.7	10.3	0	0	100
2010	04320530	17.5	2	0	0	19.5	89.7	10.3	0	0	100
2010	04350000	37.9	4.7	0	0	42.6	89.1	10.9	0	0	100
2010	04350305	37.9	4.7	0	0	42.6	89.1	10.9	0	0	100
2010	04360000	19.5	4.4	0	.7	24.6	79.2	17.9	0	2.9	100
2010	04360305	19.5	4.4	0	.7	24.6	79.2	17.9	0	2.9	100
2010	04370000	16.8	3.4	0	0	20.2	83.2	16.8	0	0	100
2010	04370505	16.8	3.4	0	0	20.2	83.2	16.8	0	0	100
2010	04380000	13.5	1.6	0	0	15.1	89.4	10.6	0	0	100
2010	04380505	13.5	1.6	0	0	15.1	89.4	10.6	0	0	100
2010	04390000	13.8	0	0	.6	14.4	95.8	0	0	4.2	100
2010	04390050	13.8	0	0	.6	14.4	95.8	0	0	4.2	100
2010	04400000	34.6	0	0	0	34.6	100	0	0	0	100
2010	04400205	34.6	0	0	0	34.6	100	0	0	0	100
2010	04410000	60.2	8.9	0	1	70.1	85.9	12.7	0	1.4	100
