FY_CODE	ORG_CODE	SPA_GENR_EDU_CNT	SPA_SPED_CNT	SPA_CAREER_VOC_CNT	SPA_ENG_LNR_CNT	SPA_TOTAL	SPA_GENR_EDU_PCT	SPA_SPED_PCT	SPA_CAREER_VOC_PCT	SPA_ENG_LNR_PCT	SPA_TOTAL_PCT
2009	00570030	27.5	.3	0	3	30.8	89.3	1	0	9.7	100
2009	00570035	27.5	4.5	0	1	33	83.3	13.6	0	3	100
2009	00570040	24.5	5.3	0	4	33.8	72.5	15.7	0	11.8	100
2009	00570045	24.1	7.2	0	2	33.3	72.4	21.6	0	6	100
2009	00570050	30.4	7.5	0	1	38.9	78.1	19.3	0	2.6	100
2009	00570055	30.8	2	0	7	39.8	77.4	5	0	17.6	100
2009	00570505	88.8	15.2	0	13.2	117.2	75.8	13	0	11.3	100
2009	00610000	448.6	125.8	29.5	14.3	618.2	72.6	20.3	4.8	2.3	100
2009	00610001	2	10	0	0	12	16.7	83.3	0	0	100
2009	00610003	25	3.5	0	1	29.5	84.7	11.9	0	3.4	100
2009	00610010	16	3	1	1	21	76.2	14.3	4.8	4.8	100
2009	00610015	25	6	0	3	34	73.5	17.6	0	8.8	100
2009	00610020	20.5	3	0	0	23.5	87.2	12.8	0	0	100
2009	00610021	10.3	7	0	0	17.3	59.4	40.6	0	0	100
2009	00610022	21	9	0	0	30	70	30	0	0	100
2009	00610040	19	5	0	0	24	79.2	20.8	0	0	100
2009	00610050	26	3	0	2	31	83.9	9.7	0	6.5	100
2009	00610065	16	5	0	0	21	76.2	23.8	0	0	100
2009	00610090	29	4	0	1	34	85.3	11.8	0	2.9	100
2009	00610305	59	20.7	0	2	81.7	72.2	25.4	0	2.4	100
2009	00610310	47.4	12.8	0	.5	60.7	78.1	21.1	0	.8	100
2009	00610505	66.7	17.8	6.6	2	93.1	71.7	19.1	7.1	2.1	100
2009	00610510	65.8	16	21.9	1.8	105.4	62.4	15.1	20.8	1.7	100
2009	00630000	13.4	1	0	0	14.4	93.1	6.9	0	0	100
2009	00630010	13.4	1	0	0	14.4	93.1	6.9	0	0	100
2009	00640000	118.3	18.3	0	3.9	140.5	84.2	13.1	0	2.7	100
2009	00640050	49	7	0	1	57	86	12.3	0	1.8	100
2009	00640305	33	5.3	0	.8	39.2	84.4	13.6	0	2	100
2009	00640505	36.2	6	0	2.1	44.3	81.8	13.5	0	4.7	100
2009	00650000	99.5	11.5	0	0	111	89.6	10.4	0	0	100
2009	00650005	21	4	0	0	25	84	16	0	0	100
2009	00650010	26.5	2	0	0	28.5	93	7	0	0	100
2009	00650505	52	5.5	0	0	57.5	90.4	9.6	0	0	100
2009	00670000	135.1	15	0	1	151.1	89.4	9.9	0	.7	100
2009	00670005	29.5	5	0	.4	34.9	84.5	14.3	0	1.1	100
2009	00670020	29.8	7	0	.6	37.4	79.7	18.7	0	1.6	100
2009	00670030	24.7	3	0	0	27.7	89.2	10.8	0	0	100
2009	00670305	51.2	0	0	0	51.2	100	0	0	0	100
2009	00680000	10.7	3	0	0	13.7	78	22	0	0	100
2009	00680005	10.7	3	0	0	13.7	78	22	0	0	100
2009	00710000	231.3	34.2	4.5	0	270	85.7	12.7	1.7	0	100
2009	00710010	25.3	3	0	0	28.3	89.4	10.6	0	0	100
2009	00710015	23.3	2	0	0	25.3	92.1	7.9	0	0	100
2009	00710030	18	6.7	0	0	24.7	72.9	27.1	0	0	100
2009	00710032	21.4	1.5	0	0	22.9	93.5	6.5	0	0	100
2009	00710045	23.1	1	0	0	24.1	95.9	4.1	0	0	100
2009	00710305	54.2	10	4	0	68.2	79.5	14.7	5.9	0	100
2009	00710505	66	10	.5	0	76.5	86.3	13.1	.7	0	100
2009	00720000	231.9	28.7	0	1.9	262.5	88.3	10.9	0	.7	100
2009	00720015	23.4	4.2	0	.7	28.3	82.7	14.9	0	2.4	100
2009	00720030	26.1	2.1	0	.2	28.3	92.1	7.3	0	.5	100
2009	00720040	46.8	9.3	0	.5	56.6	82.6	16.4	0	.9	100
2009	00720050	60.7	7.7	0	.3	68.6	88.4	11.2	0	.4	100
2009	00720505	74.9	5.4	0	.3	80.7	92.9	6.7	0	.4	100
2009	00730000	184.2	36.2	0	3	223.4	82.5	16.2	0	1.3	100
2009	00730005	13.8	2	0	0	15.8	87.3	12.7	0	0	100
2009	00730010	16.9	5.5	0	1	23.4	72.1	23.7	0	4.3	100
2009	00730025	16.5	6	0	0	22.6	73.2	26.8	0	0	100
2009	00730030	20.9	3.1	0	.5	24.5	85.4	12.6	0	2	100
2009	00730045	13.4	2.8	0	.5	16.8	80.1	16.9	0	3	100
2009	00730305	47.1	9.1	0	.4	56.6	83.3	16	0	.7	100
2009	00730505	55.6	7.6	0	.6	63.8	87.1	11.9	0	.9	100
2009	00740000	27.6	8.8	0	1	37.4	73.8	23.6	0	2.7	100
2009	00740015	27.6	8.8	0	1	37.4	73.8	23.6	0	2.7	100
2009	00770000	102	10.1	0	0	112.1	91	9	0	0	100
2009	00770003	2.5	0	0	0	2.5	100	0	0	0	100
2009	00770010	24.5	2.5	0	0	27	90.7	9.3	0	0	100
2009	00770100	35.2	4.9	0	0	40.1	87.9	12.1	0	0	100
2009	00770505	39.8	2.7	0	0	42.5	93.6	6.4	0	0	100
2009	00780000	37	3.8	0	0	40.8	90.7	9.3	0	0	100
2009	00780005	37	3.8	0	0	40.8	90.7	9.3	0	0	100
2009	00790000	218.2	29	0	1.6	248.8	87.7	11.7	0	.6	100
2009	00790020	27.2	6	0	0	33.2	81.9	18.1	0	0	100
2009	00790025	12	1	0	0	13	92.3	7.7	0	0	100
2009	00790030	12	1	0	0	13	92.3	7.7	0	0	100
2009	00790035	30.2	5	0	0	35.2	85.8	14.2	0	0	100
2009	00790040	32.1	3	0	.5	35.6	90.2	8.4	0	1.4	100
2009	00790410	37.1	6	0	.5	43.6	85.1	13.7	0	1.1	100
2009	00790505	67.3	7	0	.6	74.9	89.9	9.3	0	.8	100
2009	00820000	200.2	23.6	0	0	223.8	89.5	10.5	0	0	100
2009	00820004	45.8	5	0	0	50.8	90.2	9.8	0	0	100
2009	00820006	37.4	5	0	0	42.4	88.2	11.8	0	0	100
2009	00820305	51	6	0	0	57	89.5	10.5	0	0	100
2009	00820505	66	7.6	0	0	73.6	89.7	10.3	0	0	100
2009	00830000	132	12	1	0	145	91	8.3	.7	0	100
2009	00830005	35	3	0	0	38	92.1	7.9	0	0	100
2009	00830010	54.2	7	0	0	61.2	88.6	11.4	0	0	100
2009	00830505	42.8	2	1	0	45.8	93.4	4.4	2.2	0	100
2009	00850000	18.4	4	0	0	22.4	82.1	17.9	0	0	100
2009	00850005	18.4	4	0	0	22.4	82.1	17.9	0	0	100
2009	00860000	104.8	21	5.3	3	134.1	78.2	15.7	3.9	2.2	100
2009	00860005	13.7	1	0	.8	15.5	88.7	6.5	0	4.9	100
2009	00860010	16.5	3	0	1	20.5	80.5	14.7	0	4.9	100
2009	00860020	11.6	2	0	.3	13.9	83.8	14.4	0	1.8	100
2009	00860305	32.7	10	1.3	.8	44.8	73.1	22.3	2.9	1.7	100
2009	00860505	30.3	5	4	.3	39.6	76.6	12.6	10.1	.6	100
2009	00870000	173	30.3	0	0	203.3	85.1	14.9	0	0	100
2009	00870010	19	4	0	0	23	82.6	17.4	0	0	100
2009	00870013	33	8.3	0	0	41.3	79.9	20.1	0	0	100
2009	00870015	19.6	5	0	0	24.6	79.7	20.3	0	0	100
2009	00870305	43	8	0	0	51	84.3	15.7	0	0	100
2009	00870505	58.4	5	0	0	63.4	92.1	7.9	0	0	100
2009	00880000	221.7	39.9	0	0	261.6	84.7	15.3	0	0	100
2009	00880003	17.9	3.6	0	0	21.5	83.3	16.7	0	0	100
2009	00880015	18.5	4	0	0	22.5	82.2	17.8	0	0	100
2009	00880020	12.7	3	0	0	15.7	80.8	19.2	0	0	100
2009	00880025	21.3	8.3	0	0	29.6	71.9	28.1	0	0	100
2009	00880030	27.3	5	0	0	32.3	84.5	15.5	0	0	100
2009	00880405	54.3	8	0	0	62.3	87.2	12.8	0	0	100
2009	00880505	69.8	8	0	0	77.8	89.7	10.3	0	0	100
2009	00890000	33.7	5.2	0	0	38.8	86.7	13.3	0	0	100
2009	00890005	33.7	5.2	0	0	38.8	86.7	13.3	0	0	100
2009	00910000	12.1	1	0	0	13.1	92.4	7.6	0	0	100
2009	00910030	12.1	1	0	0	13.1	92.4	7.6	0	0	100
2009	00930000	341.7	67.2	0	14	422.8	80.8	15.9	0	3.3	100
2009	00930010	29.2	3	0	2.4	34.6	84.4	8.7	0	6.9	100
2009	00930015	17.5	4	0	0	21.5	81.4	18.6	0	0	100
2009	00930018	49.4	18	0	1	68.4	72.2	26.3	0	1.5	100
2009	00930028	43	7	0	1	51	84.3	13.7	0	2	100
2009	00930038	51.8	13	0	2	66.8	77.6	19.5	0	3	100
2009	00930058	39.8	4	0	3.7	47.5	83.9	8.4	0	7.7	100
2009	00930505	111	18.2	0	3.9	133.1	83.4	13.7	0	2.9	100
2009	00940000	136	13	0	0	149	91.3	8.7	0	0	100
2009	00940010	24	3	0	0	27	88.9	11.1	0	0	100
2009	00940020	14.2	2	0	0	16.2	87.6	12.4	0	0	100
2009	00940030	14.2	1	0	0	15.2	93.4	6.6	0	0	100
2009	00940305	38.1	4	0	0	42.1	90.5	9.5	0	0	100
2009	00940505	45.6	3	0	0	48.6	93.8	6.2	0	0	100
2009	00950000	553.5	134	11.8	22.6	721.9	76.7	18.6	1.6	3.1	100
2009	00950005	30.6	11	0	0	41.6	73.6	26.4	0	0	100
2009	00950009	32.1	10.2	0	0	42.3	75.9	24.1	0	0	100
2009	00950011	30.8	7	0	0	37.8	81.5	18.5	0	0	100
2009	00950013	23.2	5.2	0	4	32.4	71.6	16	0	12.3	100
2009	00950045	15.8	6	0	10	31.8	49.7	18.9	0	31.4	100
2009	00950055	.4	3.7	0	0	4.1	9.8	90.2	0	0	100
2009	00950065	34.3	13	0	0	47.3	72.5	27.5	0	0	100
2009	00950130	25.3	8.4	0	0	33.7	75.2	24.8	0	0	100
2009	00950140	14.3	2	0	0	16.3	87.7	12.3	0	0	100
2009	00950145	13.5	3	0	0	16.5	81.8	18.2	0	0	100
2009	00950305	45.1	8.9	0	2.6	56.6	79.7	15.7	0	4.6	100
2009	00950310	46.8	7.5	0	0	54.2	86.3	13.7	0	0	100
2009	00950315	42.9	10.7	1	0	54.5	78.6	19.6	1.8	0	100
2009	00950320	42.3	6.2	0	0	48.5	87.2	12.8	0	0	100
2009	00950325	15.6	3.8	0	0	19.4	80.4	19.6	0	0	100
2009	00950505	140.5	27.5	10.8	6	184.9	76	14.9	5.9	3.2	100
2009	00960000	260.3	50.2	5.1	2	317.6	82	15.8	1.6	.6	100
2009	00960005	24	4	0	0	28	85.7	14.3	0	0	100
2009	00960015	25.5	5	0	0	30.5	83.6	16.4	0	0	100
2009	00960020	37.1	7	0	1	45.1	82.3	15.5	0	2.2	100
2009	00960030	26.3	5	0	0	31.3	84	16	0	0	100
2009	00960305	34.5	12	0	0	46.5	74.2	25.8	0	0	100
2009	00960405	44.8	7.7	1	0	53.4	83.8	14.3	1.9	0	100
2009	00960505	68.2	9.5	4.1	1	82.8	82.4	11.5	4.9	1.2	100
2009	00970000	305.4	56	1	16.7	379	80.6	14.8	.3	4.4	100
2009	00970016	28.5	5	0	1	34.5	82.6	14.5	0	2.9	100
2009	00970030	28	8	0	2	38	73.7	21.1	0	5.3	100
2009	00970043	32.5	6	0	2	40.5	80.2	14.8	0	4.9	100
2009	00970048	40.3	5	0	4	49.3	81.7	10.1	0	8.1	100
2009	00970060	40	9	0	2	51	78.4	17.6	0	3.9	100
2009	00970305	31	6	0	1	38	81.6	15.8	0	2.6	100
2009	00970320	19.6	5	0	1	25.6	76.6	19.5	0	3.9	100
2009	00970325	11.5	1	0	0	12.5	92	8	0	0	100
2009	00970505	68.9	10	1	3.7	83.6	82.5	12	1.2	4.4	100
2009	00970510	5	1	0	0	6	83.3	16.7	0	0	100
2009	00980000	11.4	1	0	0	12.4	91.9	8.1	0	0	100
2009	00980005	11.4	1	0	0	12.4	91.9	8.1	0	0	100
2009	00990000	177.7	26.7	0	.7	205.1	86.7	13	0	.3	100
2009	00990015	20.8	2	0	0	22.8	91.2	8.8	0	0	100
2009	00990020	25.4	5	0	0	30.4	83.6	16.4	0	0	100
2009	00990050	19.9	1.5	0	0	21.4	93	7	0	0	100
2009	00990405	57.7	7.1	0	.7	65.5	88	10.9	0	1.1	100
2009	00990505	54	11	0	0	65	83	17	0	0	100
2009	01000000	490.3	82.9	7	57.8	638	76.9	13	1.1	9.1	100
2009	01000003	8	8	0	3	19	42.1	42.1	0	15.8	100
2009	01000006	25.5	5	0	5	35.5	71.8	14.1	0	14.1	100
2009	01000007	26.1	2	0	5	33.1	78.9	6	0	15.1	100
2009	01000015	31	9	0	0	40	77.5	22.5	0	0	100
2009	01000035	21.7	3	0	13	37.7	57.6	8	0	34.5	100
2009	01000039	24.2	1.5	0	5.5	31.2	77.6	4.8	0	17.6	100
2009	01000045	22.7	9	0	0	31.7	71.6	28.4	0	0	100
2009	01000050	32.9	11	0	0	43.9	74.9	25.1	0	0	100
2009	01000055	23.6	8.5	0	12	44.1	53.5	19.3	0	27.2	100
2009	01000302	31.2	11	1	0	43.2	72.2	25.5	2.3	0	100
2009	01000305	39.3	3.5	1	10.8	54.6	71.9	6.4	1.8	19.9	100
2009	01000310	56.8	10	2	0	68.8	82.6	14.5	2.9	0	100
2009	01000515	147.4	1.4	3	3.5	155.2	94.9	.9	1.9	2.3	100
2009	01010000	325	71.6	1.6	.6	398.8	81.5	17.9	.4	.2	100
2009	01010003	0	5	0	0	5	0	100	0	0	100
2009	01010010	25.7	6	0	.3	32	80.3	18.7	0	.9	100
2009	01010012	30.1	3	0	0	33.1	90.9	9.1	0	0	100
2009	01010013	27.5	4	0	0	31.5	87.3	12.7	0	0	100
2009	01010030	26.3	6.5	0	0	32.8	80.2	19.8	0	0	100
2009	01010032	23	4.5	0	0	27.5	83.6	16.4	0	0	100
2009	01010035	16.7	4	0	.3	21	79.5	19.1	0	1.4	100
2009	01010040	27.2	5.8	.2	0	33.2	81.9	17.5	.6	0	100
2009	01010310	31.6	7.8	.2	0	39.6	79.8	19.7	.5	0	100
2009	01010405	32	6.8	.2	0	39	82.1	17.4	.5	0	100
2009	01010505	84.9	18.2	1	0	104	81.6	17.5	1	0	100
2009	01020000	24	5	0	0	29	82.8	17.2	0	0	100
2009	01020005	24	5	0	0	29	82.8	17.2	0	0	100
2009	01030000	140.9	37.8	0	3	181.7	77.5	20.8	0	1.7	100
2009	01030001	26	8.8	0	.5	35.3	73.7	24.9	0	1.4	100
2009	01030015	13	2	0	.2	15.2	85.5	13.1	0	1.3	100
2009	01030020	20	9	0	.8	29.8	67.1	30.2	0	2.7	100
2009	01030405	33.5	10	0	.5	44	76.1	22.7	0	1.1	100
2009	01030505	48.4	8	0	1	57.4	84.3	13.9	0	1.7	100
2009	01050000	90.8	9.3	5.2	0	105.3	86.2	8.8	5	0	100
2009	01050005	14.5	2	0	0	16.5	87.9	12.1	0	0	100
2009	01050010	27.5	3	0	0	30.5	90.2	9.8	0	0	100
2009	01050505	48.8	4.3	5.2	0	58.3	83.7	7.4	9	0	100
2009	01070000	195.2	41.9	12.4	1.2	250.7	77.9	16.7	4.9	.5	100
2009	01070010	21	5	0	.3	26.3	79.8	19	0	1.1	100
2009	01070020	15.6	3	0	0	18.6	83.9	16.1	0	0	100
2009	01070025	3	0	0	0	3	100	0	0	0	100
2009	01070042	11.4	1	0	0	12.4	91.9	8.1	0	0	100
2009	01070045	18.4	3	0	.3	21.7	84.8	13.8	0	1.4	100
2009	01070050	21.7	6	0	0	27.7	78.3	21.7	0	0	100
2009	01070305	43.6	11	0	.4	55	79.3	20	0	.7	100
2009	01070505	60.5	12.9	12.4	.2	86	70.3	15	14.4	.2	100
2009	01090000	1	0	0	0	1	100	0	0	0	100
2009	01090005	1	0	0	0	1	100	0	0	0	100
2009	01100000	166.6	23.6	0	.6	190.7	87.3	12.4	0	.3	100
2009	01100005	19.6	3	0	.2	22.8	86	13.2	0	.9	100
2009	01100025	20.4	2.5	0	.2	23.1	88.3	10.8	0	.9	100
2009	01100200	39	7	0	.1	46.1	84.6	15.2	0	.2	100
2009	01100305	42.2	6.8	0	.1	49.1	86	13.8	0	.2	100
2009	01100505	45.4	4.3	0	0	49.6	91.4	8.6	0	0	100
2009	01110000	64.7	15.6	1.3	.4	82.1	78.9	19	1.6	.5	100
2009	01110004	15.7	4	0	.1	19.8	79.3	20.2	0	.5	100
2009	01110010	16.2	5.5	0	.3	22	73.6	25	0	1.4	100
2009	01110505	32.8	6.1	1.3	0	40.3	81.5	15.2	3.3	0	100
2009	01120000	15.7	3	0	0	18.7	84	16	0	0	100
2009	01120005	15.7	3	0	0	18.7	84	16	0	0	100
2009	01140000	81.1	18.9	0	3	103	78.7	18.3	0	2.9	100
2009	01140005	4	1	0	0	5	80	20	0	0	100
2009	01140010	17	5	0	.5	22.5	75.6	22.2	0	2.2	100
2009	01140035	11	4	0	.5	15.5	71	25.8	0	3.2	100
2009	01140045	0	2	0	0	2	0	100	0	0	100
2009	01140305	24	4.8	0	2	30.8	77.9	15.6	0	6.5	100
2009	01140505	25.1	2.1	0	0	27.2	92.3	7.7	0	0	100
2009	01170000	41.9	7	0	0	48.9	85.7	14.3	0	0	100
2009	01170015	20.1	5	0	0	25.1	80.1	19.9	0	0	100
2009	01170505	21.8	2	0	0	23.8	91.6	8.4	0	0	100
2009	01180000	39	5	0	0	44	88.6	11.4	0	0	100
2009	01180005	39	5	0	0	44	88.6	11.4	0	0	100
2009	01210000	5	.3	0	0	5.3	94.3	5.7	0	0	100
2009	01210005	5	.3	0	0	5.3	94.3	5.7	0	0	100
2009	01220000	178.1	29.9	0	0	207.9	85.6	14.4	0	0	100
2009	01220004	28	9	0	0	37	75.7	24.3	0	0	100
2009	01220005	19.2	5	0	0	24.2	79.3	20.7	0	0	100
2009	01220015	12.8	2	0	0	14.8	86.5	13.5	0	0	100
2009	01220305	57	13	0	0	70	81.5	18.5	0	0	100
2009	01220505	61.1	.9	0	0	62	98.6	1.4	0	0	100
2009	01250000	77	7	0	0	84	91.7	8.3	0	0	100
2009	01250005	29	3	0	0	32	90.6	9.4	0	0	100
2009	01250505	48	4	0	0	52	92.3	7.7	0	0	100
2009	01260000	103.8	12.9	0	.8	117.5	88.4	11	0	.6	100
2009	01260005	46.1	7.1	0	.3	53.5	86.2	13.3	0	.5	100
2009	01260305	22.9	3	0	.3	26.2	87.6	11.5	0	1	100
2009	01260505	34.8	2.8	0	.3	37.9	91.9	7.5	0	.7	100
2009	01270000	31.4	5	0	0	36.4	86.3	13.7	0	0	100
2009	01270005	15.1	4	0	0	19.1	79.1	20.9	0	0	100
2009	01270505	16.3	1	0	0	17.3	94.2	5.8	0	0	100
2009	01280000	341.4	98.1	0	20	459.5	74.3	21.4	0	4.4	100
2009	01280008	29.9	8.4	0	.5	38.7	77.1	21.6	0	1.3	100
2009	01280020	3.4	.3	0	0	3.7	93.2	6.8	0	0	100
2009	01280026	30.9	6.5	0	6	43.4	71.2	15	0	13.8	100
2009	01280027	13.2	.5	0	0	13.7	96.3	3.7	0	0	100
2009	01280033	2	6.6	0	0	8.5	22.9	77.1	0	0	100
2009	01280035	18.4	7.6	0	.5	26.5	69.5	28.6	0	1.9	100
2009	01280045	6.5	7.9	0	0	14.4	45.2	54.8	0	0	100
2009	01280050	16.1	8.1	0	3	27.3	59.2	29.8	0	11	100
2009	01280054	29.3	10.7	0	2	42	69.8	25.4	0	4.8	100
2009	01280073	0	6.1	0	0	6.1	0	100	0	0	100
2009	01280075	34.6	5.8	0	2	42.5	81.6	13.7	0	4.7	100
2009	01280080	7.2	.5	0	0	7.7	93.5	6.5	0	0	100
2009	01280085	14.5	4.3	0	1	19.8	73.1	21.9	0	5	100
2009	01280100	29.5	6.3	0	3	38.9	76	16.3	0	7.7	100
2009	01280505	105.9	18.6	0	2	126.5	83.7	14.7	0	1.6	100
2009	01310000	243.4	23.3	0	1	267.7	90.9	8.7	0	.4	100
2009	01310010	34.8	5	0	.3	40.1	86.9	12.5	0	.6	100
2009	01310019	35.8	5	0	.3	41.1	87.2	12.2	0	.6	100
2009	01310020	36.5	5	0	.3	41.7	87.4	12	0	.6	100
2009	01310410	60.1	5.7	0	.3	66	91	8.6	0	.4	100
2009	01310505	76.1	2.6	0	0	78.7	96.7	3.3	0	0	100
2009	01330000	66.6	18.7	0	1	86.3	77.1	21.7	0	1.1	100
2009	01330018	19.6	10	0	.3	29.9	65.4	33.5	0	1.1	100
2009	01330025	16.9	5	0	.3	22.3	76	22.5	0	1.5	100
2009	01330505	30.1	3.7	0	.3	34.1	88.1	10.9	0	1	100
2009	01350000	19.5	1	0	0	20.5	95.1	4.9	0	0	100
2009	01350005	19.5	1	0	0	20.5	95.1	4.9	0	0	100
2009	01360000	180	36.2	0	.3	216.5	83.1	16.7	0	.2	100
2009	01360007	38.1	10	0	0	48.1	79.2	20.8	0	0	100
2009	01360010	39	10	0	0	49	79.6	20.4	0	0	100
2009	01360305	40.7	10	0	0	50.7	80.3	19.7	0	0	100
2009	01360505	62.3	6.2	0	.3	68.8	90.5	9	0	.5	100
2009	01370000	368.1	72.5	32.6	51.1	524.3	70.2	13.8	6.2	9.7	100
2009	01370003	6.5	1.5	0	1	9	72.2	16.7	0	11.1	100
2009	01370015	28.6	5.3	0	3.2	37.1	77.2	14.2	0	8.6	100
2009	01370025	21.8	8.5	0	12	42.3	51.5	20.1	0	28.4	100
2009	01370030	49	8.5	1	4.3	62.8	78	13.5	1.6	6.9	100
2009	01370040	38.9	6	0	6	50.9	76.4	11.8	0	11.8	100
2009	01370045	33.6	4	0	6.3	43.9	76.5	9.1	0	14.4	100
2009	01370055	34.2	11	0	1	46.2	74	23.8	0	2.2	100
2009	01370060	33.9	8	0	5	46.9	72.3	17.1	0	10.7	100
2009	01370505	74.5	8	1	6.5	90	82.8	8.9	1.1	7.2	100
2009	01370525	16.3	5.5	0	2	23.8	68.4	23.1	0	8.4	100
2009	01370605	30.9	6.3	30.7	3.8	71.5	43.2	8.7	42.8	5.2	100
2009	01380000	76.2	7.6	2.4	0	86.1	88.4	8.8	2.8	0	100
2009	01380003	2.7	0	0	0	2.7	100	0	0	0	100
2009	01380010	36.5	1.6	1	0	39	93.5	4	2.6	0	100
2009	01380505	37	6	1.4	0	44.4	83.3	13.5	3.2	0	100
2009	01390000	194.1	36.5	0	.7	231.3	83.9	15.8	0	.3	100
2009	01390003	0	3.5	0	0	3.5	0	100	0	0	100
2009	01390005	23.4	4	0	.2	27.6	84.8	14.5	0	.7	100
2009	01390010	26.5	6	0	.2	32.7	81.2	18.4	0	.5	100
2009	01390015	28.9	5	0	.2	34.1	84.8	14.7	0	.5	100
2009	01390305	50.7	9	0	.2	59.9	84.7	15	0	.3	100
2009	01390505	64.6	9	0	.1	73.7	87.7	12.2	0	.1	100
2009	01410000	212.1	10.6	0	4.8	227.4	93.3	4.7	0	2.1	100
2009	01410007	23.1	0	0	.3	23.4	98.6	0	0	1.4	100
2009	01410011	8	0	0	.8	8.8	90.9	0	0	9.1	100
2009	01410015	29.1	0	0	1	30.1	96.7	0	0	3.3	100
2009	01410030	38.5	2.3	0	0	40.8	94.5	5.5	0	0	100
2009	01410410	35.8	2	0	1	38.8	92.3	5.2	0	2.6	100
2009	01410505	77.6	6.3	0	1.7	85.6	90.7	7.4	0	1.9	100
2009	01420000	79.2	13	1.2	0	93.4	84.8	13.9	1.3	0	100
2009	01420015	35.3	7	0	0	42.3	83.4	16.6	0	0	100
2009	01420305	16.1	2	0	0	18.1	89	11	0	0	100
2009	01420505	27.8	4	1.2	0	33	84.2	12.1	3.6	0	100
2009	01440000	132.2	13.3	3.4	0	148.9	88.8	8.9	2.3	0	100
2009	01440007	26.9	2.5	0	0	29.4	91.5	8.5	0	0	100
2009	01440015	27.8	4.2	0	0	32	86.9	13.1	0	0	100
2009	01440305	33	3	2	0	38	86.9	7.9	5.3	0	100
2009	01440505	44.4	3.6	1.4	0	49.4	89.9	7.3	2.8	0	100
2009	01450000	63.5	8	0	0	71.5	88.8	11.2	0	0	100
2009	01450005	25.5	3	0	0	28.5	89.5	10.5	0	0	100
2009	01450020	38	5	0	0	43	88.4	11.6	0	0	100
2009	01460000	38.4	5.7	0	0	44.1	87	13	0	0	100
2009	01460005	29.5	4	0	0	33.5	88	12	0	0	100
2009	01460010	9	1.7	0	0	10.7	83.7	16.3	0	0	100
2009	01480000	17.9	3	0	0	20.9	85.7	14.3	0	0	100
2009	01480005	17.9	3	0	0	20.9	85.7	14.3	0	0	100
2009	01490000	781.2	122	2	9	914.2	85.5	13.3	.2	1	100
2009	01490001	8	3	0	0	11	72.7	27.3	0	0	100
2009	01490002	8	1	0	0	9	88.9	11.1	0	0	100
2009	01490003	17	2	0	0	19	89.5	10.5	0	0	100
2009	01490004	21	7	0	0	28	75	25	0	0	100
2009	01490008	33	4	0	1	38	86.8	10.5	0	2.6	100
2009	01490015	50	1	0	0	51	98	2	0	0	100
2009	01490016	27	4	0	0	31	87.1	12.9	0	0	100
2009	01490017	29	2	0	2	33	87.9	6.1	0	6.1	100
2009	01490018	39	0	0	0	39	100	0	0	0	100
2009	01490020	19	2	0	0	21	90.5	9.5	0	0	100
2009	01490022	43	5	0	1	49	87.8	10.2	0	2	100
2009	01490025	39	8	0	0	47	83	17	0	0	100
2009	01490027	31	5	0	1	37	83.8	13.5	0	2.7	100
2009	01490040	33	5	0	0	38	86.8	13.2	0	0	100
2009	01490045	25.7	3	0	1	29.7	86.5	10.1	0	3.4	100
2009	01490050	43	4	0	0	47	91.5	8.5	0	0	100
2009	01490053	33	3	0	1	37	89.2	8.1	0	2.7	100
2009	01490075	23	2	0	0	25	92	8	0	0	100
2009	01490080	39	9	0	0	48	81.3	18.8	0	0	100
2009	01490525	30	5	1	0	36	83.3	13.9	2.8	0	100
2009	01490530	22.2	2	0	0	24.2	91.7	8.3	0	0	100
2009	01490531	24.8	4	1	0	29.8	83.2	13.4	3.4	0	100
2009	01490532	22	4	0	0	26	84.6	15.4	0	0	100
2009	01490533	22.8	2	0	1	25.8	88.4	7.8	0	3.9	100
2009	01490534	27.8	2	0	1	30.8	90.3	6.5	0	3.2	100
2009	01490535	26.4	1	0	0	27.4	96.4	3.6	0	0	100
2009	01490536	27	1	0	0	28	96.4	3.6	0	0	100
2009	01490537	17.5	31	0	0	48.5	36.1	63.9	0	0	100
2009	01500000	58.2	12	6	1	77.2	75.4	15.5	7.8	1.3	100
2009	01500025	28	7	0	0	35	80	20	0	0	100
2009	01500505	30.2	5	6	1	42.2	71.6	11.8	14.2	2.4	100
2009	01510000	115	12	.7	0	127.7	90.1	9.4	.5	0	100
2009	01510005	23.5	1	0	0	24.5	95.9	4.1	0	0	100
2009	01510010	26.2	4	0	0	30.2	86.8	13.2	0	0	100
2009	01510015	27	3	0	0	30	90	10	0	0	100
2009	01510505	38.3	4	.7	0	43	89.1	9.3	1.6	0	100
2009	01520000	62.3	8.1	0	0	70.4	88.5	11.5	0	0	100
2009	01520015	23.9	3	0	0	26.9	88.8	11.2	0	0	100
2009	01520505	38.4	5.1	0	0	43.5	88.4	11.6	0	0	100
2009	01530000	304.4	37.5	27	6.5	375.4	81.1	10	7.2	1.7	100
2009	01530003	7	0	0	0	7	100	0	0	0	100
2009	01530005	4	0	0	0	4	100	0	0	0	100
2009	01530007	33	2.5	0	2.5	38	86.8	6.6	0	6.6	100
2009	01530010	28.6	6	0	0	34.6	82.7	17.3	0	0	100
2009	01530025	31	6	0	0	37	83.8	16.2	0	0	100
