FY	org_code	district_short_name	total	avg	fte
2009	01990000	NEEDHAM                      	24709641	73093	338
2009	02010000	NEW BEDFORD                  	60517812	69928	865
2009	02040000	NEWBURYPORT                  	11783465	70370	168
2009	02070000	NEWTON                       	67321659	76609	879
2009	02080000	NORFOLK                      	5170774	67066	77
2009	02090000	NORTH ADAMS                  	9241133	63633	145
2009	02100000	NORTHAMPTON                  	11633762	53768	216
2009	02110000	NORTH ANDOVER                	18116862	76920	236
2009	02120000	NORTH ATTLEBOROUGH           	19110941	63024	303
2009	02130000	NORTHBOROUGH                 	9737911	71324	137
2009	02140000	NORTHBRIDGE                  	10666872	67455	158
2009	02150000	NORTH BROOKFIELD             	3167259	58437	54
2009	02170000	NORTH READING                	12108777	63067	192
2009	02180000	NORTON                       	11913073	63445	188
2009	02190000	NORWELL                      	9645527	67800	142
2009	02200000	NORWOOD                      	16026700	60799	264
2009	02210000	OAK BLUFFS                   	3173990	70753	45
2009	02230000	ORANGE                       	3423719	61357	56
2009	02240000	ORLEANS                      	1421159	56846	25
2009	02260000	OXFORD                       	8701108	61470	142
2009	02270000	PALMER                       	8490153	59790	142
2009	02290000	PEABODY                      	30459026	69256	440
2009	02300000	PELHAM                       	692655	58894	12
2009	02310000	PEMBROKE                     	12958817	62618	207
2009	02340000	PETERSHAM                    	452852	50825	9
2009	02360000	PITTSFIELD                   	27750135	53461	519
2009	02380000	PLAINVILLE                   	3260724	60272	54
2009	02390000	PLYMOUTH                     	37582476	62945	597
2009	02400000	PLYMPTON                     	1118701	69056	16
2009	02420000	PROVINCETOWN                 	1832605	61704	30
2009	02430000	QUINCY                       	47513563	69350	685
2009	02440000	RANDOLPH                     	15463707	65212	237
2009	02460000	READING                      	18065214	59661	303
2009	02480000	REVERE                       	29609709	68019	435
2009	02490000	RICHMOND                     	1321717	73510	18
2009	02500000	ROCHESTER                    	3050428	71606	43
2009	02510000	ROCKLAND                     	9201112	62771	147
2009	02520000	ROCKPORT                     	5303933	64411	82
2009	02530000	ROWE                         	437650	54509	8
2009	02580000	SALEM                        	26395191	65889	401
2009	02610000	SANDWICH                     	15847971	66933	237
2009	02620000	SAUGUS                       	12099488	62298	194
2009	02630000	SAVOY                        	251754	53565	5
2009	02640000	SCITUATE                     	16082186	65347	246
2009	02650000	SEEKONK                      	9362545	65358	143
2009	02660000	SHARON                       	16522228	64529	256
2009	02690000	SHERBORN                     	2916948	83139	35
2009	02700000	SHIRLEY                      	2963556	63884	46
2009	02710000	SHREWSBURY                   	23592434	63843	370
2009	02720000	SHUTESBURY                   	801916	58964	14
2009	02730000	SOMERSET                     	13058734	59877	218
2009	02740000	SOMERVILLE                   	26128988	66427	393
2009	02750000	SOUTHAMPTON                  	2419572	65394	37
2009	02760000	SOUTHBOROUGH                 	7672584	68217	113
2009	02770000	SOUTHBRIDGE                  	12750698	70449	181
2009	02780000	SOUTH HADLEY                 	10137714	60710	167
2009	02810000	SPRINGFIELD                  	149728270	79566	1882
2009	02840000	STONEHAM                     	11894448	62934	189
2009	02850000	STOUGHTON                    	18899082	63548	297
2009	02870000	STURBRIDGE                   	4409472	62992	70
2009	02880000	SUDBURY                      	13397670	62821	213
2009	02890000	SUNDERLAND                   	1008706	51341	20
2009	02900000	SUTTON                       	7327943	64179	114
2009	02910000	SWAMPSCOTT                   	11589161	67375	172
2009	02920000	SWANSEA                      	8563626	59048	145
2009	02930000	TAUNTON                      	33433539	65906	507
2009	02950000	TEWKSBURY                    	15977640	64541	248
2009	02960000	TISBURY                      	2606770	70952	37
2009	02980000	TOPSFIELD                    	3475444	66338	52
2009	03000000	TRURO                        	851687	60835	14
2009	03010000	TYNGSBOROUGH                 	8907867	61061	146
2009	03040000	UXBRIDGE                     	9764437	64837	151
2009	03050000	WAKEFIELD                    	15341792	62999	244
2009	03060000	WALES                        	672864	55153	12
2009	03070000	WALPOLE                      	16521221	58808	281
2009	03080000	WALTHAM                      	29312778	66111	443
2009	03090000	WARE                         	4818919	55219	87
2009	03100000	WAREHAM                      	14947760	66223	226
2009	03140000	WATERTOWN                    	14810949	67816	218
2009	03150000	WAYLAND                      	16002012	79091	202
2009	03160000	WEBSTER                      	7868077	59970	131
2009	03170000	WELLESLEY                    	25505289	71548	357
2009	03180000	WELLFLEET                    	1012120	55126	18
2009	03210000	WESTBOROUGH                  	21466957	80346	267
2009	03220000	WEST BOYLSTON                	5384516	66681	81
2009	03230000	WEST BRIDGEWATER             	5128213	63000	81
2009	03250000	WESTFIELD                    	28548177	56332	507
2009	03260000	WESTFORD                     	23034293	64896	355
2009	03270000	WESTHAMPTON                  	648992	51102	13
2009	03300000	WESTON                       	14695042	76710	192
2009	03310000	WESTPORT                     	7198603	55162	131
2009	03320000	WEST SPRINGFIELD             	17426728	57546	303
2009	03350000	WESTWOOD                     	15707048	69264	227
2009	03360000	WEYMOUTH                     	28769781	64369	447
2009	03370000	WHATELY                      	595851	54715	11
2009	03400000	WILLIAMSBURG                 	979683	59737	16
2009	03410000	WILLIAMSTOWN                 	2336596	64815	36
2009	03420000	WILMINGTON                   	17192081	61842	278
2009	03430000	WINCHENDON                   	7242153	66859	108
2009	03440000	WINCHESTER                   	21508778	77023	279
2009	03460000	WINTHROP                     	9320737	67536	138
2009	03470000	WOBURN	22731002	62506	364
2009	03480000	WORCESTER                    	132218996	80646	1640
2009	03500000	WRENTHAM                     	4863759	64617	75
2009	04060000	NORTHAMPTON SMITH            	2889710	54013	54
2009	06000000	ACTON BOXBOROUGH             	12648104	71633	177
2009	06030000	ADAMS CHESHIRE               	6895054	61159	113
2009	06050000	AMHERST PELHAM               	9494957	63297	150
2009	06100000	ASHBURNHAM WESTMINSTER       	10587784	66902	158
2009	06150000	ATHOL ROYALSTON              	7595019	58671	130
2009	06180000	BERKSHIRE HILLS              	8532050	63834	134
2009	06200000	BERLIN BOYLSTON              	2303421	62600	37
2009	06220000	BLACKSTONE MILLVILLE         	9283245	60006	155
2009	06250000	BRIDGEWATER RAYNHAM          	22941717	70714	324
2009	06320000	CHESTERFIELD GOSHEN	733595	47636	15
2009	06350000	CENTRAL BERKSHIRE            	8774316	60810	144
2009	06400000	CONCORD CARLISLE             	7957042	84747	94
2009	06450000	DENNIS YARMOUTH              	17433094	61064	286
2009	06500000	DIGHTON REHOBOTH             	13184603	62279	212
2009	06550000	DOVER SHERBORN               	7885279	78564	100
2009	06580000	DUDLEY CHARLTON              	17531960	61882	283
2009	06600000	NAUSET                       	9461461	70612	134
2009	06620000	FARMINGTON RIVER	944081	53828	18
2009	06650000	FREETOWN LAKEVILLE           	8619569	62317	138
2009	06700000	FRONTIER                     	3672714	59616	62
2009	06720000	GATEWAY                      	5055521	50107	101
2009	06730000	GROTON DUNSTABLE             	11303492	62772	180
2009	06740000	GILL MONTAGUE                	5212191	57215	91
2009	06750000	HAMILTON WENHAM              	11135225	68210	163
2009	06800000	HAMPDEN WILBRAHAM            	14948442	58919	254
2009	06830000	HAMPSHIRE                    	3917192	58703	67
2009	06850000	HAWLEMONT                    	573670	47258	12
2009	06900000	KING PHILIP                  	7726810	62825	123
2009	06950000	LINCOLN SUDBURY              	10070643	79524	127
2009	06980000	MANCHESTER ESSEX	7137651	68726	104
2009	07000000	MARTHAS VINEYARD             	5723404	73585	78
2009	07050000	MASCONOMET                   	9063586	70038	129
2009	07100000	MENDON UPTON                 	11818910	63051	188
2009	07150000	MOUNT GREYLOCK               	3403874	68105	50
2009	07170000	MOHAWK TRAIL                 	5521370	54199	102
2009	07200000	NARRAGANSETT                 	7043202	62886	112
2009	07250000	NASHOBA                      	18142909	72918	249
2009	07280000	NEW SALEM WENDELL            	610838	49864	12
2009	07300000	NORTHBORO SOUTHBORO          	7702186	74475	103
2009	07350000	NORTH MIDDLESEX              	17703621	61743	287
2009	07400000	OLD ROCHESTER                	5955232	67306	89
2009	07450000	PENTUCKET                    	14633756	62795	233
2009	07500000	PIONEER                      	4908025	53219	92
2009	07530000	QUABBIN                      	12897222	62687	206
2009	07550000	RALPH C MAHAR                	3210649	50967	63
2009	07600000	SILVER LAKE                  	10063857	71286	141
2009	07650000	SOUTHERN BERKSHIRE           	4837470	58652	83
2009	07660000	SOUTHWICK TOLLAND	7779895	56191	139
2009	07670000	SPENCER EAST BROOKFIELD      	8602352	62825	137
2009	07700000	TANTASQUA                    	10000270	70410	142
2009	07730000	TRITON                       	14905937	63602	234
2009	07740000	UPISLAND	2926800	72066	41
2009	07750000	WACHUSETT                    	28719910	61058	470
2009	07780000	QUABOAG	6482665	65874	98
2009	07800000	WHITMAN HANSON               	17570885	65317	269
2009	08010000	ASSABET VALLEY               	6752184	67226	100
2009	08050000	BLACKSTONE VALLEY            	6284588	63764	99
2009	08060000	BLUE HILLS                   	6590168	77513	85
2009	08100000	BRISTOL PLYMOUTH             	6754746	71886	94
2009	08150000	CAPE COD                     	4703637	69831	67
2009	08180000	FRANKLIN COUNTY              	3259844	61536	53
2009	08210000	GREATER FALL RIVER           	8462768	67143	126
2009	08230000	GREATER LAWRENCE             	9541672	68654	139
2009	08250000	GREATER NEW BEDFORD          	12576179	65145	193
2009	08280000	GREATER LOWELL               	12547381	70074	179
2009	08290000	SOUTH MIDDLESEX              	6075464	76899	79
2009	08300000	MINUTEMAN                    	6571170	77399	85
2009	08320000	MONTACHUSETT                 	7166191	68231	105
2009	08510000	NORTHERN BERKSHIRE           	3298302	72778	45
2009	08520000	NASHOBA VALLEY               	3240077	58119	56
2009	08530000	NORTHEAST METROPOLITAN       	8537948	70562	121
2009	08540000	NORTH SHORE                  	3720695	71379	52
2009	08550000	OLD COLONY                   	3660477	72396	51
2009	08600000	PATHFINDER                   	4735285	59678	79
2009	08710000	SHAWSHEEN VALLEY             	9019680	73093	123
2009	08720000	SOUTHEASTERN                 	8376433	73976	113
2009	08730000	SOUTH SHORE                  	4236402	72772	58
2009	08760000	SOUTHERN WORCESTER           	7135236	64376	111
2009	08780000	TRI COUNTY                   	6306105	74554	85
2009	08790000	UPPER CAPE COD               	4579041	69794	66
2009	08850000	WHITTIER                     	8059670	69075	117
2009	09100000	BRISTOL COUNTY               	1996818	59785	33
2009	09130000	ESSEX COUNTY                 	2711548	60499	45
2009	09150000	NORFOLK COUNTY               	3026382	67553	45
2009	09990000	STATE TOTALS	4614467346	67572	68290
2010	00010000	ABINGTON                     	8471211	66441	128
2010	00020000	ACTON                        	10523909	76371	138
2010	00030000	ACUSHNET                     	3906641	53736	73
2010	00050000	AGAWAM                       	19308699	62066	311
2010	00070000	AMESBURY                     	10933177	65040	168
2010	00080000	AMHERST                      	8368047	66151	127
2010	00090000	ANDOVER                      	33330496	76657	435
2010	00100000	ARLINGTON                    	21312259	61757	345
2010	00140000	ASHLAND                      	11600309	73004	159
2010	00160000	ATTLEBORO                    	27919474	72783	384
2010	00170000	AUBURN                       	10598438	64155	165
2010	00180000	AVON                         	3616498	57679	63
2010	00190000	AYER                         	5913765	61924	96
2010	00200000	BARNSTABLE                   	22284332	72234	309
2010	00230000	BEDFORD                      	15016271	76032	198
2010	00240000	BELCHERTOWN                  	10260577	61588	167
2010	00250000	BELLINGHAM                   	10926841	63491	172
2010	00260000	BELMONT                      	18291787	72300	253
2010	00270000	BERKLEY                      	3907295	59653	66
2010	00280000	BERLIN                       	1372183	70731	19
2010	00300000	BEVERLY                      	19922568	66431	300
2010	00310000	BILLERICA                    	25379168	62898	404
2010	00350000	BOSTON                       	353975123	84894	4170
2010	00360000	BOURNE                       	10422933	66010	158
2010	00370000	BOXBOROUGH                   	2884787	76520	38
2010	00380000	BOXFORD                      	4736593	73779	64
2010	00390000	BOYLSTON                     	1870268	70843	26
2010	00400000	BRAINTREE                    	23010468	60682	379
2010	00410000	BREWSTER                     	2771251	65360	42
2010	00430000	BRIMFIELD                    	1842239	63967	29
2010	00440000	BROCKTON                     	73195255	66553	1100
2010	00450000	BROOKFIELD                   	1523690	58156	26
2010	00460000	BROOKLINE                    	41726284	81401	513
2010	00480000	BURLINGTON                   	23737214	81070	293
2010	00490000	CAMBRIDGE                    	43704163	77380	565
2010	00500000	CANTON                       	15820775	68076	232
2010	00510000	CARLISLE                     	4650993	81028	57
2010	00520000	CARVER                       	9049951	67136	135
2010	00550000	CHATHAM                      	4564351	68534	67
2010	00560000	CHELMSFORD                   	22582935	65667	344
2010	00570000	CHELSEA                      	26055745	61920	421
2010	00610000	CHICOPEE                     	37852313	61003	621
2010	00630000	CLARKSBURG                   	914780	60581	15
2010	00640000	CLINTON                      	9944375	70080	142
2010	00650000	COHASSET                     	7524975	68285	110
2010	00670000	CONCORD                      	12174419	81598	149
2010	00680000	CONWAY                       	814007	64604	13
2010	00710000	DANVERS                      	18704575	72191	259
2010	00720000	DARTMOUTH                    	17576073	65412	269
2010	00730000	DEDHAM                       	15143823	68961	220
2010	00740000	DEERFIELD                    	2196366	57197	38
2010	00770000	DOUGLAS                      	6493809	57569	113
2010	00780000	DOVER                        	3688179	88023	42
2010	00790000	DRACUT                       	15931226	66105	241
2010	00820000	DUXBURY                      	15460077	66667	232
2010	00830000	EAST BRIDGEWATER             	9421582	64311	147
2010	00850000	EASTHAM                      	1431262	66262	22
2010	00860000	EASTHAMPTON                  	7817337	62439	125
2010	00870000	EAST LONGMEADOW              	13360913	65398	204
2010	00880000	EASTON                       	16553158	63764	260
2010	00890000	EDGARTOWN                    	2806913	75252	37
2010	00910000	ERVING                       	786633	62431	13
2010	00930000	EVERETT                      	29228933	70346	416
2010	00940000	FAIRHAVEN                    	8837208	63853	138
2010	00950000	FALL RIVER                   	50683743	72727	697
2010	00960000	FALMOUTH                     	21908779	71156	308
2010	00970000	FITCHBURG                    	23874165	68663	348
2010	00980000	FLORIDA                      	426605	36153	12
2010	00990000	FOXBOROUGH                   	14099502	67045	210
2010	01000000	FRAMINGHAM                   	48197538	74413	648
2010	01010000	FRANKLIN                     	28975672	69636	416
2010	01020000	FREETOWN                     	1725978	63925	27
2010	01030000	GARDNER                      	11688227	65444	179
2010	01050000	GEORGETOWN                   	6781689	61877	110
2010	01070000	GLOUCESTER                   	16871369	66791	253
2010	01100000	GRAFTON                      	12529570	62585	200
2010	01110000	GRANBY                       	4777221	58188	82
2010	01120000	GRANVILLE                    	959814	61527	16
2010	01140000	GREENFIELD                   	7827615	74266	105
2010	01170000	HADLEY                       	2567409	51348	50
2010	01180000	HALIFAX                      	2974654	67606	44
2010	01210000	HANCOCK                      	364253	66228	6
2010	01220000	HANOVER                      	13504881	66494	203
2010	01250000	HARVARD                      	6264756	73964	85
2010	01260000	HARWICH                      	7104658	62322	114
2010	01270000	HATFIELD                     	2078727	53993	39
2010	01280000	HAVERHILL                    	30460119	66828	456
2010	01310000	HINGHAM                      	18876177	70015	270
2010	01330000	HOLBROOK                     	4850692	57405	85
2010	01350000	HOLLAND                      	1038216	54643	19
2010	01360000	HOLLISTON                    	15082685	70119	215
2010	01370000	HOLYOKE                      	34146410	63993	534
2010	01380000	HOPEDALE                     	5287582	63937	83
2010	01390000	HOPKINTON                    	17384416	73945	235
2010	01410000	HUDSON                       	14732826	65247	226
2010	01420000	HULL                         	5685897	66580	85
2010	01440000	IPSWICH                      	9575466	64265	149
2010	01450000	KINGSTON                     	4302906	64415	67
2010	01460000	LAKEVILLE                    	2447175	67977	36
2010	01480000	LANESBOROUGH                 	1566631	78725	20
2010	01490000	LAWRENCE                     	65342627	70352	929
2010	01500000	LEE                          	4321362	57772	75
2010	01510000	LEICESTER                    	7980886	65417	122
2010	01520000	LENOX                        	4922056	71334	69
2010	01530000	LEOMINSTER                   	26298596	61894	425
2010	01540000	LEVERETT                     	962946	58009	17
2010	01550000	LEXINGTON                    	36572542	69768	524
2010	01570000	LINCOLN                      	8761874	77607	113
2010	01580000	LITTLETON                    	7143006	71430	100
2010	01590000	LONGMEADOW                   	14916831	63884	234
2010	01600000	LOWELL                       	78391996	80841	970
2010	01610000	LUDLOW                       	12406562	57332	216
2010	01620000	LUNENBURG                    	7476058	62094	120
2010	01630000	LYNN                         	57046224	63286	901
2010	01640000	LYNNFIELD                    	10902275	72682	150
2010	01650000	MALDEN                       	31462823	73203	430
2010	01670000	MANSFIELD                    	20578249	68824	299
2010	01680000	MARBLEHEAD                   	15550347	65919	236
2010	01690000	MARION                       	2387088	68991	35
2010	01700000	MARLBOROUGH                  	22502776	64165	351
2010	01710000	MARSHFIELD                   	21191965	65126	325
2010	01720000	MASHPEE                      	10223858	69883	146
2010	01730000	MATTAPOISETT                 	2469576	64649	38
2010	01740000	MAYNARD                      	6411313	69613	92
2010	01750000	MEDFIELD                     	14314922	72701	197
2010	01760000	MEDFORD                      	23428934	68929	340
2010	01770000	MEDWAY                       	12089000	63895	189
2010	01780000	MELROSE                      	14803295	62225	238
2010	01810000	METHUEN                      	33960532	68802	494
2010	01820000	MIDDLEBOROUGH                	14350005	63077	228
2010	01840000	MIDDLETON                    	4244396	63444	67
2010	01850000	MILFORD                      	20120950	64161	314
2010	01860000	MILLBURY                     	9540603	70829	135
2010	01870000	MILLIS                       	6006918	65865	91
2010	01890000	MILTON                       	19297504	74565	259
2010	01910000	MONSON                       	5395034	56493	96
2010	01960000	NAHANT                       	966692	61183	16
2010	01970000	NANTUCKET                    	9603998	83805	115
2010	01980000	NATICK                       	22153591	65816	337
2010	01990000	NEEDHAM                      	26555020	75807	350
2010	02010000	NEW BEDFORD                  	61202213	69651	879
2010	02040000	NEWBURYPORT                  	12577171	74245	169
2010	02070000	NEWTON                       	69471448	77909	892
2010	02080000	NORFOLK                      	5195550	68998	75
2010	02090000	NORTH ADAMS                  	9030492	61099	148
2010	02100000	NORTHAMPTON                  	11681763	57602	203
2010	02110000	NORTH ANDOVER                	18910395	63908	296
2010	02120000	NORTH ATTLEBOROUGH           	18710684	64653	289
2010	02130000	NORTHBOROUGH                 	9868089	72188	137
2010	02140000	NORTHBRIDGE                  	11337074	67523	168
2010	02150000	NORTH BROOKFIELD             	3132572	63284	50
2010	02170000	NORTH READING                	12139959	63262	192
2010	02180000	NORTON                       	11608223	63054	184
2010	02190000	NORWELL                      	10003700	69615	144
2010	02200000	NORWOOD                      	16379244	61231	268
2010	02210000	OAK BLUFFS                   	3342347	75962	44
2010	02230000	ORANGE                       	3153921	60189	52
2010	02240000	ORLEANS                      	1578849	62159	25
2010	02260000	OXFORD                       	8490606	60132	141
2010	02270000	PALMER                       	7889672	65096	121
2010	02290000	PEABODY                      	33360718	79110	422
2010	02300000	PELHAM                       	685907	62355	11
2010	02310000	PEMBROKE                     	13200735	62622	211
2010	02340000	PETERSHAM                    	421647	47376	9
2010	02360000	PITTSFIELD                   	27326016	53707	509
2010	02380000	PLAINVILLE                   	3170955	61453	52
2010	02390000	PLYMOUTH                     	36532985	61701	592
2010	02400000	PLYMPTON                     	1130860	71573	16
2010	02420000	PROVINCETOWN                 	1840705	59187	31
2010	02430000	QUINCY                       	47042918	69130	681
2010	02440000	RANDOLPH                     	15295618	70260	218
2010	02460000	READING                      	18301190	60300	304
2010	02480000	REVERE                       	30555753	71879	425
2010	02490000	RICHMOND                     	1463658	78691	19
2010	02500000	ROCHESTER                    	3048357	73632	41
2010	02510000	ROCKLAND                     	9428210	67344	140
2010	02520000	ROCKPORT                     	5525463	70478	78
2010	02530000	ROWE                         	479842	59980	8
2010	02580000	SALEM                        	25797191	63197	408
2010	02610000	SANDWICH                     	16337188	69609	235
2010	02620000	SAUGUS                       	12720953	62266	204
2010	02630000	SAVOY                        	236811	45541	5
2010	02640000	SCITUATE                     	15689734	67862	231
2010	02650000	SEEKONK                      	9661703	66817	145
2010	02660000	SHARON                       	16647785	66115	252
2010	02690000	SHERBORN                     	3148374	92058	34
2010	02700000	SHIRLEY                      	2335352	56683	41
2010	02710000	SHREWSBURY                   	24694434	66886	369
2010	02720000	SHUTESBURY                   	832386	61205	14
2010	02730000	SOMERSET                     	12670865	58418	217
2010	02740000	SOMERVILLE                   	26370087	67772	389
2010	02750000	SOUTHAMPTON                  	2455990	61094	40
2010	02760000	SOUTHBOROUGH                 	8023654	71258	113
2010	02770000	SOUTHBRIDGE                  	11200729	62749	179
2010	02780000	SOUTH HADLEY                 	10591848	63273	167
2010	02810000	SPRINGFIELD                  	124631826	58139	2144
2010	02840000	STONEHAM                     	11967435	60168	199
2010	02850000	STOUGHTON                    	19329408	64995	297
2010	02870000	STURBRIDGE                   	4444625	64415	69
2010	02880000	SUDBURY                      	13882929	64843	214
2010	02890000	SUNDERLAND                   	817563	57575	14
2010	02900000	SUTTON                       	7638993	67363	113
2010	02910000	SWAMPSCOTT                   	12113944	69741	174
2010	02920000	SWANSEA                      	8761563	59240	148
2010	02930000	TAUNTON                      	34998552	69345	505
2010	02950000	TEWKSBURY                    	15844152	62452	254
2010	02960000	TISBURY                      	2759656	74991	37
2010	02980000	TOPSFIELD                    	3349761	64049	52
2010	03000000	TRURO                        	839586	55972	15
2010	03010000	TYNGSBOROUGH                 	8575733	62143	138
2010	03040000	UXBRIDGE                     	9247378	67450	137
2010	03050000	WAKEFIELD                    	15357007	64041	240
2010	03060000	WALES                        	686514	60753	11
2010	03070000	WALPOLE                      	16737964	63186	265
2010	03080000	WALTHAM                      	29434456	69421	424
2010	03090000	WARE                         	5011633	55500	90
2010	03100000	WAREHAM                      	13985984	58568	239
2010	03140000	WATERTOWN                    	15751628	70826	222
2010	03150000	WAYLAND                      	16405343	83872	196
2010	03160000	WEBSTER                      	8468196	64544	131
2010	03170000	WELLESLEY                    	26961002	73927	365
2010	03180000	WELLFLEET                    	1037235	56680	18
2010	03210000	WESTBOROUGH                  	18595478	71714	259
2010	03220000	WEST BOYLSTON                	4867928	67704	72
2010	03230000	WEST BRIDGEWATER             	5080992	63512	80
2010	03250000	WESTFIELD                    	27026899	56959	475
2010	03260000	WESTFORD                     	23876256	66231	361
2010	03270000	WESTHAMPTON                  	681269	58730	12
2010	03300000	WESTON                       	15430806	79051	195
2010	03310000	WESTPORT                     	7338405	59759	123
2010	03320000	WEST SPRINGFIELD             	18119621	61029	297
2010	03350000	WESTWOOD                     	15546098	69124	225
2010	03360000	WEYMOUTH                     	29165456	65116	448
2010	03370000	WHATELY                      	624902	62490	10
2010	03400000	WILLIAMSBURG                 	939110	63453	15
2010	03410000	WILLIAMSTOWN                 	2395351	72807	33
2010	03420000	WILMINGTON                   	17312920	63209	274
2010	03430000	WINCHENDON                   	7137237	69973	102
2010	03440000	WINCHESTER                   	19590411	68908	284
2010	03460000	WINTHROP                     	8738983	61412	142
2010	03470000	WOBURN	24095477	65282	369
2010	03480000	WORCESTER                    	140312679	81767	1716
2010	03500000	WRENTHAM                     	4839965	66666	73
2010	04060000	NORTHAMPTON SMITH            	2821238	56538	50
2010	06000000	ACTON BOXBOROUGH             	13347780	75454	177
2010	06030000	ADAMS CHESHIRE               	6659375	64342	104
2010	06050000	AMHERST PELHAM               	9231591	68995	134
2010	06100000	ASHBURNHAM WESTMINSTER       	10299047	69354	149
2010	06150000	ATHOL ROYALSTON              	8042404	62056	130
2010	06180000	BERKSHIRE HILLS              	7927622	63269	125
2010	06200000	BERLIN BOYLSTON              	2325296	63187	37
2010	06220000	BLACKSTONE MILLVILLE         	9213068	65110	142
2010	06250000	BRIDGEWATER RAYNHAM          	21885255	75207	291
2010	06320000	CHESTERFIELD GOSHEN	802985	54256	15
2010	06350000	CENTRAL BERKSHIRE            	8497138	58520	145
2010	06400000	CONCORD CARLISLE             	7836746	87269	90
2010	06450000	DENNIS YARMOUTH              	18795531	67513	278
2010	06500000	DIGHTON REHOBOTH             	13460173	61406	219
2010	06550000	DOVER SHERBORN               	8350535	84349	99
2010	06580000	DUDLEY CHARLTON              	17379722	61153	284
2010	06600000	NAUSET                       	9804154	80494	122
2010	06620000	FARMINGTON RIVER	948167	57465	17
2010	06650000	FREETOWN LAKEVILLE           	9082711	65627	138
2010	06700000	FRONTIER                     	3854170	62977	61
2010	06720000	GATEWAY                      	4805368	54793	88
2010	06730000	GROTON DUNSTABLE             	11406506	67255	170
2010	06740000	GILL MONTAGUE                	5475031	57876	95
2010	06750000	HAMILTON WENHAM              	11828015	72298	164
2010	06800000	HAMPDEN WILBRAHAM            	15155924	62064	244
2010	06830000	HAMPSHIRE                    	4226561	63749	66
2010	06850000	HAWLEMONT                    	582365	46589	13
2010	06900000	KING PHILIP                  	7824101	66306	118
2010	06950000	LINCOLN SUDBURY              	10106988	80985	125
2010	06980000	MANCHESTER ESSEX	7326829	69912	105
2010	07000000	MARTHAS VINEYARD             	6166123	83893	74
2010	07050000	MASCONOMET                   	9776678	72743	134
2010	07100000	MENDON UPTON                 	11749928	63754	184
2010	07150000	MOUNT GREYLOCK               	3396199	68197	50
2010	07170000	MOHAWK TRAIL                 	5646125	53824	105
2010	07200000	NARRAGANSETT                 	6929946	62488	111
2010	07250000	NASHOBA                      	16650768	68976	241
2010	07280000	NEW SALEM WENDELL            	629583	51186	12
2010	07300000	NORTHBORO SOUTHBORO          	8127836	80156	101
2010	07350000	NORTH MIDDLESEX              	18006412	66273	272
2010	07400000	OLD ROCHESTER                	5906646	70485	84
2010	07450000	PENTUCKET                    	14830771	65681	226
2010	07500000	PIONEER                      	5049662	54650	92
2010	07530000	QUABBIN                      	13253037	64870	204
2010	07550000	RALPH C MAHAR                	3440915	54359	63
2010	07600000	SILVER LAKE                  	10164783	73445	138
2010	07650000	SOUTHERN BERKSHIRE           	4754212	57557	83
2010	07660000	SOUTHWICK TOLLAND	7785695	57164	136
2010	07670000	SPENCER EAST BROOKFIELD      	8986215	65641	137
2010	07700000	TANTASQUA                    	10047000	69194	145
2010	07730000	TRITON                       	15253512	70002	218
2010	07740000	UPISLAND	2994595	74124	40
2010	07750000	WACHUSETT                    	28316458	61678	459
2010	07780000	QUABOAG	6249019	68295	92
2010	07800000	WHITMAN HANSON               	18328518	69876	262
2010	08010000	ASSABET VALLEY               	6896163	67280	103
2010	08050000	BLACKSTONE VALLEY            	6265691	68552	91
2010	08060000	BLUE HILLS                   	6322658	80852	78
2010	08100000	BRISTOL PLYMOUTH             	6835820	75119	91
2010	08150000	CAPE COD                     	4835185	71421	68
2010	08180000	FRANKLIN COUNTY              	3428749	61119	56
2010	08210000	GREATER FALL RIVER           	8594731	69312	124
2010	08230000	GREATER LAWRENCE             	9106387	71760	127
2010	08250000	GREATER NEW BEDFORD          	13903360	72792	191
2010	08280000	GREATER LOWELL               	13068794	71965	182
2010	08290000	SOUTH MIDDLESEX              	5844199	74926	78
2010	08300000	MINUTEMAN                    	6336224	80003	79
2010	08320000	MONTACHUSETT                 	7101711	68286	104
2010	08510000	NORTHERN BERKSHIRE           	3478958	75630	46
2010	08520000	NASHOBA VALLEY               	3417788	61582	56
2010	08530000	NORTHEAST METROPOLITAN       	8656221	73358	118
2010	08540000	NORTH SHORE                  	3843558	72795	53
2010	08550000	OLD COLONY                   	3464205	69984	50
2010	08600000	PATHFINDER                   	4940492	61833	80
2010	08710000	SHAWSHEEN VALLEY             	9141152	74989	122
2010	08720000	SOUTHEASTERN                 	8549153	73636	116
2010	08730000	SOUTH SHORE                  	4185791	72169	58
2010	08760000	SOUTHERN WORCESTER           	7345856	66720	110
2010	08780000	TRI COUNTY                   	6532440	77124	85
2010	08790000	UPPER CAPE COD               	4424087	67543	66
2010	08850000	WHITTIER                     	8422328	72109	117
2010	09100000	BRISTOL COUNTY               	2006961	60089	33
2010	09130000	ESSEX COUNTY                 	2615228	59708	44
2010	09150000	NORFOLK COUNTY               	3073354	70815	43
2010	09990000	STATE TOTALS	4659698328	68781	67747
2011	00010000	ABINGTON                     	8090656	73887	110
2011	00020000	ACTON                        	10565912	75741	140
2011	00030000	ACUSHNET                     	4171870	57227	73
2011	00050000	AGAWAM                       	18947816	60750	312
2011	00070000	AMESBURY                     	11493776	70341	163
