FY	org_code	district_short_name	total	avg	fte
1999	01330000	HOLBROOK                     	4114386	47731	86
1999	01350000	HOLLAND                      	831251	44452	19
1999	01360000	HOLLISTON                    	9214221	41264	223
1999	01370000	HOLYOKE                      	26263156	44140	595
1999	01380000	HOPEDALE                     	3552275	45718	78
1999	01390000	HOPKINTON                    	8134629	48478	168
1999	01410000	HUDSON                       	9375023	45889	204
1999	01420000	HULL                         	4514732	40857	111
1999	01440000	IPSWICH                      	5854285	44083	133
1999	01450000	KINGSTON                     	2924289	44375	66
1999	01460000	LAKEVILLE                    	1517833	43367	35
1999	01480000	LANESBOROUGH                 	1011174	48614	21
1999	01490000	LAWRENCE                     	38849804	44835	867
1999	01500000	LEE                          	3078725	42348	73
1999	01510000	LEICESTER                    	5137616	43083	119
1999	01520000	LENOX                        	3029124	44111	69
1999	01530000	LEOMINSTER                   	15939258	38408	415
1999	01540000	LEVERETT                     	542109	33882	16
1999	01550000	LEXINGTON                    	24245508	54071	448
1999	01570000	LINCOLN                      	2643620	48614	54
1999	01580000	LITTLETON                    	3972538	41816	95
1999	01590000	LONGMEADOW                   	10538480	45464	232
1999	01600000	LOWELL                       	55702271	48849	1140
1999	01610000	LUDLOW                       	7824165	34774	225
1999	01620000	LUNENBURG                    	4775870	45847	104
1999	01630000	LYNN                         	47884941	47519	1008
1999	01640000	LYNNFIELD                    	6242747	46588	134
1999	01650000	MALDEN                       	20336969	49005	415
1999	01660000	MANCHESTER                   	3538480	48472	73
1999	01670000	MANSFIELD                    	11118025	42146	264
1999	01680000	MARBLEHEAD                   	10247286	48177	213
1999	01690000	MARION                       	1670654	43965	38
1999	01700000	MARLBOROUGH                  	14336079	44898	319
1999	01710000	MARSHFIELD                   	14202069	48838	291
1999	01720000	MASHPEE                      	5837173	40284	145
1999	01730000	MATTAPOISETT                 	1792520	47048	38
1999	01740000	MAYNARD                      	4526880	37412	121
1999	01750000	MEDFIELD                     	7571594	43716	173
1999	01760000	MEDFORD                      	20452211	39636	516
1999	01770000	MEDWAY                       	8058958	47714	169
1999	01780000	MELROSE                      	11261634	46079	244
1999	01810000	METHUEN                      	16930394	43748	387
1999	01820000	MIDDLEBOROUGH                	9121864	42526	215
1999	01840000	MIDDLETON                    	1875658	32339	58
1999	01850000	MILFORD                      	13847470	44156	314
1999	01860000	MILLBURY                     	5772127	50412	115
1999	01870000	MILLIS                       	3732679	48102	78
1999	01890000	MILTON                       	11622829	45402	256
1999	01910000	MONSON                       	4066407	44009	92
1999	01960000	NAHANT                       	806653	44079	18
1999	01970000	NANTUCKET                    	5622834	40249	140
1999	01980000	NATICK                       	14876935	48021	310
1999	01990000	NEEDHAM                      	15399913	51749	298
1999	02010000	NEW BEDFORD                  	41647505	42803	973
1999	02040000	NEWBURYPORT                  	8090442	39904	203
1999	02070000	NEWTON                       	45180069	53075	851
1999	02080000	NORFOLK                      	3231990	44858	72
1999	02090000	NORTH ADAMS                  	7193098	41340	174
1999	02100000	NORTHAMPTON                  	8692273	34951	249
1999	02110000	NORTH ANDOVER                	11423685	45823	249
1999	02120000	NORTH ATTLEBOROUGH           	12217181	39742	307
1999	02130000	NORTHBOROUGH                 	6193688	46153	134
1999	02140000	NORTHBRIDGE                  	6416006	42350	152
1999	02150000	NORTH BROOKFIELD             	2592461	41281	63
1999	02170000	NORTH READING                	6732772	48788	138
1999	02180000	NORTON                       	7498841	41660	180
1999	02190000	NORWELL                      	6822544	52360	130
1999	02200000	NORWOOD                      	11628928	45390	256
1999	02210000	OAK BLUFFS                   	1653777	40733	41
1999	02230000	ORANGE                       	2731151	38740	71
1999	02240000	ORLEANS                      	1193972	46458	26
1999	02260000	OXFORD                       	5471698	46175	119
1999	02270000	PALMER                       	5570157	41108	136
1999	02290000	PEABODY                      	18399277	42989	428
1999	02300000	PELHAM                       	462861	44082	11
1999	02310000	PEMBROKE                     	5259404	47468	111
1999	02340000	PETERSHAM                    	180254	29073	6
1999	02360000	PITTSFIELD                   	21853484	42327	516
1999	02380000	PLAINVILLE                   	1934023	41862	46
1999	02390000	PLYMOUTH                     	28183658	45969	613
1999	02400000	PLYMPTON                     	783713	44529	18
1999	02420000	PROVINCETOWN                 	1873208	33331	56
1999	02430000	QUINCY                       	27995245	46037	608
1999	02440000	RANDOLPH                     	12623447	43969	287
1999	02460000	READING                      	12536318	46072	272
1999	02480000	REVERE                       	17856523	46868	381
1999	02490000	RICHMOND                     	811814	42503	19
1999	02500000	ROCHESTER                    	1459233	47844	31
1999	02510000	ROCKLAND                     	7616916	50144	152
1999	02520000	ROCKPORT                     	3821073	42598	90
1999	02530000	ROWE                         	230118	32874	7
1999	02580000	SALEM                        	15765222	42736	369
1999	02610000	SANDWICH                     	10758025	44639	241
1999	02620000	SAUGUS                       	10847378	37098	292
1999	02630000	SAVOY                        	157883	33592	5
1999	02640000	SCITUATE                     	9115738	48257	189
1999	02650000	SEEKONK                      	6577250	46450	142
1999	02660000	SHARON                       	9899720	42634	232
1999	02690000	SHERBORN                     	1580135	49456	32
1999	02700000	SHIRLEY                      	1972904	38760	51
1999	02710000	SHREWSBURY                   	13113483	44680	294
1999	02720000	SHUTESBURY                   	654079	42750	15
1999	02730000	SOMERSET                     	10079319	49167	205
1999	02740000	SOMERVILLE                   	21846616	37060	590
1999	02750000	SOUTHAMPTON                  	1298326	34438	38
1999	02760000	SOUTHBOROUGH                 	3970044	44809	89
1999	02770000	SOUTHBRIDGE                  	8661968	40401	214
1999	02780000	SOUTH HADLEY                 	6615919	40588	163
1999	02810000	SPRINGFIELD                  	92892766	43622	2130
1999	02840000	STONEHAM                     	8600964	46143	186
1999	02850000	STOUGHTON                    	13143276	45972	286
1999	02870000	STURBRIDGE                   	3073610	50140	61
1999	02880000	SUDBURY                      	7887081	45775	172
1999	02890000	SUNDERLAND                   	779518	39975	20
1999	02900000	SUTTON                       	4096629	45518	90
1999	02910000	SWAMPSCOTT                   	7569292	45029	168
1999	02920000	SWANSEA                      	6738403	41544	162
1999	02930000	TAUNTON                      	20916303	46563	449
1999	02950000	TEWKSBURY                    	11861508	46154	257
1999	02960000	TISBURY                      	1516407	44082	34
1999	02980000	TOPSFIELD                    	2078263	44124	47
1999	03000000	TRURO                        	577145	36761	16
1999	03010000	TYNGSBOROUGH                 	5471800	42156	130
1999	03040000	UXBRIDGE                     	6035324	44541	136
1999	03050000	WAKEFIELD                    	11379767	45720	249
1999	03060000	WALES                        	409097	32468	13
1999	03070000	WALPOLE                      	9998331	42151	237
1999	03080000	WALTHAM                      	21157614	43597	485
1999	03090000	WARE                         	3651771	41450	88
1999	03100000	WAREHAM                      	10061575	43444	232
1999	03140000	WATERTOWN                    	10705979	51496	208
1999	03150000	WAYLAND                      	9438458	56756	166
1999	03160000	WEBSTER                      	5896207	41581	142
1999	03170000	WELLESLEY                    	14391209	52967	272
1999	03180000	WELLFLEET                    	723146	39089	19
1999	03210000	WESTBOROUGH                  	11264447	48659	232
1999	03220000	WEST BOYLSTON                	3279642	34378	95
1999	03230000	WEST BRIDGEWATER             	3469635	44769	78
1999	03250000	WESTFIELD                    	20177525	42115	479
1999	03260000	WESTFORD                     	12033541	43348	278
1999	03270000	WESTHAMPTON                  	422026	40193	11
1999	03300000	WESTON                       	7699365	51363	150
1999	03310000	WESTPORT                     	4818407	42603	113
1999	03320000	WEST SPRINGFIELD             	10693259	38437	278
1999	03350000	WESTWOOD                     	8633786	46170	187
1999	03360000	WEYMOUTH                     	21438261	47736	449
1999	03370000	WHATELY                      	367233	39487	9
1999	03400000	WILLIAMSBURG                 	709487	38144	19
1999	03410000	WILLIAMSTOWN                 	1709723	43839	39
1999	03420000	WILMINGTON                   	10308582	47418	217
1999	03430000	WINCHENDON                   	5610460	37909	148
1999	03440000	WINCHESTER                   	11398671	48714	234
1999	03460000	WINTHROP                     	7327443	38364	191
1999	03470000	WOBURN	17332103	51007	340
1999	03480000	WORCESTER                    	90212102	45401	1987
1999	03500000	WRENTHAM                     	3118560	44936	69
1999	04060000	NORTHAMPTON SMITH            	2361994	43459	54
1999	06000000	ACTON BOXBOROUGH             	6133962	45708	134
1999	06030000	ADAMS CHESHIRE               	5768846	40061	144
1999	06050000	AMHERST PELHAM               	6734800	43089	156
1999	06100000	ASHBURNHAM WESTMINSTER       	6282523	37620	167
1999	06150000	ATHOL ROYALSTON              	6810039	40657	168
1999	06180000	BERKSHIRE HILLS              	6032294	41891	144
1999	06200000	BERLIN BOYLSTON              	1288195	37667	34
1999	06220000	BLACKSTONE MILLVILLE         	7330357	42793	171
1999	06250000	BRIDGEWATER RAYNHAM          	16239811	51197	317
1999	06320000	CHESTERFIELD GOSHEN	475706	34723	14
1999	06350000	CENTRAL BERKSHIRE            	7693282	48325	159
1999	06400000	CONCORD CARLISLE             	3979675	59665	67
1999	06450000	DENNIS YARMOUTH              	14226280	45336	314
1999	06500000	DIGHTON REHOBOTH             	8579152	40411	212
1999	06550000	DOVER SHERBORN               	4425494	55527	80
1999	06580000	DUDLEY CHARLTON              	10106525	43283	234
1999	06600000	NAUSET                       	6171869	44116	140
1999	06620000	FARMINGTON RIVER	637886	36451	18
1999	06650000	FREETOWN LAKEVILLE           	5479672	44550	123
1999	06700000	FRONTIER                     	2098345	38502	55
1999	06720000	GATEWAY                      	4738887	37835	125
1999	06730000	GROTON DUNSTABLE             	6458359	41294	156
1999	06740000	GILL MONTAGUE                	4984797	36870	135
1999	06750000	HAMILTON WENHAM              	6758848	34957	193
1999	06800000	HAMPDEN WILBRAHAM            	10211049	43568	234
1999	06830000	HAMPSHIRE                    	2489857	38305	65
1999	06850000	HAWLEMONT                    	367115	33742	11
1999	06900000	KING PHILIP                  	5327063	46934	114
1999	06950000	LINCOLN SUDBURY              	5235473	52146	100
1999	07000000	MARTHAS VINEYARD             	2967278	46802	63
1999	07050000	MASCONOMET                   	5254916	46586	113
1999	07100000	MENDON UPTON                 	5060952	40071	126
1999	07150000	MOUNT GREYLOCK               	2837223	48850	58
1999	07170000	MOHAWK TRAIL                 	4835910	36089	134
1999	07200000	NARRAGANSETT                 	4079430	39606	103
1999	07250000	NASHOBA                      	10966804	41683	263
1999	07280000	NEW SALEM WENDELL            	557950	36659	15
1999	07300000	NORTHBORO SOUTHBORO          	3770480	47487	79
1999	07350000	NORTH MIDDLESEX              	13366813	43091	310
1999	07400000	OLD ROCHESTER                	3622338	47351	77
1999	07450000	PENTUCKET                    	9712139	36199	268
1999	07500000	PIONEER                      	3003601	32683	92
1999	07530000	QUABBIN                      	8345709	43603	191
1999	07550000	RALPH C MAHAR                	2569793	42830	60
1999	07600000	SILVER LAKE                  	9897018	47696	208
1999	07650000	SOUTHERN BERKSHIRE           	3552040	46130	77
1999	07660000	SOUTHWICK TOLLAND	5681951	42980	132
1999	07670000	SPENCER EAST BROOKFIELD      	6861472	46868	146
1999	07700000	TANTASQUA                    	5994129	49827	120
1999	07730000	TRITON                       	9723823	44790	217
1999	07740000	UPISLAND	1970388	47105	42
1999	07750000	WACHUSETT                    	20225697	47815	423
1999	07780000	QUABOAG	4345189	39466	110
1999	07800000	WHITMAN HANSON               	13142962	45289	290
1999	08010000	ASSABET VALLEY               	4704344	51982	91
1999	08050000	BLACKSTONE VALLEY            	3415850	37954	90
1999	08060000	BLUE HILLS                   	4358634	53810	81
1999	08100000	BRISTOL PLYMOUTH             	3273067	44231	74
1999	08150000	CAPE COD                     	2781096	44215	63
1999	08180000	FRANKLIN COUNTY              	2404668	43094	56
1999	08210000	GREATER FALL RIVER           	4560453	42423	108
1999	08230000	GREATER LAWRENCE             	6440219	47009	137
1999	08250000	GREATER NEW BEDFORD          	8100878	45768	177
1999	08280000	GREATER LOWELL               	8007749	51005	157
1999	08290000	SOUTH MIDDLESEX              	4498698	55199	82
1999	08300000	MINUTEMAN                    	5795794	56822	102
1999	08320000	MONTACHUSETT                 	4525379	47938	94
1999	08510000	NORTHERN BERKSHIRE           	2075340	44921	46
1999	08520000	NASHOBA VALLEY               	2368087	42900	55
1999	08530000	NORTHEAST METROPOLITAN       	5550515	54417	102
1999	08540000	NORTH SHORE                  	2180044	44903	49
1999	08550000	OLD COLONY                   	2109888	43059	49
1999	08600000	PATHFINDER                   	3387062	44275	77
1999	08710000	SHAWSHEEN VALLEY             	6142429	53412	115
1999	08720000	SOUTHEASTERN                 	4236308	44593	95
1999	08730000	SOUTH SHORE                  	2843517	49026	58
1999	08760000	SOUTHERN WORCESTER           	4372580	46027	95
1999	08780000	TRI COUNTY                   	4146614	49130	84
1999	08790000	UPPER CAPE COD               	2194748	42866	51
1999	08850000	WHITTIER                     	4758004	48551	98
1999	09100000	BRISTOL COUNTY               	1399029	45130	31
1999	09130000	ESSEX COUNTY                 	3171003	43438	73
1999	09150000	NORFOLK COUNTY               	1888147	42430	45
1999	09990000	STATE TOTALS	3081654861	45149	68256
2000	00010000	ABINGTON                     	6609139	45833	144
2000	00020000	ACTON                        	7045032	52185	135
2000	00030000	ACUSHNET                     	2686583	40158	67
2000	00050000	AGAWAM                       	12943709	43699	296
2000	00070000	AMESBURY                     	8794434	38913	226
2000	00080000	AMHERST                      	6711924	46806	143
2000	00090000	ANDOVER                      	20798415	49402	421
2000	00100000	ARLINGTON                    	14471178	45039	321
2000	00140000	ASHLAND                      	7659155	42551	180
2000	00160000	ATTLEBORO                    	19235899	40582	474
2000	00170000	AUBURN                       	7593568	46730	163
2000	00180000	AVON                         	1956106	32067	61
2000	00190000	AYER                         	3814847	33910	113
2000	00200000	BARNSTABLE                   	22576570	43003	525
2000	00230000	BEDFORD                      	8863774	49858	178
2000	00240000	BELCHERTOWN                  	5980661	40602	147
2000	00250000	BELLINGHAM                   	7975780	47617	168
2000	00260000	BELMONT                      	12007409	52003	231
2000	00270000	BERKLEY                      	2652505	43555	61
2000	00280000	BERLIN                       	782714	32750	24
2000	00300000	BEVERLY                      	15425499	47015	328
2000	00310000	BILLERICA                    	20794012	37835	550
2000	00350000	BOSTON                       	258825111	54040	4790
2000	00360000	BOURNE                       	6741897	41489	163
2000	00370000	BOXBOROUGH                   	1582559	42772	37
2000	00380000	BOXFORD                      	3064803	43288	71
2000	00390000	BOYLSTON                     	1121928	43825	26
2000	00400000	BRAINTREE                    	18265195	50624	361
2000	00410000	BREWSTER                     	2498860	46104	54
2000	00430000	BRIMFIELD                    	1187323	43333	27
2000	00440000	BROCKTON                     	49914210	47926	1042
2000	00450000	BROOKFIELD                   	1213482	43808	28
2000	00460000	BROOKLINE                    	23921650	52244	458
2000	00480000	BURLINGTON                   	14913548	53377	279
2000	00490000	CAMBRIDGE                    	41120541	59751	688
2000	00500000	CANTON                       	9731038	46694	208
2000	00510000	CARLISLE                     	3233440	52152	62
2000	00520000	CARVER                       	6719916	44297	152
2000	00550000	CHATHAM                      	3038596	47777	64
2000	00560000	CHELMSFORD                   	18817422	47044	400
2000	00570000	CHELSEA                      	16414812	39411	417
2000	00610000	CHICOPEE                     	24391749	34895	699
2000	00630000	CLARKSBURG                   	672205	43935	15
2000	00640000	CLINTON                      	6417070	41135	156
2000	00650000	COHASSET                     	4513746	48797	93
2000	00670000	CONCORD                      	7817752	56981	137
2000	00680000	CONWAY                       	566770	41828	14
2000	00710000	DANVERS                      	12443487	47476	262
2000	00720000	DARTMOUTH                    	12283762	44587	276
2000	00730000	DEDHAM                       	10893913	48067	227
2000	00740000	DEERFIELD                    	1434152	39292	37
2000	00770000	DOUGLAS                      	3774279	42408	89
2000	00780000	DOVER                        	1682465	49630	34
2000	00790000	DRACUT                       	11231421	45288	248
2000	00820000	DUXBURY                      	10219005	51768	197
2000	00830000	EAST BRIDGEWATER             	7265248	49558	147
2000	00850000	EASTHAM                      	1228404	46181	27
2000	00860000	EASTHAMPTON                  	5541051	41290	134
2000	00870000	EAST LONGMEADOW              	7878692	45860	172
2000	00880000	EASTON                       	10514995	46527	226
2000	00890000	EDGARTOWN                    	1627993	47188	35
2000	00910000	ERVING                       	641381	44417	14
2000	00920000	ESSEX                        	1254750	44337	28
2000	00930000	EVERETT                      	17416949	51453	339
2000	00940000	FAIRHAVEN                    	6300254	42976	147
2000	00950000	FALL RIVER                   	39288868	43752	898
2000	00960000	FALMOUTH                     	15827822	49493	320
2000	00970000	FITCHBURG                    	18774901	43161	435
2000	00980000	FLORIDA                      	397532	31803	13
2000	00990000	FOXBOROUGH                   	9354592	46633	201
2000	01000000	FRAMINGHAM                   	30639731	48120	637
2000	01010000	FRANKLIN                     	17041163	44881	380
2000	01020000	FREETOWN                     	1145413	43061	27
2000	01030000	GARDNER                      	8589883	48285	178
2000	01050000	GEORGETOWN                   	4204938	41674	101
2000	01070000	GLOUCESTER                   	13709956	42498	323
2000	01100000	GRAFTON                      	7086479	47243	150
2000	01110000	GRANBY                       	3104640	38187	81
2000	01120000	GRANVILLE                    	753763	33953	22
2000	01140000	GREENFIELD                   	6732396	38079	177
2000	01170000	HADLEY                       	1656345	37305	44
2000	01180000	HALIFAX                      	2033936	44506	46
2000	01210000	HANCOCK                      	257877	51575	5
2000	01220000	HANOVER                      	8933358	51968	172
2000	01250000	HARVARD                      	3508409	42219	83
2000	01260000	HARWICH                      	5407030	46774	116
2000	01270000	HATFIELD                     	1494959	39445	38
2000	01280000	HAVERHILL                    	26203469	47773	549
2000	01310000	HINGHAM                      	12142325	52564	231
2000	01330000	HOLBROOK                     	4201192	49426	85
2000	01350000	HOLLAND                      	894951	41433	22
2000	01360000	HOLLISTON                    	10123633	42252	240
2000	01370000	HOLYOKE                      	28948522	44264	654
2000	01380000	HOPEDALE                     	3681890	42369	87
2000	01390000	HOPKINTON                    	8443404	47249	179
2000	01410000	HUDSON                       	9628378	46469	207
2000	01420000	HULL                         	4376204	40520	108
2000	01440000	IPSWICH                      	6285068	47686	132
2000	01450000	KINGSTON                     	3486792	50026	70
2000	01460000	LAKEVILLE                    	1749276	47150	37
2000	01480000	LANESBOROUGH                 	1096249	49381	22
2000	01490000	LAWRENCE                     	40976512	44061	930
2000	01500000	LEE                          	3306922	41337	80
2000	01510000	LEICESTER                    	5452660	43761	125
2000	01520000	LENOX                        	3037295	43017	71
2000	01530000	LEOMINSTER                   	17762340	35739	497
2000	01540000	LEVERETT                     	549497	34344	16
2000	01550000	LEXINGTON                    	24391577	53490	456
2000	01570000	LINCOLN                      	3335265	52690	63
2000	01580000	LITTLETON                    	4109184	41549	99
2000	01590000	LONGMEADOW                   	11331923	47733	237
2000	01600000	LOWELL                       	57824751	50004	1156
2000	01610000	LUDLOW                       	8462949	41465	204
2000	01620000	LUNENBURG                    	4770309	43363	110
2000	01630000	LYNN                         	48616869	46372	1048
2000	01640000	LYNNFIELD                    	6340733	42421	150
2000	01650000	MALDEN                       	22476270	50805	442
2000	01660000	MANCHESTER                   	2906816	38809	75
2000	01670000	MANSFIELD                    	12507737	43657	287
2000	01680000	MARBLEHEAD                   	11009545	49727	221
2000	01690000	MARION                       	1728460	48689	36
2000	01700000	MARLBOROUGH                  	15197869	47867	318
2000	01710000	MARSHFIELD                   	14840078	46682	318
2000	01720000	MASHPEE                      	6570047	40307	163
2000	01730000	MATTAPOISETT                 	1912308	51614	37
2000	01740000	MAYNARD                      	4838902	36410	133
2000	01750000	MEDFIELD                     	8160786	43385	188
2000	01760000	MEDFORD                      	21089936	45570	463
2000	01770000	MEDWAY                       	8323707	48422	172
2000	01780000	MELROSE                      	11675068	46037	254
2000	01810000	METHUEN                      	18590713	48705	382
2000	01820000	MIDDLEBOROUGH                	9642516	44995	214
2000	01840000	MIDDLETON                    	2006878	43392	46
2000	01850000	MILFORD                      	14303700	44911	319
2000	01860000	MILLBURY                     	6082130	50307	121
2000	01870000	MILLIS                       	3737247	48410	77
2000	01890000	MILTON                       	12800482	49214	260
2000	01910000	MONSON                       	4169358	45868	91
2000	01960000	NAHANT                       	837672	45774	18
2000	01970000	NANTUCKET                    	5478335	51199	107
2000	01980000	NATICK                       	15153615	48245	314
2000	01990000	NEEDHAM                      	16150694	47363	341
2000	02010000	NEW BEDFORD                  	44250028	45760	967
2000	02040000	NEWBURYPORT                  	8550812	41248	207
2000	02070000	NEWTON                       	48905572	53008	923
2000	02080000	NORFOLK                      	3545284	46344	77
2000	02090000	NORTH ADAMS                  	7700306	45564	169
2000	02100000	NORTHAMPTON                  	10331950	45197	229
2000	02110000	NORTH ANDOVER                	11931357	45961	260
2000	02120000	NORTH ATTLEBOROUGH           	13533877	44243	306
2000	02130000	NORTHBOROUGH                 	6652052	47583	140
2000	02140000	NORTHBRIDGE                  	7368897	39406	187
2000	02150000	NORTH BROOKFIELD             	2763440	40050	69
2000	02170000	NORTH READING                	7109474	48005	148
2000	02180000	NORTON                       	8165184	41553	197
2000	02190000	NORWELL                      	7182332	53921	133
2000	02200000	NORWOOD                      	12347917	46561	265
2000	02210000	OAK BLUFFS                   	1615570	41319	39
2000	02230000	ORANGE                       	2789232	39620	70
2000	02240000	ORLEANS                      	1211571	47143	26
2000	02260000	OXFORD                       	5815204	45970	127
2000	02270000	PALMER                       	6121433	38500	159
2000	02290000	PEABODY                      	19867042	45525	436
2000	02300000	PELHAM                       	470254	44786	11
2000	02310000	PEMBROKE                     	5366843	49102	109
2000	02340000	PETERSHAM                    	266325	36483	7
2000	02360000	PITTSFIELD                   	22490802	44039	511
2000	02380000	PLAINVILLE                   	2019877	43160	47
2000	02390000	PLYMOUTH                     	30025865	47547	632
2000	02400000	PLYMPTON                     	822324	45183	18
2000	02420000	PROVINCETOWN                 	1945938	45476	43
2000	02430000	QUINCY                       	30983521	50528	613
2000	02440000	RANDOLPH                     	11710773	41498	282
2000	02460000	READING                      	13503662	49410	273
2000	02480000	REVERE                       	20667341	49562	417
2000	02490000	RICHMOND                     	875015	42684	21
2000	02500000	ROCHESTER                    	1554358	47389	33
2000	02510000	ROCKLAND                     	7752055	47011	165
2000	02520000	ROCKPORT                     	3845427	47533	81
2000	02530000	ROWE                         	282698	34060	8
2000	02580000	SALEM                        	16493301	44564	370
2000	02610000	SANDWICH                     	10959580	43751	251
2000	02620000	SAUGUS                       	11097129	43247	257
2000	02630000	SAVOY                        	153100	35605	4
2000	02640000	SCITUATE                     	9609995	50052	192
2000	02650000	SEEKONK                      	7047289	46272	152
2000	02660000	SHARON                       	10998327	47001	234
2000	02690000	SHERBORN                     	1705487	51525	33
2000	02700000	SHIRLEY                      	2147745	38298	56
2000	02710000	SHREWSBURY                   	14286421	47212	303
2000	02720000	SHUTESBURY                   	664813	37989	18
2000	02730000	SOMERSET                     	10322673	46625	221
2000	02740000	SOMERVILLE                   	23913279	41265	580
2000	02750000	SOUTHAMPTON                  	1429718	33405	43
2000	02760000	SOUTHBOROUGH                 	4367164	46459	94
2000	02770000	SOUTHBRIDGE                  	9523017	42704	223
2000	02780000	SOUTH HADLEY                 	6602639	43959	150
2000	02810000	SPRINGFIELD                  	99550535	46834	2126
2000	02840000	STONEHAM                     	9129958	47926	191
2000	02850000	STOUGHTON                    	14007606	46801	299
2000	02870000	STURBRIDGE                   	3338071	46491	72
2000	02880000	SUDBURY                      	8813547	41850	211
2000	02890000	SUNDERLAND                   	868432	39474	22
2000	02900000	SUTTON                       	4442157	45678	97
2000	02910000	SWAMPSCOTT                   	7907762	45906	172
2000	02920000	SWANSEA                      	6983529	42844	163
2000	02930000	TAUNTON                      	22000193	48824	451
2000	02950000	TEWKSBURY                    	13125452	48255	272
2000	02960000	TISBURY                      	1565810	49255	32
2000	02980000	TOPSFIELD                    	2208808	43652	51
2000	03000000	TRURO                        	572439	30776	19
2000	03010000	TYNGSBOROUGH                 	5780148	42501	136
2000	03040000	UXBRIDGE                     	6578109	48156	137
2000	03050000	WAKEFIELD                    	12217748	48522	252
2000	03060000	WALES                        	462636	35863	13
2000	03070000	WALPOLE                      	10452434	43661	239
2000	03080000	WALTHAM                      	22177057	44838	495
2000	03090000	WARE                         	3811593	42071	91
2000	03100000	WAREHAM                      	10559212	44554	237
2000	03140000	WATERTOWN                    	11228176	52346	215
2000	03150000	WAYLAND                      	10578780	49204	215
2000	03160000	WEBSTER                      	6069754	44305	137
2000	03170000	WELLESLEY                    	15626038	53277	293
2000	03180000	WELLFLEET                    	740797	42331	18
2000	03210000	WESTBOROUGH                  	11927105	48484	246
2000	03220000	WEST BOYLSTON                	3548474	33288	107
2000	03230000	WEST BRIDGEWATER             	3602111	46781	77
2000	03250000	WESTFIELD                    	20507679	42015	488
2000	03260000	WESTFORD                     	13427685	45750	294
2000	03270000	WESTHAMPTON                  	442109	41708	11
2000	03300000	WESTON                       	8471659	52586	161
2000	03310000	WESTPORT                     	4958815	43422	114
2000	03320000	WEST SPRINGFIELD             	11654929	42833	272
2000	03350000	WESTWOOD                     	9221944	45653	202
2000	03360000	WEYMOUTH                     	23206864	46675	497
2000	03370000	WHATELY                      	385363	41437	9
2000	03400000	WILLIAMSBURG                 	748397	36507	21
2000	03410000	WILLIAMSTOWN                 	1572857	43812	36
2000	03420000	WILMINGTON                   	10995832	47996	229
2000	03430000	WINCHENDON                   	5272383	38485	137
2000	03440000	WINCHESTER                   	12169885	49461	246
2000	03460000	WINTHROP                     	7523797	38983	193
2000	03470000	WOBURN	17571673	51424	342
2000	03480000	WORCESTER                    	95741632	45106	2123
2000	03500000	WRENTHAM                     	3478874	46948	74
2000	04060000	NORTHAMPTON SMITH            	2359883	39463	60
2000	06000000	ACTON BOXBOROUGH             	6866899	49260	139
2000	06030000	ADAMS CHESHIRE               	6080572	41506	147
2000	06050000	AMHERST PELHAM               	7273679	45862	159
2000	06100000	ASHBURNHAM WESTMINSTER       	6673054	40443	165
2000	06150000	ATHOL ROYALSTON              	7235370	42940	169
2000	06180000	BERKSHIRE HILLS              	6451485	44432	145
2000	06200000	BERLIN BOYLSTON              	1240252	33980	37
2000	06220000	BLACKSTONE MILLVILLE         	7632241	43863	174
2000	06250000	BRIDGEWATER RAYNHAM          	17885248	52083	343
2000	06320000	CHESTERFIELD GOSHEN	519679	35352	15
2000	06350000	CENTRAL BERKSHIRE            	7826900	49041	160
2000	06400000	CONCORD CARLISLE             	4439139	66654	67
2000	06450000	DENNIS YARMOUTH              	14750810	47815	309
2000	06500000	DIGHTON REHOBOTH             	9190392	41756	220
2000	06550000	DOVER SHERBORN               	4770674	55994	85
2000	06580000	DUDLEY CHARLTON              	10756686	46285	232
2000	06600000	NAUSET                       	6345924	45007	141
2000	06620000	FARMINGTON RIVER	591368	43483	14
2000	06650000	FREETOWN LAKEVILLE           	5698998	46484	123
2000	06700000	FRONTIER                     	2237228	39597	57
2000	06720000	GATEWAY                      	4865858	39721	123
2000	06730000	GROTON DUNSTABLE             	6819136	43376	157
2000	06740000	GILL MONTAGUE                	5259127	41216	128
2000	06750000	HAMILTON WENHAM              	7457432	37065	201
2000	06800000	HAMPDEN WILBRAHAM            	10427502	43758	238
2000	06830000	HAMPSHIRE                    	2776597	37021	75
2000	06850000	HAWLEMONT                    	376949	30646	12
2000	06900000	KING PHILIP                  	5765580	49575	116
2000	06950000	LINCOLN SUDBURY              	5535018	52619	105
2000	07000000	MARTHAS VINEYARD             	3204645	47902	67
2000	07050000	MASCONOMET                   	5479949	50000	110
2000	07100000	MENDON UPTON                 	5526425	41804	132
2000	07150000	MOUNT GREYLOCK               	2927031	49779	59
2000	07170000	MOHAWK TRAIL                 	5459685	42323	129
2000	07200000	NARRAGANSETT                 	4524750	43093	105
2000	07250000	NASHOBA                      	11106075	42471	262
2000	07280000	NEW SALEM WENDELL            	614870	37378	17
2000	07300000	NORTHBORO SOUTHBORO          	4064270	47871	85
2000	07350000	NORTH MIDDLESEX              	14071490	42940	328
2000	07400000	OLD ROCHESTER                	3744301	49462	76
2000	07450000	PENTUCKET                    	10575178	44508	238
2000	07500000	PIONEER                      	3154512	38564	82
2000	07530000	QUABBIN                      	9150173	43655	210
