FY_CODE,PARENT_ORG_CODE,ORG_CODE,ORG_NAME,TEACHER_COUNT,LICENSED_PCT,CORE_COUNT,HQ_PCT,STAFF_TEASTU_PCT
2004,01530000,01530030,Northwest,41.4,85.51,38.6,98.96,14.7
2004,01530000,01530040,"Priest Street",13.4,85.07,10.4,90.38,16.8
2004,01530000,01530045,"Samoset School",38.6,90.67,35.6,92.7,16.5
2004,01530000,01530050,"Southeast Middle School",36.8,89.13,35,94.29,15.9
2004,01530000,01530320,"Sky View Middle School",36.3,80.72,33.5,91.04,19.5
2004,01530000,01530505,"Leominster Senior High",94.4,84.96,86.4,87.04,13
2004,01530000,01530605,"Leominster Ctr Tech Educ",33,90.91,2,100,19.2
2004,01540000,01540000,Leverett,21.57,78.35,18.17,80.35,6.2
2004,01540000,01540005,"Leverett Elementary",21.57,78.35,18.17,80.35,6.2
2004,01550000,01550000,Lexington,495.45,96.1,440.34,96.95,12.5
2004,01550000,01550006,Bridge,42.75,95.32,38.5,94.81,12.4
2004,01550000,01550008,Bowman,35.41,97.46,31.58,98.42,12.7
2004,01550000,01550010,"Joseph Estabrook",35.65,97.19,33.65,97.03,13.5
2004,01550000,01550015,Fiske,33.13,91.7,29.15,93.31,12.6
2004,01550000,01550030,Harrington,30.45,100,28.05,100,14.3
2004,01550000,01550035,"Maria Hastings",38.5,97.4,34.6,97.11,13.2
2004,01550000,01550305,"Jonas Clarke Middle",65.35,96.94,55.65,98.2,11.6
2004,01550000,01550310,"Wm Diamond Middle",69.25,93.86,59.2,96.62,11.1
2004,01550000,01550505,"Lexington High",144.96,96.27,129.96,96.92,12.6
2004,01570000,01570000,Lincoln,124.2,89.81,115.2,84.33,10.6
2004,01570000,01570006,"Hanscom Primary",29,96.55,27,88.89,11
2004,01570000,01570025,"Lincoln School",65.2,87.12,61.2,80.72,11
2004,01570000,01570305,"Hanscom Middle",30,89.17,27,87.96,9.4
2004,01580000,01580000,Littleton,106.3,100,94.8,100,14.7
2004,01580000,01580005,"Shaker Lane Elementary",28.2,100,25.2,100,16.5
2004,01580000,01580015,"Russell St Elementary",25.5,100,23,100,15.3
2004,01580000,01580305,"Littleton Middle School",24,100,21,100,14.7
2004,01580000,01580505,"Littleton High School",28.6,100,25.6,100,12.4
2004,01590000,01590000,Longmeadow,229.77,97.28,203.77,97.52,14.7
2004,01590000,01590005,"Blueberry Hill",30.8,99.03,27.5,100,17.3
2004,01590000,01590010,Center,35.22,100,30.82,100,15.7
2004,01590000,01590017,"Glenbrook Middle",31.9,100,27,100,13.1
2004,01590000,01590025,"Wolf Swamp Road",26.9,100,24.6,100,17.4
2004,01590000,01590305,"Williams Middle",28.05,91.09,24.25,89.69,13.3
2004,01590000,01590505,"Longmeadow High",76.9,95.51,69.6,96.34,13.6
2004,01600000,01600000,Lowell,1110.9,93.38,904.1,92.48,13.6
2004,01600000,01600002,"Dr Gertrude Bailey",32.5,100,26.5,100,14.3
2004,01600000,01600004,"Demonstration School",5.2,100,4.4,100,16.3
2004,01600000,01600010,"Joseph McAvinnue",38.5,92.21,31.5,93.65,13.6
2004,01600000,01600015,Greenhalge,41,95.12,29.5,100,11
2004,01600000,01600018,"Pyne Arts",36.3,95.87,29.7,96.63,12.5
2004,01600000,01600019,"Laura Lee Alternative",3,33.33,3,33.33,7
2004,01600000,01600020,"Abraham Lincoln",37,100,29.5,100,13
2004,01600000,01600027,"Moody Elem",17.7,94.35,15.2,93.42,12.9
2004,01600000,01600030,"Charles W Morey",33,100,26.5,100,13.4
2004,01600000,01600036,"Pawtucketville Memorial",30.7,93.49,26.5,92.45,13.8
2004,01600000,01600040,"Peter W Reilly",43.1,100,37.2,100,14.2
2004,01600000,01600050,"John J Shaughnessy",36,94.44,30.5,96.72,13.2
2004,01600000,01600054,"Varnum Arts",21.4,100,15.4,100,11.2
2004,01600000,01600055,Washington,19.1,94.76,15.1,93.38,13.1
2004,01600000,01600070,"McDonough City Magnet Sch",24.9,91.97,18.9,89.42,12.8
2004,01600000,01600075,"S Christa McAuliffe Elementary",40.5,100,30.5,100,11.5
2004,01600000,01600080,"Charlotte M Murkland Elem",40,97.5,32.5,96.92,13.1
2004,01600000,01600305,"Bartlett Middle Sch",45.6,86.84,38.2,86.91,11.8
2004,01600000,01600310,"B.F.Butler Middle Sch",50.1,94.01,38.4,92.19,11.3
2004,01600000,01600315,"James S Daley Middle Sch",59.6,98.32,46.6,97.85,14.4
2004,01600000,01600330,"Henry J Robinson Middle",53.9,87.01,44.4,84.23,11.9
2004,01600000,01600335,"E N Rogers",56.7,94.71,46.2,93.51,13
2004,01600000,01600340,"James Sullivan Middle Sch",48,85.42,39.4,82.23,15
2004,01600000,01600345,"Dr An Wang School",47,91.49,37.4,89.3,14.5
2004,01600000,01600505,"Lowell High",250.1,90,211.1,88.16,15.7
2004,01610000,01610000,Ludlow,221.8,94.5,194.4,96.6,13.9
2004,01610000,01610005,"Chapin Elementary",25.9,98.84,23.6,100,12.9
2004,01610000,01610015,"East Street",38,98.95,36.6,99.45,12.6
2004,01610000,01610018,"Ludlow ECC",3,100,2,100,28.3
2004,01610000,01610023,"Veterans Park Elem",29.3,99.66,26.8,100,13.5
2004,01610000,01610305,"Paul R Baird Middle",60.8,93.42,50.2,98.01,13.1
2004,01610000,01610505,"Ludlow Senior High",64.8,88.58,55.2,90.22,15.2
2004,01620000,01620000,Lunenburg,118.86,100,95.45,100,15.4
2004,01620000,01620015,"Thomas C Passios Elem",40.66,100,31.5,100,16
2004,01620000,01620020,"Turkey Hill Middle",38,100,31,100,15.6
2004,01620000,01620505,"Lunenburg High",40.2,100,32.95,100,14.7
2004,01630000,01630000,Lynn,1080.6,92.84,909.55,92.23,13.5
2004,01630000,01630011,Aborn,14.9,100,13.9,100,17.4
2004,01630000,01630016,"A Drewicz Elem",27.9,96.42,27.9,96.42,15.7
2004,01630000,01630020,"Brickett Elementary",18.7,100,17.2,100,14.5
2004,01630000,01630030,"Julia F Callahan",31.2,100,29.2,96.58,16.7
2004,01630000,01630035,"Cobbet Elementary",55.8,96.59,51.8,92.47,13.1
2004,01630000,01630040,"Wm P Connery",40.6,100,32.7,100,11.4
2004,01630000,01630045,"E J Harrington",46.5,95.7,39,94.87,13.9
2004,01630000,01630050,"Robert L Ford",54.55,98.17,51.05,91.58,16.5
2004,01630000,01630055,Hood,29.2,100,28.2,100,14
2004,01630000,01630060,Ingalls,47.6,93.7,43.6,93.12,11.9
2004,01630000,01630070,Lincoln-Thomson,14.75,97.29,13.75,97.09,17.5
2004,01630000,01630075,"Lynn Woods",12,100,11.5,100,13.3
2004,01630000,01630080,"William R Fallon",10.2,100,10.1,100,14.6
2004,01630000,01630085,Sewell-Anderson,22.3,95.52,20.9,95.22,12.9
2004,01630000,01630090,"Capt William G Shoemaker",26.25,100,24.95,100,14.1
2004,01630000,01630095,"Edward A Sisson",24.15,100,23.35,100,19.5
2004,01630000,01630100,Tracy,20.2,100,17.8,100,13
2004,01630000,01630105,"Washington Community",23.3,95.71,20.7,100,15.5
2004,01630000,01630115,"Welcoming Alternative Sch",8.6,81.4,8.6,81.4,4.5
2004,01630000,01630305,"Thurgood Marshall Mid",88.65,92.1,72.65,93.12,10.3
2004,01630000,01630330,"Welcoming Middle School",3.9,74.36,3.9,74.36,2.3
2004,01630000,01630405,"Breed Middle School",77,92.21,66.5,87.97,12.6
2004,01630000,01630420,"Pickering Middle",59.55,89.08,50.3,91.05,11.7
2004,01630000,01630503,"Career Development Center",20.6,85.44,14.2,85.92,6.9
2004,01630000,01630505,"Classical High",91.6,86.9,77.2,89.64,16
2004,01630000,01630510,"Lynn English High",93.6,83.97,78.2,84.65,17.3
2004,01630000,01630520,"Lynn Alternative HS",9,55.56,7,42.86,3.6
2004,01630000,01630605,"Lynn Voc Tech Institute",108,90.74,53.4,85.02,11.3
2004,01640000,01640000,Lynnfield,142.74,98.6,122.99,97.89,14.2
2004,01640000,01640010,"Huckleberry Hill",25.4,100,21,98.1,15.7
2004,01640000,01640020,"Summer Street",28.7,100,23.9,99.16,15.5
2004,01640000,01640405,"Lynnfield Middle School",44.36,95.49,38.86,94.85,15.2
2004,01640000,01640505,"Lynnfield High",44.28,100,39.23,100,11.6
2004,01650000,01650000,Malden,454.84,99.12,376.84,98.94,13.5
2004,01650000,01650003,Beebe,67,100,52,100,13.6
2004,01650000,01650013,Ferryway,71,100,54,100,12.6
2004,01650000,01650027,Forestdale,40.5,100,36,100,13.9
2004,01650000,01650047,Linden,55.34,98.19,48.84,97.95,13.2
2004,01650000,01650049,"Malden ELC",20,100,13,100,13.2
2004,01650000,01650057,Salemwood,91,98.9,81,98.77,13.3
2004,01650000,01650505,"Malden High",110,98.18,92,97.83,14.2
2004,01670000,01670000,Mansfield,308.05,98.86,265.4,98.68,15.4
2004,01670000,01670003,"Roland Green School",7,85.71,5,80,16.1
2004,01670000,01670007,"Everett W Robinson",70.1,100,63,100,16.4
2004,01670000,01670014,"Jordan/Jackson Elementary",81.75,97.55,78.5,97.45,14.6
2004,01670000,01670035,"Harold L Qualters Middle",66.2,100,58.4,100,17.3
2004,01670000,01670505,"Mansfield High",83,99.4,60.5,99.17,13.8
2004,01670000,01670815,Amego,,,,,
2004,01680000,01680000,Marblehead,218.1,94.82,194.1,92.43,13.8
2004,01680000,01680005,"Malcolm L Bell",29.9,99.33,28.4,99.3,13.9
2004,01680000,01680010,"L H Coffin",16.2,98.77,15.2,92.11,13.3
2004,01680000,01680015,"Elbridge Gerry",9.7,89.69,9.2,89.13,16.2
2004,01680000,01680020,Glover,22.5,88.89,21.5,83.72,14
2004,01680000,01680025,"Dr Samuel C Eveleth",8.1,95.06,7.6,94.74,15.2
2004,01680000,01680305,"Marblehead Middle School",61.7,92.22,51.2,89.84,13.9
2004,01680000,01680505,"Marblehead High",70,96.86,61,94.75,13.3
2004,01690000,01690000,Marion,38.4,100,33.5,100,12.3
2004,01690000,01690005,Sippican,38.4,100,33.5,100,12.3
2004,01700000,01700000,Marlborough,370.4,98.92,322.5,98.33,13.1
2004,01700000,01700006,"Early Childhood Center",11.5,91.3,9,88.89,13
2004,01700000,01700008,"Francis J Kane",35.6,100,32.8,100,13.3
2004,01700000,01700025,Richer,37.3,100,34.5,97.1,12.7
2004,01700000,01700030,"Charles Jaworek School",43.8,100,40.7,100,13.9
2004,01700000,01700040,"Intermediate Elementary",58.1,100,53.1,100,13.6
2004,01700000,01700305,"Marlborough Middle",63.6,98.43,54.5,98.17,12.5
2004,01700000,01700505,"Marlborough High",120.5,98.34,97.9,97.55,13
2004,01710000,01710000,Marshfield,333.83,95.97,286.33,96.55,13.8
2004,01710000,01710005,"Eames School",24.4,100,21.7,100,14.8
2004,01710000,01710010,"South River",31.5,100,29.5,100,15.9
2004,01710000,01710015,"Daniel Webster",31.3,98.08,29.1,100,13.5
2004,01710000,01710020,"Gov Edward Winslow",33.7,94.07,29.7,96.63,13.1
2004,01710000,01710025,"Martinson Elementary",36.9,97.29,34.9,97.13,15.1
2004,01710000,01710310,"Furnace Brook Middle",70.6,94.05,60,94.67,14.7
2004,01710000,01710505,"Marshfield High",105.43,94.62,81.43,94.27,12.1
2004,01720000,01720000,Mashpee,171,96.67,149.3,95.51,12.7
2004,01720000,01720005,"Kenneth Coombs School",41.9,100,37.5,98.67,11.6
2004,01720000,01720035,"Quashnet School",57.5,98.26,52.7,100,11.7
2004,01720000,01720505,"Mashpee High",71.6,93.44,59.1,89.51,14
2004,01730000,01730000,Mattapoisett,37.3,100,33,100,14
2004,01730000,01730005,Center,20.3,100,18,100,13.6
2004,01730000,01730010,"Old Hammondtown",17,100,15,100,14.5
2004,01740000,01740000,Maynard,102,100,86,100,13.7
2004,01740000,01740010,"Green Meadow",35,100,30,100,14.3
2004,01740000,01740305,"Fowler School",41,100,32,100,14.2
2004,01740000,01740505,"Maynard High",26,100,24,100,12.1
2004,01750000,01750000,Medfield,227.3,82.05,173.2,100,13.4
2004,01750000,01750003,"Memorial School",39.4,65.99,22,100,12.6
2004,01750000,01750005,"Dale Street",39,79.49,27.5,100,12.7
2004,01750000,01750007,"Ralph Wheelock School",32.8,91.77,27.1,100,15.5
2004,01750000,01750305,"Thomas Blake Middle",56.8,85.56,48.8,100,12.7
2004,01750000,01750505,"Medfield Senior High",59.3,85.67,47.8,100,14
2004,01760000,01760000,Medford,426.5,97.07,335,96.42,11.1
2004,01760000,01760068,"John J McGlynn Elementary School",45.5,96.7,36.7,95.91,24.6
2004,01760000,01760130,"Brooks School",46,100,37.4,100,11.9
2004,01760000,01760140,"Christopher Columbus",44.3,97.74,35,97.14,9.1
2004,01760000,01760150,"Milton Fuller Roberts",48.8,98.98,37,98.65,10.6
2004,01760000,01760315,"Madeleine Dugger Andrews",51.6,96.12,43.6,95.41,11.4
2004,01760000,01760320,"John J.McGlynn Middle School",,,,,
2004,01760000,01760505,"Medford High",94.4,96.82,81.7,95.1,13.4
2004,01760000,01760510,Curtis-Tufts,6,83.33,6,83.33,5.5
2004,01760000,01760605,"Medford Voc Tech High",36.8,94.57,15,93.33,6.8
2004,01770000,01770000,Medway,169.35,99.17,155.5,99.1,17
2004,01770000,01770010,"Francis J Burke Elem",13.5,100,12.5,100,20
2004,01770000,01770013,"John D Mc Govern Elem",26,100,23,100,17.2
2004,01770000,01770015,"Memorial Elementary",39,100,38,100,18.7
2004,01770000,01770305,"Medway Middle",42.4,97.64,36.6,97.27,15.8
2004,01770000,01770505,"Medway High",48.45,99.17,45.4,99.12,16
2004,01780000,01780000,Melrose,221.2,96.47,210.4,96.15,16.1
2004,01780000,01780017,"Herbert Clark Hoover",15.2,100,14.8,100,17.6
2004,01780000,01780020,Lincoln,27.4,100,26.4,100,21
2004,01780000,01780025,"Horace Mann",14.3,100,13.8,100,17.9
2004,01780000,01780035,Roosevelt,23.1,85.28,22.6,80.53,14.1
2004,01780000,01780050,Winthrop,20.2,100,18.8,100,17.2
2004,01780000,01780305,"Melrose Middle",59,100,52,100,14
2004,01780000,01780505,"Melrose High",62,92.9,62,94.03,15.7
2004,01810000,01810000,Methuen,470.15,96.17,411,95.38,15.4
2004,01810000,01810004,"Pleasant Valley School",3,100,3,100,2.7
2004,01810000,01810030,"Marsh Grammar School",99.4,100,89.75,100,14.3
2004,01810000,01810050,"Comprehensive Grammar School",82.5,100,70,96.43,14.1
2004,01810000,01810055,"Tenney Grammar School",74.4,100,62.5,100,18.2
2004,01810000,01810060,"Donald P Timony Grammar",87.25,89.68,76.75,90.23,16.1
2004,01810000,01810505,"Methuen High",123.6,92.72,109,91.74,15.5
2004,01820000,01820000,Middleborough,231.9,100,193.6,100,15.9
2004,01820000,01820008,"Henry B Burkland Intermed",57.9,100,49.3,100,14.9
2004,01820000,01820020,"Lincoln D Lynch School",13.9,100,12.8,100,18.1
2004,01820000,01820025,"Mary K. Goode Elementary School",34.9,100,30.3,100,15.5
2004,01820000,01820035,"School Street Sch",8.5,100,7.7,100,16.5
2004,01820000,01820305,"John T. Nichols Middle",56.7,100,44.9,100,16.7
2004,01820000,01820505,"Middleborough High",60,100,48.6,100,15.7
2004,01840000,01840000,Middleton,55.54,94.24,51.4,94.16,14.2
2004,01840000,01840003,"Fuller Meadow",31.2,96.79,29,96.55,15.6
2004,01840000,01840005,Howe-Manning,24.34,90.96,22.4,91.07,12.5
2004,01850000,01850000,Milford,322.3,90.68,272.4,91.1,13
2004,01850000,01850010,Memorial,35.3,95.75,31,100,13.9
2004,01850000,01850065,Brookside,37.2,100,32.7,100,13.8
2004,01850000,01850075,"Shining Star ECC",7.8,80.77,5,90,18.3
2004,01850000,01850090,Woodland,51.1,91.19,46.7,90.36,12.1
2004,01850000,01850305,"Stacy Middle",78.7,90.15,65,89.62,12.2
2004,01850000,01850310,"Milford Middle East",27.9,99.28,22.7,99.12,11.9
2004,01850000,01850505,"Milford High",84.3,82.68,69.3,82.25,13.4
2004,01860000,01860000,Millbury,125.3,98.56,108.5,98.34,16
2004,01860000,01860017,"Elmwood Street",37.8,100,34.5,100,16.9
2004,01860000,01860025,"Raymond E. Shaw Elementary",30,100,26.8,100,16
2004,01860000,01860505,"Millbury Jr/Sr High",57.5,96.87,47.2,96.19,15.5
2004,01870000,01870000,Millis,76.2,98.95,66.5,98.8,17.3
2004,01870000,01870005,"Clyde F Brown",32.5,100,27,100,18.4
2004,01870000,01870020,"Millis Middle",25.15,99.2,22.3,99.1,17.3
2004,01870000,01870505,"Millis High School",18.55,96.77,17.2,96.51,15.4
2004,01890000,01890000,Milton,242,96.49,221.6,96.16,14.8
2004,01890000,01890005,Collicot,25.6,100,25.2,100,16.7
2004,01890000,01890007,"Cunningham School",28.9,98.27,28.3,98.23,17.7
2004,01890000,01890010,Glover,24.3,93.42,23.7,93.25,16.5
2004,01890000,01890020,Tucker,20.8,93.27,20.4,93.14,16
2004,01890000,01890410,"Charles S Pierce Middle",67.8,92.63,61.8,91.91,13.7
2004,01890000,01890505,"Milton High",74.6,100,62.2,100,13.2
2004,01910000,01910000,Monson,105.75,99.53,92.25,100,14.6
2004,01910000,01910025,"Quarry Hill Comm",41.5,100,38.5,100,15.6
2004,01910000,01910310,"Granite Valley Middle",33.41,98.5,29.41,100,15.1
2004,01910000,01910505,"Monson High School",30.84,100,24.34,100,12.6
2004,01960000,01960000,Nahant,19.5,100,14.2,100,10.5
2004,01960000,01960010,Johnson,19.5,100,14.2,100,10.5
2004,01970000,01970000,Nantucket,114.59,73.31,102.29,72.54,10.2
2004,01970000,01970005,"Nantucket Elementary",51.38,75.57,48.38,76.13,10.3
2004,01970000,01970010,"Cyrus Peirce",27.17,76.52,24.12,77.86,10.2
2004,01970000,01970505,"Nantucket High",36.04,67.67,29.79,62.4,10.1
2004,01980000,01980000,Natick,336.1,95.69,293.6,95.84,13.7
2004,01980000,01980005,Bennett-Hemenway,40,100,33.8,100,14.9
2004,01980000,01980010,Brown,28,96.43,25.7,100,14.4
2004,01980000,01980031,Johnson,15.9,100,14.4,100,14.2
2004,01980000,01980035,"Lilja Elementary",27.3,87.55,25.2,88.1,14.5
2004,01980000,01980043,Memorial,32.2,100,27.8,100,13.6
2004,01980000,01980305,"J F Kennedy Middle Sch",45.5,98.46,38.5,96.88,13
2004,01980000,01980310,"Wilson Middle",60.4,90.07,52.4,88.55,12.6
2004,01980000,01980505,"Natick High",86.8,96.08,75.8,97.36,13.7
2004,01990000,01990000,Needham,364.65,97.37,284.42,100,12.9
2004,01990000,01990005,Broadmeadow,36.4,98.63,24.3,100,12.2
2004,01990000,01990020,"John Eliot",19.11,94.77,16.8,100,14.2
2004,01990000,01990035,"Hillside Elementary",41.55,100,24.75,100,10.1
2004,01990000,01990040,"William Mitchell",29.47,97.62,25.87,100,13.5
2004,01990000,01990050,"Newman Elem",48.12,100,36.9,100,15.1
2004,01990000,01990405,"Pollard Middle",89.3,96.86,67.2,100,12.2
2004,01990000,01990505,"Needham High",100.7,95.43,88.6,100,13.7
2004,02010000,02010000,"New Bedford",1085.18,93.44,867.42,92.97,13.4
2004,02010000,02010001,"Ingraham Pre-School Ctr",9.4,100,9,100,17.7
2004,02010000,02010010,"Charles S Ashley",20.13,100,17.53,100,17.2
2004,02010000,02010015,"Elizabeth Carter Brooks",20.4,99.26,17.3,100,15.8
2004,02010000,02010020,"Elwyn G Campbell",20.46,100,16.86,100,13.2
2004,02010000,02010040,"James B Congdon",22.4,95.54,19.5,94.87,15.3
2004,02010000,02010045,"Sgt Wm H Carney Acad",50.35,94.04,44.15,97.73,13.4
2004,02010000,02010050,"John B Devalles",25.85,100,22.65,100,14.8
2004,02010000,02010060,"George H Dunbar",12.08,100,9.38,100,11.6
2004,02010000,02010063,"Alfred J Gomes",45.9,97.82,38.9,97.43,11.6
2004,02010000,02010070,"John Hannigan",21.6,100,18.55,100,15.9
2004,02010000,02010075,"Ellen R Hathaway",24.36,99.38,21.21,100,12.9
2004,02010000,02010078,Hayden/McFadden,51.4,99.42,44.7,100,13.9
2004,02010000,02010085,"Horatio A Kempton",13.13,92.38,10.53,90.5,13.3
2004,02010000,02010095,"Abraham Lincoln",19.56,99.74,16.56,100,14.5
2004,02010000,02010105,"Mt Pleasant",27.26,100,22.86,100,11.8
2004,02010000,02010110,"Sarah D Ottiwell",22.2,99.77,18.95,100,16.6
2004,02010000,02010115,"John Avery Parker",33.05,98.79,29.25,100,16.7
2004,02010000,02010120,"Phillips Avenue",12.31,99.59,11.56,100,13.2
2004,02010000,02010123,"Casmir Pulaski",49.21,97.97,41.31,97.58,12.5
2004,02010000,02010125,"Thomas R Rodman",15.4,100,12.7,100,14.2
2004,02010000,02010130,"Jireh Swift",16.46,100,13.76,100,14.9
2004,02010000,02010135,"William H Taylor",15.46,99.68,14.56,100,17.9
2004,02010000,02010140,"Betsey B Winslow",19.45,100,16.65,100,14.4
2004,02010000,02010405,"Keith Middle School",66,87.88,54,87.04,11.4
2004,02010000,02010410,"Normandin Middle School",103,88.35,84,85.71,13
2004,02010000,02010415,"Roosevelt Middle School",94,80.85,72,77.78,10.5
2004,02010000,02010505,"New Bedford High",243.36,89.73,162,87.04,13.7
2004,02010000,02010510,"West Side Jr-Sr Hs",11,100,7,100,7.3
2004,02040000,02040000,Newburyport,180.3,96.34,155.55,95.31,13.2
2004,02040000,02040005,"Francis T Bresnahan Elem",35.9,96.38,31.2,96.15,13.7
2004,02040000,02040010,"George W Brown",19,91.58,15.6,93.59,15.4
2004,02040000,02040020,Kelley,9.1,94.51,7.9,98.73,10.7
2004,02040000,02040305,"Rupert A Nock Middle",59.2,99.49,51.95,99.42,12.4
2004,02040000,02040505,"Newburyport High",57.1,94.92,48.9,90.39,13.5
2004,02070000,02070000,Newton,967.09,96.01,717.4,95.8,11.8
2004,02070000,02070005,"A E Angier",32.4,93.83,22.2,95.5,11.5
2004,02070000,02070015,Bowen,25.9,96.53,20.9,95.69,12.9
2004,02070000,02070020,"C C Burr",23.4,95.73,18.9,94.71,12.9
2004,02070000,02070025,Cabot,25.75,92.23,21,95.24,13.7
2004,02070000,02070040,Countryside,33.9,95.28,25.4,95.67,13.2
2004,02070000,02070055,Franklin,29.5,96.61,24.1,95.85,13.5
2004,02070000,02070070,Lincoln-Eliot,23.25,100,15.95,100,10.4
2004,02070000,02070075,"Horace Mann",25.9,94.59,21.4,93.46,12.9
2004,02070000,02070080,Mason-Rice,25.6,100,21.1,100,13.8
2004,02070000,02070100,Peirce,20.7,100,16.6,100,13.1
2004,02070000,02070105,"Memorial Spaulding",32.6,100,25.5,100,13.7
2004,02070000,02070108,"Newton Early Childhood Center",12.75,92.94,6.35,72.44,14.7
2004,02070000,02070115,Underwood,23.6,91.53,19.8,89.9,11.7
2004,02070000,02070120,"John Ward",22,95.45,18.3,100,12.5
2004,02070000,02070125,Williams,19.9,94.97,15.3,93.46,12.8
2004,02070000,02070130,Zervas,22.66,97.35,18.3,96.72,12.5
2004,02070000,02070305,"Bigelow Middle",47.4,95.78,33.6,97.02,10.9
2004,02070000,02070310,"Charles E Brown Middle",68.6,97.67,48,100,11.2
2004,02070000,02070315,"F A Day Middle",70.9,99.29,50.9,99.02,11
2004,02070000,02070320,"Oak Hill Middle",53.8,91.64,38.1,88.19,11.1
2004,02070000,02070505,"Newton North High",199.65,96.67,138.15,96.78,10.7
2004,02070000,02070510,"Newton South High",126.93,93.71,97.55,92.88,11.7
2004,02080000,02080000,Norfolk,82.2,100,72.1,100,14.4
2004,02080000,02080005,Freeman-Centennial,42.2,100,38.1,100,15
2004,02080000,02080015,"H Olive Day",40,100,34,100,13.7
2004,02090000,02090000,"North Adams",178.74,93.12,158.99,93.52,11.6
2004,02090000,02090008,"J S Sullivan",26.76,95.89,24.26,95.47,10.7
2004,02090000,02090015,Greylock,23.2,91.38,22.4,90.18,9.7
2004,02090000,02090035,Brayton,37.25,89.26,34,91.18,11.5
2004,02090000,02090305,"Silvio O Conte Middle",42,88.1,38,92.11,12.2
2004,02090000,02090505,"Drury High",49.53,99.6,40.33,97.52,12.6
2004,02100000,02100000,Northampton,217.55,100,198.4,98.69,13.7
2004,02100000,02100005,"Bridge Street",24,100,24,100,13.1
2004,02100000,02100020,"Jackson Street",30.15,100,27.95,100,12.5
2004,02100000,02100025,Leeds,23.9,100,22.9,100,14.4
2004,02100000,02100029,"R. K. Finn Ryan Road",22.05,100,21.1,87.68,13.1
2004,02100000,02100410,"John F Kennedy Middle School",58.7,100,50.7,100,12.4
2004,02100000,02100505,"Northampton High",58.75,100,51.75,100,15.8
2004,02100000,02100823,"Northampton Developmental",,,,,
2004,02110000,02110000,"North Andover",288.9,94.63,259.1,95.33,15.1
2004,02110000,02110001,Atkinson,21,99.05,18.8,98.94,13.7
2004,02110000,02110005,Bradstreet,10.2,100,8.7,100,29.3
2004,02110000,02110010,Franklin,29.1,97.94,25.5,100,11.4
2004,02110000,02110015,Kittredge,15.1,100,14.4,100,15
2004,02110000,02110018,"Annie L Sargent School",39.2,98.47,34.8,100,15.5
2004,02110000,02110020,Thomson,26.7,94.38,24.7,93.93,12.1
2004,02110000,02110305,"North Andover Middle",79.2,92.42,70,94.29,13.9
2004,02110000,02110505,"North Andover High",68.4,90.35,62.2,89.71,17.3
2004,02120000,02120000,"North Attleborough",321.97,97.33,273.02,94.69,14.5
2004,02120000,02120005,"Allen Avenue",14.3,94.41,11.5,82.17,15.7
2004,02120000,02120007,"Amvet Boulevard",28.11,100,24.35,100,14.3
2004,02120000,02120010,Falls,20.05,100,17.25,89.57,14.2
2004,02120000,02120013,"Joseph W Martin Jr Elem",42.6,100,38.3,93.47,16
2004,02120000,02120015,"Roosevelt Avenue",16.17,100,14.17,100,14.8
2004,02120000,02120020,"North Attleborough ELC",9.6,100,7,100,13.3
2004,02120000,02120030,Community,31.85,100,28.25,94.87,11.1
2004,02120000,02120305,"North Attleborough Middle",73.69,95.79,61.8,96.76,16.3
2004,02120000,02120505,"North Attleboro High",85.6,94.51,70.4,93.32,13.5
2004,02130000,02130000,Northborough,137.05,97.81,119.45,97.49,14.1
2004,02130000,02130003,"Lincoln Street",20.85,100,18.45,100,16.4
2004,02130000,02130014,"Marguerite E Peaslee",19.9,100,16.2,100,14.1
2004,02130000,02130015,"Fannie E Proctor",20.4,100,17.4,100,13.7
2004,02130000,02130020,"Marion E Zeh",23.85,100,21.35,100,14.5
2004,02130000,02130305,"Robert E. Melican Middle School",52.05,94.24,46.05,93.49,13.2
2004,02140000,02140000,Northbridge,178.6,100,142.1,100,14.3
2004,02140000,02140001,"W Edward Balmer",39.35,100,33,100,14.4
2004,02140000,02140010,"Aldrich School",6.1,100,4,100,17.7
2004,02140000,02140020,"Northbridge Primary Sch",28.15,100,25.1,100,14.7
2004,02140000,02140305,"Northbridge Middle",58.4,100,42,100,13.7
2004,02140000,02140505,"Northbridge High",46.6,100,38,100,14.2
2004,02150000,02150000,"North Brookfield",58.6,94.03,50.5,94.06,13.4
2004,02150000,02150015,"North Brookfield Elem",27.1,100,24.5,100,16.3
2004,02150000,02150505,"North Brookfield High",31.5,88.89,26,88.46,10.9
2004,02170000,02170000,"North Reading",164,99.94,147.3,100,16.3
2004,02170000,02170003,"E Ethel Little School",26.34,100,24.1,100,16.4
2004,02170000,02170005,"L D Batchelder",24.73,99.6,23.2,100,18
2004,02170000,02170010,"J Turner Hood",28.58,100,27.25,100,18
2004,02170000,02170305,"North Reading Middle",36.2,100,32.25,100,17.1
2004,02170000,02170505,"North Reading High",48.15,100,40.5,100,13.6
2004,02180000,02180000,Norton,204.85,98.24,176.85,98.3,15.5
2004,02180000,02180010,"L G Nourse Elementary",27.4,100,23.4,100,16.2
2004,02180000,02180015,"J C Solmonese",47,100,41.2,100,15
2004,02180000,02180060,"Henri A. Yelle",35.4,100,31.8,100,15.6
